CFSLGR_DataFile
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF
íËäi,100,100,100,2,2,2
åoâﬂéûä‘[sec],Fx[N],Fy[N],Fz[N],Mx[Nm],My[Nm],Mz[Nm]
0.0000,0.07,0.39,0.48,-0.072,-0.024,0.000
0.0008,-0.01,0.49,0.48,-0.078,-0.028,0.001
0.0017,-0.06,0.47,0.45,-0.083,-0.029,0.000
0.0025,-0.11,0.46,0.49,-0.089,-0.028,-0.001
0.0033,-0.10,0.46,0.53,-0.088,-0.027,-0.001
0.0042,0.02,0.43,0.64,-0.088,-0.021,-0.002
0.0050,0.08,0.34,0.77,-0.081,-0.022,-0.001
0.0058,0.11,0.18,0.63,-0.075,-0.024,-0.001
0.0067,0.02,0.25,0.71,-0.076,-0.028,-0.002
0.0075,-0.05,0.11,0.73,-0.072,-0.032,-0.001
0.0083,-0.19,0.23,0.50,-0.075,-0.033,-0.001
0.0092,0.00,0.39,0.61,-0.084,-0.033,-0.003
0.0100,-0.04,0.31,0.87,-0.082,-0.035,-0.002
0.0108,-0.11,0.31,0.89,-0.079,-0.033,0.000
0.0117,-0.16,0.28,0.57,-0.077,-0.032,-0.004
0.0125,-0.19,0.26,0.09,-0.077,-0.039,-0.001
0.0133,-0.03,0.24,0.00,-0.070,-0.038,0.000
0.0142,-0.12,0.10,0.29,-0.061,-0.034,-0.002
0.0150,0.05,0.08,0.14,-0.061,-0.029,-0.001
0.0158,0.08,0.18,0.32,-0.059,-0.034,-0.002
0.0167,-0.18,0.23,0.12,-0.050,-0.040,-0.001
0.0175,-0.24,0.18,0.40,-0.050,-0.038,-0.002
0.0183,-0.15,0.16,0.08,-0.050,-0.034,0.002
0.0192,-0.05,0.19,0.17,-0.052,-0.029,-0.002
0.0200,0.19,0.31,-0.12,-0.041,-0.033,-0.001
0.0208,0.07,0.09,0.07,-0.023,-0.035,0.001
0.0217,0.02,-0.02,-0.11,-0.009,-0.039,0.002
0.0225,-0.03,-0.24,-0.15,0.003,-0.044,-0.005
0.0233,-0.24,-0.41,0.06,0.003,-0.047,0.000
0.0242,-0.21,-0.26,0.23,-0.002,-0.046,-0.001
0.0250,-0.16,-0.08,0.16,-0.003,-0.048,-0.002
0.0258,-0.11,-0.03,0.03,-0.006,-0.051,0.001
0.0267,-0.21,0.01,0.11,-0.005,-0.055,0.001
0.0275,-0.35,-0.05,-0.03,-0.008,-0.059,0.000
0.0283,-0.35,-0.09,0.03,-0.016,-0.058,0.000
0.0292,-0.34,0.00,-0.12,-0.023,-0.053,0.002
0.0300,-0.14,0.10,-0.17,-0.023,-0.045,0.002
0.0308,0.04,0.11,-0.27,-0.018,-0.038,0.002
0.0317,0.05,0.03,-0.39,-0.012,-0.038,0.004
0.0325,-0.03,-0.08,-0.19,-0.014,-0.040,0.001
0.0333,-0.09,-0.10,-0.04,-0.015,-0.042,0.001
0.0342,-0.16,0.02,0.34,-0.013,-0.043,0.001
0.0350,-0.11,0.09,0.33,-0.001,-0.042,0.000
0.0358,-0.04,0.04,0.42,0.018,-0.044,0.001
0.0367,-0.08,-0.26,0.36,0.033,-0.048,0.001
0.0375,-0.23,-0.48,0.35,0.041,-0.052,0.000
0.0383,-0.22,-0.64,0.37,0.042,-0.052,-0.001
0.0392,-0.21,-0.64,0.29,0.042,-0.050,0.000
0.0400,-0.09,-0.60,0.39,0.042,-0.045,0.001
0.0408,-0.06,-0.58,0.47,0.039,-0.043,0.001
0.0417,-0.13,-0.47,0.47,0.033,-0.043,0.000
0.0425,-0.23,-0.19,0.39,0.026,-0.045,0.001
0.0433,-0.25,-0.14,0.48,0.028,-0.044,0.000
0.0442,-0.18,-0.29,0.52,0.039,-0.040,-0.001
0.0450,-0.04,-0.54,0.55,0.054,-0.033,-0.002
0.0458,0.14,-0.79,0.55,0.066,-0.025,-0.001
0.0467,0.14,-0.92,0.53,0.067,-0.019,0.001
0.0475,0.21,-0.77,0.54,0.056,-0.017,0.001
0.0483,0.21,-0.46,0.47,0.037,-0.017,0.003
0.0492,0.14,-0.25,0.46,0.021,-0.018,0.004
0.0500,0.06,-0.09,0.61,0.006,-0.020,0.005
0.0508,-0.02,-0.04,0.90,-0.003,-0.020,0.005
0.0517,-0.06,0.03,0.95,-0.013,-0.019,0.005
0.0525,0.01,0.09,0.84,-0.022,-0.014,0.004
0.0533,0.10,0.12,0.44,-0.028,-0.010,0.003
0.0542,0.17,0.04,0.14,-0.028,-0.007,0.002
0.0550,0.26,-0.09,-0.05,-0.028,-0.004,0.003
0.0558,0.22,-0.22,-0.13,-0.028,-0.004,0.003
0.0567,0.20,-0.16,-0.01,-0.037,-0.007,0.004
0.0575,0.14,0.06,0.27,-0.050,-0.010,0.004
0.0583,0.00,0.34,0.34,-0.060,-0.016,0.004
0.0592,-0.10,0.52,0.34,-0.068,-0.024,0.003
0.0600,-0.17,0.50,0.28,-0.070,-0.029,0.004
0.0608,-0.20,0.38,0.42,-0.069,-0.033,0.004
0.0617,-0.16,0.35,0.62,-0.068,-0.033,0.005
0.0625,-0.08,0.25,0.62,-0.061,-0.031,0.003
0.0633,-0.02,0.17,0.45,-0.054,-0.030,0.003
0.0642,-0.02,0.02,0.28,-0.046,-0.030,0.003
0.0650,-0.08,0.02,0.26,-0.046,-0.033,0.002
0.0658,-0.15,0.16,0.21,-0.051,-0.034,0.000
0.0667,-0.16,0.29,0.36,-0.060,-0.033,0.001
0.0675,-0.15,0.35,0.39,-0.064,-0.031,0.000
0.0683,-0.18,0.33,0.27,-0.064,-0.030,0.002
0.0692,-0.15,0.30,0.38,-0.063,-0.029,0.002
0.0700,-0.12,0.31,0.50,-0.062,-0.026,0.002
0.0708,-0.09,0.32,0.72,-0.061,-0.022,0.003
0.0717,0.03,0.28,0.79,-0.059,-0.015,0.004
0.0725,0.14,0.32,0.75,-0.058,-0.007,0.003
0.0733,0.22,0.32,0.72,-0.061,0.001,0.004
0.0742,0.26,0.39,0.82,-0.068,0.006,0.006
0.0750,0.32,0.55,0.86,-0.078,0.011,0.005
0.0758,0.31,0.74,0.55,-0.087,0.014,0.005
0.0767,0.31,0.68,0.44,-0.085,0.016,0.005
