"['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]"
"['-1', '-1', '96', 3.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]"
"['-1', '-1', '96', 4, 0]","['-1', '-1', '96', 3.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]"
"['-1', '-1', '96', 4, 0]","['-1', '-1', '96', 4, 0]","['-1', '-1', '96', 3.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]"
"['209', '109', '96', 3.5, 0]","['-1', '-1', '96', 4, 0]","['-1', '-1', '96', 4, 0]","['-1', '-1', '96', 3.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]"
"['209', '109', '94', 4, 0]","['209', '109', '96', 3.5, 0]","['-1', '-1', '96', 4, 0]","['-1', '-1', '96', 4, 0]","['-1', '-1', '96', 3.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]"
"['209', '109', '98', 4, 0]","['209', '109', '94', 4, 0]","['209', '109', '96', 3.5, 0]","['-1', '-1', '96', 4, 0]","['-1', '-1', '96', 4, 0]","['-1', '-1', '96', 3.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]"
"['209', '109', '86', 4, 0]","['209', '109', '98', 4, 0]","['209', '109', '94', 4, 0]","['209', '109', '96', 3.5, 0]","['-1', '-1', '96', 4, 0]","['-1', '-1', '96', 4, 0]","['-1', '-1', '96', 3.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]"
"['209', '109', '74', 4, 0]","['209', '109', '86', 4, 0]","['209', '109', '98', 4, 0]","['209', '109', '94', 4, 0]","['209', '109', '96', 3.5, 0]","['-1', '-1', '96', 4, 0]","['-1', '-1', '96', 4, 0]","['-1', '-1', '96', 3.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]"
"['209', '109', '78', 4, 0]","['209', '109', '74', 4, 0]","['209', '109', '86', 4, 0]","['209', '109', '98', 4, 0]","['209', '109', '94', 4, 0]","['209', '109', '96', 3.5, 0]","['-1', '-1', '96', 4, 0]","['-1', '-1', '96', 4, 0]","['-1', '-1', '96', 3.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]","['-1', '-1', '96', 1.5, 0]"
