-2433.0454,-635.8518,6.026272,2.975541,-19.932665,-20.417963
-2484.0369,-632.33307,5.2329483,1.2719078,-15.934843,-20.454456
-2530.2732,-628.98987,2.0848162,-2.1502764,-9.546301,-20.619167
-2538.795,-628.5613,4.528285,3.6035438,-6.2648697,-14.76627
-2914.4302,-726.54175,13.302666,-0.07724735,-9.522425,-22.248087
-3230.5715,-829.11456,7.3635454,5.322431,-16.18752,-44.499554
-3587.546,-929.63135,7.5585146,-0.34615856,-28.783947,-55.02739
-3973.8564,-1019.67017,21.308838,-9.715251,-28.025055,-52.123726
-4421.6636,-1131.7229,21.458593,-5.6842017,-11.530858,-32.904613
-4956.6816,-1247.0648,5.2806697,15.2921505,-4.053104,-25.158745
-5401.1055,-1323.6228,5.46778,20.533228,-16.830982,-43.599827
-5727.7446,-1356.1997,25.479624,6.0432377,-41.7173,-85.54916
-5974.262,-1401.6897,18.842611,-27.439919,-50.628113,-109.74309
-6315.9727,-1484.2657,22.26725,-41.395878,-36.98643,-107.72462
-6754.6064,-1609.3514,1.6788788,-33.034008,-34.960087,-72.28654
-7073.369,-1741.3182,0.53699,1.4088249,-52.84423,-58.43415
-7262.582,-1880.7191,4.748097,57.09516,-83.30847,-58.86428
-7310.204,-1963.3732,9.782451,84.100555,-88.106026,-92.97502
-7496.807,-2035.5294,-1.9218736,84.3295,-67.876724,-105.76733
-7838.328,-2141.529,-33.05564,59.168835,-22.525173,-98.002556
-7895.7085,-2127.0955,-25.144512,5.331803,12.418277,-51.587807
-8029.268,-2100.0544,8.11795,-25.543245,18.552488,-30.131466
-7949.372,-2016.5148,3.9362295,-24.462725,-6.79142,-41.962135
-7757.197,-1953.6091,-34.225914,3.2082956,-57.175076,-82.242836
-7738.35,-1943.7368,-38.15828,50.254467,-74.99433,-90.61862
-7588.3843,-1925.6035,-17.278015,66.38639,-64.02851,-75.21467
-7373.4414,-1913.7368,18.924728,57.85274,-31.229916,-43.946983
-7307.6265,-1948.969,27.70539,29.146353,1.5678811,-35.786617
-7335.9873,-1974.0839,15.006527,-19.661884,7.573414,-47.916023
-7260.653,-1961.3014,-25.918238,-37.988674,-14.2684,-83.834435
-7050.628,-1896.3248,-39.36656,-29.39589,-36.068314,-94.75662
-6976.6245,-1833.795,-20.797039,-0.79891694,-56.094604,-78.60011
-7085.4297,-1824.43,22.74795,46.53829,-49.524715,-38.07231
-7325.981,-1866.5708,39.551437,68.3218,-39.019527,-20.146694
-7415.0957,-1909.917,21.2676,64.33137,-44.142532,-32.44028
-7331.0957,-1898.917,-22.904083,38.110607,-63.45136,-69.31237
-7124.565,-1839.3943,-41.02794,-7.920636,-55.66203,-80.47538
-7012.173,-1807.4971,-32.37505,-28.056122,-25.853836,-64.98953
-7021.668,-1817.9471,-1.1753119,-25.20978,-9.312571,-27.635883
-7164.4155,-1877.0117,24.6563,0.0668914,-7.5218477,-11.477314
-7131.7656,-1881.9143,18.138557,47.776905,-30.510876,-21.423664
-6958.9365,-1841.575,-16.418718,66.526276,-69.43695,-53.134266
-6906.1685,-1797.9373,-17.49244,60.875282,-79.56826,-54.91274
-7019.0933,-1803.7341,10.818501,32.60598,-63.693752,-28.475216
-6971.426,-1761.4839,17.671194,-16.323742,-24.354801,15.806403
-7045.447,-1767.9213,-0.3037699,-37.477512,-11.207691,34.330566
-7070.035,-1789.2444,0.9857998,-32.695084,-14.548718,22.93002
-6988.198,-1812.9657,16.605612,-3.1925926,-26.006329,-16.19487
-6989.216,-1823.2003,37.006027,44.820637,-49.57429,-31.753311
-7082.7095,-1826.5164,37.514935,66.109375,-47.5694,-24.418293
-7040.0186,-1787.074,10.513646,61.437656,-20.738491,3.2710102
-7174.2817,-1807.4358,-7.0147204,35.6391,-8.833242,12.737568
-7315.7476,-1829.7399,-13.546106,7.097709,13.297099,21.322075
-7385.2114,-1821.0376,2.5726001,-17.456198,7.1896086,0.7423909
-7592.9004,-1864.4951,2.769239,-17.573826,-21.58995,3.2118049
-7685.455,-1916.5317,-12.782869,8.691848,-23.976934,-21.315529
-7936.5557,-2018.6788,1.4816092,48.2318,1.8705499,-13.871433
-8015.767,-2063.3313,-2.167183,59.773518,6.405836,16.019964
-8189.8433,-2097.5737,-8.818079,43.813354,-16.70491,22.025778
-8178.3887,-2071.2568,-24.025753,2.8422682,-14.322474,-2.1321547
-8324.975,-2101.0503,-9.284994,-24.481964,-22.380217,-47.44879
-8590.314,-2173.8313,-2.7450452,-24.067062,-0.29516765,-61.007862
