[8.146262   0.5092469  0.10200079 0.960203   0.13346429 0.0449527 ]
[8.119629   0.49562892 0.11677489 0.9554161  0.14006668 0.03199769]
[8.155626   0.4868047  0.12842925 0.9555273  0.14704336 0.02103488]
[8.21762    0.48250067 0.13500974 0.9576654  0.1521168  0.01537198]
[8.279419   0.4819489  0.13579929 0.9594382  0.15374428 0.01631583]
[8.314311   0.4834769  0.13175985 0.95860714 0.15132955 0.0226454 ]
[8.324143   0.48650408 0.12446775 0.9555711  0.14586598 0.03150431]
[8.302837   0.50390375 0.11612342 0.95055217 0.1554115  0.03927754]
[8.2582655  0.5158656  0.12712528 0.94575214 0.15939173 0.04369515]
[8.208399   0.52096057 0.16915044 0.94364804 0.19024228 0.04406907]
[8.178368   0.5208374  0.1922299  0.9444519  0.20540187 0.03977894]
[8.169057   0.5163588  0.19212607 0.94771355 0.20287366 0.03274751]
[8.189628   0.5096142  0.17169426 0.9649646  0.18538943 0.02613515]
[8.235589   0.50213116 0.1376489  0.9802713  0.15869613 0.02220292]
[8.284477   0.508753   0.10036214 0.98980665 0.14630379 0.02216308]
[8.319014   0.51109403 0.07189016 1.0036386  0.13326198 0.0259205 ]
[8.314528   0.521992   0.05908841 1.0047483  0.12262823 0.03137157]
[8.273193   0.52334535 0.06474425 0.99437267 0.11686507 0.0595383 ]
[8.23594    0.5180022  0.08423997 0.99036616 0.11750551 0.07499853]
[8.19153    0.5073627  0.11095686 0.99169225 0.12356136 0.0731801 ]
[8.186302   0.49714372 0.13493118 0.98864514 0.13372454 0.0569274 ]
[8.193216   0.48840648 0.15172067 0.99256074 0.1604475  0.05673215]
[8.208871   0.48283452 0.15653588 0.9894331  0.17960706 0.04728059]
[8.234824   0.481515   0.14928828 0.9806802  0.18713689 0.03290946]
[8.265336   0.49804342 0.13315089 0.9682088  0.18218835 0.01936217]
[8.291564   0.512388   0.1141659  0.95430356 0.16694325 0.01160671]
[8.300016   0.54952514 0.09775487 0.94093484 0.16258374 0.01202953]
[8.282949   0.56907254 0.09054798 0.9420005  0.15234953 0.0421695 ]
[8.248066   0.58384615 0.09196581 0.9443163  0.13961202 0.0654996 ]
[8.207972   0.5762277  0.11715902 0.9485781  0.12789996 0.07474846]
[8.185591   0.55224305 0.13939735 0.95452327 0.12062376 0.06784005]
[8.188086   0.53426826 0.15233654 0.96134704 0.1194187  0.04894027]
[8.223699   0.5115783  0.1534481  0.96843934 0.12414323 0.02594567]
"[8.2722111e+00 4.8861215e-01 1.4448281e-01 9.8516625e-01 1.4844090e-01
 7.4110627e-03]"
"[ 8.3039761e+00  4.6883628e-01  1.2956974e-01  1.0057541e+00
  1.6813113e-01 -6.2360615e-04]"
"[8.3084974e+00 4.5579022e-01 1.1288996e-01 1.0129188e+00 1.7829899e-01
 3.5275221e-03]"
[8.301018   0.45242107 0.09879279 1.0076971  0.17744982 0.0173398 ]
[8.2847595  0.45855018 0.09080853 0.9925992  0.16693893 0.03493098]
[8.239214   0.47063875 0.09103139 0.9699643  0.16644458 0.04935496]
[8.191507   0.48651516 0.09812184 0.946656   0.15915138 0.05606084]
[8.173337   0.50405324 0.10876498 0.9292909  0.14820516 0.05394233]
[8.178882   0.5191555  0.12067135 0.93148744 0.1366442  0.04481202]
[8.200979   0.52853966 0.13013577 0.9390845  0.1273497  0.03224625]
[8.242319   0.5309602  0.13536814 0.9619146  0.12250815 0.02118815]
[8.26618    0.5241924  0.15356925 0.9926417  0.12226923 0.01544168]
[8.260188   0.5102165  0.16103576 1.0231695  0.1262175  0.01579165]
[8.258977   0.49480075 0.15498555 1.0377889  0.13347247 0.02149446]
[8.243106   0.48046923 0.13869496 1.0339458  0.14153159 0.02973458]
[8.242805   0.47188032 0.11685706 1.0166522  0.14871316 0.03772029]
[8.235235   0.4691561  0.09652436 0.9890594  0.16893893 0.04256468]
[8.2236805  0.47234458 0.0833181  0.9577705  0.1960294  0.04309049]
[8.226525   0.48097345 0.08009763 0.93044174 0.2063599  0.03994843]
[8.279941   0.49160197 0.07569472 0.9093615  0.21676406 0.03773256]
[8.351372   0.50006974 0.07254179 0.89583856 0.22399831 0.03690025]
[8.422905   0.5037313  0.07196087 0.89066297 0.24257533 0.03751317]
[8.469472   0.50078636 0.07459937 0.8924594  0.2831147  0.0389532 ]
[8.462048   0.4906678  0.08062046 0.89817744 0.29837006 0.04017673]
[8.44909    0.47887623 0.0866221  0.9091037  0.28809464 0.04119381]
[8.429923   0.46830666 0.09120905 0.92263776 0.25774747 0.06467137]
[8.398291   0.4609658  0.0925855  0.93509996 0.21709497 0.07637092]
[8.3589     0.45843768 0.09028763 0.9443649  0.1777153  0.07324895]
[8.340771   0.46232358 0.08435731 0.951024   0.15002672 0.05845352]
[8.33101    0.47055775 0.07699993 0.95344007 0.15445831 0.03844351]
[8.329188   0.4807536  0.07129426 0.96390724 0.17158805 0.02122636]
[8.345197   0.4909666  0.06780054 0.96839386 0.19607513 0.01268377]
[8.341332   0.4968195  0.0684827  0.9640944  0.22033674 0.01470026]
[8.353083   0.49924564 0.07182211 0.9551089  0.23897055 0.0258356 ]
[8.368227   0.49747857 0.07688585 0.94274974 0.26389346 0.04105714]
[8.380106   0.49189535 0.08309348 0.9412549  0.27174383 0.05452845]
[8.3858185  0.48401135 0.08796585 0.9374162  0.2621904  0.06119918]
[8.366074   0.4748301  0.09077769 0.9307468  0.23898046 0.05901272]
[8.345594   0.4678657  0.09029466 0.9243417  0.20992896 0.04998302]
[8.332959   0.46497557 0.08678128 0.9200122  0.18308397 0.03823967]
[8.315709   0.46588928 0.0816856  0.91760725 0.19505781 0.0282482 ]
[8.29695    0.47000393 0.07688127 0.91766906 0.20855413 0.02350959]
[8.299961   0.47728682 0.07305621 0.92161286 0.2205785  0.02548467]
[8.315758   0.48537454 0.07137813 0.9278761  0.22818297 0.03273258]
[8.346806   0.49252895 0.07299682 0.94737583 0.22999875 0.0647172 ]
[8.379431   0.4965876  0.0764005  0.9622786  0.24175732 0.10786657]
[8.39961    0.49602544 0.08141286 0.99350005 0.24328464 0.12223974]
[8.40103    0.49103436 0.08564396 1.0207995  0.23501867 0.10529631]
[8.39054    0.4835385  0.0876478  1.039946   0.22014737 0.06655874]
[8.378257   0.4760757  0.08616917 1.0357493  0.20328853 0.0218538 ]
[ 8.366417    0.4705076   0.08221136  1.011847    0.18891218 -0.01227208]
[ 8.35962     0.46818128  0.07742587  0.97535694  0.18043926 -0.02462605]
[ 8.363742    0.46963447  0.07346904  0.9349774   0.17948428 -0.01305553]
[8.367946   0.4879018  0.07170741 0.89799076 0.18538335 0.01590357]
[8.371056   0.5026853  0.07299732 0.8709578  0.19588086 0.05052731]
[8.357815   0.51000893 0.07724468 0.8569208  0.20756824 0.07801422]
[8.355515   0.51037866 0.08218241 0.8587612  0.21792951 0.0898049 ]
[8.349333   0.5037037  0.08655149 0.87350756 0.23994453 0.08321355]
