138.00714,141.053,-374.65637,-10.309836,-15.869718,-68.49174,,0,1,2,3,4,5
127.897194,130.13982,-346.62473,-10.063838,-14.614603,-63.34556,,122.8376178,125.4910015,-339.0320473,-9.436324635,-14.58098467,-62.02860032
116.89228,119.48372,-314.77484,-8.788875,-14.052411,-57.90708,,,,,,,
90.24452,92.50619,-243.58621,-6.584075,-10.803712,-44.74608,,,,,,,
83.5351,85.82467,-226.69818,-6.0113277,-9.779762,-41.53618,,,,,,,
94.539734,98.198204,-259.92142,-7.3843136,-10.9955015,-48.036385,,,,,,,
92.13265,95.55724,-256.66464,-7.714859,-10.479572,-47.266785,,,,,,,
98.78285,102.107185,-271.88956,-7.334145,-11.787526,-49.809513,,,,,,,
103.9746,106.97061,-285.31277,-7.6647425,-12.437377,-51.70148,,,,,,,
112.02208,114.8676,-306.19186,-8.477151,-13.356211,-55.32901,,,,,,,
119.53406,121.77258,-324.67087,-9.163484,-14.20448,-59.03765,,,,,,,
123.54983,125.8279,-335.11377,-9.311236,-14.441569,-61.394894,,,,,,,
121.08142,123.426476,-328.4049,-8.764109,-13.971687,-60.400166,,,,,,,
119.76528,121.86609,-324.68854,-8.723612,-14.13033,-60.107956,,,,,,,
118.9718,121.05549,-322.71338,-9.15061,-14.494404,-60.011223,,,,,,,
120.88853,122.54824,-327.18674,-9.433937,-14.61802,-60.37718,,,,,,,
118.74311,120.543686,-322.69635,-8.860205,-13.716786,-58.44597,,,,,,,
119.92172,122.17041,-326.9464,-8.48423,-13.487692,-58.661503,,,,,,,
118.13734,120.97225,-323.08292,-8.5832405,-13.934494,-58.108833,,,,,,,
120.84003,124.510735,-331.1278,-9.455849,-15.073771,-60.31844,,,,,,,
122.1203,127.36601,-336.36554,-9.926132,-15.3080635,-62.27156,,,,,,,
123.244156,129.47755,-341.29465,-9.481038,-14.518665,-63.358852,,,,,,,
120.810074,126.688614,-334.79358,-8.479258,-13.435176,-61.573917,,,,,,,
120.82734,125.85908,-333.78485,-8.558582,-13.346439,-60.722404,,,,,,,
116.68911,120.20228,-319.74854,-8.783861,-13.779779,-58.210693,,,,,,,
113.126205,115.021324,-306.3601,-8.914967,-14.074103,-56.100597,,,,,,,
