-11,0,41
-2,1,40
0,1,39
0,1,39
2,1,42
7,1,40
11,0,39
10,0,40
12,0,40
10,0,40
11,0,40
14,0,40
12,0,39
13,0,39
16,0,39
15,0,39
13,0,40
10,0,40
9,1,40
7,1,40
6,1,39
3,1,38
5,1,40
7,1,40
10,0,41
14,0,40
15,0,39
15,0,40
18,0,40
19,0,41
15,0,40
8,1,39
4,1,40
6,1,39
6,1,40
2,1,40
2,1,40
0,1,40
1,1,40
2,1,40
6,1,40
12,0,40
12,0,40
13,0,40
17,0,40
20,-1,40
21,-1,40
16,0,39
10,0,40
5,1,40
8,1,41
9,1,40
8,1,39
8,1,40
7,1,40
3,1,41
4,1,40
2,1,39
3,1,40
3,1,39
2,1,40
6,1,40
6,1,40
9,1,40
14,0,40
18,0,40
22,-1,40
23,-1,40
18,0,40
10,0,40
8,1,39
10,0,41
13,0,40
18,0,39
23,-1,40
21,-1,39
13,0,40
5,1,39
3,1,40
6,1,39
7,1,40
10,0,39
10,0,40
8,1,39
2,1,40
0,1,39
2,1,40
1,1,39
-3,1,40
-6,1,40
-11,0,40
-8,1,40
-1,1,40
1,1,40
-1,1,40
-1,1,40
3,1,40
5,1,40
6,1,40
5,1,40
