-91,[-0.04831722],40
-91,[-0.01884051],40
-91,[-0.09869414],40
-92,[-0.09905696],40
-90,[-0.02077285],40
-91,[-0.1219947],40
-81,[0.03106598],40
-82,[-0.04293935],40
-71,[0.12675084],40
-72,[0.12211859],40
-72,[0.0608642],40
-59,[0.25099388],40
-43,[0.45940707],40
-44,[0.39085167],40
-30,[0.52054733],40
-31,[0.53344026],40
-31,[0.52383966],40
-22,[0.65228306],40
-10,[0.71657862],40
-5,[0.83098403],40
2,[0.90392193],40
2,[0.87355566],40
1,[0.80567341],40
14,[0.92405056],40
26,[0.7389901],40
26,[0.75247898],40
34,[0.71582247],40
34,[0.67851948],40
45,[0.59495655],40
44,[0.61317958],40
54,[0.45466904],40
54,[0.48309128],40
55,[0.52417525],40
55,[0.44476661],40
62,[0.47560895],40
58,[0.48319698],40
58,[0.49152991],40
62,[0.41049213],40
56,[0.47938416],40
56,[0.48319109],40
48,[0.58829756],40
44,[0.69171741],40
44,[0.62192667],40
44,[0.69156861],40
37,[0.68888313],40
27,[0.8361553],40
27,[0.83519387],40
27,[0.81285902],40
17,[0.95347742],40
13,[0.92694904],40
12,[0.8261576],40
9,[0.80863564],40
9,[0.86633989],40
9,[0.83714349],40
2,[0.73977298],40
3,[0.79467835],39
3,[0.81494292],39
3,[0.7938534],40
3,[0.76231831],40
2,[0.80936014],39
2,[0.79446797],39
2,[0.74084127],39
4,[0.83219663],40
7,[0.771059],40
7,[0.80367693],40
7,[0.78256333],40
11,[0.85918457],39
14,[0.92352406],40
14,[0.9205211],40
17,[0.92095798],39
17,[0.89095174],39
21,[0.90510503],21
22,[0.95024576],39
22,[0.87961729],39
22,[0.94422754],39
28,[0.80352892],21
28,[0.88527471],39
28,[0.79907986],39
28,[0.79433822],39
28,[0.80789529],21
32,[0.82881609],39
32,[0.8079422],39
30,[0.8136065],40
31,[0.83726184],21
31,[0.80713701],21
30,[0.76685748],39
30,[0.76085021],39
28,[0.85883269],39
29,[0.81901426],39
29,[0.76801176],40
29,[0.75248024],40
31,[0.74302662],21
27,[0.81507182],39
27,[0.79318666],39
30,[0.74655679],40
27,[0.8112977],21
27,[0.76053077],21
28,[0.72645502],21
21,[0.81453153],39
22,[0.83665222],39
19,[0.85929886],39
19,[0.82318601],40
19,[0.86373631],40
20,[0.85070326],40
22,[0.78516948],39
22,[0.79143338],39
22,[0.83209011],40
22,[0.80931102],40
23,[0.73414182],40
23,[0.72342327],40
22,[0.73662351],21
22,[0.7911767],21
22,[0.80464695],39
22,[0.77161051],39
19,[0.81656968],40
19,[0.7589013],40
19,[0.78309756],40
19,[0.76248456],40
17,[0.80678847],39
17,[0.74657721],39
12,[0.8387084],40
12,[0.7964357],40
10,[0.85904245],39
10,[0.83017013],39
4,[0.90478737],40
4,[0.88339926],40
