5.607404112815856934e-01,1.799961328506469727e-01,1.127649098634719849e-01,4.816925227642059326e-01,-1.112478747963905334e-01,2.924849987030029297e-01,-1.301764547824859619e-01
1.452836394309997559e-01,4.468488097190856934e-01,-1.056890338659286499e-01,3.661306798458099365e-01,2.656661160290241241e-02,8.295594453811645508e-01,-2.587345661595463753e-03
-2.807656824588775635e-01,-1.008490771055221558e-01,5.343453288078308105e-01,-3.601386845111846924e-01,3.353872299194335938e-01,4.340055286884307861e-01,2.410858869552612305e-01
4.238781929016113281e-01,7.828366160392761230e-01,3.852977156639099121e-01,4.787899851799011230e-01,7.612290382385253906e-01,-1.133171916007995605e-01,3.464393317699432373e-01
-3.453212678432464600e-01,4.802203774452209473e-01,9.071936458349227905e-02,1.038301587104797363e+00,1.374695003032684326e-01,-1.150939464569091797e-01,-2.935757339000701904e-01
2.706522494554519653e-02,-3.529996275901794434e-01,5.704947710037231445e-01,-5.761226415634155273e-01,-1.039644256234169006e-01,-5.628966689109802246e-01,1.666624397039413452e-01
6.380937695503234863e-01,6.055060625076293945e-01,5.868939161300659180e-01,5.886951088905334473e-01,6.010597348213195801e-01,5.855390429496765137e-01,6.037639379501342773e-01
2.284724265336990356e-01,-1.161506474018096924e-01,-7.968834042549133301e-01,-2.845652401447296143e-01,-5.150511264801025391e-01,-2.518881559371948242e-01,-5.869104266166687012e-01
3.358454257249832153e-02,2.416586130857467651e-01,-2.062789946794509888e-01,1.410306096076965332e-01,4.732653498649597168e-02,2.396546453237533569e-01,-3.391942679882049561e-01
3.045416176319122314e-01,-5.110910907387733459e-02,4.002094864845275879e-01,4.559988379478454590e-01,5.545611977577209473e-01,7.197901606559753418e-01,4.877557754516601562e-01
