-94,[-0.14386907],39
-94,[-0.07188345],39
-94,[-0.0473584],39
-95,[-0.06824561],39
-95,[-0.16652953],39
-96,[-0.16686247],39
-96,[-0.09561208],39
-97,[-0.15561742],39
-86,[-0.0409802],21
-87,[-0.06971704],21
-66,[0.19250567],40
-57,[0.27219068],21
-57,[0.21392378],21
-46,[0.33130843],39
-46,[0.36425043],39
-32,[0.49587004],39
-32,[0.51093026],39
-21,[0.61793038],40
-21,[0.63635463],40
-12,[0.73961401],21
0,[0.82858551],39
0,[0.83859579],39
10,[0.92555795],40
21,[0.84597751],21
20,[0.86532965],21
32,[0.75852166],39
31,[0.72634508],39
31,[0.74854462],39
42,[0.63052835],39
47,[0.60559716],40
47,[0.55060815],40
48,[0.51508689],40
47,[0.54519575],40
45,[0.65273906],21
41,[0.67162403],40
37,[0.66326785],39
28,[0.85515728],40
28,[0.81037807],40
20,[0.88676781],21
20,[0.85790607],21
11,[0.86835279],39
3,[0.79620113],40
3,[0.76641116],40
-3,[0.68707755],21
-3,[0.77613979],21
-6,[0.72561807],39
-8,[0.69697673],40
-8,[0.6136287],40
-8,[0.63764329],21
-8,[0.68328115],21
-9,[0.67739472],39
-9,[0.67445267],40
-7,[0.6209987],39
-7,[0.68375907],39
-7,[0.66979315],40
-5,[0.68002902],21
-5,[0.65424836],21
-4,[0.66767141],39
-4,[0.65834589],39
-3,[0.66332643],40
1,[0.76990079],21
1,[0.77909555],21
4,[0.78924049],39
8,[0.80790321],40
11,[0.89820569],39
11,[0.81764434],39
16,[0.88354413],40
20,[0.9343243],21
20,[0.90038304],21
26,[0.89280918],39
26,[0.89514179],39
32,[0.8223475],40
34,[0.74471161],21
34,[0.78440749],21
37,[0.75949926],39
38,[0.70250095],39
44,[0.62610874],40
42,[0.67081783],21
45,[0.69096258],40
45,[0.61831791],40
44,[0.65658593],21
44,[0.62956695],21
45,[0.68708379],39
42,[0.64496355],40
41,[0.66908998],39
41,[0.63238624],39
38,[0.68557119],40
33,[0.74210266],21
38,[0.73509233],40
39,[0.69205163],39
39,[0.66201833],39
44,[0.58504831],39
42,[0.59733872],21
42,[0.65633653],21
44,[0.62257412],39
41,[0.62269456],39
43,[0.55917746],39
43,[0.64368205],39
41,[0.67777434],39
41,[0.65388508],21
41,[0.57333395],39
44,[0.61558639],39
44,[0.54627153],39
40,[0.65531575],39
46,[0.55578806],21
46,[0.53368163],21
46,[0.4817326],39
46,[0.55421151],39
48,[0.48979155],39
46,[0.54606316],39
47,[0.54105756],39
47,[0.44695992],39
48,[0.51499298],40
45,[0.52572311],39
46,[0.52985743],39
47,[0.48833504],39
45,[0.46347643],39
45,[0.4507283],39
48,[0.44044469],39
47,[0.46152505],22
48,[0.39819342],39
48,[0.41505411],39
48,[0.45831455],39
44,[0.41676958],39
44,[0.47609997],39
47,[0.40484482],39
47,[0.46155909],39
43,[0.484014],40
44,[0.41613428],40
42,[0.44550856],21
43,[0.39486363],40
42,[0.44524964],39
39,[0.51681961],40
39,[0.5014782],39
40,[0.48628888],39
39,[0.42230392],40
40,[0.42468793],40
37,[0.48676415],39
41,[0.38654586],39
41,[0.42945079],39
39,[0.47050674],40
39,[0.45892177],40
39,[0.36773936],39
40,[0.38005978],40
41,[0.35491216],39
42,[0.32803492],39
41,[0.4280791],39
45,[0.29722881],21
43,[0.31893977],39
46,[0.34929429],39
47,[0.29475643],39
47,[0.32183048],39
48,[0.31060112],21
45,[0.34010468],39
45,[0.3132114],39
46,[0.26180644],39
44,[0.29964448],39
45,[0.30807021],21
43,[0.29090643],39
40,[0.30219862],39
40,[0.30231349],21
36,[0.38774143],39
32,[0.38590213],40
28,[0.47424764],40
23,[0.53014199],39
17,[0.60845617],39
12,[0.63182445],39
12,[0.64485792],39
12,[0.62877068],40
9,[0.66119636],39
7,[0.67358125],39
4,[0.66878085],39
4,[0.7500272],39
0,[0.72120047],40
-3,[0.72636254],21
-3,[0.72729877],21
-9,[0.81079434],39
-9,[0.80633028],39
-13,[0.85029639],39
-14,[0.93870692],21
-16,[0.89902602],40
-16,[0.88533173],39
-16,[0.8929571],39
-16,[0.95813017],39
-17,[0.9295104],21
-17,[0.97354698],21
-14,[0.93408827],39
-14,[0.89374695],39
-14,[0.89394798],39
-13,[0.86306334],21
-15,[0.86859241],40
-15,[0.90372981],40
-16,[0.90275235],39
-19,[0.91452938],39
-19,[0.98004446],40
-17,[0.96030144],40
-20,[0.90958726],39
-20,[0.98366119],39
-18,[0.93620654],39
-18,[0.91159765],40
-18,[0.98603688],40
-18,[0.93618117],40
-14,[0.89343201],39
-15,[0.97056798],39
-12,[0.90902295],39
-12,[0.88587009],21
-10,[0.87994767],39
-13,[0.89318521],38
-13,[0.94148336],38
-11,[0.89576707],40
-13,[0.86798577],40
-15,[0.94284605],39
-13,[0.89070473],38
-13,[0.94031388],38
-16,[0.97133985],40
-13,[0.94921088],39
-13,[0.95245751],39
-14,[0.92874598],39
-11,[0.88414688],39
-10,[0.96778641],40
-10,[0.91076647],39
-9,[0.87188052],39
-8,[0.87649442],39
-8,[0.92715323],39
-7,[0.89680421],39
-8,[0.95677365],39
-6,[0.91582698],39
-8,[0.89106992],39
-8,[0.89906756],40
-9,[0.97236174],40
-11,[0.89342166],40
-13,[0.88330097],40
-13,[0.87502072],40
-15,[0.83955996],40
-16,[0.8464192],39
-17,[0.8455075],39
-18,[0.84468076],40
-19,[0.75549752],21
-18,[0.74511851],40
-19,[0.76739518],40
-19,[0.8166478],40
-17,[0.8327209],41
-19,[0.78177785],40
-18,[0.7672924],40
-14,[0.84419339],39
-14,[0.83192858],40
-12,[0.80111519],39
-12,[0.78443535],39
-10,[0.79390812],39
-10,[0.80956856],39
-7,[0.82600422],40
-7,[0.84028494],39
-6,[0.89890753],21
-7,[0.8569313],40
-5,[0.89638778],39
-6,[0.81365653],40
-7,[0.85372869],39
-7,[0.82948846],21
-7,[0.84780814],40
-10,[0.76737902],39
-10,[0.74236991],40
-12,[0.72687648],39
-12,[0.76669977],39
-13,[0.70123842],40
-15,[0.72763105],21
-15,[0.64878697],40
-15,[0.66802356],39
-15,[0.72142491],39
-19,[0.59926894],40
-17,[0.6019459],21
-20,[0.64583341],40
-18,[0.63216726],39
-19,[0.55799736],39
-17,[0.67146353],40
-14,[0.66692815],21
-12,[0.69982103],40
-11,[0.66629416],39
-6,[0.76997271],40
-4,[0.73496388],39
-4,[0.71504414],39
0,[0.78806211],40
0,[0.82666155],39
3,[0.84737462],40
3,[0.7926478],40
1,[0.73644551],21
4,[0.82767516],40
2,[0.76745259],39
1,[0.74179599],39
2,[0.73498302],39
1,[0.77521828],21
3,[0.74704026],40
2,[0.80307366],39
1,[0.7173782],40
2,[0.7971808],39
1,[0.71400478],21
-1,[0.74661518],40
-1,[0.6826763],21
