152.13788,151.47818,-399.82434,-11.938966,-18.0647,-71.9188,,0,1,2,3,4,5
136.15828,141.78725,-365.2188,-12.707792,-2.538715,-69.02062,,119.4097805,122.7087576,-326.8849934,-9.992574508,-15.34497648,-58.30655243
130.17032,134.41109,-349.17612,-12.727201,0.33779454,-65.64653,,,,,,,
106.43075,110.48953,-286.46655,-9.293595,-7.4358478,-53.54124,,,,,,,
97.367065,105.20004,-268.39786,-8.170675,-4.780417,-51.79065,,,,,,,
95.197685,99.0693,-258.3769,-7.542256,-11.769457,-47.32559,,,,,,,
92.448326,96.79218,-253.68726,-7.3153396,-11.371584,-45.64265,,,,,,,
94.82606,99.376976,-261.54922,-7.492334,-12.05028,-46.459038,,,,,,,
98.4462,102.98841,-272.43137,-8.115995,-12.898677,-48.237423,,,,,,,
102.98238,107.20144,-285.99292,-8.580262,-13.366902,-50.778316,,,,,,,
112.409454,116.2731,-310.55377,-9.191882,-14.042033,-55.46626,,,,,,,
121.16528,123.77288,-330.77274,-9.943869,-14.722364,-59.88674,,,,,,,
127.19794,129.50874,-344.88647,-10.429411,-15.9136915,-62.86826,,,,,,,
127.6043,129.20232,-342.75775,-10.176154,-16.121382,-62.081024,,,,,,,
125.29592,126.199715,-332.5834,-9.662576,-15.500185,-59.410267,,,,,,,
124.61936,124.83745,-326.45682,-9.509593,-15.183685,-57.99641,,,,,,,
125.02883,125.24452,-324.70547,-10.1106615,-15.2169485,-57.929497,,,,,,,
125.38434,125.972885,-326.38156,-10.353254,-15.04747,-58.753506,,,,,,,
121.83425,123.13554,-320.02557,-9.4447565,-14.281585,-57.568497,,,,,,,
119.327545,120.68649,-316.6239,-8.9072075,-14.148121,-56.78574,,,,,,,
116.46129,118.49104,-312.834,-9.070002,-14.6725025,-56.54256,,,,,,,
116.08034,118.96722,-314.91263,-9.780277,-15.186333,-57.334766,,,,,,,
112.93068,116.32821,-309.22876,-9.736189,-14.503525,-55.97461,,,,,,,
108.80634,112.91846,-299.90204,-9.01511,-13.3474045,-53.63911,,,,,,,
108.55762,113.019615,-299.10892,-8.740246,-13.145638,-53.4077,,,,,,,
109.428955,113.940765,-299.75095,-8.807893,-13.83468,-54.08074,,,,,,,
110.327255,113.97139,-299.34552,-8.8352585,-14.296117,-54.038616,,,,,,,
110.993576,113.34604,-298.3916,-8.891933,-14.087587,-53.468613,,,,,,,
113.703026,115.54595,-303.78122,-9.308783,-14.008046,-54.66264,,,,,,,
119.84268,121.32961,-318.29626,-9.967396,-14.503732,-58.219997,,,,,,,
