"[[0.0, 0.0], [0.0, 0.0]]",1,4.0,"[[0.0, 0.0], [0.0, 0.0]]",False,1
"[[0.0, 0.0], [0.0, 0.0]]",1,4.0,"[[0.0, 0.0], [0.0, 0.0]]",False,1
"[[0.0, 0.0], [0.0, 0.0]]",1,4.0,"[[0.0, 0.0], [0.0, 0.0]]",False,1
"[[0.0, 0.0], [0.0, 0.0]]",1,4.0,"[[0.0, 0.0], [0.0, 0.0]]",False,1
"[[0.0, 0.0], [0.0, 0.0]]",1,4.0,"[[0.0, 0.0], [0.0, 0.0]]",False,1
"[[0.0, 0.0], [0.0, 0.0]]",1,3.2199999999999998,"[[-0.04, 0.78], [0.0, 0.0]]",False,4
"[[0.0, 0.0], [0.0, 0.0]]",1,3.2199999999999998,"[[-0.04, 0.78], [0.0, 0.0]]",False,4
"[[0.0, 0.0], [0.0, 0.0]]",1,3.2199999999999998,"[[-0.04, 0.78], [0.0, 0.0]]",False,4
"[[0.0, 0.0], [0.0, 0.0]]",1,3.2199999999999998,"[[-0.04, 0.78], [0.0, 0.0]]",False,4
"[[0.0, 0.0], [0.0, 0.0]]",1,3.2199999999999998,"[[-0.04, 0.78], [0.0, 0.0]]",False,4
"[[-0.04, 0.78], [0.0, 0.0]]",4,-3.3740000000000006,"[[-0.36, 7.53], [-0.04, 0.78]]",False,4
"[[-0.04, 0.78], [0.0, 0.0]]",4,-3.3740000000000006,"[[-0.36, 7.53], [-0.04, 0.78]]",False,4
"[[-0.04, 0.78], [0.0, 0.0]]",4,-3.3740000000000006,"[[-0.36, 7.53], [-0.04, 0.78]]",False,4
"[[-0.04, 0.78], [0.0, 0.0]]",4,-3.3740000000000006,"[[-0.36, 7.53], [-0.04, 0.78]]",False,4
"[[-0.04, 0.78], [0.0, 0.0]]",4,-3.3740000000000006,"[[-0.36, 7.53], [-0.04, 0.78]]",False,4
"[[-0.36, 7.53], [-0.04, 0.78]]",4,-4.874000000000001,"[[-0.36, 10.38], [-0.36, 7.53]]",False,1
"[[-0.36, 7.53], [-0.04, 0.78]]",4,-4.874000000000001,"[[-0.36, 10.38], [-0.36, 7.53]]",False,1
"[[-0.36, 7.53], [-0.04, 0.78]]",4,-4.874000000000001,"[[-0.36, 10.38], [-0.36, 7.53]]",False,1
"[[-0.36, 7.53], [-0.04, 0.78]]",4,-4.874000000000001,"[[-0.36, 10.38], [-0.36, 7.53]]",False,1
"[[-0.36, 7.53], [-0.04, 0.78]]",4,-4.874000000000001,"[[-0.36, 10.38], [-0.36, 7.53]]",False,1
"[[-0.36, 10.38], [-0.36, 7.53]]",1,-13.474,"[[-0.6, 19.55], [-0.36, 10.38]]",False,1
"[[-0.36, 10.38], [-0.36, 7.53]]",1,-13.474,"[[-0.6, 19.55], [-0.36, 10.38]]",False,1
