9.995007514953613281e-02,-7.029116153717041016e-02,1.921990215778350830e-01,2.388786673545837402e-01,8.227432519197463989e-02,5.715327858924865723e-01,1.155465841293334961e-01,-3.654106259346008301e-01,3.680727258324623108e-02,-1.023319214582443237e-01
-9.343322366476058960e-02,2.485332638025283813e-01,1.038524601608514786e-02,-4.242872595787048340e-01,3.226372003555297852e-01,-1.569758504629135132e-01,2.831422686576843262e-01,6.179696321487426758e-01,-3.695705533027648926e-01,-4.948843419551849365e-01
-1.475307941436767578e-01,6.304151564836502075e-02,-6.843353807926177979e-02,-5.141098424792289734e-02,2.045212984085083008e-01,-1.031912118196487427e-01,-2.457562237977981567e-01,9.854450076818466187e-02,3.617391884326934814e-01,-5.760456919670104980e-01
-2.465020269155502319e-01,-1.605184972286224365e-01,-1.625000387430191040e-01,-6.761486530303955078e-01,2.359510865062475204e-03,4.158114548772573471e-03,1.242222562432289124e-01,1.157621964812278748e-01,-5.309330224990844727e-01,-1.008407250046730042e-01
4.923839494585990906e-02,-4.105079174041748047e-02,2.360972911119461060e-01,-5.893092751502990723e-01,3.322398364543914795e-01,-9.673176407814025879e-01,8.378309011459350586e-02,-1.545617431402206421e-01,-5.702736377716064453e-01,-2.647705078125000000e-01
-1.257724165916442871e-01,-4.038977622985839844e-01,4.826242923736572266e-01,-6.138048768043518066e-01,1.524965465068817139e-01,4.773305058479309082e-01,-9.930612891912460327e-02,-3.762171566486358643e-01,-3.864990472793579102e-01,7.155784368515014648e-01
2.290379852056503296e-01,4.830743372440338135e-01,-4.041385352611541748e-01,-2.637239098548889160e-01,-9.255217760801315308e-02,4.236222207546234131e-01,2.242064028978347778e-01,4.233092367649078369e-01,5.324514508247375488e-01,-9.679057449102401733e-02
6.004942655563354492e-01,-5.963588356971740723e-01,-1.825044155120849609e-01,2.632310688495635986e-01,2.689407467842102051e-01,4.395471420139074326e-03,-7.111855596303939819e-02,-3.001641631126403809e-01,-2.750185430049896240e-01,-4.348413273692131042e-02
-4.088404476642608643e-01,-8.142863214015960693e-02,7.994289509952068329e-03,-7.537880539894104004e-02,6.868426799774169922e-01,-1.291714906692504883e-01,-4.422860741615295410e-01,-3.616386651992797852e-01,1.241672113537788391e-01,-3.783954381942749023e-01
-4.646568596363067627e-01,1.843242347240447998e-01,-2.529074065387248993e-02,-2.767194211483001709e-01,-1.153368577361106873e-01,-7.141955196857452393e-03,-3.170714974403381348e-01,8.227237313985824585e-02,5.751823782920837402e-01,3.596938550472259521e-01
-2.710520923137664795e-01,-1.710923314094543457e-01,2.214782983064651489e-01,1.686022430658340454e-01,-2.083113044500350952e-01,7.691943552345037460e-03,-1.525692492723464966e-01,4.153872132301330566e-01,-1.441117227077484131e-01,-3.532643020153045654e-01
3.644508123397827148e-01,4.547523856163024902e-01,-2.098006159067153931e-01,2.449223957955837250e-02,6.724784970283508301e-01,-6.020293831825256348e-01,5.234935879707336426e-01,-6.477404236793518066e-01,7.769303023815155029e-02,1.088323667645454407e-01
-2.339637279510498047e-01,-5.186402797698974609e-01,-4.573077559471130371e-01,1.063082814216613770e-01,5.659887790679931641e-01,-7.663354277610778809e-01,-4.360421299934387207e-01,-9.282510727643966675e-02,-2.924646735191345215e-01,-3.057254254817962646e-01
1.806868761777877808e-01,1.215366721153259277e-01,1.304152607917785645e-01,1.313049495220184326e-01,-2.873556613922119141e-01,7.954075187444686890e-02,3.676870837807655334e-02,-5.211533904075622559e-01,-1.904761791229248047e-01,-5.173801779747009277e-01
1.305482685565948486e-01,2.629190683364868164e-01,-5.818729996681213379e-01,3.116278946399688721e-01,1.547485291957855225e-01,1.096728667616844177e-01,-1.765391379594802856e-01,-7.286295294761657715e-03,-9.457901120185852051e-02,3.176722824573516846e-01
1.613293774425983429e-02,5.083050727844238281e-01,-1.753393262624740601e-01,6.403350830078125000e-02,3.718801736831665039e-01,3.928176462650299072e-01,-6.295952200889587402e-01,-2.616996467113494873e-01,1.488789021968841553e-01,4.789384901523590088e-01
