CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
íËäi,100,100,,2,2,2,,
åoâﬂéûä‘[sec],Fx[N],Fy[N],Fz[N],Mx[Nm],My[Nm],Mz[Nm],,
0,0.1,-0.29,0.63,0.021,0.006,-0.001,,0.579955864
0.0008,0.02,-0.07,0.66,0.012,0.005,0.003,,
0.0017,-0.05,-0.02,1.04,0.008,0,0.003,,
0.0025,-0.24,-0.25,1.4,0.014,-0.005,0.003,,
0.0033,-0.41,-0.51,1.37,0.02,-0.008,0.003,,
0.0042,-0.47,-0.47,1.2,0.022,0.001,0.004,,
0.005,-0.22,-0.22,1.06,0.011,0.013,0.007,,
0.0058,-0.03,0.07,1.04,0.006,0.025,0.008,,
0.0067,0.13,-0.04,1.19,0.012,0.026,0.007,,
0.0075,0.11,-0.41,0.71,0.025,0.015,0.006,,
0.0083,-0.09,-0.57,0.58,0.016,0.011,0.006,,
0.0092,-0.15,-0.46,0.5,0.001,0.008,0.005,,
0.01,-0.2,-0.09,0.41,-0.017,0.017,0.005,,
0.0108,0.02,0.25,0.45,-0.022,0.032,0.001,,
0.0117,0.26,0.24,0.68,-0.023,0.046,0,,
0.0125,0.32,0.09,0.85,-0.03,0.054,0.003,,
0.0133,0.31,0.25,0.77,-0.04,0.065,0.001,,
0.0142,0.34,0.47,0.58,-0.037,0.073,-0.001,,
0.015,0.49,0.36,0.48,-0.022,0.078,0.001,,
0.0158,0.55,0.03,0.39,-0.006,0.078,-0.004,,
0.0167,0.4,-0.29,0.67,-0.003,0.075,-0.001,,
0.0175,0.28,-0.37,0.57,-0.009,0.072,-0.002,,
0.0183,0.09,-0.03,0.56,-0.02,0.07,-0.002,,
0.0192,0.05,0.19,0.51,-0.023,0.073,-0.002,,
0.02,0.09,0.23,0.84,-0.022,0.078,-0.002,,
0.0208,0.17,0.15,1.06,-0.026,0.08,-0.001,,
0.0217,0.09,0.17,0.65,-0.035,0.078,0.001,,
0.0225,0.04,0.38,0.43,-0.045,0.072,0.001,,
0.0233,0.1,0.43,0.12,-0.043,0.064,0,,
0.0242,0,0.37,0.01,-0.033,0.059,0.002,,
0.025,-0.1,0.21,0.24,-0.026,0.055,0.001,,
0.0258,-0.14,0.05,0.12,-0.019,0.057,0,,
0.0267,-0.1,0.08,0.11,-0.015,0.06,0.003,,
0.0275,0.05,0.16,0.12,-0.007,0.061,0.002,,
0.0283,0.23,0.08,-0.05,0.001,0.058,0,,
0.0292,0.03,-0.02,0.11,0.003,0.05,0,,
0.03,-0.07,-0.07,0.38,0.001,0.045,-0.005,,
0.0308,-0.06,-0.05,0.24,0.002,0.044,-0.006,,
0.0317,0.06,0.09,0.43,0.009,0.049,0,,
0.0325,0.26,-0.02,0.39,0.025,0.056,-0.005,,
0.0333,0.41,-0.18,0.33,0.039,0.055,-0.004,,
0.0342,0.29,-0.36,0.19,0.049,0.046,-0.007,,
0.035,0.18,-0.55,-0.12,0.05,0.031,-0.01,,
0.0358,-0.08,-0.52,-0.09,0.038,0.016,-0.011,,
0.0367,-0.29,-0.29,-0.24,0.023,0.011,-0.011,,
0.0375,-0.22,-0.03,0.46,0.013,0.016,-0.007,,
0.0383,0,0.03,0.77,0.012,0.031,-0.006,,
0.0392,0.25,0.12,1.06,0.014,0.046,0,,
0.04,0.47,0.23,0.63,0.023,0.045,-0.001,,
0.0408,0.53,0.23,0.16,0.054,0.022,0.006,,
0.0417,0.28,-0.56,0.18,0.097,0,0.006,,
0.0425,0.03,-1.52,0.28,0.111,-0.02,-0.001,,
0.0433,-0.37,-1.66,0.24,0.087,-0.032,-0.002,,
0.0442,-0.63,-0.88,0.41,0.044,-0.04,-0.004,,
0.045,-0.47,0.14,0.64,0.012,-0.044,-0.004,,
0.0458,-0.37,0.69,0.98,0.003,-0.038,0.002,,
0.0467,-0.2,0.51,1.41,0.01,-0.019,0,,
0.0475,0.05,0.03,1.51,0.016,0.002,-0.002,,
0.0483,0.41,-0.06,1.14,0.018,0.016,-0.002,,
0.0492,0.56,0.01,0.27,0.019,0.017,-0.006,,
0.05,0.4,-0.26,-0.09,0.031,0.004,0,,
0.0508,0.03,-0.55,0.26,0.041,-0.012,-0.006,,
0.0517,-0.17,-0.52,0.55,0.03,-0.012,-0.015,,
0.0525,-0.01,-0.21,0.99,0.016,-0.004,-0.012,,
0.0533,0.16,0.19,1.43,0.005,0.002,-0.013,,
0.0542,0.16,0.35,1.39,-0.008,0.006,-0.014,,
0.055,0.14,0.51,1.06,-0.021,0.004,-0.008,,
0.0558,0.25,0.59,0.94,-0.017,0.005,-0.004,,
0.0567,0.26,-0.04,1.07,0.001,0.004,-0.01,,
0.0575,0.29,-0.36,1.01,0.023,0.003,-0.005,,
0.0583,0.26,-0.54,0.89,0.042,0,-0.005,,
0.0592,-0.01,-0.63,0.83,0.054,-0.012,-0.002,,
0.06,-0.07,-0.5,0.92,0.051,-0.017,-0.002,,
0.0608,0.02,-0.11,0.78,0.036,-0.014,-0.003,,
0.0617,0.27,0.08,0.75,0.024,-0.008,-0.001,,
0.0625,0.38,0.09,1.02,0.023,-0.007,0,,
0.0633,0.03,0,0.85,0.026,-0.02,-0.004,,
0.0642,-0.37,-0.25,0.8,0.032,-0.037,-0.007,,
0.065,-0.63,-0.46,0.8,0.039,-0.047,-0.003,,
0.0658,-0.54,-0.31,0.42,0.038,-0.04,-0.007,,
0.0667,-0.11,-0.17,0.32,0.032,-0.017,-0.004,,
0.0675,0.08,-0.06,0.45,0.024,-0.001,-0.003,,
0.0683,0.21,0.02,0.5,0.017,0.012,-0.006,,
0.0692,0.22,0.09,0.76,0.006,0.017,-0.005,,
0.07,-0.03,0.19,0.76,-0.004,0.009,-0.005,,
0.0708,-0.25,0.31,0.64,-0.009,0.003,-0.008,,
0.0717,-0.36,0.08,0.67,-0.003,0,-0.005,,
0.0725,-0.35,-0.08,1.01,0.004,0.001,-0.008,,
0.0733,-0.24,0.17,0.77,0.003,0.011,-0.002,,
0.0742,0.08,0.15,0.57,0.006,0.02,0,,
0.075,0.14,-0.07,0.52,0.019,0.015,-0.001,,
0.0758,-0.05,-0.47,0.38,0.036,0.001,0.004,,
0.0767,-0.28,-0.64,0.16,0.042,-0.014,0,,
0.0775,-0.45,-0.44,-0.18,0.033,-0.024,-0.001,,
0.0783,-0.43,-0.16,-0.39,0.018,-0.029,0.003,,
0.0792,-0.29,0.16,-0.37,0,-0.029,0.002,,
0.08,-0.36,0.49,-0.39,-0.018,-0.031,0.001,,
0.0808,-0.39,0.6,-0.25,-0.031,-0.029,0.005,,
0.0817,-0.28,0.73,-0.06,-0.04,-0.019,0,,
0.0825,-0.04,0.56,-0.07,-0.033,-0.006,0.001,,
0.0833,0.16,0.12,0.03,-0.016,-0.002,0.001,,
0.0842,0.07,-0.21,-0.11,0.005,-0.009,-0.003,,
0.085,-0.11,-0.49,-0.25,0.021,-0.021,-0.002,,
0.0858,-0.23,-0.6,0.07,0.03,-0.03,-0.002,,
0.0867,-0.32,-0.4,0.05,0.029,-0.033,-0.002,,
0.0875,-0.01,-0.16,0.38,0.02,-0.023,-0.002,,
0.0883,0.16,0.22,0.51,0.008,-0.015,-0.001,,
