CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
0.0875,-0.04,-0.32,0.01,0.046,-0.022,-0.004,,
0.0883,-0.15,-0.4,0.14,0.051,-0.024,-0.008,,
0.0892,-0.16,-0.29,0.09,0.051,-0.025,-0.009,,
0.09,-0.11,-0.11,0.23,0.052,-0.023,-0.008,,
0.0908,0.03,-0.28,0.46,0.061,-0.021,-0.008,,
0.0917,-0.02,-0.5,0.8,0.071,-0.021,-0.009,,
0.0925,-0.04,-0.52,0.66,0.082,-0.019,-0.006,,
0.0933,-0.21,-0.73,0.35,0.089,-0.025,-0.004,,
0.0942,-0.02,-1.11,0.09,0.105,-0.022,-0.003,,
0.095,0.16,-1.29,0.14,0.109,-0.021,-0.005,,
0.0958,0.16,-1.09,0.1,0.098,-0.025,-0.002,,
0.0967,0.01,-0.4,0.15,0.067,-0.032,0.001,,
0.0975,-0.14,0.26,0.25,0.038,-0.039,0.003,,
0.0983,-0.26,0.62,0.47,0.022,-0.043,-0.002,,
0.0992,-0.41,0.52,0.54,0.021,-0.049,-0.006,,
0.1,-0.47,-0.22,0.99,0.038,-0.053,-0.005,,
0.1008,-0.44,-0.45,1.13,0.047,-0.051,-0.008,,
0.1017,-0.34,-0.16,0.7,0.039,-0.046,-0.009,,
0.1025,-0.27,0.13,0.28,0.029,-0.046,-0.007,,
0.1033,-0.19,0.15,0.19,0.029,-0.042,-0.009,,
0.1042,-0.15,-0.21,0.73,0.042,-0.035,-0.011,,
0.105,-0.16,-0.49,1.5,0.056,-0.022,-0.01,,
0.1058,-0.02,-0.2,1.55,0.054,-0.002,-0.007,,
0.1067,0.29,0.1,1.13,0.044,0.011,-0.006,,
0.1075,0.59,-0.13,1.13,0.049,0.015,-0.009,,
0.1083,0.59,-0.45,1.18,0.063,0.011,-0.013,,
0.1092,0.28,-0.65,0.93,0.074,-0.002,-0.01,,
0.11,-0.01,-0.78,0.95,0.082,-0.016,-0.007,,
0.1108,-0.24,-0.57,0.83,0.084,-0.026,-0.009,,
0.1117,-0.21,-0.51,0.7,0.085,-0.03,-0.011,,
0.1125,-0.02,-0.68,0.89,0.09,-0.03,-0.008,,
0.1133,-0.02,-0.7,0.64,0.086,-0.033,-0.005,,
0.1142,-0.09,-0.6,0.35,0.073,-0.038,-0.004,,
0.115,-0.12,-0.3,0.27,0.054,-0.038,-0.003,,
0.1158,-0.24,0,0.37,0.035,-0.04,-0.002,,
0.1167,-0.27,0.2,0.63,0.021,-0.033,-0.003,,
0.1175,-0.29,0.42,0.92,0.008,-0.026,-0.005,,
0.1183,-0.14,0.39,1.49,0.002,-0.013,-0.001,,
0.1192,0.04,0.62,1.76,-0.006,0,-0.005,,
0.12,0.14,0.69,1.47,-0.006,0.006,-0.01,,
0.1208,0.14,0.26,1.41,0.011,0.003,-0.012,,
0.1217,0.04,-0.4,1.47,0.04,0,-0.014,,
0.1225,-0.2,-0.85,1.1,0.063,-0.002,-0.016,,
0.1233,-0.05,-1.01,0.72,0.073,0.009,-0.015,,
0.1242,0.26,-0.75,0.58,0.067,0.026,-0.013,,
0.125,0.61,-0.19,0.37,0.049,0.041,-0.012,,
0.1258,0.73,0.19,0.37,0.032,0.044,-0.01,,
0.1267,0.59,0.13,0.71,0.027,0.036,-0.008,,
0.1275,0.23,0.2,0.78,0.026,0.021,-0.011,,
0.1283,-0.04,0.1,0.62,0.031,0.002,-0.011,,
0.1292,-0.25,-0.33,-0.11,0.064,-0.026,-0.007,,
0.13,-0.34,-0.61,-0.24,0.072,-0.035,-0.007,,
0.1308,-0.25,-0.84,-0.18,0.074,-0.037,-0.004,,
0.1317,-0.18,-0.75,-0.1,0.067,-0.036,0,,
0.1325,-0.3,-0.39,-0.16,0.052,-0.04,0.002,,
0.1333,-0.33,-0.15,0.06,0.038,-0.038,0.004,,
0.1342,-0.37,0.05,0.17,0.025,-0.037,0.005,,
0.135,-0.43,0.13,0.39,0.016,-0.034,0.003,,
0.1358,-0.44,0.15,0.51,0.007,-0.028,0.002,,
0.1367,-0.31,0.09,0.45,0.005,-0.02,0.003,,
0.1375,-0.21,0.18,0.23,-0.001,-0.013,0.003,,
0.1383,-0.18,0.15,0.03,-0.006,-0.006,0.002,,
0.1392,-0.12,0.15,0.18,-0.008,0.001,0.001,,
0.14,-0.06,0.2,0.26,-0.008,0.007,0,,
0.1408,-0.12,0.19,0.18,-0.005,0.007,0,,
0.1417,-0.11,0.3,0.04,-0.009,0.011,-0.002,,
0.1425,-0.02,0.19,-0.08,-0.003,0.009,-0.004,,
0.1433,-0.08,0.16,-0.07,0.001,0.009,-0.003,,
0.1442,-0.11,-0.07,-0.03,0.006,0.011,-0.003,,
0.145,-0.03,-0.21,0.21,0.011,0.017,-0.004,,
0.1458,-0.01,-0.13,0.17,0.012,0.019,-0.004,,
0.1467,0.09,-0.07,0.31,0.014,0.023,-0.003,,
0.1475,0.11,-0.1,0.58,0.014,0.02,-0.002,,
0.1483,0.14,-0.13,0.66,0.009,0.018,-0.002,,
0.1492,0,-0.02,0.74,0.007,0.011,-0.002,,
0.15,-0.04,0.12,0.91,0.009,0.004,0,,
0.1508,-0.1,0.13,1.06,0.022,-0.003,-0.001,,
0.1517,-0.1,-0.11,1.17,0.038,-0.008,-0.001,,
0.1525,-0.31,-0.5,1.16,0.051,-0.02,-0.003,,
0.1533,-0.49,-0.68,1.07,0.058,-0.028,-0.002,,
0.1542,-0.47,-0.62,1.03,0.058,-0.03,-0.002,,
0.155,-0.28,-0.46,0.92,0.058,-0.021,-0.004,,
0.1558,-0.01,-0.31,1.03,0.058,-0.003,-0.005,,
0.1567,0.28,-0.43,1.24,0.062,0.008,-0.002,,
0.1575,0.36,-0.57,1.02,0.066,0.008,0.001,,
0.1583,0.06,-0.74,0.82,0.072,0,0.003,,
0.1592,-0.1,-0.87,0.72,0.07,-0.012,0.001,,
0.16,-0.27,-0.69,0.51,0.063,-0.019,-0.003,,
0.1608,-0.36,-0.48,0.58,0.064,-0.017,-0.002,,
0.1617,-0.04,-0.49,0.92,0.062,-0.006,0,,
0.1625,0.2,-0.64,0.93,0.054,-0.001,-0.001,,
0.1633,0.3,-0.46,1.07,0.037,0.005,-0.002,,
0.1642,0.23,-0.27,1.12,0.022,0.003,-0.001,,
0.165,0.03,0.07,1.23,0.016,-0.002,0.001,,
0.1658,-0.09,0.06,1.31,0.02,-0.005,0,,
0.1667,-0.29,-0.16,1.17,0.026,-0.008,-0.002,,
0.1675,-0.31,-0.33,1.46,0.027,0,-0.006,,
0.1683,0.12,-0.34,1.47,0.013,0.014,-0.009,,
0.1692,0.38,-0.03,0.81,-0.004,0.029,-0.006,,
0.17,0.54,0.27,0.67,-0.009,0.041,-0.006,,
0.1708,0.49,0.12,0.67,-0.01,0.043,-0.003,,
0.1717,0.24,0.12,0.64,-0.006,0.036,0,,
0.1725,0.14,0.14,0.8,-0.005,0.035,-0.003,,
0.1733,0.12,0.06,0.71,-0.003,0.035,-0.004,,
0.1742,0.09,0.05,0.56,-0.002,0.033,-0.003,,
0.175,0.25,0.06,0.49,-0.003,0.034,-0.001,,
0.1758,0.23,0.01,0.2,-0.005,0.031,0.003,,
0.1767,0.14,0.01,0.16,-0.003,0.027,0.001,,
0.1775,0.08,0.04,0.33,-0.004,0.025,0.001,,
0.1783,-0.08,0.09,0.38,-0.004,0.023,0.003,,
0.1792,-0.13,0.31,0.39,-0.007,0.019,0.001,,
0.18,-0.07,0.33,0.31,-0.011,0.018,0.001,,
0.1808,-0.07,0.24,0.13,-0.006,0.019,0.002,,
0.1817,0.01,0.16,0.1,-0.002,0.017,0.002,,
0.1825,0.05,0.03,0,0.004,0.018,-0.001,,
0.1833,-0.02,0,-0.28,0.012,0.018,-0.002,,
0.1842,0.01,-0.15,-0.24,0.019,0.014,-0.001,,
0.185,-0.12,-0.29,-0.32,0.026,0.014,-0.002,,
0.1858,-0.14,-0.2,-0.28,0.028,0.009,-0.003,,
0.1867,-0.04,-0.11,-0.15,0.022,0.012,-0.003,,
0.1875,0,0.06,-0.18,0.02,0.016,-0.003,,
0.1883,0.08,0.08,0.18,0.014,0.017,-0.004,,
0.1892,-0.07,0.09,0.53,0.015,0.02,-0.007,,
0.19,-0.08,0.18,1.1,0.017,0.017,-0.008,,
0.1908,-0.14,0.35,1.06,0.019,0.018,-0.005,,
0.1917,-0.04,0.04,1.09,0.036,0.012,0.001,,
0.1925,0.06,-0.5,0.8,0.064,0.015,-0.002,,
0.1933,0.4,-1.18,0.8,0.094,0.015,-0.004,,
0.1942,0.31,-1.52,0.37,0.11,0.016,-0.006,,
0.195,0.02,-1.27,-0.14,0.106,-0.001,-0.003,,
0.1958,-0.31,-0.89,-0.7,0.086,-0.008,-0.004,,
0.1967,-0.39,-0.41,-0.4,0.065,-0.023,-0.003,,
0.1975,-0.35,-0.05,0.03,0.04,-0.015,-0.004,,
0.1983,-0.18,0.37,0.39,0.018,-0.005,-0.005,,
0.1992,-0.04,0.71,0.65,-0.002,0.004,-0.006,,
0.2,0.07,0.79,0.75,-0.009,0.003,-0.008,,
0.2008,-0.13,0.47,0.52,-0.001,-0.005,-0.009,,
0.2017,-0.28,-0.05,0.41,0.016,-0.008,-0.012,,
0.2025,-0.29,-0.47,0.33,0.035,0,-0.009,,
0.2033,-0.08,-0.59,0.43,0.042,0.017,-0.003,,
0.2042,0.27,-0.37,0.71,0.041,0.035,-0.005,,
0.205,0.59,-0.01,0.93,0.034,0.045,-0.006,,
0.2058,0.76,0.06,1.47,0.033,0.046,-0.002,,
0.2067,0.48,0.01,1.72,0.038,0.038,-0.003,,
0.2075,0.18,-0.14,1.54,0.046,0.022,-0.009,,
0.2083,-0.03,-0.53,1.47,0.064,0.007,-0.009,,
0.2092,-0.17,-0.71,1.17,0.077,-0.002,-0.008,,
0.21,-0.17,-0.82,0.8,0.084,-0.009,-0.009,,
0.2108,-0.13,-0.9,0.44,0.085,-0.013,-0.008,,
0.2117,-0.13,-0.79,0.16,0.075,-0.017,-0.006,,
0.2125,-0.23,-0.43,-0.07,0.054,-0.017,-0.002,,
0.2133,-0.23,0.11,0,0.028,-0.012,-0.001,,
0.2142,-0.09,0.5,0.27,0.008,-0.002,-0.001,,
0.215,0.01,0.67,0.55,-0.003,0.003,-0.002,,
0.2158,0.1,0.43,0.87,-0.001,0.005,-0.001,,
0.2167,0.03,0.21,1.2,0.006,0.006,-0.005,,
0.2175,-0.1,0.09,0.92,0.014,0.004,-0.01,,
0.2183,-0.04,-0.28,0.81,0.029,0.006,-0.007,,
0.2192,0.17,-0.59,1.08,0.042,0.02,-0.005,,
0.22,0.17,-0.38,1.11,0.041,0.03,-0.009,,
0.2208,0.31,-0.16,1.26,0.037,0.036,-0.012,,
0.2217,0.34,-0.14,1.74,0.035,0.046,-0.012,,
0.2225,0.29,0,1.55,0.031,0.05,-0.011,,
0.2233,0.49,-0.12,1.22,0.033,0.06,-0.01,,
0.2242,0.76,-0.2,0.96,0.044,0.063,-0.009,,
0.225,0.92,-0.41,0.52,0.06,0.059,-0.007,,
0.2258,0.79,-0.54,0.05,0.067,0.041,-0.007,,
0.2267,0.47,-0.6,-0.05,0.065,0.014,-0.009,,
0.2275,-0.03,-0.49,-0.13,0.056,-0.007,-0.012,,
0.2283,-0.38,-0.2,-0.36,0.044,-0.024,-0.01,,
0.2292,-0.51,-0.13,0.05,0.035,-0.033,-0.009,,
0.23,-0.6,-0.22,0.34,0.031,-0.029,-0.007,,
0.2308,-0.63,0.14,0.11,0.016,-0.018,-0.001,,
0.2317,-0.21,0.31,-0.33,0.008,-0.012,0.004,,
0.2325,0.09,0.07,-0.18,0.014,-0.008,0.003,,
0.2333,0.08,-0.06,-0.55,0.018,-0.008,-0.001,,
0.2342,-0.1,-0.11,-0.69,0.012,-0.015,0.005,,
0.235,-0.27,-0.27,-0.09,0.009,-0.014,0.007,,
0.2358,-0.42,-0.11,0.31,0.003,-0.011,0.001,,
0.2367,-0.35,0.09,0.37,-0.006,-0.003,0.001,,
0.2375,-0.18,0.25,0.53,-0.014,0.004,0.004,,
0.2383,-0.05,0.33,0.64,-0.013,0.009,0.004,,
0.2392,-0.04,0.4,0.38,-0.013,0.012,0.002,,
0.24,-0.05,0.31,0.26,-0.012,0.01,0.003,,
0.2408,-0.07,0.05,0.28,-0.006,0.007,0.001,,
0.2417,-0.24,0.01,0.39,-0.003,0.004,-0.004,,
0.2425,-0.33,0.03,0.27,-0.005,0.004,-0.002,,
0.2433,-0.23,0.03,0.45,-0.003,0.009,0,,
0.2442,-0.06,0.06,0.42,-0.004,0.02,-0.002,,
0.245,0.07,0.04,0.53,-0.002,0.025,-0.003,,
0.2458,0.18,-0.08,0.77,-0.001,0.028,0,,
0.2467,0.28,-0.03,0.99,0,0.028,0.001,,
0.2475,0.18,0.09,1,0,0.019,0.001,,
0.2483,0.05,0.09,1.46,0.009,0.004,0,,
0.2492,-0.38,-0.06,1.54,0.025,-0.016,0.003,,
0.25,-0.55,-0.05,1.34,0.034,-0.031,0.006,,
0.2508,-0.39,-0.28,0.95,0.051,-0.031,0.001,,
0.2517,-0.42,-0.53,0.39,0.067,-0.036,0.003,,
0.2525,-0.17,-1.01,0.36,0.082,-0.036,0.006,,
0.2533,-0.02,-1.38,0.51,0.097,-0.032,0.004,,
0.2542,-0.15,-1.33,0.32,0.095,-0.035,0.002,,
0.255,-0.13,-1.09,0.52,0.08,-0.032,-0.003,,
0.2558,-0.17,-0.69,0.81,0.059,-0.029,-0.004,,
0.2567,-0.06,-0.3,1.31,0.04,-0.023,-0.002,,
0.2575,0.06,-0.06,1.54,0.029,-0.015,0,,
0.2583,0.01,0.14,1.42,0.024,-0.013,0.001,,
0.2592,-0.06,0.12,0.83,0.025,-0.013,-0.003,,
0.26,-0.06,-0.16,0.55,0.032,-0.014,-0.002,,
0.2608,0.06,-0.62,0.61,0.049,-0.008,0.001,,
0.2617,0.21,-0.77,0.71,0.044,-0.001,-0.002,,
0.2625,0.37,-0.75,0.7,0.029,0.011,-0.007,,
0.2633,0.49,-0.36,0.78,0.01,0.018,-0.007,,
0.2642,0.46,0.09,1.01,0.001,0.02,-0.004,,
0.265,0.28,0.18,1.29,-0.002,0.015,-0.002,,
0.2658,0,0.08,1.35,-0.004,0.009,-0.004,,
0.2667,-0.15,-0.01,1.11,-0.002,0.011,-0.006,,
0.2675,0.02,-0.13,0.73,-0.002,0.016,-0.004,,
0.2683,0.22,-0.11,0.31,-0.004,0.02,-0.002,,
0.2692,0.39,-0.15,0.27,-0.002,0.026,-0.001,,
0.27,0.47,-0.18,0.38,-0.003,0.024,0.001,,
0.2708,0.24,-0.11,0.39,-0.005,0.016,0.003,,
0.2717,0.06,-0.07,0.47,-0.002,0.012,0.003,,
0.2725,-0.1,0.08,0.67,-0.007,0.004,0.002,,
0.2733,-0.28,0.31,0.51,-0.01,0.002,0.003,,
0.2742,-0.22,0.33,0.53,-0.009,0.007,0,,
0.275,-0.05,0.25,0.49,-0.009,0.008,0,,
0.2758,0.02,0.17,0.35,-0.006,0.011,0.003,,
0.2767,0.13,0.23,0.24,-0.009,0.013,0.002,,
0.2775,0.05,0.35,0.13,-0.01,0.011,0.002,,
0.2783,0,0.34,-0.01,-0.008,0.012,0.003,,
0.2792,-0.06,0.37,0.06,-0.01,0.01,0.001,,
0.28,-0.02,0.34,-0.1,-0.007,0.011,0.001,,
0.2808,-0.03,0.34,-0.11,-0.007,0.008,-0.002,,
0.2817,-0.06,0.32,-0.07,-0.004,0.006,-0.001,,
0.2825,-0.11,0.23,-0.11,0.001,0.003,0,,
0.2833,-0.27,0.13,0.59,0.004,-0.003,-0.003,,
0.2842,-0.24,0.22,0.42,0.006,-0.003,-0.002,,
0.285,-0.35,0.53,0.44,-0.001,-0.006,-0.005,,
0.2858,-0.23,0.59,0.05,0.006,-0.005,-0.003,,
0.2867,-0.23,0.1,0.8,0.025,-0.006,-0.004,,
0.2875,-0.02,-0.61,1.07,0.056,0,-0.002,,
0.2883,0.15,-1.05,1.13,0.077,0.006,-0.004,,
0.2892,0.26,-1.28,0.37,0.099,0.008,0.001,,
0.29,0.3,-1.54,0.33,0.109,0.001,0.002,,
0.2908,0.19,-1.37,0.1,0.105,-0.009,-0.001,,
0.2917,0.04,-0.93,0.1,0.088,-0.016,-0.008,,
0.2925,-0.19,-0.54,0.14,0.07,-0.026,-0.006,,
0.2933,-0.4,-0.45,0.63,0.057,-0.032,-0.01,,
0.2942,-0.56,-0.11,0.72,0.04,-0.029,-0.015,,
0.295,-0.6,0.29,0.62,0.022,-0.018,-0.016,,
0.2958,-0.37,0.34,0.34,0.012,0.002,-0.01,,
0.2967,0.07,0.26,0.25,0.005,0.024,-0.011,,
0.2975,0.42,0.16,0.05,0.004,0.04,-0.009,,
0.2983,0.65,0.12,0.09,0.005,0.045,-0.006,,
0.2992,0.63,0.05,0.3,0.008,0.043,-0.001,,
0.3,0.47,0.13,0.48,0.009,0.033,-0.001,,
0.3008,0.11,0.06,0.83,0.022,0.016,-0.004,,
0.3017,-0.22,-0.31,1.12,0.039,-0.002,-0.002,,
0.3025,-0.41,-0.58,1.22,0.048,-0.016,-0.002,,
0.3033,-0.53,-0.5,0.97,0.046,-0.022,-0.002,,
0.3042,-0.4,-0.29,0.98,0.038,-0.024,-0.002,,
0.305,-0.37,-0.14,0.91,0.036,-0.024,0.001,,
0.3058,-0.35,-0.2,1.1,0.036,-0.025,-0.001,,
0.3067,-0.49,-0.24,0.94,0.037,-0.024,-0.002,,
0.3075,-0.41,-0.25,0.9,0.031,-0.02,-0.002,,
0.3083,-0.28,-0.05,0.58,0.021,-0.008,-0.001,,
0.3092,0.1,0.1,0.41,0.011,0.006,-0.002,,
0.31,0.33,0.11,0.34,0.009,0.02,-0.005,,
0.3108,0.39,0.14,0.32,0.006,0.027,-0.01,,
0.3117,0.32,0.15,0.26,0.009,0.03,-0.01,,
0.3125,0.3,0.11,0.48,0.012,0.033,-0.013,,
0.3133,0.34,0.11,0.65,0.019,0.035,-0.014,,
0.3142,0.33,-0.13,1.12,0.032,0.036,-0.015,,
0.315,0.32,-0.38,1.81,0.04,0.04,-0.016,,
0.3158,0.5,-0.38,2.04,0.045,0.048,-0.012,,
0.3167,0.71,-0.45,1.85,0.059,0.052,-0.011,,
0.3175,0.79,-0.38,1.11,0.067,0.051,-0.009,,
0.3183,0.9,-0.61,0.37,0.079,0.048,-0.006,,
0.3192,0.72,-0.91,0.19,0.084,0.035,-0.007,,
0.32,0.28,-0.99,0.14,0.071,0.019,-0.009,,
0.3208,-0.05,-0.84,0.38,0.043,0.007,-0.008,,
0.3217,-0.1,-0.25,0.6,0.012,0.008,-0.004,,
0.3225,0.28,0.58,0.66,-0.009,0.009,-0.008,,
0.3233,0.16,0.92,0.66,-0.011,0.003,-0.005,,
0.3242,-0.26,0.85,0.44,-0.003,-0.011,-0.003,,
0.325,-0.55,0.3,0.42,0.019,-0.028,-0.004,,
0.3258,-0.83,-0.2,0.04,0.037,-0.038,-0.009,,
0.3267,-0.71,-0.65,-0.29,0.052,-0.04,-0.006,,
0.3275,-0.34,-0.91,-0.02,0.057,-0.021,-0.008,,
0.3283,0.01,-0.93,0,0.05,-0.001,-0.007,,
0.3292,0.4,-0.62,0.05,0.032,0.023,0,,
0.33,0.42,-0.22,-0.08,0.011,0.034,0.002,,
0.3308,0.24,0.21,-0.24,-0.005,0.032,0.005,,
0.3317,-0.01,0.18,-0.03,-0.003,0.025,0.005,,
0.3325,-0.24,0.1,0.11,-0.004,0.014,0.006,,
0.3333,-0.24,-0.06,0.2,0,0.008,0.006,,
0.3342,-0.15,-0.06,0.29,0,0.007,0.005,,
0.335,-0.05,-0.05,0.27,0.002,0.005,0.005,,
0.3358,-0.07,0.02,0.23,0.002,0.004,0.006,,
0.3367,-0.18,-0.07,0.24,0.003,0.001,0.006,,
0.3375,-0.42,-0.09,0.39,0.003,-0.002,0.004,,
0.3383,-0.58,-0.11,0.75,0.002,-0.006,0.003,,
0.3392,-0.53,0.09,0.98,-0.002,-0.006,-0.001,,
0.34,-0.39,0.24,0.8,-0.005,-0.003,-0.001,,
0.3408,-0.29,0.36,0.56,-0.008,0.003,-0.001,,
0.3417,-0.27,0.23,0.56,-0.006,0.005,-0.001,,
0.3425,-0.22,0.25,0.44,-0.007,0.007,-0.003,,
0.3433,-0.03,0.22,0.27,-0.007,0.011,0,,
0.3442,0.12,0.19,0.24,-0.007,0.016,0.001,,
