CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
íËäi,100,100,,2,2,2,,
åoâﬂéûä‘[sec],Fx[N],Fy[N],Fz[N],Mx[Nm],My[Nm],Mz[Nm],,0.593319454
0,-0.24,0.21,0.8,-0.015,0.047,0.002,,
0.0008,0.25,0.65,0.5,-0.026,0.061,-0.002,,
0.0017,0.31,0.39,0.41,-0.017,0.061,-0.006,,
0.0025,0.1,0.03,0.57,0.002,0.057,-0.01,,
0.0033,-0.14,-0.28,0.53,0.016,0.055,-0.006,,
0.0042,-0.16,-0.44,0.36,0.023,0.069,-0.004,,
0.005,0.17,-0.38,0.44,0.022,0.083,-0.005,,
0.0058,0.3,-0.17,0.29,0.016,0.089,-0.006,,
0.0067,0.26,0.12,0.22,0.003,0.086,-0.008,,
0.0075,0.04,0.13,0.47,-0.001,0.082,-0.01,,
0.0083,-0.16,0.2,0.95,-0.001,0.077,-0.012,,
0.0092,-0.07,0.14,1.13,0.003,0.082,-0.011,,
0.01,0.1,0.05,1.06,0.006,0.087,-0.013,,
0.0108,0.13,-0.01,0.69,0.009,0.09,-0.01,,
0.0117,0.24,-0.2,0.53,0.013,0.087,-0.007,,
0.0125,0.21,-0.25,0.37,0.014,0.077,-0.009,,
0.0133,0.06,-0.14,0.3,0.012,0.066,-0.009,,
0.0142,0,-0.01,0.4,0.009,0.058,-0.01,,
0.015,-0.05,0.05,0.58,0.008,0.051,-0.01,,
0.0158,-0.24,0.08,0.75,0.005,0.041,-0.012,,
0.0167,-0.4,0.1,0.65,0.006,0.034,-0.013,,
0.0175,-0.27,-0.05,0.64,0.012,0.038,-0.017,,
0.0183,-0.09,-0.21,0.39,0.02,0.048,-0.014,,
0.0192,0.15,-0.31,0.29,0.018,0.056,-0.013,,
0.02,0.19,-0.08,0.25,0.005,0.059,-0.014,,
0.0208,0.12,0.29,0.42,-0.013,0.058,-0.013,,
0.0217,0.05,0.56,0.57,-0.027,0.055,-0.011,,
0.0225,-0.03,0.51,0.49,-0.029,0.052,-0.012,,
0.0233,-0.13,0.21,0.75,-0.02,0.042,-0.01,,
0.0242,-0.15,0.16,0.92,-0.013,0.031,-0.01,,
0.025,-0.02,0.23,0.78,-0.011,0.027,-0.009,,
0.0258,0.06,0.07,0.71,-0.004,0.021,-0.004,,
0.0267,0.04,-0.2,0.86,0.012,0.011,-0.004,,
0.0275,-0.02,-0.25,0.87,0.025,0.005,-0.003,,
0.0283,-0.01,-0.43,1.01,0.04,0.001,-0.001,,
0.0292,0.16,-0.63,0.97,0.053,-0.002,-0.003,,
0.03,0.11,-0.64,0.51,0.052,-0.009,-0.004,,
0.0308,0.08,-0.56,0.24,0.044,-0.018,-0.005,,
0.0317,0.13,-0.25,0.26,0.029,-0.022,-0.007,,
0.0325,0.15,0.06,0.22,0.01,-0.022,-0.004,,
0.0333,0.07,0.18,0.14,0.001,-0.023,-0.004,,
0.0342,0.29,0.1,0.36,0,-0.018,-0.005,,
0.035,0,0.24,0.23,-0.005,-0.025,0,,
0.0358,0.12,0.07,-0.03,0.004,-0.028,0.002,,
0.0367,0.12,-0.16,0.11,0.011,-0.036,-0.001,,
0.0375,-0.06,-0.47,-0.1,0.029,-0.043,0.006,,
0.0383,0.22,-0.76,0.3,0.04,-0.044,0.004,,
0.0392,0.21,-0.58,0.53,0.038,-0.046,0.002,,
0.04,-0.08,-0.33,0.57,0.027,-0.06,0.01,,
0.0408,-0.42,-0.05,0.69,0.012,-0.078,0.006,,
0.0417,-0.51,0.14,0.96,0.001,-0.08,0.002,,
0.0425,-0.46,0.28,1.49,-0.015,-0.067,0.005,,
0.0433,-0.24,0.37,1.43,-0.017,-0.053,0.004,,
0.0442,-0.03,0.36,0.75,-0.004,-0.036,-0.003,,
0.045,0.12,-0.12,0.28,0.015,-0.023,0.006,,
0.0458,0.43,-0.62,0.06,0.02,-0.016,0.001,,
0.0467,0.08,-0.55,0.2,0.002,-0.027,-0.003,,
0.0475,-0.27,0.06,0.4,-0.024,-0.042,0,,
0.0483,-0.5,0.66,0.3,-0.033,-0.057,-0.003,,
0.0492,-0.52,0.7,0.34,-0.02,-0.052,0,,
0.05,-0.35,0.14,0.66,0.01,-0.045,0.005,,
0.0508,-0.31,-0.16,0.65,0.025,-0.034,0.005,,
0.0517,-0.09,-0.29,0.13,0.029,-0.023,0.006,,
0.0525,0.38,-0.53,-0.41,0.031,-0.013,0.014,,
0.0533,0.58,-0.68,-0.48,0.028,-0.015,0.01,,
0.0542,0.26,-0.54,-0.19,0.018,-0.025,0.01,,
0.055,-0.25,-0.24,0.4,0.002,-0.043,0.011,,
0.0558,-0.63,0.16,0.93,-0.019,-0.06,0.008,,
0.0567,-0.81,0.65,0.9,-0.039,-0.067,0.003,,
0.0575,-0.72,0.77,0.87,-0.047,-0.059,0.004,,
