CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
0.0883,-0.31,-0.04,0.89,0.003,-0.017,0.009,,
0.0892,-0.42,0.02,0.65,0.004,-0.018,0.006,,
0.09,-0.28,-0.08,0.45,0.007,-0.012,0.006,,
0.0908,-0.04,-0.2,0.31,0.005,-0.013,0.007,,
0.0917,-0.12,-0.33,0.35,0.004,-0.014,0.007,,
0.0925,-0.31,-0.25,0.49,-0.001,-0.012,0.004,,
0.0933,-0.34,-0.16,0.45,-0.002,-0.003,0.007,,
0.0942,-0.35,-0.01,0.67,-0.004,0.005,0.003,,
0.095,-0.26,0,1.15,-0.001,0.009,-0.002,,
0.0958,-0.4,0.12,1.15,-0.004,0.007,-0.005,,
0.0967,-0.34,0.25,0.72,-0.006,0.013,-0.002,,
0.0975,-0.04,0.16,0.82,-0.005,0.016,0,,
0.0983,-0.03,0.07,1.08,0,0.016,-0.001,,
0.0992,-0.17,0.18,1.16,-0.004,0.017,-0.002,,
0.1,-0.13,0.23,1.39,-0.004,0.017,0,,
0.1008,-0.06,0.21,1.79,-0.003,0.019,0.001,,
0.1017,0.02,0.2,2,-0.002,0.023,0.004,,
0.1025,0.12,0.36,1.7,-0.005,0.028,0.005,,
0.1033,0.54,0.4,1.29,-0.004,0.033,0.006,,
0.1042,0.73,0.25,0.94,0.002,0.028,0.004,,
0.105,0.77,-0.05,0.91,0.012,0.022,0,,
0.1058,0.49,-0.24,0.55,0.019,0.009,-0.007,,
0.1067,0.2,-0.24,0.25,0.022,-0.004,-0.009,,
0.1075,-0.03,-0.39,0.39,0.032,-0.013,-0.01,,
0.1083,-0.28,-0.38,0.43,0.037,-0.021,-0.013,,
0.1092,-0.26,-0.54,0.85,0.046,-0.022,-0.011,,
0.11,-0.19,-0.6,0.98,0.051,-0.018,-0.014,,
0.1108,0,-0.52,0.5,0.052,-0.012,-0.009,,
0.1117,0.17,-0.62,0.19,0.06,-0.005,-0.006,,
0.1125,0.32,-0.94,0.08,0.071,0.004,-0.01,,
0.1133,0.28,-1.21,-0.13,0.076,0.012,-0.008,,
0.1142,0.26,-1.23,-0.28,0.064,0.026,-0.005,,
0.115,0.28,-0.81,-0.44,0.036,0.039,-0.002,,
0.1158,0.41,-0.14,-0.38,0.009,0.04,-0.001,,
0.1167,0.59,0.07,0.14,-0.002,0.034,-0.002,,
0.1175,0.36,0.09,0.64,-0.003,0.019,-0.002,,
0.1183,0.04,-0.15,0.89,0.002,0.013,-0.002,,
0.1192,-0.34,-0.12,0.87,0,0.006,-0.001,,
0.12,-0.43,-0.08,0.77,0.001,0.004,-0.001,,
0.1208,-0.44,0.07,0.87,-0.002,0.005,-0.001,,
0.1217,-0.28,0.21,0.9,-0.005,0.008,0,,
0.1225,-0.27,0.29,0.9,-0.006,0.01,0.001,,
0.1233,-0.18,0.34,0.78,-0.008,0.013,0.001,,
0.1242,-0.22,0.35,0.4,-0.006,0.01,0,,
0.125,-0.22,0.18,0.12,-0.001,0.008,0.002,,
0.1258,-0.32,-0.1,0.24,0.006,0.011,0.002,,
0.1267,-0.35,-0.17,0.12,0.005,0.016,0,,
0.1275,-0.11,-0.02,0,0.004,0.025,-0.002,,
0.1283,0.2,0.05,0.13,0.004,0.04,-0.002,,
0.1292,0.46,0.06,0.46,0.006,0.054,-0.001,,
0.13,0.67,0.04,0.85,0.009,0.07,-0.001,,
0.1308,0.62,0.02,1.16,0.008,0.075,-0.002,,
0.1317,0.42,0.02,1.28,0.009,0.07,-0.004,,
0.1325,0.23,-0.06,1.26,0.01,0.063,-0.007,,
0.1333,0.06,-0.06,1.31,0.015,0.051,-0.009,,
0.1342,0.03,-0.15,1.17,0.018,0.046,-0.011,,
0.135,-0.04,-0.03,1.02,0.017,0.037,-0.013,,
0.1358,-0.03,-0.14,0.75,0.019,0.034,-0.011,,
0.1367,-0.13,-0.13,0.48,0.019,0.027,-0.012,,
0.1375,-0.19,-0.24,0.09,0.022,0.022,-0.01,,
0.1383,-0.13,-0.38,0.09,0.024,0.02,-0.013,,
0.1392,-0.22,-0.37,-0.02,0.021,0.015,-0.013,,
0.14,-0.18,-0.31,0.16,0.018,0.012,-0.01,,
0.1408,-0.18,-0.06,0.18,0.01,0.009,-0.009,,
0.1417,-0.17,0.14,0.46,0.004,0.005,-0.005,,
0.1425,-0.18,0.19,0.69,0.002,0.004,-0.005,,
0.1433,-0.23,0.26,0.55,0.001,0.002,-0.004,,
0.1442,-0.24,0.11,0.74,0.004,-0.003,-0.001,,
0.145,-0.34,-0.01,0.76,0.01,-0.007,-0.004,,
0.1458,-0.3,-0.04,0.66,0.01,-0.006,-0.006,,
0.1467,-0.19,-0.03,0.53,0.008,-0.004,-0.008,,
0.1475,-0.21,0.07,0.33,0.006,-0.007,-0.007,,
0.1483,-0.18,-0.04,0.48,0.009,-0.007,-0.004,,
0.1492,-0.06,-0.02,1.02,0.006,-0.002,-0.004,,
0.15,0.11,0.21,1.24,0.003,0.004,-0.005,,
0.1508,0.28,0.49,1.17,-0.002,0.009,-0.003,,
0.1517,0.39,0.54,1.14,-0.002,0.008,-0.003,,
0.1525,0.37,0.46,0.94,0.002,0.008,-0.004,,
0.1533,0.46,0.09,0.84,0.008,0.007,-0.005,,
0.1542,0.62,-0.23,0.93,0.022,0.01,-0.005,,
0.155,0.58,-0.35,0.52,0.03,0.006,-0.002,,
0.1558,0.49,-0.37,0.21,0.035,0.001,-0.002,,
0.1567,0.37,-0.25,-0.06,0.034,-0.006,-0.003,,
0.1575,0.32,-0.18,-0.21,0.038,-0.014,-0.004,,
0.1583,0.13,-0.27,-0.18,0.042,-0.025,-0.004,,
0.1592,-0.05,-0.55,-0.11,0.054,-0.037,-0.002,,
0.16,-0.32,-0.7,0.11,0.062,-0.049,-0.003,,
0.1608,-0.41,-0.87,0.1,0.07,-0.056,0.001,,
0.1617,-0.48,-0.93,0.09,0.075,-0.061,0.003,,
0.1625,-0.44,-1.11,0.14,0.066,-0.059,0.001,,
0.1633,-0.23,-1.06,1.05,0.053,-0.048,-0.004,,
0.1642,-0.15,-0.27,1.45,0.024,-0.032,0.001,,
0.165,-0.06,0.33,1.4,0,-0.022,0.006,,
0.1658,-0.03,0.58,1.49,-0.013,-0.015,0.009,,
0.1667,-0.04,0.42,1.68,-0.017,-0.012,0.005,,
0.1675,0.01,0.28,1.94,-0.01,-0.004,0.008,,
0.1683,0.01,0.39,1.53,-0.012,-0.001,0.007,,
0.1692,0.21,0.29,1.02,-0.011,0.006,0.007,,
0.17,0.37,0.27,0.71,-0.008,0.005,-0.002,,
0.1708,0.28,0.32,0.31,0.002,-0.002,-0.002,,
0.1717,-0.12,0.11,-0.14,0.015,-0.018,0.001,,
0.1725,-0.38,-0.31,-0.1,0.028,-0.025,-0.003,,
0.1733,-0.32,-0.43,0,0.036,-0.018,-0.008,,
0.1742,-0.13,-0.28,-0.24,0.036,-0.006,-0.003,,
0.175,0.1,-0.19,-0.68,0.03,0.004,0.001,,
0.1758,0.32,-0.29,-0.73,0.025,0.013,0,,
0.1767,0.45,-0.35,-0.28,0.023,0.02,-0.001,,
0.1775,0.31,-0.23,0.15,0.02,0.02,0.006,,
0.1783,0.04,0.03,0.44,0.008,0.016,0.006,,
0.1792,-0.08,0.21,0.8,0.001,0.013,0.006,,
0.18,-0.14,0.25,1.05,0,0.011,0.006,,
0.1808,-0.16,0.09,1.1,0.005,0.009,0.005,,
0.1817,-0.12,-0.15,1.02,0.011,0.01,0.005,,
0.1825,-0.16,-0.3,0.83,0.015,0.008,0.004,,
0.1833,-0.22,-0.27,0.59,0.011,0.01,0.004,,
0.1842,-0.24,-0.19,0.49,0.002,0.01,0,,
0.185,-0.36,-0.12,0.75,-0.005,0.011,-0.001,,
0.1858,-0.46,0.08,0.94,-0.007,0.013,-0.004,,
0.1867,-0.49,0.2,1.15,-0.007,0.013,-0.004,,
0.1875,-0.49,0.25,1.14,-0.007,0.011,-0.003,,
0.1883,-0.49,0.35,1.18,-0.007,0.014,-0.006,,
0.1892,-0.34,0.25,1.14,-0.002,0.015,-0.008,,
0.19,-0.25,0.16,0.87,0.002,0.016,-0.006,,
0.1908,-0.25,0.05,0.82,0.009,0.019,-0.003,,
0.1917,-0.13,-0.08,0.95,0.019,0.027,-0.001,,
0.1925,0.22,-0.12,0.93,0.028,0.041,0,,
0.1933,0.67,-0.37,1,0.043,0.059,0.002,,
0.1942,1.11,-0.76,0.9,0.047,0.065,0.004,,
0.195,1.11,-0.76,0.7,0.039,0.051,0.004,,
0.1958,0.75,-0.41,0.9,0.026,0.032,0,,
0.1967,0.44,-0.09,0.99,0.021,0.011,-0.005,,
0.1975,-0.04,0.09,1.51,0.023,-0.008,-0.008,,
0.1983,-0.27,0.04,1.9,0.026,-0.015,-0.013,,
0.1992,-0.25,0.15,1.44,0.032,-0.015,-0.019,,
0.2,-0.32,-0.17,1.04,0.056,-0.018,-0.021,,
0.2008,-0.15,-0.87,0.51,0.073,-0.014,-0.017,,
0.2017,0.06,-1.22,-0.24,0.079,-0.008,-0.018,,
0.2025,0.07,-1.15,-0.65,0.073,0.004,-0.016,,
0.2033,0.22,-0.87,-0.58,0.058,0.024,-0.01,,
0.2042,0.46,-0.48,-0.14,0.037,0.04,-0.005,,
0.205,0.6,0.01,0.19,0.017,0.049,-0.003,,
0.2058,0.42,0.29,0.5,0.007,0.044,-0.002,,
0.2067,0.11,0.34,0.61,0.004,0.038,-0.001,,
0.2075,-0.01,0.12,0.55,0.01,0.033,-0.002,,
0.2083,-0.05,-0.27,0.55,0.014,0.025,0,,
0.2092,-0.13,-0.43,0.24,0.01,0.016,0.001,,
0.21,-0.32,-0.2,0.2,0.003,0.013,0.001,,
0.2108,-0.39,-0.1,0.47,0.002,0.015,0.001,,
0.2117,-0.34,-0.02,0.93,0,0.021,0.002,,
0.2125,-0.23,0.05,1.03,-0.001,0.024,0,,
0.2133,-0.31,0.09,1,0.001,0.026,0.001,,
0.2142,-0.38,0.05,0.9,0.006,0.027,0.001,,
0.215,-0.28,0.04,0.71,0.013,0.035,-0.001,,
0.2158,0.05,-0.13,0.3,0.021,0.049,-0.003,,
0.2167,0.36,-0.26,0.11,0.026,0.065,-0.003,,
0.2175,0.58,-0.44,-0.18,0.029,0.078,-0.003,,
0.2183,0.59,-0.45,-0.02,0.025,0.082,-0.005,,
0.2192,0.55,-0.44,0.02,0.021,0.082,-0.003,,
0.22,0.21,-0.15,0.66,0.012,0.077,-0.011,,
0.2208,0.07,0.08,0.76,0.004,0.073,-0.014,,
0.2217,0.18,0.33,1.08,-0.006,0.073,-0.012,,
0.2225,0.21,0.43,1.16,-0.008,0.074,-0.007,,
0.2233,0.28,0.44,1.27,-0.008,0.074,-0.006,,
0.2242,0.43,0.27,1.19,-0.004,0.079,-0.002,,
0.225,0.49,-0.02,0.9,0.005,0.082,-0.005,,
0.2258,0.49,-0.19,0.79,0.01,0.08,-0.006,,
0.2267,0.18,-0.2,0.47,0.012,0.07,-0.011,,
0.2275,-0.11,0,0.62,0.007,0.053,-0.012,,
0.2283,-0.39,0.12,0.45,0.007,0.039,-0.011,,
0.2292,-0.41,0.1,0.62,0.01,0.028,-0.01,,
0.23,-0.39,0.02,0.42,0.014,0.025,-0.011,,
0.2308,-0.33,-0.12,0.45,0.018,0.023,-0.011,,
0.2317,-0.27,-0.21,0.5,0.018,0.022,-0.012,,
0.2325,-0.22,-0.14,0.12,0.015,0.022,-0.011,,
0.2333,-0.08,-0.03,0.09,0.013,0.025,-0.007,,
0.2342,-0.11,-0.09,0.33,0.017,0.026,-0.006,,
0.235,-0.19,0.12,0.69,0.016,0.022,-0.006,,
0.2358,-0.08,0.29,0.72,0.008,0.02,-0.005,,
0.2367,-0.03,0.18,0.62,0.009,0.022,-0.004,,
0.2375,-0.07,0.04,0.76,0.013,0.017,-0.004,,
0.2383,-0.06,-0.11,0.72,0.02,0.013,-0.006,,
0.2392,0.04,-0.18,0.72,0.026,0.013,-0.005,,
0.24,0.16,-0.12,0.8,0.027,0.015,-0.004,,
0.2408,0.2,-0.07,0.7,0.029,0.017,-0.004,,
0.2417,0.23,-0.07,0.67,0.031,0.017,-0.006,,
0.2425,0.31,-0.25,0.62,0.038,0.016,-0.006,,
0.2433,0.2,-0.32,0.43,0.042,0.014,-0.005,,
0.2442,0.14,-0.41,0.06,0.043,0.009,-0.004,,
0.245,0.19,-0.45,0.32,0.042,0.002,-0.004,,
0.2458,0.37,-0.32,0.43,0.04,0.004,-0.003,,
0.2467,0.49,-0.14,0.48,0.038,-0.001,-0.001,,
0.2475,0.31,0.15,0.49,0.032,-0.012,-0.003,,
0.2483,0.24,0.04,0.55,0.034,-0.021,-0.003,,
0.2492,-0.02,0.06,0.66,0.043,-0.034,-0.004,,
0.25,-0.29,-0.11,0.18,0.052,-0.048,-0.001,,
0.2508,-0.34,-0.55,0.35,0.064,-0.054,-0.001,,
0.2517,-0.24,-0.85,0.27,0.08,-0.054,0.001,,
0.2525,-0.21,-1.13,0.33,0.09,-0.057,0,,
0.2533,-0.09,-1.3,0.81,0.092,-0.054,-0.003,,
0.2542,-0.14,-0.94,1.22,0.079,-0.05,-0.003,,
0.255,-0.34,-0.28,0.94,0.052,-0.048,0.001,,
0.2558,-0.36,-0.05,1,0.027,-0.042,0.003,,
0.2567,-0.07,0.04,1.4,0.012,-0.019,0.003,,
0.2575,0.26,0.25,1.36,0.001,0,0,,
0.2583,0.38,0.43,1.29,-0.011,0.007,0.004,,
0.2592,0.58,0.43,1.32,-0.013,0.012,0.001,,
0.26,0.46,0.6,0.88,-0.007,0.003,-0.004,,
0.2608,0.13,0.43,0.36,0.001,-0.016,-0.007,,
0.2617,-0.06,-0.15,0.43,0.028,-0.027,-0.007,,
0.2625,-0.32,-0.38,0.29,0.042,-0.03,-0.007,,
0.2633,-0.26,-0.51,-0.03,0.053,-0.024,-0.01,,
0.2642,-0.05,-0.45,-0.43,0.053,-0.018,-0.007,,
0.265,0.1,-0.53,-0.64,0.051,-0.009,0.001,,
0.2658,0.22,-0.41,-0.61,0.036,0.005,0,,
0.2667,0.45,-0.06,-0.38,0.021,0.015,0,,
0.2675,0.35,0.35,-0.21,0.006,0.012,0.008,,
0.2683,0.2,0.4,0.04,0.002,0.005,0.011,,
0.2692,0.14,0.23,0.55,0.008,-0.001,0.006,,
0.27,-0.05,0.03,0.88,0.018,-0.012,0.006,,
0.2708,-0.36,-0.21,0.88,0.025,-0.022,0.008,,
0.2717,-0.58,-0.35,0.7,0.026,-0.027,0.005,,
0.2725,-0.67,-0.33,0.5,0.02,-0.025,0.003,,
0.2733,-0.65,-0.31,0.69,0.008,-0.018,0.002,,
0.2742,-0.64,-0.18,1.06,-0.003,0,0,,
0.275,-0.58,0.24,1.04,-0.014,0.013,-0.006,,
0.2758,-0.47,0.43,1.06,-0.015,0.013,-0.003,,
0.2767,-0.51,0.26,1.17,-0.009,0.01,-0.001,,
0.2775,-0.64,0.16,1.19,-0.005,0.011,-0.002,,
0.2783,-0.5,0.12,1.02,-0.004,0.014,-0.003,,
0.2792,-0.32,0.12,1.05,-0.002,0.019,0,,
0.28,-0.09,0.2,0.78,0.001,0.024,0.004,,
0.2808,0.17,0.2,0.71,0.005,0.03,0.008,,
0.2817,0.3,0.17,0.52,0.015,0.035,0.01,,
0.2825,0.45,-0.04,0.15,0.029,0.039,0.008,,
0.2833,0.63,-0.4,0,0.044,0.035,0.004,,
0.2842,0.67,-0.81,0.27,0.061,0.024,0.001,,
0.285,0.46,-0.82,0.26,0.068,0.008,-0.002,,
0.2858,0.16,-0.61,0.48,0.057,-0.008,-0.005,,
0.2867,0.04,-0.33,0.94,0.046,-0.017,-0.012,,
0.2875,-0.09,-0.09,1.39,0.044,-0.029,-0.017,,
0.2883,-0.33,-0.17,1.62,0.048,-0.037,-0.019,,
0.2892,-0.53,-0.24,1.44,0.054,-0.037,-0.02,,
0.29,-0.4,-0.43,0.95,0.058,-0.022,-0.019,,
0.2908,0,-0.63,0.71,0.063,0.006,-0.015,,
0.2917,0.51,-0.72,0.16,0.065,0.034,-0.013,,
0.2925,0.87,-0.71,-0.08,0.062,0.054,-0.011,,
0.2933,1.05,-0.51,-0.02,0.054,0.06,-0.009,,
0.2942,0.99,-0.39,0.08,0.053,0.059,-0.007,,
0.295,0.64,-0.24,0.05,0.05,0.045,-0.005,,
0.2958,0.33,-0.44,0.18,0.047,0.027,-0.005,,
0.2967,-0.01,-0.39,0.63,0.035,0.014,-0.006,,
0.2975,-0.44,-0.05,0.41,0.019,-0.002,-0.002,,
0.2983,-0.57,0.22,0.37,0.003,-0.013,0,,
0.2992,-0.53,0.21,0.46,-0.002,-0.008,-0.002,,
0.3,-0.55,0.32,0.81,-0.006,0.001,0,,
0.3008,-0.39,0.3,1.12,-0.005,0.014,0.003,,
0.3017,-0.24,0.35,1.33,-0.001,0.026,0.005,,
0.3025,-0.17,0.18,1.18,0.012,0.032,0.008,,
0.3033,-0.12,-0.16,1.17,0.033,0.039,0.01,,
0.3042,-0.01,-0.61,0.88,0.053,0.043,0.009,,
0.305,0.16,-0.81,0.33,0.06,0.05,0.003,,
0.3058,0.34,-0.84,-0.14,0.055,0.056,0,,
0.3067,0.36,-0.76,-0.24,0.038,0.053,-0.002,,
0.3075,0.12,-0.37,-0.13,0.019,0.046,-0.006,,
0.3083,-0.15,-0.01,0.36,0.008,0.044,-0.01,,
0.3092,-0.25,0.19,0.78,0.006,0.044,-0.009,,
0.31,-0.17,0.25,1.22,0.009,0.054,-0.011,,
0.3108,0.07,0.23,1.48,0.01,0.067,-0.012,,
0.3117,0.34,0.16,1.33,0.012,0.083,-0.012,,
0.3125,0.64,0.14,1.2,0.014,0.094,-0.007,,
0.3133,0.86,-0.06,0.77,0.018,0.105,-0.003,,
0.3142,0.91,-0.1,0.7,0.025,0.107,0,,
0.315,0.96,-0.31,0.71,0.029,0.103,-0.002,,
0.3158,0.57,-0.36,0.65,0.023,0.083,-0.007,,
0.3167,-0.01,-0.24,0.55,0.021,0.057,-0.005,,
0.3175,-0.41,-0.16,0.46,0.019,0.036,-0.006,,
0.3183,-0.48,-0.06,0.47,0.016,0.027,-0.01,,
0.3192,-0.35,-0.07,0.21,0.011,0.024,-0.012,,
0.32,-0.25,0.1,0.43,0.003,0.024,-0.01,,
0.3208,-0.29,0.15,0.37,0.001,0.02,-0.009,,
0.3217,-0.35,0.27,0.49,-0.002,0.021,-0.009,,
0.3225,-0.41,0.26,0.51,0.001,0.02,-0.006,,
0.3233,-0.25,0.25,0.73,0.008,0.029,-0.004,,
0.3242,-0.09,0.22,0.85,0.012,0.031,-0.005,,
0.325,0.04,0.11,0.71,0.022,0.033,-0.006,,
0.3258,0.13,-0.16,0.48,0.025,0.029,-0.005,,
0.3267,0,-0.24,0.14,0.025,0.015,-0.006,,
0.3275,-0.21,-0.19,-0.06,0.028,0.006,-0.007,,
0.3283,-0.27,-0.11,0.27,0.027,0,-0.009,,
0.3292,-0.3,0.05,0.46,0.027,-0.004,-0.01,,
0.33,-0.25,0.2,0.68,0.029,0.002,-0.009,,
0.3308,-0.05,0.26,1.05,0.031,0.009,-0.009,,
0.3317,0.27,0.19,1.08,0.035,0.016,-0.009,,
0.3325,0.42,-0.08,1.01,0.043,0.021,-0.009,,
0.3333,0.43,-0.54,0.99,0.06,0.016,-0.009,,
0.3342,0.37,-0.95,0.93,0.075,0.01,-0.006,,
0.335,0.17,-1.08,0.73,0.084,-0.004,-0.005,,
0.3358,0.04,-1.03,0.42,0.09,-0.014,-0.004,,
0.3367,0.07,-0.79,0.6,0.079,-0.017,-0.004,,
0.3375,0.15,-0.43,0.87,0.061,-0.023,-0.002,,
0.3383,0.23,-0.01,0.77,0.044,-0.027,0,,
0.3392,0.11,0.22,0.59,0.038,-0.036,-0.002,,
0.34,0.03,0.19,0.4,0.039,-0.041,-0.002,,
0.3408,-0.23,0.01,0.32,0.049,-0.053,-0.004,,
0.3417,-0.47,-0.21,0.37,0.059,-0.057,-0.001,,
0.3425,-0.48,-0.52,0.32,0.079,-0.055,-0.002,,
0.3433,-0.21,-0.93,0.31,0.09,-0.045,-0.002,,
0.3442,0.02,-1.17,0.65,0.092,-0.037,-0.004,,
0.345,0.26,-0.83,0.63,0.069,-0.032,0.002,,
0.3458,0.17,-0.23,0.6,0.043,-0.036,0.001,,
0.3467,0.19,-0.01,1.03,0.026,-0.034,0.004,,
0.3475,-0.14,0.25,1.01,0.023,-0.039,-0.004,,
