CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
0.0875,-0.54,-0.35,1.53,0.045,-0.064,-0.011,,
0.0883,-0.34,-0.59,1.07,0.05,-0.057,-0.009,,
0.0892,0.16,-0.68,0.82,0.042,-0.039,-0.015,,
0.09,0.6,-0.52,0.94,0.021,-0.013,-0.02,,
0.0908,0.63,0.12,0.99,-0.01,-0.001,-0.015,,
0.0917,0.45,0.84,1.02,-0.037,-0.004,-0.014,,
0.0925,0.11,1.1,1.05,-0.041,-0.011,-0.013,,
0.0933,-0.16,0.73,0.92,-0.015,-0.02,-0.005,,
0.0942,-0.05,-0.01,1.15,0.026,-0.022,-0.003,,
0.095,0.36,-0.78,1.19,0.061,-0.015,-0.004,,
0.0958,0.48,-1.11,0.59,0.079,-0.015,-0.004,,
0.0967,0.39,-1.01,0.14,0.077,-0.028,-0.001,,
0.0975,0.14,-0.87,0.62,0.077,-0.042,-0.001,,
0.0983,-0.31,-0.78,0.56,0.054,-0.072,0,,
0.0992,-0.61,-0.35,0.95,0.031,-0.085,0,,
0.1,-0.8,0.15,1.11,0.01,-0.09,-0.001,,
0.1008,-0.72,0.51,1.35,-0.003,-0.083,-0.002,,
0.1017,-0.41,0.55,1.35,-0.014,-0.069,0.001,,
0.1025,-0.24,0.48,1.01,-0.018,-0.056,0.002,,
0.1033,-0.01,0.33,0.97,-0.015,-0.037,-0.001,,
0.1042,-0.01,0.03,1,-0.002,-0.017,-0.004,,
0.105,-0.05,0.04,1.51,0.02,0.005,-0.007,,
0.1058,0.24,-0.26,1.57,0.039,0.029,-0.006,,
0.1067,0.48,-0.51,1.2,0.043,0.046,-0.008,,
0.1075,0.48,-0.63,0.83,0.034,0.048,-0.016,,
0.1083,0.29,-0.37,0.19,0.01,0.038,-0.017,,
0.1092,-0.03,0.11,0.08,-0.005,0.019,-0.013,,
0.11,-0.4,0.21,0.27,-0.005,-0.003,-0.014,,
0.1108,-0.8,0,1.15,0.003,-0.017,-0.007,,
0.1117,-0.72,-0.14,1.47,0.006,-0.012,-0.004,,
0.1125,-0.12,0.12,1.21,-0.002,0.013,-0.004,,
0.1133,0.42,0.19,0.28,-0.006,0.032,0.002,,
0.1142,0.59,0.04,-0.57,-0.009,0.03,0.006,,
0.115,0.19,-0.14,-0.96,-0.015,0.005,0.007,,
0.1158,-0.44,-0.03,-1.08,-0.019,-0.03,0.006,,
0.1167,-0.92,0.05,-0.45,-0.009,-0.054,0.001,,
0.1175,-1.06,-0.04,0.32,0.01,-0.059,-0.002,,
0.1183,-0.88,-0.11,0.73,0.022,-0.053,0.004,,
0.1192,-0.51,-0.04,0.65,0.014,-0.034,0.005,,
0.12,-0.03,0.2,1.16,0.002,-0.028,0.004,,
0.1208,0.43,0.15,-0.22,-0.007,0.036,0,,
0.1217,0.65,-0.04,0.05,-0.005,0.045,-0.005,,
0.1225,0.63,-0.18,0.28,0.005,0.038,-0.005,,
0.1233,0.46,-0.25,0.36,0.003,0.031,-0.005,,
0.1242,0.12,0,0.17,-0.003,0.023,-0.009,,
0.125,0.02,0.09,0.18,-0.003,0.025,-0.011,,
0.1258,0.32,0.08,0.17,-0.007,0.034,-0.01,,
0.1267,0.62,0.22,0.23,-0.01,0.037,-0.011,,
0.1275,0.61,0.21,0.58,-0.008,0.034,-0.011,,
0.1283,0.4,-0.02,0.88,0.007,0.031,-0.012,,
0.1292,0.24,-0.41,0.71,0.025,0.029,-0.01,,
0.13,0.31,-0.58,0.26,0.038,0.031,-0.007,,
0.1308,0.54,-0.64,0.26,0.037,0.025,-0.002,,
0.1317,0.47,-0.42,0.18,0.026,0.015,-0.001,,
0.1325,0.29,-0.13,0.28,0.011,0.003,0.001,,
0.1333,0.09,0.04,0.48,0.001,-0.006,0.002,,
0.1342,-0.09,0.11,0.82,0,-0.017,-0.001,,
0.135,-0.36,0.05,1.11,0.005,-0.024,-0.002,,
0.1358,-0.54,-0.06,1,0.006,-0.02,0.002,,
0.1367,-0.47,-0.02,0.64,0.008,-0.011,0,,
0.1375,-0.24,-0.29,0.44,0.022,0.006,0.002,,
0.1383,0.04,-0.65,0.56,0.034,0.019,0.001,,
0.1392,0.19,-0.81,0.82,0.037,0.026,-0.001,,
0.14,0.06,-0.55,0.97,0.021,0.024,0.004,,
0.1408,-0.14,-0.15,1.08,0.006,0.019,0.003,,
0.1417,-0.3,0.1,1.41,0.005,0.02,0,,
0.1425,-0.23,-0.12,1.64,0.014,0.035,0,,
0.1433,0.02,-0.27,1.36,0.018,0.051,-0.002,,
0.1442,0.29,-0.24,1.08,0.019,0.057,0,,
0.145,0.45,-0.4,0.82,0.02,0.054,0.002,,
0.1458,0.46,-0.48,0.82,0.017,0.047,-0.001,,
0.1467,0.44,-0.49,0.86,0.01,0.041,-0.003,,
0.1475,0.2,-0.13,0.62,-0.011,0.031,0.002,,
0.1483,-0.12,0.2,0.89,-0.022,0.038,0,,
0.1492,0.06,0.33,1.36,-0.026,0.053,0.003,,
0.15,0.22,0.36,1.07,-0.021,0.07,0.001,,
0.1508,0.38,0.15,0.92,-0.015,0.084,-0.003,,
0.1517,0.62,-0.03,0.73,-0.01,0.09,-0.002,,
0.1525,0.62,-0.31,0.72,-0.011,0.083,0.003,,
0.1533,0.48,-0.14,0.72,-0.021,0.074,0.001,,
0.1542,0.17,0.07,0.58,-0.025,0.059,-0.003,,
0.155,-0.15,0.15,0.81,-0.025,0.054,-0.002,,
0.1558,-0.19,0.08,0.98,-0.027,0.054,-0.003,,
0.1567,-0.18,0.32,0.73,-0.038,0.053,-0.001,,
0.1575,-0.2,0.51,0.4,-0.048,0.048,0.001,,
0.1583,-0.14,0.52,0,-0.047,0.047,-0.003,,
0.1592,-0.15,0.4,0,-0.04,0.048,-0.005,,
0.16,0.2,0.14,-0.02,-0.036,0.056,-0.003,,
0.1608,0.21,0.24,-0.11,-0.034,0.057,-0.004,,
0.1617,0.05,0.38,-0.04,-0.024,0.044,-0.001,,
0.1625,-0.18,0.16,-0.01,-0.009,0.028,-0.002,,
0.1633,-0.31,-0.26,0.14,0.006,0.02,-0.002,,
0.1642,-0.23,-0.29,0.36,0.006,0.023,-0.006,,
0.165,0.11,-0.07,0.25,-0.002,0.04,-0.007,,
0.1658,0.58,0.05,0.41,0.001,0.054,-0.006,,
0.1667,0.62,-0.01,0.69,0.01,0.051,-0.002,,
0.1675,0.32,-0.09,0.41,0.02,0.04,-0.006,,
0.1683,-0.01,-0.15,0.32,0.022,0.018,-0.008,,
0.1692,-0.31,-0.27,0.19,0.029,-0.002,-0.005,,
0.17,-0.35,-0.41,0.07,0.036,-0.013,-0.007,,
0.1708,-0.3,-0.45,0.06,0.035,-0.015,-0.007,,
0.1717,-0.18,-0.38,-0.13,0.027,-0.007,-0.004,,
0.1725,-0.02,-0.15,0.24,0.015,0.001,-0.001,,
0.1733,0.2,0,0.37,0.006,0.015,-0.001,,
0.1742,0.44,0.27,0.59,-0.004,0.023,0,,
0.175,0.26,0.46,0.02,0.003,0.015,0.006,,
0.1758,0.03,0.21,-0.42,0.036,-0.01,0.016,,
0.1767,-0.19,-1.01,0.09,0.089,-0.031,0.01,,
0.1775,-0.53,-1.81,0.24,0.108,-0.047,0.003,,
0.1783,-0.58,-1.44,0.02,0.081,-0.054,-0.001,,
0.1792,-0.33,-0.52,0.23,0.031,-0.051,-0.007,,
0.18,-0.15,0.37,0.55,-0.012,-0.043,0.002,,
0.1808,-0.05,0.95,1.12,-0.035,-0.033,0.004,,
0.1817,0.04,0.86,1.63,-0.037,-0.017,0,,
0.1825,0,0.64,1.74,-0.023,-0.006,0.001,,
0.1833,0,0.46,1.61,0,-0.006,0,,
0.1842,0.17,-0.21,1.26,0.03,-0.009,-0.004,,
0.185,0.24,-0.9,0.4,0.05,-0.012,-0.009,,
0.1858,0.14,-1.08,-0.08,0.052,-0.014,-0.011,,
0.1867,0.16,-0.79,0.2,0.041,-0.009,-0.013,,
0.1875,0.37,-0.43,0.91,0.021,0.003,-0.019,,
0.1883,0.4,0.16,1.36,-0.019,0.014,-0.019,,
0.1892,0.39,1.11,1.06,-0.054,0.021,-0.01,,
0.19,0.46,1.44,1.16,-0.052,0.018,-0.002,,
0.1908,0.43,0.69,1.48,-0.011,0.015,0.004,,
0.1917,0.34,-0.23,1.17,0.036,0.008,0.006,,
0.1925,0.47,-1.09,0.33,0.063,-0.003,0.003,,
0.1933,0.3,-1.34,0.21,0.069,-0.022,-0.001,,
0.1942,-0.06,-0.88,0.47,0.058,-0.042,0.002,,
0.195,-0.11,-0.41,0.76,0.041,-0.051,0.003,,
0.1958,-0.19,-0.18,1.15,0.027,-0.054,0.005,,
0.1967,-0.45,0.12,1.49,0.016,-0.058,0.006,,
0.1975,-0.48,0.33,1.58,0.013,-0.055,0.002,,
0.1983,-0.58,0.34,1.49,0.011,-0.057,0.004,,
0.1992,-0.57,0.05,0.95,0.015,-0.052,0.005,,
0.2,-0.34,-0.36,0.15,0.017,-0.035,0.002,,
0.2008,-0.05,-0.7,-0.26,0.016,-0.01,0,,
0.2017,0.14,-0.44,0.08,0,0.021,-0.006,,
0.2025,0.45,0.11,0.49,-0.026,0.052,-0.009,,
0.2033,0.68,0.67,1.04,-0.05,0.072,-0.012,,
0.2042,0.5,1.02,1.19,-0.062,0.068,-0.012,,
0.205,0.18,0.68,1.45,-0.051,0.047,-0.018,,
0.2058,-0.26,0.13,1.75,-0.022,0.019,-0.017,,
0.2067,-0.71,-0.49,1.64,0.014,-0.006,-0.013,,
0.2075,-0.65,-1.11,1.08,0.046,-0.005,-0.003,,
0.2083,-0.12,-1.29,0.63,0.066,0.015,-0.001,,
0.2092,0.48,-0.92,0.32,0.065,0.037,0.005,,
0.21,0.53,-0.26,0.31,0.04,0.039,0.011,,
0.2108,0.16,0.38,-0.02,0.002,0.018,0.006,,
0.2117,-0.31,0.57,-0.06,-0.029,-0.016,0.003,,
0.2125,-0.92,0.65,-0.06,-0.042,-0.043,0.008,,
0.2133,-1.06,0.61,-0.22,-0.053,-0.051,0.007,,
0.2142,-0.71,0.77,-0.18,-0.052,-0.037,0.006,,
0.215,-0.31,0.72,0.01,-0.044,-0.019,0.007,,
0.2158,0.03,0.12,0.11,-0.022,-0.005,0.003,,
0.2167,0.19,-0.33,0.12,0.007,0.005,-0.001,,
0.2175,0.07,-0.63,0.25,0.027,0.011,0.002,,
0.2183,-0.02,-0.72,0.55,0.043,0.018,0,,
0.2192,0.33,-0.64,0.43,0.045,0.033,-0.002,,
0.22,0.57,-0.57,0.34,0.032,0.034,-0.004,,
0.2208,0.54,-0.28,-0.02,0.01,0.028,-0.005,,
0.2217,0.44,0.17,-0.07,-0.018,0.021,-0.009,,
0.2225,0.25,0.4,0.05,-0.037,0.014,-0.008,,
0.2233,0.1,0.51,0.28,-0.042,0.014,-0.011,,
0.2242,0.18,0.53,0.44,-0.04,0.027,-0.009,,
0.225,0.47,0.53,0.52,-0.033,0.045,-0.007,,
0.2258,0.8,0.28,0.57,-0.02,0.06,-0.007,,
0.2267,1.08,-0.22,-0.02,0.009,0.05,-0.006,,
0.2275,0.95,-0.59,-0.34,0.023,0.026,-0.005,,
0.2283,0.3,-0.7,-0.1,0.027,-0.011,-0.003,,
0.2292,-0.39,-0.54,0.37,0.027,-0.035,0,,
0.23,-0.67,-0.29,0.78,0.028,-0.044,0.002,,
0.2308,-0.65,-0.36,1.29,0.029,-0.038,0.006,,
0.2317,-0.36,-0.23,1.06,0.017,-0.026,0.006,,
0.2325,-0.21,0,0.52,0.003,-0.019,0.007,,
0.2333,-0.12,-0.04,0.26,-0.002,-0.013,0.007,,
0.2342,-0.07,-0.26,0.41,-0.001,-0.008,0.005,,
0.235,-0.08,-0.5,0.93,-0.004,0,0.004,,
0.2358,-0.15,-0.24,1.32,-0.013,0.007,0,,
0.2367,-0.19,0.24,1.36,-0.016,0.014,0.001,,
0.2375,-0.23,0.34,1.5,-0.001,0.016,-0.002,,
0.2383,-0.17,-0.11,1.75,0.023,0.018,-0.003,,
0.2392,-0.12,-0.65,1.91,0.038,0.029,-0.001,,
0.24,0.2,-0.96,1.88,0.038,0.05,0,,
0.2408,0.59,-0.65,1.2,0.028,0.059,0.003,,
0.2417,0.83,-0.39,0.72,0.025,0.061,0.005,,
0.2425,0.74,-0.54,0.56,0.021,0.039,0.002,,
0.2433,0.15,-0.32,0.36,0.004,0.018,-0.002,,
0.2442,-0.26,-0.17,0.67,-0.016,0.006,0,,
0.245,-0.38,0.2,0.93,-0.042,0.009,0.003,,
0.2458,-0.06,0.61,1.07,-0.053,0.019,0.004,,
0.2467,0.26,0.76,0.99,-0.056,0.032,0.005,,
0.2475,0.17,0.52,0.93,-0.045,0.045,0.005,,
0.2483,0.32,0.11,1.11,-0.03,0.059,0.004,,
0.2492,0.39,-0.18,0.96,-0.023,0.065,0.004,,
0.25,0.34,-0.16,0.72,-0.022,0.064,0,,
0.2508,0.16,-0.13,0.56,-0.024,0.06,0.002,,
0.2517,-0.03,-0.01,0.62,-0.028,0.044,0,,
0.2525,-0.31,0.21,0.68,-0.035,0.035,-0.001,,
0.2533,-0.46,0.24,0.75,-0.035,0.026,-0.002,,
0.2542,-0.37,0.39,0.68,-0.039,0.026,-0.003,,
0.255,-0.14,0.45,0.34,-0.04,0.036,-0.002,,
0.2558,0.12,0.28,0.08,-0.037,0.043,0,,
0.2567,0.28,0.21,-0.14,-0.038,0.047,0,,
0.2575,0.23,0.09,-0.39,-0.036,0.042,0.002,,
0.2583,0.16,0.2,-0.31,-0.034,0.029,0,,
0.2592,0,0.34,-0.25,-0.027,0.019,-0.002,,
0.26,-0.38,0.15,0.01,-0.008,0.003,-0.001,,
0.2608,-0.47,-0.06,0.7,0.007,-0.009,-0.004,,
0.2617,-0.32,-0.16,0.88,0.014,-0.002,-0.007,,
0.2625,0.04,-0.25,0.62,0.019,0.007,-0.006,,
0.2633,0.34,-0.19,0.53,0.024,0.014,-0.007,,
0.2642,0.33,-0.34,0.11,0.032,0.015,-0.004,,
0.265,0.17,-0.5,-0.11,0.035,0,-0.004,,
0.2658,-0.12,-0.48,-0.1,0.027,-0.012,-0.005,,
0.2667,-0.37,-0.34,-0.08,0.016,-0.026,-0.005,,
0.2675,-0.37,0.06,0.37,0.001,-0.029,-0.007,,
0.2683,-0.2,0.29,0.54,-0.009,-0.019,-0.004,,
0.2692,0.1,0.45,0.47,-0.009,-0.009,-0.003,,
0.27,0.25,0.38,0.17,0.004,0.002,-0.001,,
0.2708,0.18,-0.09,-0.24,0.032,-0.007,0.007,,
0.2717,-0.04,-0.55,-0.58,0.058,-0.026,0.01,,
0.2725,-0.23,-1.01,-0.52,0.075,-0.048,0.004,,
0.2733,-0.34,-1.06,-0.4,0.071,-0.062,0.002,,
0.2742,-0.36,-0.75,-0.24,0.061,-0.072,0.004,,
0.275,-0.22,-0.49,0.33,0.051,-0.074,0.003,,
0.2758,-0.25,-0.32,0.64,0.032,-0.08,0.002,,
0.2767,-0.38,0.16,0.73,0.01,-0.08,0.006,,
0.2775,-0.28,0.41,1.19,0.002,-0.07,0.003,,
0.2783,-0.04,0.34,1.48,0.007,-0.057,-0.001,,
0.2792,0.19,0.14,1.37,0.018,-0.043,-0.001,,
0.28,0.39,-0.22,1.13,0.033,-0.039,-0.003,,
0.2808,0.16,-0.51,0.83,0.044,-0.048,-0.007,,
0.2817,-0.16,-0.59,0.79,0.049,-0.059,-0.006,,
0.2825,-0.31,-0.6,0.97,0.048,-0.065,-0.012,,
0.2833,-0.18,-0.4,1.17,0.037,-0.052,-0.013,,
0.2842,0.43,-0.26,1.35,0.025,-0.025,-0.01,,
0.285,0.7,0.08,1.82,0.005,-0.02,-0.013,,
0.2858,0.65,0.41,1.23,-0.015,-0.008,-0.013,,
0.2867,0.22,0.62,1.15,-0.025,-0.031,-0.007,,
0.2875,-0.17,0.61,1.07,-0.019,-0.047,-0.006,,
0.2883,-0.24,0.19,0.97,-0.001,-0.05,-0.002,,
0.2892,-0.09,-0.19,0.95,0.023,-0.039,0.007,,
0.29,0.32,-0.46,1.15,0.046,-0.027,0.004,,
0.2908,0.46,-0.63,1.12,0.058,-0.029,0.005,,
0.2917,0.24,-0.62,0.99,0.066,-0.045,0.006,,
0.2925,0.01,-0.6,1.09,0.062,-0.066,0,,
0.2933,-0.5,-0.58,1.15,0.056,-0.086,0.001,,
0.2942,-0.85,-0.28,1.03,0.049,-0.095,0.002,,
0.295,-0.88,-0.06,0.86,0.038,-0.089,0.001,,
0.2958,-0.84,0.08,0.41,0.025,-0.077,-0.001,,
0.2967,-0.47,0.06,-0.04,0.008,-0.056,0,,
0.2975,-0.14,0.28,-0.14,-0.011,-0.032,0.002,,
0.2983,0.06,0.51,-0.35,-0.033,-0.009,0,,
0.2992,0.27,0.54,-0.01,-0.039,0.007,-0.005,,
0.3,0.3,0.27,0.81,-0.026,0.023,-0.006,,
0.3008,0.15,0.01,1.19,-0.004,0.037,-0.006,,
0.3017,0.26,-0.07,1.32,0.008,0.043,-0.007,,
0.3025,0.25,-0.26,1.56,0.021,0.032,-0.01,,
0.3033,0.09,-0.43,1.61,0.035,0.011,-0.011,,
0.3042,-0.24,-0.57,1.46,0.044,-0.01,-0.008,,
0.305,-0.56,-0.58,1.17,0.047,-0.033,-0.007,,
0.3058,-0.8,-0.62,1.03,0.046,-0.043,-0.003,,
0.3067,-0.84,-0.34,0.79,0.037,-0.038,0.003,,
0.3075,-0.51,0.21,0.24,0.008,-0.019,0.01,,
0.3083,-0.18,0.79,-0.26,-0.03,-0.009,0.015,,
0.3092,0.01,1.05,-0.48,-0.055,-0.009,0.011,,
0.31,0.06,0.8,-0.37,-0.054,-0.012,0.009,,
0.3108,-0.19,0.31,-0.25,-0.031,-0.024,0.008,,
0.3117,-0.44,-0.24,-0.47,-0.001,-0.029,0.008,,
0.3125,-0.43,-0.54,-0.44,0.024,-0.028,0.005,,
0.3133,-0.28,-0.59,-0.43,0.041,-0.025,0.006,,
0.3142,-0.13,-0.59,-0.37,0.046,-0.015,0.002,,
0.315,0.07,-0.47,-0.22,0.041,-0.015,-0.005,,
0.3158,0.07,-0.29,0.22,0.034,-0.007,-0.004,,
0.3167,-0.07,-0.08,0.35,0.024,0.009,-0.005,,
0.3175,0.16,0.05,0.76,0.006,0.029,-0.006,,
0.3183,0.56,0.01,0.78,0.002,0.043,-0.008,,
0.3192,0.75,0.17,0.73,-0.001,0.045,-0.009,,
0.32,0.69,0.19,0.45,-0.005,0.036,-0.01,,
0.3208,0.54,0.06,0.3,-0.003,0.025,-0.012,,
0.3217,0.37,0.04,0.2,-0.003,0.017,-0.012,,
0.3225,0.28,-0.12,0.42,0,0.02,-0.008,,
0.3233,0.44,-0.08,0.68,0.011,0.029,-0.005,,
0.3242,0.67,-0.06,0.67,0.021,0.028,-0.003,,
0.325,0.75,-0.2,0.65,0.033,0.014,-0.004,,
0.3258,0.44,-0.14,0.43,0.042,-0.016,-0.006,,
0.3267,-0.06,-0.23,0.03,0.048,-0.049,-0.004,,
0.3275,-0.53,-0.56,0.06,0.057,-0.07,-0.002,,
0.3283,-0.79,-0.92,0.4,0.062,-0.063,0.001,,
0.3292,-0.68,-0.83,0.31,0.051,-0.03,0.006,,
0.33,-0.06,-0.34,0,0.031,-0.009,0.01,,
0.3308,0.36,0.04,-0.14,0.014,0.004,0.007,,
0.3317,0.22,0.05,-0.12,0.002,0.008,0.003,,
0.3325,-0.08,-0.07,0.3,0,0.008,0.005,,
0.3333,-0.15,-0.07,0.93,0.006,0.014,0.002,,
0.3342,-0.12,-0.12,1.67,0.015,0.022,-0.003,,
0.335,-0.1,-0.17,1.78,0.02,0.027,-0.003,,
0.3358,-0.21,-0.13,1.65,0.022,0.027,-0.003,,
0.3367,-0.22,-0.27,1.69,0.028,0.033,-0.003,,
0.3375,-0.02,-0.49,1.71,0.034,0.044,0.002,,
0.3383,0.33,-0.45,1.53,0.036,0.063,0.001,,
0.3392,0.78,-0.44,1.33,0.04,0.083,0,,
0.34,0.95,-0.53,0.83,0.037,0.08,0.006,,
0.3408,0.6,-0.4,0.39,0.027,0.057,0.007,,
0.3417,0,-0.4,0.23,0.012,0.026,0.004,,
0.3425,-0.47,-0.08,0.24,-0.012,0.01,0.001,,
0.3433,-0.36,0.24,0.53,-0.027,0.021,0,,
0.3442,0.08,0.55,1.1,-0.037,0.044,0,,
