CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
0.0883,-0.12,-0.29,1.1,0.008,0.025,-0.015,,
0.0892,-0.5,-0.14,0.8,-0.007,0.02,-0.015,,
0.09,-0.38,0.14,0.98,-0.016,0.031,-0.011,,
0.0908,0.08,0.37,1.14,-0.025,0.05,-0.016,,
0.0917,0.25,0.29,1.14,-0.032,0.059,-0.011,,
0.0925,0.22,0.17,0.71,-0.04,0.059,-0.006,,
0.0933,0.16,0.32,0.96,-0.049,0.058,-0.013,,
0.0942,-0.01,0.43,1.3,-0.053,0.051,-0.011,,
0.095,-0.26,0.59,1.31,-0.04,0.046,-0.008,,
0.0958,-0.28,0.34,1.07,-0.023,0.042,-0.011,,
0.0967,-0.13,-0.07,0.46,-0.023,0.039,-0.015,,
0.0975,-0.02,0.02,-0.05,-0.036,0.034,-0.013,,
0.0983,0.16,0.35,-0.47,-0.044,0.029,-0.011,,
0.0992,0.12,0.57,-0.41,-0.03,0.018,-0.012,,
0.1,0.01,0.21,-0.06,-0.015,0.013,-0.01,,
0.1008,-0.17,-0.07,0.12,-0.003,0.01,-0.011,,
0.1017,-0.31,-0.11,0.55,-0.001,0.011,-0.011,,
0.1025,-0.12,-0.15,0.58,-0.006,0.015,-0.009,,
0.1033,0.1,0.03,0.28,-0.018,0.013,-0.009,,
0.1042,0.22,0.22,0.34,-0.023,0.013,-0.008,,
0.105,0.25,0.17,0.58,-0.02,0.007,-0.005,,
0.1058,0.12,0.11,0.76,-0.012,0,-0.006,,
0.1067,-0.03,0,0.91,-0.005,-0.007,-0.008,,
0.1075,-0.13,-0.13,0.94,-0.002,-0.009,-0.005,,
0.1083,-0.1,-0.08,0.8,-0.008,-0.01,-0.009,,
0.1092,-0.04,0.1,0.74,-0.009,-0.007,-0.007,,
0.11,0.12,-0.04,0.72,-0.006,-0.006,-0.008,,
0.1108,0.22,-0.09,0.73,-0.001,-0.004,-0.01,,
0.1117,0.3,-0.21,0.56,0.004,-0.007,-0.007,,
0.1125,0.2,-0.28,0.43,0.005,-0.016,-0.007,,
0.1133,0.04,-0.17,0.36,0,-0.027,-0.009,,
0.1142,-0.07,-0.08,0.39,-0.007,-0.036,-0.006,,
0.115,-0.08,-0.08,0.35,-0.011,-0.043,-0.006,,
0.1158,-0.09,0.11,0.25,-0.008,-0.05,-0.01,,
0.1167,-0.21,-0.01,0.43,-0.001,-0.055,-0.008,,
0.1175,-0.29,-0.28,0.63,0.008,-0.055,-0.007,,
0.1183,-0.26,-0.3,0.68,0.003,-0.053,-0.006,,
0.1192,-0.21,-0.3,0.77,-0.008,-0.047,-0.004,,
0.12,-0.09,-0.1,1.07,-0.024,-0.042,-0.004,,
0.1208,0.05,0.27,1.19,-0.037,-0.038,-0.004,,
0.1217,0.09,0.45,1.08,-0.037,-0.04,-0.006,,
0.1225,0.02,0.17,1.37,-0.016,-0.045,-0.014,,
0.1233,-0.18,-0.29,1.73,0.001,-0.053,-0.018,,
0.1242,-0.37,-0.24,1.36,0,-0.053,-0.015,,
0.125,-0.24,-0.15,0.72,-0.005,-0.049,-0.013,,
0.1258,0,-0.27,0.41,0,-0.04,-0.015,,
0.1267,0.28,-0.38,0.23,0.005,-0.027,-0.014,,
0.1275,0.36,-0.43,0.14,0.006,-0.014,-0.013,,
0.1283,0.38,-0.36,0.33,0.003,-0.006,-0.016,,
0.1292,0.22,0.06,0.3,-0.012,-0.01,-0.012,,
0.13,0.03,0.32,0.11,-0.016,-0.021,-0.009,,
0.1308,-0.31,0.02,0.25,-0.005,-0.041,-0.007,,
0.1317,-0.61,-0.26,0.28,0.006,-0.058,-0.006,,
0.1325,-0.58,-0.44,0.1,0.011,-0.06,-0.006,,
0.1333,-0.37,-0.56,0.13,0.009,-0.054,-0.003,,
0.1342,-0.21,-0.26,-0.03,-0.005,-0.042,-0.001,,
0.135,-0.08,0.08,-0.05,-0.027,-0.028,-0.001,,
0.1358,-0.13,0.4,0.34,-0.046,-0.015,-0.003,,
0.1367,-0.3,0.61,0.64,-0.057,-0.004,-0.001,,
0.1375,-0.26,0.56,1.05,-0.056,0.012,-0.001,,
0.1383,-0.06,0.58,1.18,-0.053,0.03,-0.004,,
0.1392,0.17,0.59,0.94,-0.05,0.048,-0.003,,
0.14,0.14,0.33,0.42,-0.035,0.052,-0.005,,
0.1408,-0.09,-0.28,0.12,-0.012,0.043,-0.002,,
0.1417,-0.22,-0.66,0.24,0.002,0.038,-0.007,,
0.1425,-0.15,-0.43,0.37,-0.008,0.043,-0.01,,
0.1433,0,0.23,0.43,-0.03,0.055,-0.008,,
0.1442,0.08,0.72,0.48,-0.046,0.063,-0.007,,
0.145,0.02,0.75,0.51,-0.047,0.065,-0.006,,
0.1458,-0.12,0.46,0.54,-0.038,0.06,-0.005,,
0.1467,-0.14,0.19,0.4,-0.03,0.06,-0.005,,
0.1475,0.01,-0.12,0.24,-0.019,0.065,-0.005,,
0.1483,0.17,-0.3,0.32,-0.013,0.07,-0.003,,
0.1492,0.17,-0.21,0.53,-0.015,0.074,-0.006,,
0.15,0.04,0.15,0.68,-0.031,0.072,-0.004,,
0.1508,-0.07,0.57,0.9,-0.043,0.07,-0.002,,
0.1517,-0.06,0.65,1.21,-0.04,0.07,-0.001,,
0.1525,0.06,0.38,1.15,-0.022,0.077,0.004,,
0.1533,0.28,-0.03,0.56,-0.001,0.083,0.005,,
0.1542,0.52,-0.64,0.21,0.019,0.087,0.001,,
0.155,0.3,-0.78,-0.32,0.021,0.079,-0.005,,
0.1558,-0.01,-0.67,-0.48,0.005,0.062,-0.005,,
0.1567,-0.1,-0.02,-0.16,-0.031,0.057,-0.005,,
0.1575,0.25,0.84,0.43,-0.07,0.068,-0.005,,
0.1583,0.59,1.17,1.4,-0.077,0.087,-0.001,,
0.1592,0.51,1.04,1.79,-0.061,0.091,-0.006,,
0.16,0.16,0.58,1.79,-0.036,0.078,-0.007,,
0.1608,-0.16,0.05,1.51,-0.011,0.056,-0.006,,
0.1617,-0.14,-0.48,0.15,0.013,0.04,-0.005,,
0.1625,0.04,-1.11,-0.74,0.04,0.041,-0.003,,
0.1633,0.14,-1.33,-0.6,0.054,0.049,-0.005,,
0.1642,0.32,-1,-0.38,0.036,0.061,-0.006,,
0.165,0.46,-0.22,-0.25,-0.006,0.071,-0.002,,
0.1658,0.37,0.75,-0.25,-0.05,0.072,0.001,,
0.1667,0.21,1.16,0.03,-0.07,0.061,0.001,,
0.1675,-0.01,0.96,0.65,-0.066,0.044,0.004,,
0.1683,-0.26,0.54,0.8,-0.049,0.025,0.004,,
0.1692,-0.26,0.1,0.79,-0.028,0.011,0.002,,
0.17,-0.23,-0.28,0.47,-0.001,0.002,0,,
0.1708,-0.11,-0.66,0.27,0.027,-0.002,0.003,,
0.1717,0.14,-1.01,0.53,0.049,0.005,0,,
0.1725,0.11,-1.03,0.51,0.051,0.008,-0.004,,
0.1733,-0.07,-0.71,0.52,0.035,0.008,0,,
0.1742,0.06,-0.14,0.84,0.01,0.011,-0.009,,
0.175,0.34,0.14,0.95,-0.001,0.022,-0.005,,
0.1758,0.47,0.12,0.98,0,0.03,-0.002,,
0.1767,0.56,-0.12,0.91,0.001,0.034,-0.008,,
0.1775,0.35,-0.13,0.35,-0.005,0.029,-0.011,,
0.1783,0.02,-0.02,0.02,-0.005,0.014,-0.012,,
0.1792,-0.02,-0.12,-0.07,0.008,0.008,-0.015,,
0.18,0.09,-0.65,0.33,0.031,0.014,-0.01,,
0.1808,0.06,-0.96,0.64,0.045,0.025,-0.014,,
0.1817,0,-0.6,0.61,0.021,0.033,-0.012,,
0.1825,0.17,0.22,0.79,-0.014,0.044,-0.016,,
0.1833,0.26,0.63,1.14,-0.033,0.042,-0.017,,
0.1842,0.07,0.32,1.28,-0.024,0.04,-0.003,,
0.185,-0.06,-0.06,1.42,-0.018,0.046,-0.013,,
0.1858,-0.24,0,1.45,-0.03,0.039,-0.018,,
0.1867,-0.53,0.42,1,-0.048,0.033,-0.012,,
0.1875,-0.46,0.76,0.44,-0.061,0.037,-0.012,,
0.1883,-0.05,0.64,0.18,-0.064,0.046,-0.012,,
0.1892,0.17,0.45,0.32,-0.061,0.051,-0.005,,
0.19,0.26,0.46,0.41,-0.053,0.044,-0.011,,
0.1908,0.12,0.58,0.06,-0.042,0.019,-0.011,,
0.1917,-0.2,0.55,-0.22,-0.031,-0.01,-0.007,,
0.1925,-0.51,0.2,-0.18,-0.019,-0.027,-0.012,,
0.1933,-0.76,-0.04,0.01,-0.016,-0.025,-0.012,,
0.1942,-0.66,0.07,0.06,-0.021,-0.011,-0.007,,
0.195,-0.22,0.11,0.09,-0.018,0.007,-0.007,,
0.1958,0.19,0.08,0.28,-0.017,0.02,-0.005,,
0.1967,0.39,0.03,0.48,-0.019,0.025,-0.004,,
0.1975,0.38,0.18,0.69,-0.026,0.018,-0.005,,
0.1983,0.33,0.3,0.99,-0.021,0,-0.006,,
0.1992,0.01,0.21,0.74,-0.015,-0.022,-0.008,,
0.2,-0.24,-0.04,0.96,0.001,-0.028,-0.009,,
0.2008,-0.22,-0.25,1.1,0.015,-0.027,-0.01,,
0.2017,-0.16,-0.38,0.98,0.016,-0.023,-0.007,,
0.2025,0,-0.33,0.81,0.01,-0.013,-0.007,,
0.2033,0.35,-0.29,0.69,0.004,-0.01,-0.008,,
0.2042,0.46,-0.16,0.43,-0.001,-0.013,-0.008,,
0.205,0.35,-0.11,0.62,-0.005,-0.018,-0.007,,
0.2058,0.19,-0.09,1.02,-0.006,-0.023,-0.009,,
0.2067,0.08,0.09,0.86,-0.003,-0.031,-0.011,,
0.2075,-0.04,-0.08,0.88,0.003,-0.038,-0.009,,
0.2083,-0.1,-0.24,0.58,0,-0.044,-0.009,,
0.2092,-0.1,0,0.43,-0.006,-0.048,-0.01,,
0.21,-0.15,-0.1,0.5,-0.006,-0.051,-0.006,,
0.2108,-0.08,-0.08,0.46,-0.002,-0.049,-0.007,,
0.2117,-0.05,-0.43,0.78,0.003,-0.05,-0.007,,
0.2125,-0.16,-0.38,1.06,-0.011,-0.048,-0.006,,
0.2133,-0.11,0.22,1,-0.033,-0.047,-0.005,,
0.2142,-0.02,0.51,1.37,-0.045,-0.048,-0.01,,
0.215,-0.1,0.55,1.22,-0.042,-0.049,-0.01,,
0.2158,-0.33,0.32,1.2,-0.02,-0.051,-0.008,,
0.2167,-0.32,-0.16,1.31,0.005,-0.049,-0.013,,
0.2175,-0.24,-0.53,1.05,0.015,-0.042,-0.018,,
0.2183,-0.02,-0.48,0.24,0.009,-0.033,-0.015,,
0.2192,0.23,-0.2,-0.09,0.007,-0.023,-0.016,,
0.22,0.18,-0.34,-0.08,0.017,-0.019,-0.013,,
0.2208,0.12,-0.63,0.11,0.02,-0.017,-0.014,,
0.2217,0.09,-0.46,0.17,-0.002,-0.01,-0.014,,
0.2225,0.12,0.27,0.13,-0.029,-0.004,-0.01,,
0.2233,0.06,0.73,0.36,-0.036,-0.008,-0.007,,
0.2242,-0.12,0.41,0.55,-0.022,-0.016,-0.005,,
0.225,-0.29,-0.15,0.38,-0.01,-0.022,-0.007,,
0.2258,-0.35,-0.37,0.22,-0.01,-0.021,-0.007,,
0.2267,-0.26,-0.19,0.18,-0.016,-0.018,-0.004,,
0.2275,-0.22,0.04,0.17,-0.021,-0.016,-0.002,,
0.2283,-0.31,0.12,0.22,-0.027,-0.011,-0.002,,
0.2292,-0.3,0.13,0.43,-0.035,0.006,-0.004,,
0.23,-0.15,0.34,0.72,-0.047,0.026,-0.005,,
0.2308,0.07,0.63,0.95,-0.057,0.046,-0.006,,
0.2317,0.22,0.78,0.82,-0.059,0.055,-0.005,,
0.2325,-0.02,0.59,0.54,-0.041,0.051,-0.004,,
0.2333,-0.26,-0.03,0.64,-0.011,0.047,-0.005,,
0.2342,-0.26,-0.49,0.6,0.009,0.049,-0.007,,
0.235,-0.13,-0.54,0.41,0.011,0.056,-0.006,,
0.2358,0.12,-0.3,0.12,-0.001,0.058,-0.005,,
0.2367,0.16,0,-0.03,-0.018,0.054,-0.003,,
0.2375,0.01,0.3,0.14,-0.034,0.05,-0.002,,
0.2383,-0.17,0.44,0.4,-0.041,0.05,-0.004,,
0.2392,-0.25,0.5,0.77,-0.041,0.056,-0.004,,
0.24,-0.18,0.42,0.73,-0.032,0.064,-0.005,,
0.2408,-0.08,0.23,0.73,-0.021,0.076,-0.005,,
0.2417,0.16,0,0.56,-0.018,0.083,-0.005,,
0.2425,0.31,-0.06,0.54,-0.019,0.091,-0.005,,
0.2433,0.41,0.03,0.56,-0.024,0.09,-0.002,,
0.2442,0.3,0.1,0.68,-0.021,0.086,-0.002,,
0.245,0.08,0.11,0.9,-0.013,0.083,-0.002,,
0.2458,0.03,0.04,0.89,-0.003,0.09,-0.005,,
0.2467,0.17,0,0.66,0.002,0.098,-0.004,,
0.2475,0.37,-0.17,0.37,0.005,0.098,-0.002,,
0.2483,0.51,-0.35,0.09,-0.002,0.091,-0.003,,
0.2492,0.41,-0.21,-0.03,-0.019,0.081,-0.005,,
0.25,0.34,0.12,0.22,-0.037,0.076,-0.003,,
0.2508,0.41,0.51,0.75,-0.049,0.079,-0.004,,
0.2517,0.34,0.75,1.07,-0.046,0.073,-0.003,,
0.2525,0.02,0.45,1.27,-0.024,0.061,-0.006,,
0.2533,-0.35,0.02,1.04,-0.002,0.054,-0.008,,
0.2542,-0.34,-0.33,0.43,0.014,0.058,-0.007,,
0.255,0.01,-0.58,-0.27,0.023,0.07,-0.004,,
0.2558,0.47,-0.68,-0.37,0.024,0.08,-0.003,,
0.2567,0.48,-0.6,-0.17,0.015,0.084,-0.006,,
0.2575,0.25,-0.11,-0.01,-0.009,0.08,-0.005,,
0.2583,0.06,0.45,0.34,-0.034,0.069,-0.006,,
0.2592,-0.1,0.65,0.79,-0.043,0.055,-0.004,,
0.26,-0.27,0.64,1.02,-0.038,0.043,0,,
0.2608,-0.15,0.26,1.06,-0.023,0.035,0,,
0.2617,0.07,-0.17,1.2,-0.007,0.033,0.001,,
0.2625,0.01,-0.38,0.77,0.007,0.025,-0.001,,
0.2633,0.05,-0.38,0.31,0.017,0.02,0.001,,
0.2642,0.22,-0.58,0.39,0.032,0.019,-0.001,,
0.265,0.11,-0.74,0.47,0.043,0.016,-0.002,,
0.2658,-0.04,-0.74,0.31,0.043,0.015,-0.003,,
0.2667,0.06,-0.48,0.35,0.029,0.02,-0.005,,
0.2675,0.21,-0.18,0.33,0.017,0.026,-0.007,,
0.2683,0.33,-0.07,0.28,0.011,0.028,-0.003,,
0.2692,0.46,-0.26,0.55,0.011,0.038,-0.004,,
0.27,0.46,-0.24,0.7,0.004,0.046,-0.01,,
0.2708,0.33,-0.03,0.45,-0.004,0.045,-0.011,,
0.2717,0.09,0.13,0.47,-0.004,0.04,-0.009,,
0.2725,0.24,-0.08,0.9,0.008,0.044,-0.012,,
0.2733,0.29,-0.52,1,0.026,0.052,-0.007,,
0.2742,0.05,-0.66,1.04,0.027,0.056,-0.008,,
0.275,0.03,-0.31,0.8,-0.001,0.059,-0.019,,
0.2758,0.06,0.38,1.04,-0.036,0.059,-0.014,,
0.2767,0.03,0.8,1.28,-0.044,0.063,-0.01,,
0.2775,0.3,0.57,1.33,-0.029,0.071,-0.007,,
0.2783,0,-0.04,1.26,-0.006,0.07,-0.012,,
0.2792,-0.48,-0.28,0.43,-0.011,0.057,-0.02,,
0.28,-0.34,-0.01,-0.02,-0.038,0.056,-0.019,,
0.2808,-0.2,0.66,-0.23,-0.067,0.049,-0.014,,
0.2817,0.02,0.88,-0.17,-0.074,0.053,-0.007,,
0.2825,0.16,0.85,0.39,-0.073,0.062,-0.007,,
0.2833,0.04,0.55,0.58,-0.055,0.061,-0.009,,
0.2842,0.05,0.17,0.9,-0.032,0.048,-0.01,,
0.285,-0.25,-0.12,0.52,-0.013,0.022,-0.011,,
0.2858,-0.56,-0.32,-0.46,-0.001,-0.011,-0.01,,
0.2867,-0.72,-0.16,-0.21,-0.011,-0.02,-0.007,,
0.2875,-0.67,0.07,0.27,-0.023,-0.013,-0.004,,
0.2883,-0.29,0.23,0.84,-0.028,0.008,-0.002,,
0.2892,0.17,0.37,1.1,-0.027,0.034,-0.001,,
0.29,0.39,0.44,0.92,-0.024,0.045,-0.003,,
0.2908,0.41,0.29,0.51,-0.018,0.04,-0.007,,
0.2917,0.35,0.01,0.12,-0.009,0.028,-0.009,,
0.2925,0.22,-0.37,0.03,0.004,0.016,-0.009,,
0.2933,0.06,-0.36,0.08,0.013,0.012,-0.009,,
0.2942,-0.04,-0.31,0.28,0.014,0.01,-0.008,,
0.295,-0.08,-0.15,0.74,0.012,0.011,-0.008,,
0.2958,0.09,0.02,0.8,0.004,0.015,-0.004,,
0.2967,0.27,-0.07,0.78,-0.005,0.022,-0.002,,
0.2975,0.55,0.08,0.7,-0.012,0.026,-0.003,,
0.2983,0.59,0.12,0.46,-0.009,0.014,-0.005,,
0.2992,0.05,-0.12,0.53,0.002,-0.009,-0.004,,
0.3,-0.31,-0.36,0.68,0.014,-0.035,-0.005,,
0.3008,-0.51,-0.43,0.86,0.018,-0.051,-0.003,,
0.3017,-0.45,-0.28,0.99,0.014,-0.058,-0.005,,
0.3025,-0.35,-0.05,1.02,0.003,-0.054,-0.004,,
0.3033,-0.01,0.02,0.96,-0.005,-0.043,-0.001,,
0.3042,0.24,0.02,0.72,-0.004,-0.029,0,,
0.305,0.24,-0.24,0.51,0,-0.023,0.001,,
0.3058,0.07,-0.36,0.86,0.008,-0.024,-0.004,,
0.3067,-0.19,-0.21,0.99,0.009,-0.03,-0.004,,
0.3075,-0.16,-0.08,0.84,0,-0.032,-0.005,,
0.3083,0.03,-0.08,1.01,-0.007,-0.03,-0.012,,
0.3092,-0.07,-0.03,1.07,-0.007,-0.027,-0.01,,
0.31,-0.16,-0.04,1.09,-0.007,-0.028,-0.011,,
0.3108,-0.07,0.04,0.98,-0.008,-0.022,-0.012,,
0.3117,-0.01,-0.05,0.68,-0.001,-0.013,-0.011,,
0.3125,0.09,-0.27,0.76,0.001,-0.006,-0.015,,
0.3133,0.13,-0.19,0.67,-0.014,-0.001,-0.017,,
0.3142,0.2,0.24,0.31,-0.028,0.009,-0.01,,
0.315,0.19,0.36,0.21,-0.02,0.013,-0.006,,
0.3158,0,0.03,0.49,0.001,0.009,-0.006,,
0.3167,-0.1,-0.4,0.62,0.016,0.001,-0.008,,
0.3175,-0.21,-0.56,0.33,0.012,-0.005,-0.003,,
0.3183,-0.16,-0.32,0.08,-0.008,-0.009,-0.002,,
0.3192,-0.12,0.17,-0.19,-0.031,-0.008,-0.002,,
0.32,-0.28,0.46,-0.2,-0.036,-0.007,0.001,,
0.3208,-0.25,0.36,0.39,-0.029,0.004,-0.002,,
0.3217,-0.14,0.14,0.58,-0.023,0.017,0,,
0.3225,-0.1,0.09,0.53,-0.024,0.029,0.002,,
0.3233,0,0.14,0.43,-0.03,0.038,-0.001,,
0.3242,-0.04,0.21,0.32,-0.035,0.043,-0.003,,
0.325,0.03,0.25,0.47,-0.039,0.049,-0.004,,
0.3258,0.07,0.43,0.52,-0.038,0.059,-0.003,,
0.3267,-0.11,0.34,0.61,-0.017,0.06,0,,
0.3275,-0.27,-0.13,0.99,0.012,0.057,0,,
0.3283,-0.25,-0.54,0.98,0.024,0.056,-0.002,,
0.3292,-0.06,-0.58,0.44,0.01,0.061,0,,
0.33,0.28,-0.18,0.02,-0.019,0.073,-0.001,,
0.3308,0.38,0.35,-0.18,-0.042,0.079,0,,
0.3317,0.22,0.56,0.2,-0.046,0.077,0,,
0.3325,-0.07,0.49,0.69,-0.039,0.072,0,,
0.3333,-0.25,0.29,1.08,-0.025,0.069,-0.003,,
0.3342,-0.16,0.15,1.16,-0.021,0.074,-0.002,,
0.335,0.15,0.12,0.59,-0.023,0.077,-0.002,,
0.3358,0.3,0.13,0.18,-0.025,0.082,0,,
0.3367,0.44,-0.07,0.18,-0.021,0.086,0.001,,
0.3375,0.32,-0.05,0.42,-0.017,0.089,0.001,,
0.3383,0.34,-0.09,0.81,-0.007,0.097,0.003,,
0.3392,0.34,-0.06,1.13,-0.005,0.102,0.002,,
0.34,0.35,0.04,1.07,-0.008,0.106,0,,
0.3408,0.53,0.14,0.79,-0.015,0.112,0.002,,
0.3417,0.63,0.03,0.41,-0.019,0.108,0.002,,
