CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
0.2775,-0.48,0.25,-0.14,-0.027,0.007,0.019,,
0.2783,0.02,0.35,0,-0.039,0.039,0.018,,
0.2792,0.57,0.39,0.01,-0.049,0.057,0.014,,
0.28,0.67,0.09,0.17,-0.044,0.051,0.006,,
0.2808,0.23,-0.19,0.34,-0.028,0.031,-0.001,,
0.2817,-0.5,-0.39,0.35,-0.016,0.014,0.006,,
0.2825,-0.5,0.01,0.08,-0.021,0.012,0.003,,
0.2833,-0.36,0.48,-0.07,-0.041,0.028,-0.005,,
0.2842,0,0.73,-0.16,-0.054,0.052,0.002,,
0.285,0.45,0.6,0.05,-0.052,0.075,0.003,,
0.2858,0.6,0.08,0.27,-0.038,0.084,0.002,,
0.2867,0.31,-0.45,0.64,-0.018,0.071,0.004,,
0.2875,-0.1,-0.52,0.8,-0.008,0.054,0.001,,
0.2883,-0.38,-0.22,0.58,-0.015,0.042,-0.001,,
0.2892,-0.19,0.12,0.71,-0.024,0.041,0.004,,
0.29,-0.1,0.36,0.93,-0.035,0.042,0.003,,
0.2908,-0.23,0.44,1.25,-0.039,0.041,-0.001,,
0.2917,-0.41,0.33,1.3,-0.042,0.035,0.005,,
0.2925,-0.26,0.18,1.38,-0.04,0.034,0.004,,
0.2933,-0.27,0.25,1.01,-0.044,0.035,0.005,,
0.2942,-0.23,0.24,0.65,-0.043,0.038,0.003,,
0.295,0,-0.05,0.52,-0.031,0.047,0.004,,
0.2958,0.36,-0.27,0.74,-0.01,0.059,0.004,,
0.2967,0.19,-0.17,0.72,-0.009,0.052,0.003,,
0.2975,0.01,-0.12,0.8,-0.01,0.04,0.003,,
0.2983,-0.27,0.02,0.9,-0.016,0.027,0,,
0.2992,-0.23,0.02,0.93,-0.019,0.027,0,,
0.3,-0.18,0.2,0.71,-0.023,0.029,0,,
0.3008,0,0.02,0.59,-0.014,0.034,-0.002,,
0.3017,0.17,-0.2,0.75,0.001,0.042,0.001,,
0.3025,0.42,-0.43,0.76,0.01,0.046,0,,
0.3033,0.29,-0.26,0.7,0.003,0.038,-0.001,,
0.3042,0.14,-0.12,0.37,-0.004,0.021,0,,
0.305,-0.11,0.01,0.5,-0.007,0.003,0.001,,
0.3058,-0.11,-0.19,0.62,-0.003,-0.002,-0.002,,
0.3067,-0.15,-0.15,0.92,-0.008,0.002,-0.002,,
0.3075,0.04,0.11,0.85,-0.021,0.009,-0.002,,
0.3083,0.17,0.39,0.71,-0.031,0.011,-0.002,,
0.3092,0.36,0.36,0.56,-0.03,0.013,-0.002,,
0.31,0.51,0.08,0.29,-0.017,0.014,-0.003,,
0.3108,0.36,-0.09,0.07,0,0.009,-0.008,,
0.3117,0.21,-0.42,0.2,0.015,0.001,-0.01,,
0.3125,0.11,-0.74,0.61,0.035,-0.003,-0.013,,
0.3133,-0.14,-0.64,0.7,0.03,-0.001,-0.015,,
0.3142,0.19,-0.42,0.62,0.011,0.017,-0.016,,
0.315,0.55,0.05,0.18,-0.005,0.025,-0.017,,
0.3158,0.56,0.2,0.33,0.001,0.023,-0.014,,
0.3167,0.48,-0.17,0.4,0.009,0.012,-0.015,,
0.3175,0.13,-0.43,0,0.009,-0.009,-0.017,,
0.3183,-0.38,-0.43,-0.22,0.004,-0.028,-0.014,,
0.3192,-0.52,-0.29,0.12,-0.009,-0.029,-0.013,,
0.32,-0.28,-0.02,0.47,-0.026,-0.011,-0.012,,
0.3208,0.13,0.3,0.8,-0.042,0.013,-0.009,,
0.3217,0.48,0.52,0.97,-0.051,0.03,-0.008,,
0.3225,0.52,0.52,0.77,-0.045,0.023,-0.007,,
0.3233,0.13,0.29,0.51,-0.033,-0.007,-0.005,,
0.3242,-0.4,-0.11,0.49,-0.022,-0.042,-0.01,,
0.325,-0.91,-0.25,0.58,-0.023,-0.064,-0.012,,
0.3258,-1.01,0.05,0.44,-0.022,-0.056,-0.011,,
0.3267,-0.57,0.11,0.7,-0.012,-0.03,-0.008,,
0.3275,0.02,-0.08,0.72,-0.014,-0.005,-0.009,,
0.3283,0.34,0.07,0.26,-0.027,0.016,-0.005,,
0.3292,0.61,0.33,0.14,-0.032,0.028,-0.005,,
0.33,0.64,0.26,0.16,-0.021,0.021,-0.009,,
0.3308,0.26,-0.12,0.39,-0.002,0.006,-0.009,,
0.3317,-0.05,-0.52,0.57,0.007,-0.003,-0.012,,
0.3325,-0.21,-0.39,0.82,0.002,-0.002,-0.014,,
0.3333,-0.11,-0.06,1.22,-0.003,0.008,-0.015,,
0.3342,0.27,0.12,1.24,-0.004,0.019,-0.01,,
0.335,0.49,0.04,0.78,-0.001,0.017,-0.01,,
0.3358,0.28,-0.18,0.35,0.004,0.009,-0.007,,
0.3367,0.11,-0.4,0.57,0.005,0.005,-0.005,,
0.3375,0.11,-0.39,0.76,-0.002,0.003,-0.009,,
0.3383,0.05,-0.19,0.91,-0.008,0.004,-0.004,,
0.3392,0.13,-0.06,1.01,-0.017,0.006,-0.002,,
0.34,0.14,0.22,1.18,-0.027,0.005,-0.005,,
0.3408,-0.06,0.37,1.29,-0.027,-0.002,-0.002,,
0.3417,-0.31,0.3,1.51,-0.017,-0.004,-0.002,,
0.3425,-0.27,-0.03,1.33,-0.003,0.002,-0.005,,
0.3433,-0.19,-0.31,1.11,0.012,0.012,-0.002,,
