"[[-1, -1, -97, 2, 0], [-1, -1, -97, 4, 0], [-1, -1, -97, 4, 0], [-1, -1, -97, 4, 0]]",0,20,209,21,0.0340423583984375,0
"[[-1, -1, -97, 2, 1], [-1, -1, -97, 2, 0], [-1, -1, -97, 4, 0], [-1, -1, -97, 4, 0]]",0,20,209,21,0.0340423583984375,0
"[[-1, -1, -97, 2, 1], [-1, -1, -97, 2, 1], [-1, -1, -97, 2, 0], [-1, -1, -97, 4, 0]]",0,20,209,39,0.053376197814941406,0
"[[-1, -1, -98, 2, 2], [-1, -1, -97, 2, 1], [-1, -1, -97, 2, 1], [-1, -1, -97, 2, 0]]",0,20,209,39,0.053376197814941406,1
"[[20, 209, -98, 2, 3], [-1, -1, -98, 2, 2], [-1, -1, -97, 2, 1], [-1, -1, -97, 2, 1]]",0,20,209,40,0.07841920852661133,1
"[[20, 209, -100, 2, 3], [20, 209, -98, 2, 3], [-1, -1, -98, 2, 2], [-1, -1, -97, 2, 1]]",0,20,209,21,0.04479336738586426,2
"[[20, 209, -98, 2, 4], [20, 209, -100, 2, 3], [20, 209, -98, 2, 3], [-1, -1, -98, 2, 2]]",0,20,209,40,0.06352448463439941,2
"[[20, 209, -97, 2, 5], [20, 209, -98, 2, 4], [20, 209, -100, 2, 3], [20, 209, -98, 2, 3]]",0,20,209,39,0.03187870979309082,3
"[[20, 209, -88, 2, 5], [20, 209, -97, 2, 5], [20, 209, -98, 2, 4], [20, 209, -100, 2, 3]]",0,20,209,40,0.05527186393737793,3
"[[20, 209, -89, 2, 6], [20, 209, -88, 2, 5], [20, 209, -97, 2, 5], [20, 209, -98, 2, 4]]",0,27,209,40,0.05527186393737793,4
"[[20, 209, -83, 2, 7], [20, 209, -89, 2, 6], [20, 209, -88, 2, 5], [20, 209, -97, 2, 5]]",0,24,209,21,0.05085325241088867,4
"[[20, 209, -78, 2, 7], [20, 209, -83, 2, 7], [20, 209, -89, 2, 6], [20, 209, -88, 2, 5]]",0,36,209,40,0.0415952205657959,5
"[[24, 209, -71, 2, 8], [20, 209, -78, 2, 7], [20, 209, -83, 2, 7], [20, 209, -89, 2, 6]]",0,45,209,39,0.06914091110229492,5
"[[24, 209, -72, 2, 8], [24, 209, -71, 2, 8], [20, 209, -78, 2, 7], [20, 209, -83, 2, 7]]",0,59,209,39,0.06914091110229492,6
"[[36, 209, -55, 2, 9], [24, 209, -72, 2, 8], [24, 209, -71, 2, 8], [20, 209, -78, 2, 7]]",0,56,209,39,0.07942318916320801,6
"[[36, 209, -56, 3.5, 9], [36, 209, -55, 2, 9], [24, 209, -72, 2, 8], [24, 209, -71, 2, 8]]",1,20,209,39,0.07942318916320801,7
"[[59, 209, -43, 3.5, 10], [36, 209, -56, 3.5, 9], [36, 209, -55, 2, 9], [24, 209, -72, 2, 8]]",1,20,209,40,0.05246615409851074,7
"[[56, 209, -38, 4, 10], [59, 209, -43, 3.5, 10], [36, 209, -56, 3.5, 9], [36, 209, -55, 2, 9]]",2,27,209,39,0.06953692436218262,8
"[[56, 209, -38, 2, 10], [56, 209, -38, 4, 10], [59, 209, -43, 3.5, 10], [36, 209, -56, 3.5, 9]]",0,123,209,39,0.06953692436218262,8
"[[27, 209, -26, 2, 11], [56, 209, -38, 2, 10], [56, 209, -38, 4, 10], [59, 209, -43, 3.5, 10]]",0,122,209,39,0.08129096031188965,8
"[[27, 209, -27, 4, 11], [27, 209, -26, 2, 11], [56, 209, -38, 2, 10], [56, 209, -38, 4, 10]]",2,94,209,39,0.08129096031188965,9
"[[122, 209, -19, 4, 11], [27, 209, -27, 4, 11], [27, 209, -26, 2, 11], [56, 209, -38, 2, 10]]",2,90,209,40,0.06591200828552246,9
"[[122, 209, -13, 4, 11], [122, 209, -19, 4, 11], [27, 209, -27, 4, 11], [27, 209, -26, 2, 11]]",2,122,209,39,0.026348590850830078,10
"[[94, 209, -5, 2, 11], [122, 209, -13, 4, 11], [122, 209, -19, 4, 11], [27, 209, -27, 4, 11]]",0,172,209,40,0.06979870796203613,10
"[[94, 209, -6, 2, 11], [94, 209, -5, 2, 11], [122, 209, -13, 4, 11], [122, 209, -19, 4, 11]]",0,188,209,40,0.06979870796203613,11
"[[122, 209, -1, 2, 11], [94, 209, -6, 2, 11], [94, 209, -5, 2, 11], [122, 209, -13, 4, 11]]",0,186,209,21,0.05135965347290039,11
"[[122, 209, -2, 2, 11], [122, 209, -1, 2, 11], [94, 209, -6, 2, 11], [94, 209, -5, 2, 11]]",0,196,209,21,0.05135965347290039,12
"[[186, 209, 7, 2, 11], [122, 209, -2, 2, 11], [122, 209, -1, 2, 11], [94, 209, -6, 2, 11]]",0,194,209,39,0.10894036293029785,12
"[[186, 209, 7, 4, 11], [186, 209, 7, 2, 11], [122, 209, -2, 2, 11], [122, 209, -1, 2, 11]]",2,209,193,39,0.10894036293029785,12
"[[196, 209, 15, 3.5, 11], [186, 209, 7, 4, 11], [186, 209, 7, 2, 11], [122, 209, -2, 2, 11]]",1,209,197,39,0.052082061767578125,13
"[[196, 209, 15, 4, 11], [196, 209, 15, 3.5, 11], [186, 209, 7, 4, 11], [186, 209, 7, 2, 11]]",2,209,161,39,0.052082061767578125,13
"[[209, 193, 21, 2, 11], [196, 209, 15, 4, 11], [196, 209, 15, 3.5, 11], [186, 209, 7, 4, 11]]",0,209,191,40,0.08074641227722168,13
"[[209, 197, 28, 2, 11], [209, 193, 21, 2, 11], [196, 209, 15, 4, 11], [196, 209, 15, 3.5, 11]]",0,209,179,21,0.06991362571716309,14
"[[209, 197, 28, 2, 11], [209, 197, 28, 2, 11], [209, 193, 21, 2, 11], [196, 209, 15, 4, 11]]",0,209,165,21,0.06991362571716309,14
"[[209, 191, 34, 2, 11], [209, 197, 28, 2, 11], [209, 197, 28, 2, 11], [209, 193, 21, 2, 11]]",0,209,165,39,0.08269023895263672,14
"[[209, 191, 33, 2, 10], [209, 191, 34, 2, 11], [209, 197, 28, 2, 11], [209, 197, 28, 2, 11]]",0,209,152,39,0.08269023895263672,15
"[[209, 179, 40, 2, 10], [209, 191, 33, 2, 10], [209, 191, 34, 2, 11], [209, 197, 28, 2, 11]]",0,209,154,40,0.050599098205566406,15
"[[209, 165, 43, 4, 10], [209, 179, 40, 2, 10], [209, 191, 33, 2, 10], [209, 191, 34, 2, 11]]",2,209,60,21,0.04089069366455078,15
"[[209, 152, 46, 4, 10], [209, 165, 43, 4, 10], [209, 179, 40, 2, 10], [209, 191, 33, 2, 10]]",2,209,48,40,0.041127681732177734,16
"[[209, 60, 47, 4, 9], [209, 152, 46, 4, 10], [209, 165, 43, 4, 10], [209, 179, 40, 2, 10]]",2,209,35,39,0.040578365325927734,16
"[[209, 48, 52, 2, 9], [209, 60, 47, 4, 9], [209, 152, 46, 4, 10], [209, 165, 43, 4, 10]]",0,209,125,40,0.045866966247558594,16
"[[209, 48, 51, 2, 9], [209, 48, 52, 2, 9], [209, 60, 47, 4, 9], [209, 152, 46, 4, 10]]",0,209,115,40,0.045866966247558594,17
"[[209, 48, 53, 2, 8], [209, 48, 51, 2, 9], [209, 48, 52, 2, 9], [209, 60, 47, 4, 9]]",0,209,116,39,0.06665468215942383,17
"[[209, 125, 51, 2, 8], [209, 48, 53, 2, 8], [209, 48, 51, 2, 9], [209, 48, 52, 2, 9]]",0,209,112,40,0.04991316795349121,17
"[[209, 115, 48, 2, 7], [209, 125, 51, 2, 8], [209, 48, 53, 2, 8], [209, 48, 51, 2, 9]]",0,209,115,39,0.04132223129272461,17
"[[209, 112, 46, 2, 7], [209, 115, 48, 2, 7], [209, 125, 51, 2, 8], [209, 48, 53, 2, 8]]",0,209,121,40,0.06835746765136719,18
"[[209, 112, 46, 4, 7], [209, 112, 46, 2, 7], [209, 115, 48, 2, 7], [209, 125, 51, 2, 8]]",2,209,33,40,0.06835746765136719,18
"[[209, 115, 47, 4, 6], [209, 112, 46, 4, 7], [209, 112, 46, 2, 7], [209, 115, 48, 2, 7]]",2,209,32,39,0.04668593406677246,18
"[[209, 33, 44, 2, 6], [209, 115, 47, 4, 6], [209, 112, 46, 4, 7], [209, 112, 46, 2, 7]]",0,209,122,40,0.046887874603271484,18
"[[209, 33, 45, 2, 5], [209, 33, 44, 2, 6], [209, 115, 47, 4, 6], [209, 112, 46, 4, 7]]",0,209,127,39,0.041213035583496094,18
"[[209, 32, 42, 2, 5], [209, 33, 45, 2, 5], [209, 33, 44, 2, 6], [209, 115, 47, 4, 6]]",0,209,125,40,0.039980411529541016,19
"[[209, 127, 40, 2, 5], [209, 32, 42, 2, 5], [209, 33, 45, 2, 5], [209, 33, 44, 2, 6]]",0,209,131,39,0.06990742683410645,19
"[[209, 127, 40, 2, 4], [209, 127, 40, 2, 5], [209, 32, 42, 2, 5], [209, 33, 45, 2, 5]]",0,209,134,39,0.06990742683410645,19
"[[209, 125, 34, 4, 4], [209, 127, 40, 2, 4], [209, 127, 40, 2, 5], [209, 32, 42, 2, 5]]",2,209,54,40,0.05339550971984863,19
"[[209, 134, 34, 2, 4], [209, 125, 34, 4, 4], [209, 127, 40, 2, 4], [209, 127, 40, 2, 5]]",0,209,146,39,0.04076433181762695,19
"[[209, 54, 34, 2, 4], [209, 134, 34, 2, 4], [209, 125, 34, 4, 4], [209, 127, 40, 2, 4]]",0,209,146,40,0.03989219665527344,19
"[[209, 54, 33, 2, 3], [209, 54, 34, 2, 4], [209, 134, 34, 2, 4], [209, 125, 34, 4, 4]]",0,209,145,39,0.050122976303100586,19
"[[209, 146, 33, 2, 3], [209, 54, 33, 2, 3], [209, 54, 34, 2, 4], [209, 134, 34, 2, 4]]",0,209,147,21,0.029616594314575195,19
"[[209, 146, 32, 6, 3], [209, 146, 33, 2, 3], [209, 54, 33, 2, 3], [209, 54, 34, 2, 4]]",4,209,20,40,0.041925668716430664,19
"[[209, 145, 31, 2, 3], [209, 146, 32, 6, 3], [209, 146, 33, 2, 3], [209, 54, 33, 2, 3]]",0,209,149,21,0.04086637496948242,19
"[[209, 20, 31, 4, 3], [209, 145, 31, 2, 3], [209, 146, 32, 6, 3], [209, 146, 33, 2, 3]]",2,209,89,40,0.04103374481201172,19
"[[209, 20, 29, 2, 2], [209, 20, 31, 4, 3], [209, 145, 31, 2, 3], [209, 146, 32, 6, 3]]",0,209,150,39,0.0399785041809082,19
"[[209, 20, 29, 2, 2], [209, 20, 29, 2, 2], [209, 20, 31, 4, 3], [209, 145, 31, 2, 3]]",0,209,154,39,0.0399785041809082,19
"[[209, 149, 29, 2, 2], [209, 20, 29, 2, 2], [209, 20, 29, 2, 2], [209, 20, 31, 4, 3]]",0,209,154,40,0.08153605461120605,19
"[[209, 150, 29, 2, 2], [209, 149, 29, 2, 2], [209, 20, 29, 2, 2], [209, 20, 29, 2, 2]]",0,209,154,21,0.04088449478149414,19
"[[209, 154, 29, 2, 1], [209, 150, 29, 2, 2], [209, 149, 29, 2, 2], [209, 20, 29, 2, 2]]",0,209,153,40,0.040497541427612305,19
"[[209, 154, 30, 2, 1], [209, 154, 29, 2, 1], [209, 150, 29, 2, 2], [209, 149, 29, 2, 2]]",0,209,153,39,0.039650678634643555,19
"[[209, 154, 30, 2, 1], [209, 154, 30, 2, 1], [209, 154, 29, 2, 1], [209, 150, 29, 2, 2]]",0,209,151,39,0.039650678634643555,19
"[[209, 153, 31, 2, 1], [209, 154, 30, 2, 1], [209, 154, 30, 2, 1], [209, 154, 29, 2, 1]]",0,209,151,40,0.07679867744445801,19
"[[209, 151, 31, 2, 1], [209, 153, 31, 2, 1], [209, 154, 30, 2, 1], [209, 154, 30, 2, 1]]",0,209,149,21,0.04705691337585449,19
"[[209, 151, 33, 2, 0], [209, 151, 31, 2, 1], [209, 153, 31, 2, 1], [209, 154, 30, 2, 1]]",0,209,148,40,0.04077577590942383,19
"[[209, 151, 35, 2, 0], [209, 151, 33, 2, 0], [209, 151, 31, 2, 1], [209, 153, 31, 2, 1]]",0,209,144,39,0.05111074447631836,19
"[[209, 151, 35, 4, 0], [209, 151, 35, 2, 0], [209, 151, 33, 2, 0], [209, 151, 31, 2, 1]]",2,209,70,39,0.05111074447631836,19
"[[209, 148, 35, 4, 0], [209, 151, 35, 4, 0], [209, 151, 35, 2, 0], [209, 151, 33, 2, 0]]",2,209,70,40,0.06379961967468262,19
"[[209, 144, 39, 4, 0], [209, 148, 35, 4, 0], [209, 151, 35, 4, 0], [209, 151, 35, 2, 0]]",2,209,69,21,0.046439409255981445,19
"[[209, 70, 39, 4, 0], [209, 144, 39, 4, 0], [209, 148, 35, 4, 0], [209, 151, 35, 4, 0]]",2,209,53,40,0.040975093841552734,18
"[[209, 70, 42, 2, 0], [209, 70, 39, 4, 0], [209, 144, 39, 4, 0], [209, 148, 35, 4, 0]]",0,209,131,39,0.039232730865478516,18
"[[209, 69, 43, 2, 0], [209, 70, 42, 2, 0], [209, 70, 39, 4, 0], [209, 144, 39, 4, 0]]",0,209,125,40,0.04164719581604004,18
"[[209, 131, 40, 4.5, -1], [209, 69, 43, 2, 0], [209, 70, 42, 2, 0], [209, 70, 39, 4, 0]]",3,209,20,39,0.06981253623962402,18
"[[209, 131, 40, 2, -1], [209, 131, 40, 4.5, -1], [209, 69, 43, 2, 0], [209, 70, 42, 2, 0]]",0,209,128,39,0.06981253623962402,18
"[[209, 125, 39, 2, -1], [209, 131, 40, 2, -1], [209, 131, 40, 4.5, -1], [209, 69, 43, 2, 0]]",0,209,128,40,0.05385541915893555,17
"[[209, 128, 39, 2, -2], [209, 125, 39, 2, -1], [209, 131, 40, 2, -1], [209, 131, 40, 4.5, -1]]",0,209,129,39,0.03799748420715332,17
"[[209, 128, 39, 4, -2], [209, 128, 39, 2, -2], [209, 125, 39, 2, -1], [209, 131, 40, 2, -1]]",2,209,51,40,0.07037663459777832,17
"[[209, 128, 39, 4, -2], [209, 128, 39, 4, -2], [209, 128, 39, 2, -2], [209, 125, 39, 2, -1]]",2,209,51,40,0.07037663459777832,17
"[[209, 51, 38, 4, -3], [209, 128, 39, 4, -2], [209, 128, 39, 4, -2], [209, 128, 39, 2, -2]]",2,209,50,21,0.051610708236694336,16
"[[209, 51, 39, 4, -3], [209, 51, 38, 4, -3], [209, 128, 39, 4, -2], [209, 128, 39, 4, -2]]",2,209,54,40,0.04152202606201172,16
"[[209, 51, 39, 2, -3], [209, 51, 39, 4, -3], [209, 51, 38, 4, -3], [209, 128, 39, 4, -2]]",0,209,128,39,0.040070295333862305,16
"[[209, 54, 36, 2, -3], [209, 51, 39, 2, -3], [209, 51, 39, 4, -3], [209, 51, 38, 4, -3]]",0,209,128,40,0.03959035873413086,16
"[[209, 128, 35, 2, -4], [209, 54, 36, 2, -3], [209, 51, 39, 2, -3], [209, 51, 39, 4, -3]]",0,209,133,39,0.06972122192382812,15
"[[209, 128, 35, 2, -4], [209, 128, 35, 2, -4], [209, 54, 36, 2, -3], [209, 51, 39, 2, -3]]",0,209,135,39,0.06972122192382812,15
"[[209, 128, 34, 2, -4], [209, 128, 35, 2, -4], [209, 128, 35, 2, -4], [209, 54, 36, 2, -3]]",0,209,135,40,0.08176374435424805,15
"[[209, 128, 35, 4, -5], [209, 128, 34, 2, -4], [209, 128, 35, 2, -4], [209, 128, 35, 2, -4]]",2,209,68,40,0.08176374435424805,14
"[[209, 135, 32, 4, -5], [209, 128, 35, 4, -5], [209, 128, 34, 2, -4], [209, 128, 35, 2, -4]]",2,209,64,40,0.053868770599365234,14
"[[209, 68, 33, 4, -5], [209, 135, 32, 4, -5], [209, 128, 35, 4, -5], [209, 128, 34, 2, -4]]",2,209,76,39,0.04070425033569336,14
"[[209, 68, 34, 4, -5], [209, 68, 33, 4, -5], [209, 135, 32, 4, -5], [209, 128, 35, 4, -5]]",2,209,72,21,0.03989458084106445,13
"[[209, 68, 34, 2, -6], [209, 68, 34, 4, -5], [209, 68, 33, 4, -5], [209, 135, 32, 4, -5]]",0,209,135,21,0.03989458084106445,13
"[[209, 64, 32, 2, -6], [209, 68, 34, 2, -6], [209, 68, 34, 4, -5], [209, 68, 33, 4, -5]]",0,209,135,39,0.0751810073852539,13
"[[209, 72, 29, 2, -6], [209, 64, 32, 2, -6], [209, 68, 34, 2, -6], [209, 68, 34, 4, -5]]",0,209,139,40,0.04793357849121094,12
"[[209, 135, 28, 2, -6], [209, 72, 29, 2, -6], [209, 64, 32, 2, -6], [209, 68, 34, 2, -6]]",0,209,145,39,0.040077924728393555,12
"[[209, 135, 29, 4, -6], [209, 135, 28, 2, -6], [209, 72, 29, 2, -6], [209, 64, 32, 2, -6]]",2,209,91,39,0.040077924728393555,11
"[[209, 139, 27, 4, -7], [209, 135, 29, 4, -6], [209, 135, 28, 2, -6], [209, 72, 29, 2, -6]]",2,209,86,40,0.0758969783782959,11
