131.57475,-562.8316,422.7138,-377.31955,-122.134186
114.243675,-427.4523,412.19547,-283.95273,-82.06952
114.15146,-646.613,499.75458,-390.5232,-195.32005
30.959984,-336.11176,281.985,-209.81865,-66.71791
114.44383,-481.22192,388.25928,-271.12155,-151.7095
68.71167,-460.66125,343.56018,-267.6922,-134.28534
79.668884,-453.32507,310.64206,-268.69196,-134.42998
106.87581,-471.9596,318.16956,-299.1347,-133.6972
128.63565,-499.07446,351.2036,-328.79352,-127.074974
144.2227,-549.87463,391.32745,-366.77338,-134.80923
132.21452,-547.30457,392.50116,-371.4075,-125.78383
138.24142,-543.93286,383.8603,-380.86816,-135.82228
157.29866,-553.50757,380.03326,-383.18793,-134.98457
115.08435,-514.9815,369.1812,-343.6513,-103.17109
120.07744,-516.6421,380.4271,-358.58545,-115.39278
139.09003,-537.6287,380.58414,-369.49054,-123.64043
235.82121,-555.912,449.25287,-312.17786,-75.57481
393.54712,-645.78143,554.4703,-305.84735,-95.61569
464.32123,-771.924,675.7154,-259.21185,-57.19844
513.97015,-883.7141,725.04706,-205.95262,-53.881107
522.7902,-875.8992,714.4272,-127.382706,-46.33103
495.84958,-825.77606,673.2697,-50.350548,-44.951447
457.2848,-787.2228,595.8905,22.983263,-51.7893
432.06708,-778.66785,568.33435,86.04963,-71.99533
392.97797,-827.96027,585.13434,130.12326,-108.40531
345.1635,-882.632,603.6862,162.85489,-117.61798
271.7328,-922.55426,632.2918,182.45566,-106.50411
239.12813,-923.423,663.80054,189.61449,-101.9179
238.6422,-886.3904,675.53375,191.27477,-82.35212
225.12552,-847.37946,670.10626,193.55594,-63.219944
258.33948,-840.0397,656.7788,161.87866,-90.97594
320.33292,-823.4616,620.1477,127.273125,-102.5576
374.92105,-789.94476,586.4361,104.51363,-88.24975
403.06863,-775.2718,577.71246,77.44225,-83.079834
427.49942,-769.3299,586.6796,62.8688,-81.1219
437.86462,-819.90955,623.5709,57.19285,-92.50822
426.00967,-812.5523,623.405,63.507854,-90.100426
444.3641,-864.87244,656.98096,63.447987,-105.20299
416.35062,-895.4461,643.15826,72.35296,-95.449875
390.80215,-893.93713,628.55005,81.39681,-84.83788
327.4323,-849.2492,613.9475,95.560234,-60.88376
260.7062,-803.1904,599.9006,91.51269,-60.15905
237.88794,-792.6037,592.77264,94.307884,-68.94771
224.40201,-744.52966,575.221,98.52171,-67.072815
236.55717,-755.58136,605.9293,96.8858,-87.42145
258.22485,-772.4613,633.13403,99.22041,-100.7337
290.9021,-793.5896,674.0002,108.819725,-109.90645
330.36713,-824.24744,703.4176,125.867325,-111.097694
358.39813,-939.82245,587.9871,42.34578,-149.35243
451.98422,-879.074,604.09326,86.764465,-138.14587
228.88109,-498.48624,520.52167,210.50586,84.97846
255.50528,-590.82355,630.98505,192.13783,22.39347
401.1233,-814.012,682.19696,179.0261,-18.290434
409.6962,-843.4629,704.764,174.77219,-14.182517
426.14056,-844.82117,709.93,187.02054,2.167042
424.1165,-879.5237,746.72723,190.00458,-1.0423974
402.0736,-855.70886,734.21173,183.244,-4.6864996
401.85278,-866.3544,708.5184,155.39818,-21.869335
408.15417,-829.373,700.98004,162.81317,-35.023132
431.28937,-826.359,713.6779,181.8129,-57.46186
430.3942,-810.25684,716.42914,190.80463,-61.16581
426.35977,-795.77576,709.5253,189.72028,-62.089516
421.47452,-794.4845,695.0488,175.75238,-55.739292
410.75473,-809.6442,697.2006,173.76878,-36.756767
415.01202,-835.42053,703.8462,179.33922,-25.04046
437.07047,-853.427,719.5227,185.82318,-16.241058
411.36725,-838.94226,708.6481,179.76126,-4.211985
412.50143,-862.17255,695.5428,158.00125,-22.954302
400.2813,-864.4694,681.0162,144.11264,-42.468193
398.13647,-797.55414,673.0115,162.61401,-39.47371
393.86246,-777.1058,686.3987,186.0576,-43.98407
371.69217,-752.2819,677.64264,191.95943,-47.362576
377.56775,-738.7448,694.2603,200.53032,-50.044575
401.76804,-753.59204,702.41895,198.10886,-44.83352
420.23886,-797.9635,689.8208,177.62047,-50.9575
414.00085,-804.59174,675.1954,170.73314,-38.916153
408.68686,-842.4809,693.489,177.6839,-40.910736
411.13058,-885.0219,708.0038,191.23186,-40.572575
417.5258,-878.58594,718.8621,203.88432,-49.043934
402.47174,-841.491,703.4575,204.04456,-46.941578
391.5728,-813.15686,689.39044,198.6519,-37.155247
405.10342,-845.411,678.0535,175.813,-44.02471
399.14548,-802.02783,644.9916,147.47649,-43.99495
417.64307,-862.9712,698.54816,144.08469,-65.127975
408.80383,-900.5365,702.5973,137.61748,-47.365
376.31458,-804.0041,706.7141,161.51604,-21.065666
402.0461,-838.1582,746.3166,187.72258,-24.118664
415.7345,-845.1773,714.90906,186.1156,-17.218046
425.92676,-867.3485,703.2102,181.68729,-36.957977
421.23462,-873.073,680.37427,180.17075,-47.352077
407.46695,-830.5062,670.97076,183.17776,-44.262188
426.01926,-888.7247,702.2618,179.07501,-49.081825
401.9475,-803.9322,658.2864,176.46431,-13.677685
400.5868,-795.2333,703.8501,186.70335,-20.956741
379.02524,-823.2665,721.1901,175.122,-13.032875
386.71518,-875.26746,724.62195,167.44484,-22.101692
395.83746,-851.69836,697.1146,171.4538,-26.588047
431.5247,-835.19147,681.24695,188.5917,-44.538357
453.3904,-839.7971,658.5825,189.27861,-61.7123
441.42426,-797.2404,645.7928,196.50385,-59.537678
424.48502,-826.3576,675.1554,198.37685,-68.49038
382.70383,-801.34436,669.7644,186.23184,-53.690914
364.31754,-818.2111,698.4995,182.34138,-60.863625
355.2118,-797.2831,668.50665,175.7032,-52.118584
371.91824,-780.9808,656.187,184.47253,-56.904972
407.42017,-804.8062,655.83386,190.37875,-65.140335
433.0764,-847.4973,656.14087,187.00717,-79.289444
434.7751,-855.4294,644.7055,190.11363,-73.24136
430.6656,-881.6799,656.4974,187.53262,-74.4613
428.25644,-884.1135,663.5935,181.97147,-62.723118
419.49872,-850.06445,666.3899,178.87602,-39.97695
416.1841,-807.9571,662.0034,180.0281,-23.349571
418.70618,-807.97375,656.95,169.33557,-19.8099
433.77884,-859.9833,672.01965,161.9319,-40.997044
439.99356,-898.51904,691.1203,161.6734,-58.594723
442.25717,-888.16565,697.9301,174.4835,-71.841805
415.27795,-831.31287,680.7596,189.08055,-70.001366
423.5784,-808.0725,678.0226,203.62625,-62.008858
429.06683,-801.26355,677.6134,210.88953,-53.329865
429.98843,-809.38965,691.9121,213.3259,-59.91301
417.87585,-828.8802,688.7895,199.03723,-62.265873
429.97147,-882.9134,696.7989,184.95927,-60.9178
419.14557,-879.5444,691.19727,177.8815,-54.7732
419.0279,-865.5222,677.80664,176.79826,-62.823196
440.57413,-884.0316,666.4074,181.99623,-64.35631
440.7745,-874.2217,640.4364,184.5535,-62.952267
410.59875,-836.9442,622.611,184.6363,-49.606766
411.6543,-824.49225,611.7167,171.10982,-57.810852
