"deque([['131', '140', '140', 6], ['130', '0', '0', 1.5], ['130', '0', '0', 1.5], ['130', '0', '0', 1.5]])",9,-10,"deque([['131', '140', '140', 6], ['130', '0', '0', 1.5], ['130', '0', '0', 1.5], ['130', '0', '0', 1.5]])",True
"deque([['132', '90', '240', 4], ['131', '140', '140', 6], ['130', '0', '0', 1.5], ['130', '0', '0', 1.5]])",5,-10,"deque([['132', '90', '240', 4], ['131', '140', '140', 6], ['130', '0', '0', 1.5], ['130', '0', '0', 1.5]])",
"deque([['124', '90', '240', 2.5], ['132', '90', '240', 4], ['131', '140', '140', 6], ['130', '0', '0', 1.5]])",2,-10,"deque([['124', '90', '240', 2.5], ['132', '90', '240', 4], ['131', '140', '140', 6], ['130', '0', '0', 1.5]])",
"deque([['113', '90', '240', 5], ['124', '90', '240', 2.5], ['132', '90', '240', 4], ['131', '140', '140', 6]])",7,-10,"deque([['113', '90', '240', 5], ['124', '90', '240', 2.5], ['132', '90', '240', 4], ['131', '140', '140', 6]])",
"deque([['103', '90', '240', 5], ['113', '90', '240', 5], ['124', '90', '240', 2.5], ['132', '90', '240', 4]])",7,-10,"deque([['103', '90', '240', 5], ['113', '90', '240', 5], ['124', '90', '240', 2.5], ['132', '90', '240', 4]])",
"deque([['93', '90', '240', 9], ['103', '90', '240', 5], ['113', '90', '240', 5], ['124', '90', '240', 2.5]])",15,-10,"deque([['93', '90', '240', 9], ['103', '90', '240', 5], ['113', '90', '240', 5], ['124', '90', '240', 2.5]])",
"deque([['84', '90', '240', 6.5], ['93', '90', '240', 9], ['103', '90', '240', 5], ['113', '90', '240', 5]])",10,-10,"deque([['84', '90', '240', 6.5], ['93', '90', '240', 9], ['103', '90', '240', 5], ['113', '90', '240', 5]])",
"deque([['76', '90', '240', 6.5], ['84', '90', '240', 6.5], ['93', '90', '240', 9], ['103', '90', '240', 5]])",10,-10,"deque([['76', '90', '240', 6.5], ['84', '90', '240', 6.5], ['93', '90', '240', 9], ['103', '90', '240', 5]])",
"deque([['69', '90', '240', 8], ['76', '90', '240', 6.5], ['84', '90', '240', 6.5], ['93', '90', '240', 9]])",13,-10,"deque([['69', '90', '240', 8], ['76', '90', '240', 6.5], ['84', '90', '240', 6.5], ['93', '90', '240', 9]])",
"deque([['57', '90', '240', 8], ['69', '90', '240', 8], ['76', '90', '240', 6.5], ['84', '90', '240', 6.5]])",13,-10,"deque([['57', '90', '240', 8], ['69', '90', '240', 8], ['76', '90', '240', 6.5], ['84', '90', '240', 6.5]])",
"deque([['50', '90', '240', 2], ['57', '90', '240', 8], ['69', '90', '240', 8], ['76', '90', '240', 6.5]])",1,-10,"deque([['50', '90', '240', 2], ['57', '90', '240', 8], ['69', '90', '240', 8], ['76', '90', '240', 6.5]])",
