"[-1, -1, -91, -0.75, -0.75, 4, 0]","[-1, -1, -91, -0.75, -0.75, 4, 0]"
"[-1, -1, -91, -0.75, -0.75, 2, 0]","[-1, -1, -91, -0.75, -0.75, 4, 0]"
"[-1, -1, -91, -0.75, -0.75, 2, 1]","[-1, -1, -91, -0.75, -0.75, 2, 0]"
"[-1, -1, -91, -1.75, -2.75, 2, 2]","[-1, -1, -91, -0.75, -0.75, 2, 1]"
"[-1, -1, -92, -1.75, -2.75, 2, 2]","[-1, -1, -91, -1.75, -2.75, 2, 2]"
"[27, 209, -89, -1, -3.75, 2, 3]","[-1, -1, -92, -1.75, -2.75, 2, 2]"
"[27, 209, -90, -1, -3.75, 2, 4]","[27, 209, -89, -1, -3.75, 2, 3]"
"[25, 210, -85, -2, -24.5, 2, 5]","[27, 209, -90, -1, -3.75, 2, 4]"
"[25, 210, -86, -2, -24.5, 2, 5]","[25, 210, -85, -2, -24.5, 2, 5]"
"[23, 210, -76, 32.75, -16.75, 2, 6]","[25, 210, -86, -2, -24.5, 2, 5]"
"[23, 210, -77, 32.75, -16.75, 2, 7]","[23, 210, -76, 32.75, -16.75, 2, 6]"
"[26, 211, -59, 82.5, -50, 2, 7]","[23, 210, -77, 32.75, -16.75, 2, 7]"
"[26, 211, -60, 82.5, -50, 3.5, 8]","[26, 211, -59, 82.5, -50, 2, 7]"
"[58, 213, -40, 88.75, -7.25, 2, 8]","[26, 211, -60, 82.5, -50, 3.5, 8]"
"[58, 213, -41, 88.75, -7.25, 4.5, 8]","[58, 213, -40, 88.75, -7.25, 2, 8]"
"[55, 213, -28, 126, -7.75, 4.5, 9]","[58, 213, -41, 88.75, -7.25, 4.5, 8]"
"[55, 213, -29, 126, -7.75, 6, 9]","[55, 213, -28, 126, -7.75, 4.5, 9]"
"[94, 214, -20, 116.5, -27, 6, 9]","[55, 213, -29, 126, -7.75, 6, 9]"
"[94, 214, -21, 116.5, -27, 6, 9]","[94, 214, -20, 116.5, -27, 6, 9]"
"[52, 216, -12, 99.25, 26.5, 9, 10]","[94, 214, -21, 116.5, -27, 6, 9]"
"[45, 216, -1, 143.75, -10.25, 9, 10]","[52, 216, -12, 99.25, 26.5, 9, 10]"
"[45, 216, -2, 143.75, -10.25, 6, 10]","[45, 216, -1, 143.75, -10.25, 9, 10]"
"[45, 216, -2, 143.75, -10.25, 6, 10]","[45, 216, -2, 143.75, -10.25, 6, 10]"
"[30, 217, 9, 140.5, -12, 6, 10]","[45, 216, -2, 143.75, -10.25, 6, 10]"
"[30, 217, 9, 140.5, -12, 4, 10]","[30, 217, 9, 140.5, -12, 6, 10]"
