-1.659314632415771484e-01,-1.751893609762191772e-01,-1.474056988954544067e-01,2.211581021547317505e-01,-2.637135088443756104e-01,6.982439756393432617e-02
-6.662582755088806152e-01,-6.100848913192749023e-01,-7.600583434104919434e-01,4.272617697715759277e-01,9.398429840803146362e-02,5.022389888763427734e-01
2.920147478580474854e-01,1.716703474521636963e-01,-2.713798582553863525e-01,2.983259856700897217e-01,2.810668051242828369e-01,1.874433308839797974e-01
1.534845978021621704e-01,-2.850677371025085449e-01,4.472170472145080566e-01,4.431528151035308838e-01,1.104263938032090664e-03,6.176996827125549316e-01
7.400002479553222656e-01,-2.500509284436702728e-02,4.984843730926513672e-02,2.178691774606704712e-01,-9.768940508365631104e-02,1.214970648288726807e-02
-3.558742702007293701e-01,-2.060772925615310669e-01,3.382484912872314453e-01,2.121447175741195679e-01,-8.682644963264465332e-01,1.708481609821319580e-01
-7.810829877853393555e-01,-4.982108175754547119e-01,-8.654293417930603027e-02,1.417586505413055420e-01,-3.102858066558837891e-01,-1.291097104549407959e-01
1.776376664638519287e-01,-6.921432614326477051e-01,1.112822294235229492e-01,2.228899449110031128e-01,6.044837236404418945e-01,6.286147832870483398e-01
3.173922896385192871e-01,-4.920085370540618896e-01,6.863698363304138184e-01,-7.559425830841064453e-01,1.895800679922103882e-01,2.947983145713806152e-01
2.420723140239715576e-01,3.136394917964935303e-01,-3.097734153270721436e-01,7.002863287925720215e-02,3.138256669044494629e-01,2.913328707218170166e-01
