3.498977795243263245e-02,3.062251582741737366e-02,-2.733323536813259125e-02,-1.681823655962944031e-02,-5.910873413085937500e-03,3.156021609902381897e-02,-4.019521549344062805e-02,-7.288955152034759521e-03,1.125730201601982117e-02,-1.542139053344726562e-02,-4.616795852780342102e-02,1.744310930371284485e-02,-2.974544838070869446e-02,7.155813276767730713e-03,-1.897747628390789032e-02,3.197156265377998352e-02,1.705146953463554382e-02,-2.099850215017795563e-02,-4.030194133520126343e-02,-4.148884862661361694e-02
-3.798554092645645142e-02,2.687182649970054626e-02,4.728127270936965942e-03,4.216772690415382385e-02,3.347121551632881165e-02,-1.278200000524520874e-02,1.002721861004829407e-02,-3.815358877182006836e-02,3.451878204941749573e-02,-5.800209939479827881e-03,-1.038940995931625366e-02,3.534627333283424377e-02,-1.081939786672592163e-02,-4.542976617813110352e-02,-1.807143539190292358e-02,2.035018429160118103e-02,-1.041758060455322266e-02,2.519414201378822327e-02,2.959741279482841492e-02,9.300269186496734619e-03
-1.051549389958381653e-01,-1.462453901767730713e-01,-1.122302412986755371e-01,-9.250343590974807739e-02,-1.460653245449066162e-01,-6.778355687856674194e-02,-1.064880490303039551e-01,-1.280480325222015381e-01,-7.488977909088134766e-02,-1.977660693228244781e-02,-8.498591184616088867e-02,-8.845325559377670288e-02,-1.121858432888984680e-01,-1.329158544540405273e-01,-1.283888220787048340e-01,-7.706024497747421265e-02,-1.413558721542358398e-01,1.415909975767135620e-01,-1.297815144062042236e-01,-6.769811362028121948e-02
-9.698417782783508301e-02,-1.403418183326721191e-01,-7.662107050418853760e-02,-5.361112207174301147e-02,-1.248352155089378357e-01,-1.355407238006591797e-01,-4.594157636165618896e-02,-8.544953167438507080e-02,-4.732425138354301453e-02,7.714509218931198120e-02,-1.006824150681495667e-01,-1.596636474132537842e-01,-4.154327884316444397e-02,-1.258780956268310547e-01,-5.729289725422859192e-02,-1.460506767034530640e-01,-8.050150424242019653e-02,7.592628151178359985e-02,-1.260532140731811523e-01,-4.832341894507408142e-02
-9.242634475231170654e-02,-7.441385090351104736e-02,-4.675979539752006531e-02,1.228581219911575317e-01,-1.588021814823150635e-01,8.012486994266510010e-02,6.149876862764358521e-02,6.851304322481155396e-02,9.663622826337814331e-02,-3.229650110006332397e-02,1.157179325819015503e-01,-1.157428771257400513e-01,8.319538831710815430e-02,-7.520251721143722534e-02,6.587012112140655518e-02,-9.182100743055343628e-02,-1.187802776694297791e-01,6.130862981081008911e-03,-1.571002304553985596e-01,9.604842960834503174e-02
-1.030998378992080688e-01,-9.347639977931976318e-02,-1.247191801667213440e-01,-3.083251416683197021e-02,-1.526346206665039062e-01,-6.333169341087341309e-02,-5.251197516918182373e-02,-1.081182584166526794e-01,-7.084698230028152466e-02,1.180575191974639893e-01,-9.611067175865173340e-02,-1.025226712226867676e-01,-8.533658087253570557e-02,-7.620182633399963379e-02,-6.663955003023147583e-02,-9.882660955190658569e-02,-1.260791569948196411e-01,3.789301263168454170e-04,-7.379917055368423462e-02,-7.487477362155914307e-02
4.702493920922279358e-02,3.070871904492378235e-02,-2.339519374072551727e-02,-1.614675670862197876e-02,-2.046046219766139984e-02,-3.185558319091796875e-02,-3.626594692468643188e-02,-9.796369820833206177e-03,-3.815971687436103821e-02,2.096856757998466492e-02,4.782967641949653625e-02,-8.508682250976562500e-03,1.745131984353065491e-02,2.508736029267311096e-02,1.325439661741256714e-03,-4.059834405779838562e-02,-2.114907465875148773e-02,-2.663395367562770844e-02,-1.720511913299560547e-02,-1.750458031892776489e-03
2.900925651192665100e-02,4.638946428894996643e-02,-2.750103548169136047e-02,3.354466333985328674e-02,2.152321115136146545e-02,3.134397044777870178e-02,-3.350593894720077515e-02,1.964220777153968811e-02,-3.051238134503364563e-02,-4.169773892499506474e-04,-2.571929246187210083e-03,-4.140593111515045166e-03,1.962328329682350159e-02,4.305796697735786438e-02,-9.061120450496673584e-03,4.181610420346260071e-02,2.900344505906105042e-02,-3.980284929275512695e-02,-1.765406131744384766e-02,2.082825079560279846e-02
-9.498255699872970581e-02,-1.587868779897689819e-01,-1.541514694690704346e-01,-1.111134514212608337e-01,-1.038915738463401794e-01,-9.417390823364257812e-02,-1.268381327390670776e-01,-6.356195360422134399e-02,-8.272329717874526978e-02,-8.817757479846477509e-03,-1.054626032710075378e-01,-7.450924068689346313e-02,-6.419812887907028198e-02,-1.284348666667938232e-01,-1.066925972700119019e-01,-1.030170917510986328e-01,-1.356634348630905151e-01,2.126410603523254395e-01,-1.028648242354393005e-01,-7.479274272918701172e-02
-6.522834300994873047e-02,-9.727047383785247803e-02,3.985941782593727112e-02,6.190251186490058899e-02,-1.119235605001449585e-01,6.863249093294143677e-02,9.809954464435577393e-02,6.485699862241744995e-02,1.023465245962142944e-01,-3.207774460315704346e-02,-1.340817660093307495e-03,-7.076113671064376831e-02,9.028968214988708496e-02,-1.141323819756507874e-01,1.135855540633201599e-01,-1.416421979665756226e-01,-1.477090418338775635e-01,4.616664722561836243e-02,-1.433846354484558105e-01,9.220492839813232422e-02
