PathFileType	4	(X/Y/Z)	D:\MAC3D_Data\Watanabe Lab\Sasazaki_1109\1_en1.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
200.00	200.00	      1859	0	mm	200.00	1	      1859
Frame#	Time	
		

1	0.000	886.07935	-1099.14270	533.63354	988.98572	-958.60333	677.14075	1100.72412	-1110.68005	523.53796	
2	0.005	886.43457	-1099.33508	533.58563	989.00000	-958.59998	677.14038	1100.70654	-1110.62268	523.57874	
3	0.010	886.49036	-1098.80505	533.56519	989.10907	-958.94855	677.26166	1100.70313	-1110.89514	523.57727	
4	0.015	886.16943	-1098.86316	533.69159	988.85626	-957.95105	676.85541	1100.65430	-1110.74792	523.57648	
5	0.020	886.52747	-1098.92871	533.93323	989.06610	-958.82813	677.21893	1100.67249	-1110.88867	523.67133	
6	0.025	886.68927	-1099.16125	534.01392	989.08295	-958.80090	677.24139	1100.75635	-1111.48145	523.88367	
7	0.030	886.25677	-1099.68848	533.50677	989.16937	-959.02148	677.34302	1100.72461	-1110.87183	523.72638	
8	0.035	886.55969	-1099.44800	533.89996	989.07965	-958.90039	677.41296	1100.72949	-1110.89624	523.75189	
9	0.040	886.33264	-1099.39941	533.47229	989.13025	-958.98743	677.34784	1100.79846	-1111.57263	523.92993	
10	0.045	886.41211	-1099.77026	533.71826	989.05798	-958.93054	677.29816	1100.90442	-1111.08435	523.84369	
11	0.050	886.42407	-1099.32947	533.77435	989.06561	-958.95782	677.33826	1100.71777	-1110.78479	523.72089	
12	0.055	886.29535	-1099.63416	533.60022	989.05188	-959.04858	677.41351	1100.80798	-1111.48206	523.99854	
13	0.060	886.22748	-1099.81360	533.73773	989.05603	-959.07507	677.42230	1100.70715	-1110.90161	523.76947	
14	0.065	886.36975	-1100.14441	533.94366	989.03534	-959.20599	677.58661	1100.81042	-1111.54980	524.00232	
15	0.070	886.46832	-1099.90356	533.99286	988.63135	-958.54297	677.41217	1100.80396	-1111.49658	523.96735	
16	0.075	886.39386	-1099.89233	534.09631	988.94147	-958.96198	677.66296	1100.95349	-1110.91675	523.89301	
17	0.080	886.07269	-1100.09082	534.17914	988.59265	-958.67810	677.48444	1100.65527	-1110.81067	523.79034	
18	0.085	886.18634	-1099.45361	534.27277	988.52496	-958.52393	677.44495	1100.69653	-1110.83264	523.79791	
19	0.090	886.19092	-1099.66528	534.62738	1100.75330	-1111.49731	524.00110	988.83740	-963.68750	679.31641	
20	0.095	886.14441	-1100.01270	534.66986	1100.73181	-1111.47937	524.01556	988.39996	-958.34357	677.51849	
21	0.100	886.12762	-1099.95581	534.69623	988.52301	-963.07916	679.28442	1100.71741	-1111.47656	524.04474	
22	0.105	886.02228	-1100.34668	534.75470	988.95929	-963.63757	679.44904	1100.79614	-1111.37036	524.01868	
23	0.110	886.54584	-1101.23608	534.85938	987.89142	-962.67505	678.97571	1101.15210	-1111.99670	524.39532	
24	0.115	886.57623	-1100.86499	534.85944	988.42010	-963.52924	679.24670	1101.29065	-1112.76099	523.99231	
25	0.120	886.73669	-1101.43701	534.87280	988.17163	-963.83704	679.38049	1100.85938	-1111.85571	524.32550	
26	0.125	886.54279	-1101.68481	534.94348	988.45325	-963.54669	679.32953	1102.29102	-1113.97803	524.64679	
27	0.130	886.69049	-1101.57043	535.09222	988.36200	-963.91498	679.44965	
28	0.135	886.42688	-1102.36401	535.01740	988.13898	-964.43585	679.64551	1102.32800	-1114.24158	524.79791	
29	0.140	886.58362	-1102.08533	535.03210	988.12756	-963.67108	679.38379	1102.28027	-1114.11731	524.75507	
30	0.145	886.83862	-1101.64136	535.20758	987.93536	-963.71387	679.58167	
31	0.150	886.47314	-1102.61670	534.93121	987.91730	-963.88654	679.56067	1102.24268	-1114.04370	524.73309	
32	0.155	886.46130	-1102.50659	535.00793	987.99707	-964.09564	679.94531	
33	0.160	886.61377	-1101.82202	535.15741	988.03003	-964.80365	680.09705	
34	0.165	886.45776	-1102.54150	534.98468	988.03662	-964.26947	679.96613	1102.01184	-1113.71655	524.51990	
35	0.170	886.45105	-1102.51941	534.95917	988.24933	-964.63452	680.29285	
36	0.175	886.73114	-1102.04480	535.13116	987.85284	-964.23230	680.14368	1102.30457	-1114.17908	524.76373	
37	0.180	886.33197	-1102.87292	534.71295	987.96326	-964.45203	680.14221	1102.12744	-1113.62378	524.75110	
38	0.185	886.63080	-1102.41345	534.90161	988.25031	-965.32648	680.59277	
39	0.190	886.51178	-1102.63550	534.89526	988.20917	-964.52753	680.42926	
40	0.195	886.58667	-1102.35925	535.05255	987.95178	-964.91174	680.47003	1101.75293	-1112.97144	524.40948	
41	0.200	886.47162	-1102.56274	534.89844	988.02112	-964.83173	680.54028	
42	0.205	886.61981	-1102.19934	534.96082	987.91846	-964.39978	680.39404	
43	0.210	886.60321	-1102.17896	534.98761	988.29156	-964.93781	680.62909	1102.33020	-1114.48328	524.83630	
44	0.215	886.48322	-1102.55371	534.94495	988.03876	-964.95856	680.66125	
45	0.220	886.74774	-1101.90479	535.03955	988.03198	-964.56744	680.51123	
46	0.225	886.60071	-1102.14539	534.95557	988.33527	-965.41431	680.94214	
47	0.230	886.47498	-1102.56592	535.01196	988.05499	-965.06049	680.71045	
48	0.235	886.60364	-1102.21216	535.04639	988.48285	-965.28076	680.82294	1101.60962	-1114.25964	525.30011	
49	0.240	886.33856	-1102.78040	534.85327	988.51105	-965.72913	681.00208	1101.19446	-1112.73486	524.80450	
50	0.245	886.74542	-1102.04749	535.19061	988.75024	-965.64258	681.09863	1101.29004	-1113.99548	525.19965	
51	0.250	886.60883	-1102.42004	535.20166	988.39893	-965.56512	681.07526	1101.29114	-1113.99426	525.20166	
52	0.255	886.62701	-1101.88367	535.15521	988.81494	-966.21790	681.25043	1101.14526	-1112.97766	524.84406	
53	0.260	886.45026	-1102.43567	535.14557	988.39673	-965.84454	681.16980	1101.40173	-1113.48804	525.09027	
54	0.265	886.72461	-1102.13159	535.28253	988.48596	-965.28461	681.01288	1101.37769	-1114.04883	525.24805	
