PathFileType	4	(X/Y/Z)	D:\MAC3D_Data\Watanabe Lab\Sasazaki_1109\1_en2.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
200.00	200.00	      2453	0	mm	200.00	1	      2453
Frame#	Time	
		

1	0.000	948.84399	-998.80475	858.02417	862.17529	-1127.18335	689.51172	1077.35278	-1120.34924	689.52142	
2	0.005	948.87250	-999.66400	858.01404	862.37671	-1126.67065	688.73010	1076.59265	-1117.34241	688.01001	
3	0.010	862.68231	-1126.50220	688.12842	1077.56335	-1117.97437	686.46442	
4	0.015	862.67731	-1126.73352	687.99860	1077.65601	-1118.18860	686.33429	
5	0.020	862.18811	-1127.55908	688.03107	1077.30066	-1119.00403	687.37183	
6	0.025	861.97864	-1128.00684	688.52417	
7	0.030	1077.19653	-1121.50195	689.61462	862.04834	-1128.54211	689.15417	
8	0.035	862.33588	-1129.19458	689.97858	
9	0.040	862.07080	-1130.37378	691.11926	
10	0.045	861.91437	-1131.83167	691.92798	
11	0.050	950.33661	-1010.82849	864.75287	861.67114	-1132.97412	692.62146	
12	0.055	949.50836	-1011.72925	865.22076	861.76001	-1134.49646	694.04663	1077.23645	-1135.75195	700.08282	
13	0.060	948.59113	-1011.75952	865.46045	862.45624	-1135.44531	695.66748	1077.85767	-1138.48438	701.66711	
14	0.065	948.66272	-1012.25354	865.66504	862.69971	-1136.78638	696.72876	
15	0.070	949.14709	-1013.03748	866.14020	862.22882	-1138.44287	697.94672	1077.39355	-1143.46167	705.64911	
16	0.075	949.18372	-1013.23346	866.25433	862.03882	-1139.76123	698.93994	
17	0.080	948.87720	-1012.88623	866.23407	862.52008	-1140.28015	699.86792	
18	0.085	948.43317	-1012.20990	866.10175	862.89490	-1140.66321	700.70941	
19	0.090	948.47247	-1012.11938	866.07538	863.09961	-1140.86328	701.24921	
20	0.095	948.33807	-1011.20007	865.68732	863.25507	-1140.87170	701.53723	
21	0.100	947.74103	-1010.48016	865.03894	863.24432	-1140.90918	701.77692	
22	0.105	947.49512	-1009.79962	864.14606	863.42767	-1140.70691	701.34241	
23	0.110	947.11157	-1009.14185	863.18994	863.12219	-1140.80786	700.91504	1078.01294	-1140.42932	702.35236	
24	0.115	946.74573	-1007.52026	861.80688	862.71344	-1140.36951	699.81250	
25	0.120	946.91058	-1008.52991	861.19476	862.53076	-1139.36218	698.90375	
26	0.125	947.06207	-1008.13031	860.47491	862.52844	-1138.35693	697.77380	
27	0.130	947.31653	-1008.22888	860.25476	862.47137	-1136.85522	696.09137	
28	0.135	947.12488	-1007.07098	860.21674	862.40631	-1136.10010	694.63617	1078.07471	-1127.59900	693.09796	
29	0.140	947.25586	-1007.31433	860.47827	861.99609	-1135.12903	692.97418	
30	0.145	861.73120	-1134.35217	691.43323	
31	0.150	1077.00854	-1122.28625	689.87091	861.99890	-1133.73523	689.75293	
32	0.155	1077.07080	-1122.11096	689.79980	862.62347	-1132.92932	688.57886	
33	0.160	1077.41052	-1121.30505	689.76862	862.88104	-1132.50183	688.21393	
34	0.165	1077.71484	-1123.35498	690.54803	863.07452	-1132.58228	688.16064	
35	0.170	863.29901	-1132.67151	688.31219	
36	0.175	1078.71094	-1127.30432	693.04968	863.53583	-1133.14026	688.69196	
37	0.180	1079.24951	-1128.27100	694.55768	863.96082	-1133.73926	690.11218	
38	0.185	1079.24402	-1131.11133	696.46350	863.85132	-1134.85254	691.60663	
39	0.190	863.61938	-1135.79370	692.82263	948.93811	-1016.36310	868.21515	
40	0.195	863.59656	-1137.14355	694.68597	948.59155	-1016.27808	868.65417	
41	0.200	863.95642	-1137.86926	695.96564	948.68756	-1017.70880	869.55676	
42	0.205	864.34839	-1138.68970	697.52362	947.84937	-1017.72699	869.57751	
43	0.210	1079.65942	-1143.57019	705.91608	864.05432	-1139.80286	698.71289	947.60577	-1017.59515	869.57385	
44	0.215	864.11725	-1140.19312	699.49994	947.59375	-1019.89465	870.43549	
45	0.220	1079.81030	-1148.83557	709.44861	864.59680	-1140.34082	700.35791	946.59302	-1014.60303	868.49451	
46	0.225	864.56451	-1140.81201	700.61334	947.26038	-1014.64697	868.16602	
47	0.230	864.13043	-1141.22559	700.65320	947.05151	-1012.25110	866.82227	
48	0.235	863.93243	-1140.86072	700.36609	947.36389	-1012.28876	865.80011	
49	0.240	863.85413	-1140.29004	699.95825	947.37708	-1010.82111	864.68140	
50	0.245	864.04694	-1139.49744	699.75928	946.79950	-1009.59949	863.57965	
51	0.250	1078.98853	-1145.74524	709.83264	863.90509	-1139.10071	698.91217	946.54279	-1008.66962	862.85803	
52	0.255	1079.24109	-1143.48669	707.97040	863.89990	-1138.28296	698.16718	946.40485	-1008.42212	862.67108	
53	0.260	1079.98779	-1141.55225	706.14624	863.73761	-1136.93616	696.65881	946.48108	-1008.42334	862.81042	
54	0.265	863.63123	-1136.18359	695.30865	946.81512	-1008.80884	863.40643	
55	0.270	1080.00757	-1134.89526	701.71667	863.61591	-1135.07043	693.40063	947.18091	-1009.54730	864.40027	
56	0.275	1079.41956	-1130.82385	699.75037	863.48730	-1134.09497	691.70081	947.49194	-1009.35089	864.89258	
