PathFileType	4	(X/Y/Z)	D:\MAC3D_Data\Watanabe Lab\Sasazaki_1109\2_suihei_3.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
200.00	200.00	      1084	0	mm	200.00	1	      1084
Frame#	Time	
		

1	0.000	
2	0.005	
3	0.010	
4	0.015	284.01254	1968.90637	1100.72070	
5	0.020	57.76055	1867.60791	1021.03210	
6	0.025	57.87468	1867.82019	1021.52972	
7	0.030	58.09723	1868.22546	1022.08636	
8	0.035	57.66348	1867.88745	1022.27026	
9	0.040	52.66116	1865.70203	1020.38409	
10	0.045	58.04945	1868.23413	1023.12341	
11	0.050	58.13787	1868.26587	1023.54022	
12	0.055	57.94754	1868.26953	1023.99280	
13	0.060	93.47807	1707.64368	964.75934	57.75983	1868.24414	1024.14343	
14	0.065	58.16145	1868.60376	1024.72925	
15	0.070	58.38118	1868.93225	1025.20410	
16	0.075	58.19189	1868.73889	1025.57336	
17	0.080	-30.05861	1727.62085	1008.50311	57.91970	1868.39038	1025.87671	
18	0.085	57.68454	1868.21069	1026.14514	
19	0.090	57.77642	1868.32202	1026.60059	
20	0.095	58.08080	1868.63684	1027.17737	
21	0.100	58.51884	1869.00818	1027.82373	
22	0.105	58.58796	1869.07043	1028.45398	
23	0.110	58.11038	1868.45251	1028.55005	
24	0.115	58.04529	1868.37549	1028.74475	
25	0.120	58.11884	1868.48267	1029.36169	
26	0.125	58.23083	1868.65112	1029.96057	
27	0.130	58.79732	1868.98962	1030.83875	
28	0.135	58.83310	1869.10571	1031.28345	
29	0.140	58.54833	1868.69836	1031.46802	
30	0.145	58.43588	1868.55664	1032.02380	
31	0.150	58.66434	1868.65283	1032.86230	
32	0.155	58.69542	1868.86194	1033.29749	
33	0.160	59.46294	1869.11194	1034.08618	
34	0.165	58.99060	1868.61438	1034.11536	
35	0.170	57.99173	1868.22131	1034.45520	
36	0.175	58.00012	1868.31030	1035.10974	
37	0.180	60.23626	1869.42188	1036.52026	
38	0.185	61.66535	1870.01404	1037.69897	
39	0.190	61.34307	1869.88330	1038.09973	
40	0.195	59.46175	1868.72253	1037.46423	
41	0.200	58.08856	1868.13806	1036.76831	
42	0.205	58.40888	1868.44202	1037.15369	
43	0.210	61.36814	1869.75378	1039.38623	
44	0.215	61.09550	1869.61255	1039.32947	
45	0.220	61.57867	1870.04895	1039.90100	
46	0.225	61.60366	1870.05920	1040.06958	
47	0.230	62.10733	1870.25989	1040.56506	
48	0.235	62.18919	1870.36182	1040.66492	
49	0.240	62.24819	1870.41089	1040.70386	
50	0.245	62.34385	1870.49780	1040.77930	
51	0.250	62.57663	1870.73792	1041.00403	
52	0.255	62.57368	1870.75598	1040.98621	
53	0.260	62.67453	1870.87573	1040.92297	
54	0.265	63.11519	1871.26135	1040.79504	
55	0.270	63.15502	1871.34131	1040.62170	
56	0.275	64.10768	1871.71228	1041.07349	
57	0.280	64.03372	1871.71228	1040.83154	
58	0.285	63.92898	1871.69641	1040.46545	
59	0.290	64.26221	1871.90833	1040.33337	
60	0.295	64.89285	1872.43774	1040.25159	
61	0.300	65.27807	1872.44434	1039.95776	
62	0.305	63.20140	1871.89001	1038.82800	
63	0.310	63.50388	1872.08765	1038.71277	
64	0.315	63.49296	1872.14380	1038.43555	
65	0.320	65.51528	1873.14697	1038.97900	
66	0.325	66.06820	1873.39185	1039.07947	
67	0.330	66.00095	1873.23328	1038.66858	
68	0.335	65.16616	1872.99731	1038.07007	
69	0.340	65.56028	1873.18127	1038.07751	
70	0.345	65.82038	1873.41968	1037.96436	
71	0.350	66.01912	1873.49634	1037.91467	
72	0.355	66.62622	1874.02991	1038.00964	
73	0.360	66.62359	1873.80786	1037.69617	
74	0.365	66.68448	1873.72449	1037.40063	
75	0.370	67.22739	1874.26184	1037.61230	
76	0.375	67.34277	1874.35315	1037.57043	
77	0.380	67.52827	1874.48254	1037.51062	
78	0.385	67.88779	1874.70349	1037.58350	
79	0.390	68.04005	1874.80493	1037.57813	
80	0.395	68.19508	1874.89294	1037.53149	
81	0.400	68.49322	1875.08057	1037.55859	
82	0.405	68.61470	1875.14233	1037.39185	
83	0.410	68.76743	1875.31580	1037.11255	
84	0.415	68.62658	1875.30115	1036.90088	
85	0.420	68.98472	1875.70129	1036.87476	
86	0.425	69.22527	1875.86755	1036.88477	
87	0.430	69.11518	1875.84619	1036.58972	
88	0.435	69.20196	1875.95276	1036.46973	
89	0.440	69.25116	1876.06201	1036.40698	
90	0.445	69.17986	1876.02502	1036.12378	
91	0.450	69.47443	1876.28162	1036.04675	
92	0.455	69.50471	1876.65283	1035.89832	
93	0.460	69.62611	1876.97290	1035.78491	
94	0.465	70.03706	1877.57056	1035.82727	
95	0.470	69.75730	1877.49292	1035.32727	
96	0.475	69.80029	1877.90271	1035.35706	
97	0.480	70.19369	1878.44482	1035.30042	
98	0.485	70.31174	1878.81384	1035.18713	
99	0.490	70.16512	1878.79285	1034.93384	
100	0.495	69.83891	1878.69812	1034.75525	
101	0.500	69.63927	1878.63501	1034.58850	
102	0.505	69.37404	1878.46289	1034.30090	
103	0.510	69.34173	1878.60303	1034.17432	
104	0.515	69.24054	1878.60828	1034.06982	
105	0.520	69.23945	1878.70984	1033.93835	
106	0.525	68.99281	1878.68970	1033.80945	
107	0.530	68.77953	1878.63208	1033.64526	
108	0.535	68.56332	1878.63611	1033.53113	
109	0.540	68.88829	1879.20752	1033.61499	
110	0.545	68.71668	1879.19226	1033.50891	
111	0.550	68.57469	1879.18945	1033.42957	
