PathFileType	4	(X/Y/Z)	D:\MAC3D_Data\Watanabe Lab\Sasazaki_1109\1_en3.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
200.00	200.00	      2999	0	mm	200.00	1	      2999
Frame#	Time	
		

1	0.000	984.95490	-995.51849	615.94250	772.04816	-974.89459	609.53387	
2	0.005	984.50409	-994.62915	616.28326	771.61658	-973.41113	607.05994	
3	0.010	984.83887	-994.52527	616.16376	771.23138	-971.93030	605.14166	
4	0.015	984.88873	-994.12048	615.99023	771.07867	-969.78101	603.08844	
5	0.020	984.95239	-992.46051	615.22711	771.19891	-968.98523	600.31348	
6	0.025	704.22980	-964.47632	811.64288	985.02551	-990.53723	613.89380	770.96539	-967.10077	599.16589	
7	0.030	986.14465	-988.17786	611.75812	771.65540	-966.36462	597.26154	
8	0.035	987.92719	-987.28979	609.99347	772.41974	-965.20172	596.61560	
9	0.040	987.33575	-984.53979	607.65442	772.42181	-964.96179	596.12048	
10	0.045	987.55072	-982.10303	606.37274	772.26959	-963.96631	596.28711	
11	0.050	865.24371	-856.20392	775.85956	987.65906	-979.33063	603.65619	772.14655	-964.25549	596.12848	
12	0.055	864.52606	-854.47314	774.74432	987.18225	-976.28790	601.49072	771.97327	-965.28687	596.12213	
13	0.060	987.21338	-974.50000	600.41119	865.33087	-860.35779	776.57996	772.13354	-965.32751	596.77686	
14	0.065	863.61456	-853.78369	774.00299	771.72894	-966.23938	598.03625	
15	0.070	986.14398	-970.66388	598.05365	863.90582	-854.16144	773.85217	771.27081	-967.25116	598.97406	
16	0.075	986.02582	-970.81287	597.51160	864.59735	-855.64807	774.03302	771.00629	-967.92743	599.74670	
17	0.080	986.42267	-971.79474	597.19598	770.65924	-968.49805	600.49353	
18	0.085	986.36011	-972.94263	597.50537	771.06915	-969.10413	602.48596	
19	0.090	771.28424	-968.89600	603.53540	
20	0.095	986.88995	-976.81232	599.93304	771.24567	-968.97919	604.06659	
21	0.100	862.20947	-857.58655	775.40466	771.23334	-969.30554	604.48035	
22	0.105	770.84174	-969.79315	604.88544	
23	0.110	770.47217	-970.41797	605.40576	
24	0.115	984.52081	-989.34644	609.08307	770.12976	-970.69019	605.65588	
25	0.120	984.05023	-993.29095	611.89447	860.41803	-862.10754	777.36456	769.97687	-970.64276	605.81567	
26	0.125	983.29602	-994.30927	613.59686	860.19904	-863.18518	778.43634	769.97076	-970.95667	605.80701	
27	0.130	983.16156	-997.20367	615.69391	860.26312	-864.35260	778.98547	769.88959	-970.93646	605.84949	
28	0.135	981.90900	-998.38879	618.01160	769.60913	-970.08447	606.27637	
29	0.140	769.22394	-970.52100	605.89758	
30	0.145	980.33398	-1001.53900	619.99591	768.85321	-970.82263	605.49683	
31	0.150	980.07043	-1001.46320	620.60315	768.36237	-971.59497	605.38159	
32	0.155	980.33643	-1001.32806	620.41077	768.65369	-971.40283	605.73468	
33	0.160	768.81659	-971.82135	606.16156	
34	0.165	981.85541	-998.50757	618.60083	769.07550	-972.47412	606.26007	
35	0.170	983.30804	-995.37555	616.42120	769.61920	-973.27191	606.71399	
36	0.175	984.38531	-993.15942	614.03870	770.31677	-973.32690	607.26129	
37	0.180	985.11743	-990.65308	611.96521	770.76331	-973.23969	608.09705	
38	0.185	985.72198	-987.25226	609.57733	770.57538	-973.53119	608.61926	
39	0.190	770.59045	-973.56927	608.62494	
40	0.195	986.04956	-979.05261	604.15857	770.66522	-974.67590	607.95538	
41	0.200	770.42548	-974.11224	608.70618	
42	0.205	861.93488	-865.98737	781.61292	985.05048	-972.83130	600.89331	770.09650	-975.02631	608.28595	
43	0.210	984.52728	-972.11987	600.01831	769.88660	-975.17310	608.20673	
44	0.215	861.54462	-866.22644	781.40552	984.47308	-969.40894	598.21295	770.07477	-974.79486	608.41675	
45	0.220	861.29352	-866.63348	781.96185	985.04840	-969.55261	597.91724	770.42377	-974.72089	608.87372	
46	0.225	860.54266	-866.05798	782.05945	985.24298	-972.53815	598.30646	770.66144	-974.49261	609.19946	
47	0.230	984.47015	-972.98340	600.28027	770.23322	-974.85413	609.37842	
48	0.235	984.86145	-975.56860	601.82202	770.02063	-975.02637	609.62671	
49	0.240	769.81665	-975.56757	609.60040	
50	0.245	769.62970	-975.13391	610.17969	
51	0.250	984.06519	-986.47424	611.72260	769.43866	-975.68677	610.13861	
52	0.255	857.49799	-868.80823	784.95062	768.81940	-976.34314	610.25464	
53	0.260	858.24463	-871.67487	786.78485	768.52295	-977.48975	610.23688	
54	0.265	983.14429	-998.63727	619.39075	857.55542	-870.65778	786.96326	768.62317	-977.84161	610.34528	
55	0.270	982.13538	-1001.24841	621.61945	859.20380	-877.47937	790.11853	768.37604	-978.26477	610.60150	
56	0.275	858.30432	-872.44000	788.74420	768.01636	-978.75299	610.74658	
57	0.280	980.26990	-1004.99005	624.05933	767.89270	-979.15234	610.83667	
58	0.285	979.54132	-1005.99817	624.86694	767.94287	-979.28766	611.00531	
59	0.290	979.56763	-1006.19031	624.93628	768.32703	-979.61584	611.36798	
60	0.295	980.17169	-1005.65686	625.02045	768.53430	-979.93011	611.54889	
61	0.300	981.70496	-1000.84326	622.30634	768.88287	-980.32098	611.64465	
62	0.305	982.92444	-1002.65430	622.23138	769.22852	-979.83667	611.78052	
63	0.310	859.94904	-874.15863	790.09668	983.45239	-999.94177	620.76843	769.59631	-978.95691	612.30652	
64	0.315	860.27753	-875.17096	790.18860	984.23694	-998.01636	619.14941	769.88422	-978.74664	612.21655	
65	0.320	860.08789	-873.60400	789.33972	984.23267	-993.98785	616.29016	769.71448	-977.86084	611.40552	
66	0.325	860.51642	-874.19171	789.41986	984.95673	-990.33545	614.03412	769.42871	-977.26764	610.57526	
67	0.330	859.98218	-873.49048	789.06970	769.66559	-976.63580	609.77863	
68	0.335	859.15240	-872.42969	788.59204	769.28632	-976.19421	609.28870	
69	0.340	858.60980	-875.85529	789.78345	768.75989	-975.19434	608.73291	
70	0.345	858.39508	-876.03864	789.62238	768.87128	-976.25604	607.36249	
71	0.350	858.40179	-876.42627	790.22119	769.27802	-975.78772	606.98523	
72	0.355	769.47583	-975.42755	606.86371	
73	0.360	769.20508	-975.52875	606.75854	
74	0.365	983.23901	-973.53827	606.36707	768.84601	-975.79865	606.74982	
75	0.370	857.53394	-881.57275	793.57770	768.86060	-976.02594	607.01013	
76	0.375	768.85864	-975.61761	608.00006	
77	0.380	984.09143	-986.25311	612.98071	857.92242	-880.88489	793.97516	768.62555	-976.36462	608.36945	
78	0.385	858.41266	-883.31238	795.58368	768.29706	-977.52692	608.98401	
79	0.390	857.72620	-881.89844	795.36005	768.31604	-978.41309	609.85773	
80	0.395	983.46436	-995.98480	620.34106	858.37231	-883.25366	796.02405	768.23724	-979.11035	610.72699	
81	0.400	858.29407	-882.82581	796.03448	982.83606	-998.97675	622.34485	768.55353	-980.34686	612.09070	
82	0.405	982.55316	-1002.15399	624.23199	768.25397	-981.41980	613.19116	
83	0.410	860.41327	-885.11365	797.36609	981.62524	-999.71100	623.89886	767.79767	-982.72229	613.74866	
84	0.415	861.17780	-884.64905	797.75024	767.95068	-983.64948	614.57910	
85	0.420	861.41479	-884.99377	797.91504	768.47888	-985.01025	615.78473	
86	0.425	860.71942	-881.75061	797.24707	768.53137	-985.37622	616.49213	
87	0.430	860.27069	-879.62848	796.48730	769.39972	-985.81781	617.96185	
88	0.435	860.26733	-880.13300	796.56946	769.91681	-985.84247	618.90210	
89	0.440	859.79010	-878.93475	795.91949	769.82379	-985.84692	619.32373	
90	0.445	859.86566	-877.81763	795.15002	983.94257	-999.62396	623.61395	769.80334	-985.49146	619.12268	
91	0.450	860.16968	-877.30804	794.70251	769.68420	-985.04047	618.93048	
92	0.455	860.86639	-877.83417	794.37213	984.47864	-994.49036	619.85419	769.88745	-984.38483	618.76660	
93	0.460	985.53839	-992.61621	618.55518	770.23920	-983.56500	618.50781	
94	0.465	984.87787	-988.03998	617.06970	769.80383	-982.00665	617.35016	
95	0.470	769.31128	-981.48090	616.45520	
96	0.475	769.68585	-980.01978	615.41852	
97	0.480	986.33881	-982.86249	614.10999	770.05658	-978.59058	614.34332	
98	0.485	770.31097	-976.94739	613.46027	
99	0.490	770.16400	-975.53156	613.09540	
100	0.495	770.50934	-975.48804	611.78748	
101	0.500	770.95483	-975.15997	611.20953	
102	0.505	770.61786	-975.03223	610.93256	
103	0.510	984.66534	-987.18268	619.34241	859.20105	-881.12860	799.79663	770.02930	-974.50830	611.74640	
104	0.515	984.54181	-992.09644	621.68896	859.67328	-882.94861	800.49414	769.79437	-976.10474	612.52576	
105	0.520	984.96454	-994.02448	623.49457	859.19427	-882.00928	800.64539	770.29053	-977.07111	613.58435	
106	0.525	859.48480	-882.33337	801.11951	770.03845	-978.19434	615.38757	
107	0.530	859.90948	-882.53107	801.31750	769.25116	-979.86353	616.61902	
108	0.535	860.83453	-883.69537	802.07996	769.17761	-981.27472	617.60632	
109	0.540	984.01752	-1003.47888	630.10590	860.36340	-881.58997	801.69086	769.50378	-982.85492	619.23486	
110	0.545	983.65918	-1004.78296	630.71149	860.90051	-881.91064	801.85791	769.58130	-983.75702	620.80615	
111	0.550	860.77307	-879.80957	801.35828	769.65863	-984.56580	622.31250	
112	0.555	860.38501	-878.56378	800.50739	770.16705	-984.55170	623.49792	
113	0.560	860.34552	-880.74054	800.90601	770.45532	-984.59369	624.06061	
114	0.565	859.62897	-874.85638	798.56952	770.14648	-984.61841	624.29175	
115	0.570	859.83997	-873.11450	797.61072	769.78088	-984.59161	624.22333	
116	0.575	859.60388	-871.70013	796.43445	769.46344	-983.66443	623.62103	
117	0.580	859.90466	-871.96582	796.65515	984.96503	-999.29474	629.30444	770.07037	-981.98651	623.18079	
118	0.585	860.75244	-873.44147	797.22131	887.53674	-1201.96106	691.66663	770.41400	-980.25287	622.52460	
119	0.590	984.82800	-992.67133	626.12659	769.73230	-978.95032	621.12585	
120	0.595	769.64612	-978.76563	618.85400	
121	0.600	769.89130	-977.35217	617.47699	
122	0.605	985.31958	-984.62158	622.26410	770.57825	-975.28418	616.19196	
123	0.610	770.81189	-974.45276	614.15588	
124	0.615	771.17688	-972.93707	613.20062	
125	0.620	984.94885	-982.95514	622.27173	771.70245	-972.13049	612.53253	
126	0.625	772.19971	-971.68091	612.48322	
127	0.630	860.96472	-877.30115	804.53552	772.47858	-971.62744	612.72595	
128	0.635	861.94525	-879.35565	805.40094	772.49310	-972.33594	613.91687	
129	0.640	862.19067	-880.27826	806.01379	772.03577	-973.41620	614.99506	
130	0.645	861.80280	-878.52600	806.05103	771.21277	-974.43628	616.56995	
131	0.650	861.40277	-877.69189	805.83246	771.23566	-976.00549	618.10748	
132	0.655	861.49780	-877.73724	806.23999	770.88855	-976.86066	619.83105	
133	0.660	861.30664	-876.25134	806.01428	770.53900	-978.19159	621.51013	
134	0.665	861.93805	-876.03717	805.98395	770.42859	-979.73621	623.68695	
135	0.670	861.46429	-873.76215	805.18683	770.42755	-981.24432	625.29163	
136	0.675	861.66284	-876.97125	806.09784	769.88336	-983.07874	626.55438	
137	0.680	860.89996	-870.17725	803.34344	769.69312	-983.67181	627.43475	
138	0.685	860.94519	-868.97437	802.30139	769.31342	-983.89655	628.61487	
139	0.690	861.20355	-868.79108	801.79700	769.88745	-983.55145	629.37299	
140	0.695	861.46887	-869.30206	801.28845	770.15631	-983.40967	630.15369	
141	0.700	861.20441	-867.86371	800.85229	769.86859	-983.40576	630.37518	
142	0.705	861.11444	-866.99231	800.92700	769.86377	-983.07825	630.26154	
143	0.710	861.59869	-868.38239	802.23712	769.92267	-982.31219	629.99042	
144	0.715	861.78918	-869.95825	803.26410	769.57281	-982.24146	629.37067	
145	0.720	769.82196	-981.85913	628.75311	
146	0.725	769.87079	-981.39099	628.02667	
147	0.730	861.57794	-876.77411	808.48364	769.76501	-981.12219	627.33911	
148	0.735	769.84375	-980.55853	626.60504	
