PathFileType	4	(X/Y/Z)	D:\MAC3D_Data\Watanabe Lab\Sasazaki_1109\2_suihei_1.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
200.00	200.00	      1925	0	mm	200.00	1	      1925
Frame#	Time	
		

1	0.000	37.31446	1993.22278	955.79346	
2	0.005	37.87448	1993.77454	956.43707	
3	0.010	37.93594	1993.67773	956.52753	
4	0.015	37.28981	1992.97900	956.56305	
5	0.020	37.25286	1992.89087	956.75098	
6	0.025	37.16625	1992.92273	956.86273	
7	0.030	37.14318	1992.85986	957.05841	
8	0.035	37.24745	1992.85730	957.21075	
9	0.040	37.27144	1993.00232	957.56592	
10	0.045	37.72486	1993.34094	957.88202	
11	0.050	37.59137	1993.22644	957.97650	
12	0.055	37.13091	1992.85767	957.96033	
13	0.060	37.10851	1992.70691	958.10101	
14	0.065	37.12121	1992.82666	958.41351	
15	0.070	37.10946	1992.86011	958.49561	
16	0.075	37.11674	1992.72034	958.57245	
17	0.080	37.06812	1992.66772	958.64984	
18	0.085	37.15339	1992.69385	958.78143	
19	0.090	37.11417	1992.66528	958.94452	
20	0.095	37.69419	1993.15820	959.22528	
21	0.100	37.72280	1993.15222	959.23792	
22	0.105	37.81338	1993.18726	959.44604	
23	0.110	37.75805	1993.12573	959.49402	
24	0.115	37.87038	1993.23108	959.64130	
25	0.120	87.62198	1862.27075	936.69049	37.93660	1993.21570	959.71887	
26	0.125	37.93216	1993.23279	959.71246	
27	0.130	37.84662	1993.14905	959.70435	
28	0.135	76.30344	1891.02844	950.94446	37.90728	1993.21985	959.79938	
29	0.140	75.92679	1891.68970	951.26227	37.92137	1993.25171	959.75391	
30	0.145	37.92623	1993.26404	959.79340	
31	0.150	78.10011	1888.63098	949.85626	37.95105	1993.27588	959.82886	
32	0.155	37.91668	1993.28979	959.75842	
33	0.160	37.80322	1993.34045	959.79779	
34	0.165	37.81301	1993.26758	959.66974	
35	0.170	37.82825	1993.26978	959.56396	
36	0.175	37.80281	1993.27197	959.52203	
37	0.180	37.84103	1993.30725	959.46588	
38	0.185	104.80182	1821.21594	943.33490	37.95010	1993.55371	959.45135	
39	0.190	86.48754	1862.61694	936.12469	37.97113	1993.57385	959.29852	
40	0.195	37.92251	1993.52576	959.06836	
41	0.200	86.29600	1863.01672	935.85297	37.96190	1993.66272	958.99335	
42	0.205	86.15423	1863.08923	935.73560	38.01793	1993.90771	958.98004	
43	0.210	85.72854	1863.37183	935.58325	37.94964	1993.70776	958.78625	
44	0.215	37.92765	1993.82886	958.55634	
45	0.220	37.85669	1993.99646	958.35144	
46	0.225	37.92476	1994.11255	958.16425	
47	0.230	37.99751	1994.30444	958.03357	
48	0.235	37.96279	1994.32825	957.69543	
49	0.240	38.07760	1994.47449	957.53149	
50	0.245	38.15248	1994.52368	957.38574	
51	0.250	38.21406	1994.70776	957.23352	
52	0.255	38.28064	1993.97827	956.52069	
53	0.260	38.30441	1994.13623	956.19690	
54	0.265	38.24648	1994.06018	955.85547	
55	0.270	38.25420	1994.20056	955.60828	
56	0.275	38.43091	1994.30835	955.42590	
57	0.280	38.41115	1994.24939	955.20142	
58	0.285	38.49971	1994.09668	954.84930	
59	0.290	39.19082	1994.92310	954.72064	
60	0.295	39.22580	1994.96802	954.42590	
61	0.300	38.29015	1993.87000	953.76184	
62	0.305	38.39572	1994.02124	953.46924	
63	0.310	38.31408	1993.90820	953.08228	
64	0.315	39.14726	1994.96814	953.17548	
65	0.320	39.01210	1994.88098	952.76965	
66	0.325	39.10367	1994.98169	952.52728	
67	0.330	
68	0.335	109.27423	1816.99060	930.51794	
69	0.340	
70	0.345	
71	0.350	
72	0.355	
73	0.360	
74	0.365	
75	0.370	
76	0.375	
77	0.380	
78	0.385	
79	0.390	
80	0.395	40.80046	1996.40320	948.17383	
81	0.400	40.01412	1995.78357	947.69751	
82	0.405	40.67477	1997.01318	948.13757	
83	0.410	40.65372	1997.06799	947.92303	
84	0.415	40.60023	1997.16833	947.79993	
85	0.420	40.50779	1997.11792	947.49573	
86	0.425	40.04021	1996.59021	947.10907	
87	0.430	40.06436	1996.57141	946.68042	
88	0.435	40.09380	1996.72485	946.50745	
89	0.440	40.12032	1996.56702	946.17010	
90	0.445	40.66286	1997.34399	946.14233	
91	0.450	40.70107	1996.61377	945.62170	
92	0.455	40.42644	1996.48389	945.42438	
