"[['255', '255', '-98', 9], ['255', '255', '-98', 1.5], ['255', '255', '-98', 1.5], ['255', '255', '-98', 1.5]]",5,109,209,40,0.03127241134643555
"[['255', '255', '-98', 4.5], ['255', '255', '-98', 9], ['255', '255', '-98', 1.5], ['255', '255', '-98', 1.5]]",3,109,209,40,0.03127241134643555
"[['255', '255', '-98', 4.5], ['255', '255', '-98', 4.5], ['255', '255', '-98', 9], ['255', '255', '-98', 1.5]]",3,109,209,40,0.03127241134643555
"[['255', '255', '-98', 4.5], ['255', '255', '-98', 4.5], ['255', '255', '-98', 4.5], ['255', '255', '-98', 9]]",3,109,209,40,0.03127241134643555
"[['145', '45', '-75', 6], ['255', '255', '-98', 4.5], ['255', '255', '-98', 4.5], ['255', '255', '-98', 4.5]]",4,109,209,40,0.03957414627075195
"[['145', '45', '-72', 6], ['145', '45', '-75', 6], ['255', '255', '-98', 4.5], ['255', '255', '-98', 4.5]]",4,109,209,40,0.03490591049194336
"[['145', '45', '-66', 6], ['145', '45', '-72', 6], ['145', '45', '-75', 6], ['255', '255', '-98', 4.5]]",4,109,209,39,0.04787135124206543
"[['145', '45', '-63', 6], ['145', '45', '-66', 6], ['145', '45', '-72', 6], ['145', '45', '-75', 6]]",4,109,209,39,0.04587841033935547
"[['145', '45', '-60', 6], ['145', '45', '-63', 6], ['145', '45', '-66', 6], ['145', '45', '-72', 6]]",4,109,209,40,0.04687380790710449
"[['145', '45', '-54', 2], ['145', '45', '-60', 6], ['145', '45', '-63', 6], ['145', '45', '-66', 6]]",0,109,209,40,0.0468747615814209
"[['145', '45', '-54', 2], ['145', '45', '-54', 2], ['145', '45', '-60', 6], ['145', '45', '-63', 6]]",0,109,209,40,0.0468747615814209
"[['145', '45', '-43', 4.5], ['145', '45', '-54', 2], ['145', '45', '-54', 2], ['145', '45', '-60', 6]]",3,109,209,39,0.10571599006652832
"[['145', '45', '-39', 2], ['145', '45', '-43', 4.5], ['145', '45', '-54', 2], ['145', '45', '-54', 2]]",0,123,209,40,0.03490591049194336
"[['145', '45', '-36', 2], ['145', '45', '-39', 2], ['145', '45', '-43', 4.5], ['145', '45', '-54', 2]]",0,131,209,39,0.06183457374572754
"[['131', '45', '-29', 9], ['145', '45', '-36', 2], ['145', '45', '-39', 2], ['145', '45', '-43', 4.5]]",5,109,209,39,0.06283164024353027
"[['131', '45', '-23', 4], ['131', '45', '-29', 9], ['145', '45', '-36', 2], ['145', '45', '-39', 2]]",2,109,209,39,0.03394007682800293
"[['145', '45', '-19', 2], ['131', '45', '-23', 4], ['131', '45', '-29', 9], ['145', '45', '-36', 2]]",0,163,209,40,0.044849395751953125
"[['145', '45', '-18', 3.5], ['145', '45', '-19', 2], ['131', '45', '-23', 4], ['131', '45', '-29', 9]]",1,143,209,39,0.03292250633239746
"[['91', '45', '-13', 9], ['145', '45', '-18', 3.5], ['145', '45', '-19', 2], ['131', '45', '-23', 4]]",5,109,209,40,0.04088950157165527
"[['111', '45', '-13', 9], ['91', '45', '-13', 9], ['145', '45', '-18', 3.5], ['145', '45', '-19', 2]]",5,109,209,40,0.034908294677734375
"[['111', '45', '-11', 2], ['111', '45', '-13', 9], ['91', '45', '-13', 9], ['145', '45', '-18', 3.5]]",0,183,209,40,0.06083488464355469
"[['71', '45', '-9', 2], ['111', '45', '-11', 2], ['111', '45', '-13', 9], ['91', '45', '-13', 9]]",0,187,209,39,0.06183433532714844
"[['71', '45', '-8', 9], ['71', '45', '-9', 2], ['111', '45', '-11', 2], ['111', '45', '-13', 9]]",5,128,209,40,0.03490614891052246
"[['67', '45', '-8', 2], ['71', '45', '-8', 9], ['71', '45', '-9', 2], ['111', '45', '-11', 2]]",0,193,209,40,0.0608372688293457
"[['126', '45', '-5', 9], ['67', '45', '-8', 2], ['71', '45', '-8', 9], ['71', '45', '-9', 2]]",5,137,209,39,0.02991962432861328
"[['61', '45', '-4', 2], ['126', '45', '-5', 9], ['67', '45', '-8', 2], ['71', '45', '-8', 9]]",0,199,209,39,0.03391313552856445
"[['117', '45', '-4', 4], ['61', '45', '-4', 2], ['126', '45', '-5', 9], ['67', '45', '-8', 2]]",2,193,209,39,0.06382560729980469
"[['55', '45', '-2', 2], ['117', '45', '-4', 4], ['61', '45', '-4', 2], ['126', '45', '-5', 9]]",0,201,209,40,0.07280397415161133
"[['61', '45', '-2', 2], ['55', '45', '-2', 2], ['117', '45', '-4', 4], ['61', '45', '-4', 2]]",0,205,209,39,0.03491640090942383
"[['61', '45', '-1', 2], ['61', '45', '-2', 2], ['55', '45', '-2', 2], ['117', '45', '-4', 4]]",0,205,209,39,0.0319066047668457
"[['49', '45', '-4', 9], ['61', '45', '-1', 2], ['61', '45', '-2', 2], ['55', '45', '-2', 2]]",5,200,209,40,0.04188871383666992
