"[-1, -1, -92, -3.25, 3.75, 4, 0]"
"[-1, -1, -92, -3.25, 3.75, 2, 0]"
"[-1, -1, -92, -3.25, 3.75, 2, 1]"
"[-1, -1, -92, -1, 3, 2, 2]"
"[-1, -1, -93, -1, 3, 2, 2]"
"[25, 209, -93, -0.75, -1.75, 2, 3]"
"[23, 209, -95, -10.25, -42, 2, 4]"
"[23, 210, -87, -39.5, -46, 2, 5]"
"[23, 210, -88, -39.5, -46, 2, 5]"
"[22, 211, -74, 11.75, -6, 2, 5]"
"[22, 211, -69, 43.25, 48.75, 2, 6]"
"[22, 211, -69, 43.25, 48.75, 2, 7]"
"[27, 212, -56, 83.5, 47, 2, 7]"
"[60, 213, -51, 139.75, 41.25, 2, 7]"
"[60, 213, -52, 139.75, 41.25, 2, 8]"
"[73, 214, -41, 120.25, -48, 2, 8]"
"[103, 214, -28, 136.75, -76, 4.5, 8]"
"[103, 214, -28, 136.75, -76, 6, 9]"
"[117, 215, -22, 134.25, -45.5, 6, 9]"
"[35, 216, -19, 126.5, -59.25, 9, 9]"
"[54, 217, -12, 126.25, -22, 9, 9]"
"[28, 217, -7, 115.75, -33.75, 9, 9]"
"[28, 217, -3, 132.25, 11.25, 9, 9]"
"[28, 217, 2, 152.75, 22, 4.5, 9]"
"[28, 217, 2, 152.75, 22, 9, 9]"
"[157, 218, 20, 165.75, 4, 9, 9]"
"[219, 196, 25, 163.25, -35, 9, 9]"
"[219, 196, 24, 163.25, -35, 6, 9]"
"[220, 197, 34, 163.25, -35.5, 4, 9]"
"[220, 197, 35, 133.25, -48.75, 6, 8]"
"[221, 65, 36, 108.5, 28.25, 4.5, 8]"
"[221, 118, 37, 83, 25.75, 4, 8]"
"[221, 118, 36, 83, 25.75, 4.5, 8]"
"[222, 60, 32, 29.25, 34.25, 4.5, 7]"
"[222, 76, 31, -9.75, 55, 4, 7]"
"[222, 76, 30, -9.75, 55, 2, 7]"
"[223, 61, 30, -5.5, 23.5, 6, 7]"
"[223, 100, 20, -61.5, 50, 6, 7]"
"[223, 100, 19, -61.5, 50, 9, 6]"
"[224, 53, 20, -37.25, 29, 9, 6]"
"[224, 53, 20, -37.25, 29, 9, 6]"
"[224, 52, 17, -29.5, 4.75, 9, 6]"
"[225, 56, 9, -81.5, -27.25, 9, 6]"
"[225, 56, 9, -81.5, -27.25, 9, 6]"
"[226, 83, 4, -52.25, -12.5, 9, 6]"
"[226, 83, 3, -70.75, 1.25, 9, 6]"
"[226, 160, -6, -80.25, 56.5, 9, 6]"
"[226, 202, -4, -39, 123, 9, 6]"
"[226, 202, -6, -51.5, 92, 9, 6]"
"[227, 214, -9, -62.75, 95.75, 9, 6]"
"[181, 227, -8, -25.5, 121.75, 2, 6]"
"[162, 227, -9, -42.5, 73, 9, 6]"
"[162, 227, -9, -10.5, 104.75, 2, 6]"
"[162, 227, -9, -10.5, 104.75, 9, 6]"
"[148, 228, -6, 12.5, 27.25, 9, 6]"
"[200, 228, -4, 29.75, 30.25, 9, 6]"
"[140, 228, 2, 72.75, 72.25, 9, 6]"
"[140, 228, 2, 72.75, 72.25, 9, 6]"
"[169, 228, 4, 74, 35.75, 9, 6]"
"[169, 228, 6, 82.5, 108.5, 2, 6]"
"[228, 210, 14, 87.75, 37.75, 9, 6]"
"[228, 210, 14, 87.75, 37.75, 2, 6]"
"[228, 173, 18, 63.75, 12.25, 9, 6]"
"[228, 173, 18, 63.75, 12.25, 9, 6]"
"[228, 198, 22, 78, 18.25, 9, 6]"
"[228, 66, 22, 83.5, 21, 9, 5]"
"[228, 66, 28, 90.5, 70.25, 9, 5]"
"[228, 66, 23, 43, 13.25, 2, 5]"
"[228, 66, 23, 43, 13.25, 9, 5]"
"[228, 39, 20, 67.25, 92.5, 9, 5]"
"[228, 169, 14, 39.25, -5.25, 9, 5]"
"[228, 39, 14, 3.5, 12, 9, 4]"
"[228, 39, 17, 54, 99.75, 4.5, 4]"
"[228, 47, 15, 10.5, 78.75, 9, 4]"
"[228, 170, 19, 41, 143, 9, 4]"
"[228, 170, 19, 41, 143, 2, 4]"
"[228, 170, 18, 19.25, 62.75, 9, 4]"
"[228, 191, 12, 2.5, 62, 4, 4]"
"[227, 57, 6, -42.75, -32.75, 4, 4]"
"[227, 57, 6, -42.75, -32.75, 9, 4]"
"[227, 183, 10, -36.25, -2.5, 4, 4]"
"[227, 183, 8, -39.5, 9.75, 6, 4]"
"[227, 183, 8, -39.5, 9.75, 9, 3]"
"[227, 182, 7, 10.5, -13.5, 9, 3]"
"[227, 182, 7, 10.5, -13.5, 4.5, 3]"
"[226, 162, 5, 54.5, 59.75, 4, 3]"
"[226, 162, 8, 61.75, 32.75, 2, 3]"
"[226, 162, 8, 61.75, 32.75, 9, 3]"
"[225, 200, 2, 61.5, 23, 4, 3]"
"[225, 151, 7, 40.75, 45, 2, 3]"
"[225, 151, 5, 33.5, -17.75, 4, 3]"
"[225, 151, 5, 33.5, -17.75, 4, 3]"
"[225, 191, 5, -2.5, 33.25, 4, 3]"
"[224, 196, 7, 31.25, 68.5, 9, 3]"
"[224, 196, 7, 31.25, 68.5, 2, 3]"
"[223, 182, 6, 5.75, 79, 9, 3]"
"[223, 210, 4, 2.5, 72.75, 2, 3]"
"[223, 210, 5, 2.5, 72.75, 9, 3]"
"[222, 213, 8, 13.75, 45.75, 2, 3]"
"[222, 213, 8, 13.75, 45.75, 9, 3]"
"[221, 189, 6, -13.75, 18.25, 9, 3]"
"[221, 151, 4, -37.5, -41.25, 4, 3]"
"[221, 151, 5, -37.5, -41.25, 9, 3]"
"[220, 150, 7, -16, 15.75, 9, 3]"
"[220, 150, 7, -16, 15.75, 9, 3]"
"[219, 181, 8, -60.25, -31.5, 4, 2]"
"[219, 181, 10, -28.75, 33.25, 9, 2]"
"[218, 195, 16, 25, 97, 4, 2]"
"[218, 155, 9, -28.75, 71.5, 9, 2]"
"[218, 155, 10, -28.75, 71.5, 9, 2]"
"[217, 74, 18, 33.75, 121, 9, 2]"
"[217, 74, 19, 33.75, 121, 4, 2]"
"[216, 141, 10, -2.5, 95.5, 4, 2]"
"[215, 143, 17, -2.25, 62, 2, 2]"
"[215, 143, 17, -2.25, 62, 2, 2]"
"[215, 143, 18, -2.25, 62, 2, 1]"
"[215, 138, 8, 8.75, 54.25, 9, 1]"
"[214, 183, 12, -32.75, -13.25, 4, 1]"
"[213, 182, 9, -27.5, -57.25, 4.5, 1]"
"[213, 182, 10, -27.5, -57.25, 9, 1]"
"[213, 182, 10, -27.5, -57.25, 9, 1]"
"[212, 181, 10, -76.5, -129, 4, 1]"
"[211, 126, 16, -17.75, -76.25, 9, 1]"
"[211, 126, 13, -29.75, -94.75, 2, 1]"
"[210, 175, 12, -22.75, -46.5, 2, 1]"
"[209, 180, 18, 31.75, 4, 2, 0]"
"[209, 180, 18, 31.75, 4, 4, 0]"
"[209, 188, 11, -20, -32.75, 4, 0]"
"[209, 135, 21, 65.75, 65.25, 4.5, 0]"
"[209, 135, 20, 65.75, -22, 2, 0]"
"[209, 135, 20, 65.75, -22, 4, 0]"
"[207, 159, 25, 83.5, 21.5, 4, 0]"
"[207, 159, 25, 83.5, 21.5, 2, 0]"
"[207, 121, 19, 54, -8.25, 6, 0]"
"[206, 148, 22, 14.5, -39.25, 4, 0]"
"[206, 148, 28, 53.75, 30, 4, 0]"
"[206, 148, 28, 53.75, 30, 4, 0]"
"[205, 47, 23, -46.5, -67, 4, -1]"
"[204, 86, 18, -28, -72, 3.5, -1]"
"[204, 86, 19, -28, -72, 2, -1]"
"[203, 126, 22, -25.25, -50.75, 2, -1]"
"[202, 168, 14, -107, -70.5, 2, -1]"
"[202, 168, 10, -90, -10.75, 2, -1]"
"[201, 158, 22, -49.75, 65.75, 9, -1]"
"[201, 158, 19, -91.5, 17.25, 3.5, -2]"
"[201, 158, 19, -91.5, 17.25, 9, -2]"
"[201, 182, 13, -44, 71.5, 2, -2]"
"[200, 126, 21, 28.5, 74.25, 9, -2]"
"[200, 126, 22, 28.5, 74.25, 2, -2]"
"[199, 84, 22, 59.5, 49.25, 4, -2]"
"[199, 84, 23, 59.5, 49.25, 4, -2]"
"[198, 151, 22, 51.75, 13.75, 4, -3]"
"[197, 101, 21, 83.25, 28.5, 2, -3]"
"[197, 101, 20, 16.5, -32.25, 2, -3]"
"[197, 96, 13, -63, -49.75, 2, -3]"
"[197, 96, 13, -63, -49.75, 2, -3]"
"[196, 143, 23, 13.5, 37.25, 2, -3]"
"[196, 151, 14, -70.5, -64.75, 4, -3]"
"[196, 151, 15, -70.5, -64.75, 2, -3]"
"[195, 172, 19, -28.5, 39.75, 9, -4]"
"[195, 98, 13, -23.75, 14, 4, -4]"
"[195, 98, 14, -23.75, 14, 2, -4]"
"[194, 62, 16, -35.25, 7.5, 4, -4]"
"[194, 117, 16, 19, -3, 9, -4]"
"[194, 117, 16, 19, -3, 2, -4]"
"[193, 49, 13, -22, -78.5, 2, -4]"
"[193, 49, 13, -22, -78.5, 2, -4]"
"[192, 154, 7, 6.75, -15.75, 2, -4]"
"[192, 154, 7, 6.75, -15.75, 4, -4]"
"[192, 164, 7, -57, -84, 4, -5]"
"[192, 164, 7, -57, -84, 2, -5]"
"[192, 159, -4, -102.75, -41, 4.5, -5]"
"[191, 158, 5, -83.75, -31, 2, -5]"
"[191, 158, 5, -83.75, -31, 9, -5]"
"[191, 161, -9, -104.5, 4.75, 2, -5]"
"[191, 161, -9, -104.5, 4.75, 9, -5]"
"[178, 191, -2, -60.75, -4.25, 4, -4]"
"[190, 184, -15, -58.75, 46.75, 9, -4]"
"[104, 190, -7, -10, 110.5, 2, -4]"
"[104, 190, -7, -10, 110.5, 9, -4]"
"[171, 190, -23, 11.25, -1.25, 2, -4]"
"[171, 190, -23, 11.25, -1.25, 2, -4]"
"[160, 190, -1, 17.25, 45.75, 2, -4]"
"[160, 190, -1, 17.25, 45.75, 9, -4]"
"[150, 190, -22, 56.75, -26.25, 2, -4]"
"[188, 190, -5, 21.25, -81.75, 2, -4]"
"[188, 190, -20, 2.25, -33.5, 9, -4]"
"[188, 190, -20, 2.25, -33.5, 2, -4]"
"[190, 186, -25, 0.5, 2.5, 2, -3]"
"[152, 190, -16, -48, 30.25, 2, -3]"
"[155, 190, -24, -118.25, 35.5, 9, -3]"
"[144, 190, -19, -53.75, 69.5, 2, -3]"
"[144, 190, -19, -53.75, 69.5, 9, -3]"
"[45, 190, -14, -82.75, -9.5, 4.5, -3]"
"[45, 190, -19, -54.25, -8.5, 9, -3]"
"[17, 190, -11, 33.75, 3.75, 9, -2]"
"[103, 190, -16, -30.25, -66.75, 2, -2]"
"[17, 190, -6, 32, 27.5, 9, -2]"
"[17, 190, -6, 32, 27.5, 2, -2]"
"[175, 190, -10, 39.75, 14.75, 9, -2]"
"[184, 190, -9, 33.5, 20, 2, -2]"
"[184, 190, -9, 33.5, 20, 2, -2]"
"[143, 191, -11, 79.5, 106.5, 4, -2]"
"[143, 191, -11, 79.5, 106.5, 9, -2]"
"[179, 191, -3, 21.75, 50.5, 2, -2]"
"[161, 191, -15, 31.5, 64, 9, -2]"
"[161, 191, -15, 31.5, 64, 2, -2]"
"[181, 192, -11, -31, 39.5, 9, -1]"
"[181, 192, -12, -31, 39.5, 2, -1]"
"[170, 192, -28, -65.75, -3.5, 9, -1]"
"[170, 192, -28, -65.75, -3.5, 2, -1]"
"[170, 193, -16, -56.25, -3.5, 6, -1]"
"[133, 193, -27, -54.75, 42.5, 2, -1]"
"[133, 193, -15, -7.5, 71, 6, -1]"
"[20, 193, -10, 19, 39.25, 9, -1]"
"[28, 194, -15, 57.75, 53.25, 9, -1]"
"[28, 194, -11, 114.25, -7.75, 2, 0]"
"[60, 194, -17, 68.5, -45.75, 9, 0]"
"[60, 194, -18, 68.5, -45.75, 2, 0]"
"[172, 195, -11, 65.5, 0.5, 9, 0]"
"[109, 195, -6, 47.5, -31.5, 2, 0]"
"[42, 196, -6, 7.25, 21, 9, 0]"
"[42, 196, -8, 31.5, -10, 9, 0]"
"[42, 196, -9, 31.5, -10, 2, 0]"
"[42, 196, -9, 31.5, -10, 9, 0]"
"[186, 198, -1, 86, 35, 2, 0]"
"[186, 198, -3, 28.5, 48, 4.5, 0]"
"[186, 198, -3, 28.5, 48, 2, 0]"
"[185, 199, -16, 10, -50.5, 9, 0]"
"[185, 199, -16, 10, -50.5, 2, 0]"
"[199, 195, -10, -32.5, -50.75, 4, 0]"
"[177, 200, -14, -60.75, -88.5, 4, 0]"
"[177, 200, -15, -60.75, -88.5, 2, 0]"
"[170, 200, -15, -42, -111.25, 9, 0]"
"[170, 200, -16, -42, -111.25, 2, 0]"
"[168, 202, -9, -26.75, 7.25, 4, 0]"
"[168, 202, -10, -26.75, 7.25, 9, 0]"
"[169, 203, -27, 16, 6.5, 9, 0]"
"[169, 203, -28, 16, 6.5, 2, 0]"
"[111, 204, -20, -7.75, -46.75, 6, 1]"
"[111, 204, -21, -7.75, -46.75, 2, 1]"
"[152, 205, -25, -12.25, 8.25, 9, 1]"
"[152, 205, -26, -12.25, 8.25, 2, 1]"
"[164, 206, -31, -35.75, -73.5, 6, 1]"
"[17, 206, -26, -21.5, -47, 2, 1]"
"[49, 207, -35, -83.5, -49.5, 6, 2]"
"[49, 207, -36, -83.5, -49.5, 4.5, 2]"
"[141, 208, -26, -71, -59.75, 4.5, 2]"
"[141, 208, -22, -21.75, -62.75, 6, 2]"
