-36,0.2,21
-36,0.2,39
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-36,0.2,21
-111,-1,224
-111,-1,39
-112,-1,21
-109,-0.7,40
-107,-0.7,40
-107,-0.7,21
-105,-0.7,39
-104,-0.7,40
-102,-0.7,39
-97,-0.7,40
-95,-0.7,39
-91,-0.7,40
-85,-0.7,39
-85,-0.7,39
-82,-0.7,40
-75,-0.3,21
-70,-0.3,40
-64,-0.3,39
-57,0,60
-57,0,60
-49,0,59
-48,0,41
-42,0,40
-40,0,39
-37,0.2,40
-34,0.2,41
-33,0.2,40
-30,0.2,40
-26,0.4,39
-25,0.4,40
-22,0.4,39
-20,0.4,39
-18,0.6,39
-14,0.6,40
-15,0.6,39
-13,0.6,40
-13,0.6,40
-9,0.8,39
-5,0.8,40
-5,0.8,40
-3,1,39
0,1,39
1,1,21
3,1,40
8,0.8,39
11,0.6,40
15,0.6,39
18,0.6,40
20,0.4,39
27,0.4,40
28,0.4,40
31,0.2,40
31,0.2,40
36,0.2,40
39,0.2,40
43,0,40
49,0,40
51,0,40
51,0,40
52,0,40
52,0,40
51,0,40
48,0,40
46,0,40
45,0,40
43,0,40
41,0,40
39,0.2,40
38,0.2,40
37,0.2,40
36,0.2,40
36,0.2,40
36,0.2,40
40,0,40
45,0,40
48,0,40
49,0,40
51,0,40
52,0,40
54,0,40
55,0,40
56,0,40
57,0,40
57,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
57,0,40
57,0,40
57,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
56,0,40
-6,0.8,40
56,0,40
54,0,40
47,0,40
45,0,40
42,0,40
40,0,40
38,0.2,40
36,0.2,40
34,0.2,40
28,0.4,40
25,0.4,40
25,0.4,40
22,0.4,40
21,0.4,40
20,0.4,40
20,0.4,40
19,0.6,40
18,0.6,40
17,0.6,40
16,0.6,40
14,0.6,40
13,0.6,40
13,0.6,40
13,0.6,40
13,0.6,40
11,0.6,40
10,0.6,40
11,0.6,40
11,0.6,40
11,0.6,40
10,0.6,40
10,0.6,40
11,0.6,40
12,0.6,40
14,0.6,40
15,0.6,40
16,0.6,40
16,0.6,40
18,0.6,40
18,0.6,40
18,0.6,40
18,0.6,40
17,0.6,40
17,0.6,40
16,0.6,40
14,0.6,40
12,0.6,40
12,0.6,40
12,0.6,40
13,0.6,40
14,0.6,40
14,0.6,40
15,0.6,40
15,0.6,40
16,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
16,0.6,40
16,0.6,40
16,0.6,40
16,0.6,40
16,0.6,40
16,0.6,40
16,0.6,40
17,0.6,40
17,0.6,40
17,0.6,40
17,0.6,40
17,0.6,40
17,0.6,40
17,0.6,40
17,0.6,40
16,0.6,40
16,0.6,40
16,0.6,40
16,0.6,40
16,0.6,40
16,0.6,40
15,0.6,40
16,0.6,40
16,0.6,40
16,0.6,40
16,0.6,40
15,0.6,40
16,0.6,40
16,0.6,40
19,0.6,40
19,0.6,40
19,0.6,40
19,0.6,40
18,0.6,40
19,0.6,40
19,0.6,40
19,0.6,40
19,0.6,40
19,0.6,40
19,0.6,40
19,0.6,40
19,0.6,40
19,0.6,40
20,0.4,40
19,0.6,40
19,0.6,40
19,0.6,40
19,0.6,40
19,0.6,40
18,0.6,40
18,0.6,40
18,0.6,40
17,0.6,40
17,0.6,40
17,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,39
15,0.6,40
15,0.6,40
15,0.6,40
15,0.6,41
14,0.6,39
14,0.6,39
14,0.6,40
14,0.6,40
14,0.6,40
14,0.6,39
14,0.6,40
14,0.6,39
14,0.6,40
14,0.6,39
15,0.6,21
15,0.6,40
16,0.6,40
16,0.6,40
15,0.6,39
15,0.6,40
15,0.6,21
14,0.6,40
15,0.6,39
15,0.6,40
15,0.6,39
15,0.6,21
15,0.6,40
15,0.6,39
14,0.6,40
14,0.6,39
14,0.6,40
15,0.6,21
15,0.6,40
15,0.6,39
14,0.6,40
