"[-1, -1, -93, -0.25, 0, 4, 0]","[-1, -1, -93, -0.25, 0, 4, 0]"
"[-1, -1, -93, -0.25, 0, 2, 0]","[-1, -1, -93, -0.25, 0, 4, 0]"
"[-1, -1, -93, -0.25, 0, 2, 1]","[-1, -1, -93, -0.25, 0, 2, 0]"
"[-1, -1, -93, -0.25, -0.75, 2, 2]","[-1, -1, -93, -0.25, 0, 2, 1]"
"[22, 209, -93, -0.75, -2, 2, 2]","[-1, -1, -93, -0.25, -0.75, 2, 2]"
"[21, 209, -93, -1.75, -3.75, 2, 3]","[22, 209, -93, -0.75, -2, 2, 2]"
"[21, 209, -94, -1.75, -3.75, 2, 4]","[21, 209, -93, -1.75, -3.75, 2, 3]"
"[21, 209, -89, -27.5, -46, 2, 5]","[21, 209, -94, -1.75, -3.75, 2, 4]"
"[21, 209, -90, -27.5, -46, 2, 5]","[21, 209, -89, -27.5, -46, 2, 5]"
"[22, 211, -79, -7.75, -80.25, 2, 6]","[21, 209, -90, -27.5, -46, 2, 5]"
"[26, 212, -73, 38.5, -76.25, 2, 7]","[22, 211, -79, -7.75, -80.25, 2, 6]"
"[26, 212, -73, 38.5, -76.25, 2, 7]","[26, 212, -73, 38.5, -76.25, 2, 7]"
"[23, 212, -62, 89, -55.5, 2, 8]","[26, 212, -73, 38.5, -76.25, 2, 7]"
"[64, 213, -49, 160, -15.25, 2, 8]","[23, 212, -62, 89, -55.5, 2, 8]"
"[64, 213, -40, 203.5, 64.25, 2, 9]","[64, 213, -49, 160, -15.25, 2, 8]"
"[64, 213, -40, 203.5, 64.25, 2, 9]","[64, 213, -40, 203.5, 64.25, 2, 9]"
"[64, 214, -28, 215.25, 85, 2, 9]","[64, 213, -40, 203.5, 64.25, 2, 9]"
"[124, 215, -19, 225.75, 72.25, 2, 9]","[64, 214, -28, 215.25, 85, 2, 9]"
"[146, 215, -12, 207.25, 26.5, 2, 9]","[124, 215, -19, 225.75, 72.25, 2, 9]"
"[146, 215, -12, 207.25, 26.5, 6, 10]","[146, 215, -12, 207.25, 26.5, 2, 9]"
"[172, 216, -6, 164, -35.5, 6, 10]","[146, 215, -12, 207.25, 26.5, 6, 10]"
"[172, 216, -6, 164, -35.5, 2, 10]","[172, 216, -6, 164, -35.5, 6, 10]"
"[192, 217, -1, 129, -53, 2, 10]","[172, 216, -6, 164, -35.5, 2, 10]"
"[157, 218, 0, 74, -88.5, 2, 10]","[192, 217, -1, 129, -53, 2, 10]"
"[213, 218, 4, 67.5, -3, 3.5, 10]","[157, 218, 0, 74, -88.5, 2, 10]"
"[213, 218, 3, 67.5, -3, 2, 10]","[213, 218, 4, 67.5, -3, 3.5, 10]"
"[219, 219, 5, 54.75, -9, 2, 10]","[213, 218, 3, 67.5, -3, 2, 10]"
