-91,[-0.01308533],39
-91,[-0.05392344],39
-91,[-0.07348882],39
-92,[-0.06155554],40
-92,[-0.0830615],40
-97,[-0.17235288],40
-97,[-0.12816562],40
-98,[-0.13658645],21
-85,[-0.00744245],39
-86,[-0.00226489],39
-80,[0.02014295],40
-70,[0.14819695],21
-70,[0.16465734],21
-56,[0.30957324],39
-43,[0.42440986],40
-44,[0.35400459],40
-35,[0.53182165],21
-36,[0.41486338],21
-25,[0.57360572],39
-25,[0.5431252],39
-18,[0.63057523],40
-18,[0.69853656],40
-6,[0.80191945],40
-6,[0.80623835],40
2,[0.89598363],21
18,[0.83175044],39
17,[0.89063471],39
17,[0.89100696],39
34,[0.73453977],39
41,[0.60730307],40
41,[0.59659783],40
53,[0.46836289],40
56,[0.48828358],39
56,[0.46624518],39
56,[0.48197248],39
61,[0.47931539],40
61,[0.40351594],40
63,[0.40095384],40
59,[0.48397455],21
59,[0.45437608],21
59,[0.5035367],21
49,[0.62188169],39
44,[0.67717284],39
44,[0.68322005],39
39,[0.67238103],40
38,[0.75694978],40
35,[0.74375697],40
35,[0.7730985],40
31,[0.83386142],21
31,[0.82481302],21
28,[0.83388448],39
26,[0.87650591],40
26,[0.91941233],40
22,[0.91496069],21
22,[0.94034628],21
25,[0.92315042],39
25,[0.84807168],40
26,[0.84425096],39
23,[0.93073903],40
23,[0.86089271],40
19,[0.99971105],21
19,[0.94291047],40
19,[0.9192871],40
19,[0.91684656],40
21,[0.88421345],39
22,[0.9307596],21
22,[0.93317746],21
24,[0.94192377],39
25,[0.91048927],40
25,[0.93293782],40
28,[0.89647767],21
28,[0.85601705],21
28,[0.8398784],38
27,[0.85921682],40
27,[0.88399816],40
25,[0.88691603],21
25,[0.90701303],21
23,[0.91068478],39
22,[0.90856441],40
22,[0.86526525],40
23,[0.90673045],21
25,[0.81122364],39
25,[0.8630755],39
30,[0.7985436],40
29,[0.85144473],39
35,[0.69398634],40
36,[0.73656331],39
36,[0.69062929],39
40,[0.69733545],39
40,[0.64399824],39
40,[0.63124163],40
41,[0.6003761],40
41,[0.69852166],21
41,[0.6328387],40
40,[0.64007769],39
40,[0.6422896],39
40,[0.60847548],39
40,[0.60769935],39
42,[0.57295828],40
44,[0.58266246],40
43,[0.59711206],40
44,[0.57230959],40
45,[0.59370518],39
43,[0.62116782],40
44,[0.56043935],40
43,[0.61941345],39
44,[0.59404405],39
44,[0.53152431],39
40,[0.54022441],40
40,[0.59382823],40
46,[0.46999905],40
44,[0.54514449],38
45,[0.53539374],38
48,[0.47571308],40
47,[0.45102046],39
48,[0.44102963],39
48,[0.43112895],38
49,[0.39352197],39
50,[0.44729125],40
50,[0.40264608],40
52,[0.39768217],39
52,[0.35463257],38
50,[0.43810417],39
52,[0.33246127],40
50,[0.3639625],39
50,[0.3886442],39
47,[0.45918282],38
39,[0.52124369],39
40,[0.52358212],39
34,[0.55759954],21
35,[0.49237838],21
28,[0.55885507],39
23,[0.64663085],39
23,[0.65168075],39
20,[0.6781955],40
17,[0.71934927],41
15,[0.67142403],40
10,[0.74870444],39
10,[0.75912687],39
7,[0.82247661],40
8,[0.81684552],40
5,[0.77353547],39
0,[0.86493838],40
-2,[0.87882971],39
-2,[0.88911413],39
-1,[0.88348934],39
-7,[0.94482447],39
-5,[0.86578202],40
-9,[0.9637645],21
-8,[0.91683735],21
-8,[0.85615522],39
-9,[0.96027111],21
-8,[0.86477017],40
-11,[0.901439],21
-11,[0.93299312],21
