CFSLGR_DataFile
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF
íËäi,100,100,100,2,2,2
åoâﬂéûä‘[sec],Fx[N],Fy[N],Fz[N],Mx[Nm],My[Nm],Mz[Nm]
0.0000,0.03,0.07,0.06,-0.001,0.000,-0.002
0.0008,0.00,0.03,0.07,0.002,-0.002,-0.001
0.0017,0.00,0.02,0.20,0.003,0.000,-0.001
0.0025,-0.01,0.10,0.17,0.000,0.000,-0.003
0.0033,-0.02,0.10,0.13,-0.001,-0.001,-0.001
0.0042,0.01,0.06,0.20,0.002,0.001,-0.002
0.0050,0.03,0.06,0.16,0.001,0.003,-0.002
0.0058,0.07,0.07,0.19,-0.001,0.003,-0.002
0.0067,0.04,0.07,0.22,0.000,0.002,-0.002
0.0075,0.03,0.08,0.23,0.000,0.003,-0.002
0.0083,0.05,0.10,0.27,-0.003,0.003,-0.003
0.0092,0.02,0.16,0.26,-0.005,0.001,-0.002
0.0100,-0.02,0.15,0.28,-0.003,0.000,-0.002
0.0108,0.02,0.16,0.28,-0.004,0.001,-0.002
0.0117,0.02,0.13,0.26,-0.005,0.002,-0.002
0.0125,0.06,0.13,0.31,-0.004,0.004,-0.001
0.0133,0.07,0.12,0.35,-0.004,0.007,-0.002
0.0142,0.07,0.13,0.39,-0.004,0.008,-0.001
0.0150,0.09,0.10,0.43,-0.004,0.012,-0.001
0.0158,0.12,0.12,0.44,-0.003,0.014,-0.002
0.0167,0.07,0.15,0.19,-0.003,0.015,-0.001
0.0175,0.02,0.08,-0.02,-0.005,0.014,-0.001
0.0183,0.05,0.19,-0.20,-0.014,0.020,0.001
0.0192,0.21,0.31,0.00,-0.027,0.025,-0.001
0.0200,0.16,0.21,0.37,-0.015,0.026,0.000
0.0208,0.17,0.09,0.04,-0.017,0.021,0.001
0.0217,0.00,0.16,-0.08,-0.017,0.025,0.000
0.0225,0.05,0.03,0.08,-0.018,0.034,0.000
0.0233,0.14,0.12,-0.22,-0.027,0.033,0.002
0.0242,0.16,0.13,-0.35,-0.038,0.040,0.004
0.0250,0.21,0.12,-0.01,-0.035,0.048,0.000
0.0258,0.30,0.02,-0.05,-0.039,0.049,0.005
0.0267,0.28,0.16,-0.21,-0.052,0.049,0.005
0.0275,0.18,0.22,-0.13,-0.058,0.053,0.005
0.0283,0.26,0.30,-0.15,-0.064,0.056,0.005
0.0292,0.31,0.38,-0.18,-0.075,0.058,0.005
0.0300,0.28,0.40,0.01,-0.078,0.056,0.004
0.0308,0.26,0.36,-0.02,-0.079,0.056,0.004
0.0317,0.25,0.40,-0.19,-0.086,0.054,0.004
0.0325,0.20,0.45,-0.30,-0.089,0.051,0.003
0.0333,0.16,0.41,-0.08,-0.087,0.047,0.002
0.0342,0.11,0.39,0.07,-0.084,0.047,0.003
0.0350,0.17,0.44,-0.01,-0.087,0.048,0.003
0.0358,0.16,0.43,0.31,-0.080,0.048,0.001
0.0367,0.17,0.38,0.40,-0.074,0.046,0.003
0.0375,0.12,0.45,0.41,-0.073,0.046,0.003
0.0383,0.20,0.54,0.34,-0.073,0.049,0.003
0.0392,0.21,0.51,0.49,-0.068,0.050,0.002
0.0400,0.22,0.42,0.30,-0.055,0.052,0.003
0.0408,0.29,0.36,0.12,-0.042,0.049,0.000
0.0417,0.31,0.29,0.14,-0.031,0.052,0.002
0.0425,0.34,0.24,0.04,-0.017,0.049,0.000
0.0433,0.30,0.10,0.06,-0.004,0.050,0.001
0.0442,0.35,0.00,0.00,0.009,0.045,-0.001
0.0450,0.27,-0.05,0.06,0.018,0.043,0.001
0.0458,0.27,-0.12,0.12,0.029,0.036,-0.001
0.0467,0.17,-0.24,0.19,0.035,0.034,0.001
0.0475,0.19,-0.29,0.03,0.034,0.026,0.000
0.0483,0.08,-0.23,0.04,0.030,0.024,0.002
0.0492,0.10,-0.18,0.04,0.028,0.022,0.002
0.0500,0.09,-0.09,-0.01,0.023,0.017,0.002
0.0508,0.05,-0.07,-0.01,0.021,0.013,0.002
0.0517,-0.04,-0.07,0.08,0.019,0.009,0.001
0.0525,-0.05,-0.08,0.15,0.017,0.007,0.001
0.0533,-0.12,-0.06,0.14,0.013,0.004,0.000
0.0542,-0.06,-0.02,0.19,0.011,0.002,0.001
0.0550,-0.10,-0.03,0.19,0.010,0.002,0.001
0.0558,-0.04,0.01,0.13,0.007,0.002,0.000
0.0567,-0.07,0.03,0.05,0.007,0.002,0.001
0.0575,-0.02,0.02,0.07,0.007,0.003,0.001
0.0583,-0.05,0.02,0.00,0.007,0.004,0.001
0.0592,0.01,0.00,0.04,0.008,0.006,0.001
0.0600,0.03,-0.07,0.10,0.012,0.007,0.001
0.0608,0.08,-0.07,0.12,0.013,0.009,0.001
0.0617,0.06,-0.06,0.07,0.011,0.010,0.001
0.0625,0.05,-0.06,0.08,0.013,0.010,0.001
0.0633,0.08,-0.09,0.20,0.015,0.011,0.002
0.0642,0.10,-0.08,0.30,0.014,0.011,0.001
0.0650,0.11,-0.08,0.37,0.014,0.011,0.002
0.0658,0.09,-0.04,0.33,0.012,0.009,0.001
0.0667,0.04,0.05,0.15,0.006,0.006,0.001
0.0675,0.07,0.06,0.08,0.004,0.005,0.002
0.0683,0.06,0.07,0.08,0.001,0.003,0.001
0.0692,0.00,0.07,0.07,0.000,0.000,0.001
0.0700,-0.02,0.10,0.12,-0.001,-0.002,0.001
0.0708,0.06,0.19,0.10,-0.008,0.002,0.000
0.0717,0.02,0.19,0.06,-0.002,0.000,0.000
0.0725,-0.10,0.14,0.11,-0.001,-0.007,0.001
0.0733,-0.11,0.19,-0.16,0.000,-0.007,-0.002
0.0742,-0.07,0.09,-0.30,0.003,-0.005,0.000
0.0750,-0.08,0.00,-0.23,0.005,-0.007,-0.001
0.0758,-0.03,-0.04,-0.11,0.007,-0.005,-0.001
0.0767,0.00,-0.01,-0.10,0.006,-0.003,-0.003
0.0775,-0.14,-0.03,-0.12,0.006,-0.009,-0.002
0.0783,-0.17,-0.04,0.11,0.009,-0.009,-0.002
0.0792,-0.12,-0.02,0.14,0.008,-0.006,-0.004
0.0800,-0.08,-0.02,0.08,0.007,-0.005,-0.003
