pitch
yaw
left
right
"['131', '140', '140', 60]","['126', '0', '0', 0]","['126', '0', '0', 0]",2,160,110,48,3.4010584354400635
"['131', '140', '140', 60]","['131', '140', '140', 60]","['126', '0', '0', 0]",1,160,100,48,0.04935169219970703
"['130', '140', '140', 60]","['131', '140', '140', 60]","['131', '140', '140', 60]",1,160,100,47,0.04650163650512695
"['128', '140', '140', 60]","['130', '140', '140', 60]","['131', '140', '140', 60]",1,160,100,50,0.047443389892578125
"['126', '140', '140', 60]","['128', '140', '140', 60]","['130', '140', '140', 60]",1,160,100,47,0.05680489540100098
"['127', '140', '140', 60]","['126', '140', '140', 60]","['128', '140', '140', 60]",1,160,100,62,0.04884958267211914
"['125', '160', '100', 60]","['127', '140', '140', 60]","['126', '140', '140', 60]",1,160,100,40,0.04887127876281738
"['124', '160', '100', 60]","['125', '160', '100', 60]","['127', '140', '140', 60]",1,160,100,68,0.048058509826660156
"['123', '160', '100', 60]","['124', '160', '100', 60]","['125', '160', '100', 60]",1,160,100,48,0.061713457107543945
"['120', '160', '100', 60]","['123', '160', '100', 60]","['124', '160', '100', 60]",1,160,100,44,0.047560930252075195
"['118', '160', '100', 60]","['120', '160', '100', 60]","['123', '160', '100', 60]",1,160,100,40,0.04583406448364258
"['114', '160', '100', 60]","['118', '160', '100', 60]","['120', '160', '100', 60]",1,160,100,59,0.050420284271240234
"['112', '160', '100', 60]","['114', '160', '100', 60]","['118', '160', '100', 60]",1,160,100,49,0.04895663261413574
"['110', '160', '100', 60]","['112', '160', '100', 60]","['114', '160', '100', 60]",1,160,100,48,0.04884934425354004
"['107', '160', '100', 60]","['110', '160', '100', 60]","['112', '160', '100', 60]",1,160,100,48,0.04747128486633301
"['106', '160', '100', 60]","['107', '160', '100', 60]","['110', '160', '100', 60]",1,160,100,48,0.06226539611816406
"['105', '160', '100', 60]","['106', '160', '100', 60]","['107', '160', '100', 60]",1,160,100,48,0.047577619552612305
"['99', '160', '100', 60]","['105', '160', '100', 60]","['106', '160', '100', 60]",1,160,100,58,0.045758724212646484
"['99', '160', '100', 60]","['99', '160', '100', 60]","['105', '160', '100', 60]",1,160,100,40,0.05061149597167969
"['95', '160', '100', 60]","['99', '160', '100', 60]","['99', '160', '100', 60]",1,160,100,71,0.04788398742675781
"['93', '160', '100', 60]","['95', '160', '100', 60]","['99', '160', '100', 60]",1,160,100,49,0.048980712890625
"['93', '160', '100', 60]","['93', '160', '100', 60]","['95', '160', '100', 60]",1,160,100,40,0.05660080909729004
"['92', '160', '100', 60]","['93', '160', '100', 60]","['93', '160', '100', 60]",1,160,100,55,0.0456697940826416
"['93', '160', '100', 60]","['92', '160', '100', 60]","['93', '160', '100', 60]",1,160,100,48,0.04777264595031738
"['91', '160', '100', 60]","['93', '160', '100', 60]","['92', '160', '100', 60]",1,160,100,48,0.04590916633605957
"['89', '160', '100', 60]","['91', '160', '100', 60]","['93', '160', '100', 60]",1,160,100,48,0.04748272895812988
"['89', '160', '100', 60]","['89', '160', '100', 60]","['91', '160', '100', 60]",1,160,100,48,0.04748797416687012
"['85', '160', '100', 60]","['89', '160', '100', 60]","['89', '160', '100', 60]",1,160,100,49,0.06013846397399902
