pitch
yaw
left
right
"['137', '140', '140', 1.75]","['135', '0', '0', 1.5]","['135', '0', '0', 1.5]",2,200,100,43,1.5985162258148193
"['139', '140', '140', 1.75]","['137', '140', '140', 1.75]","['135', '0', '0', 1.5]",2,200,100,39,0.05590391159057617
"['140', '140', '140', 2]","['139', '140', '140', 1.75]","['137', '140', '140', 1.75]",3,200,100,62,0.042855262756347656
"['139', '200', '100', 1.25]","['140', '140', '140', 2]","['139', '140', '140', 1.75]",4,200,100,48,0.0468754768371582
"['138', '200', '100', 2]","['139', '200', '100', 1.25]","['140', '140', '140', 2]",3,200,100,48,0.046900272369384766
"['137', '200', '100', 2]","['138', '200', '100', 2]","['139', '200', '100', 1.25]",3,200,100,48,0.046875
"['134', '200', '100', 2]","['137', '200', '100', 2]","['138', '200', '100', 2]",3,200,100,48,0.061434268951416016
"['131', '200', '100', 2]","['134', '200', '100', 2]","['137', '200', '100', 2]",3,200,100,48,0.05083942413330078
"['128', '200', '100', 2]","['131', '200', '100', 2]","['134', '200', '100', 2]",3,200,100,48,0.05814981460571289
"['123', '200', '100', 2]","['128', '200', '100', 2]","['131', '200', '100', 2]",3,200,100,72,0.04729032516479492
"['120', '200', '100', 1]","['123', '200', '100', 2]","['128', '200', '100', 2]",7,200,100,49,0.04717278480529785
"['114', '200', '100', 1]","['120', '200', '100', 1]","['123', '200', '100', 2]",5,200,100,48,0.045247793197631836
"['110', '200', '100', 1]","['114', '200', '100', 1]","['120', '200', '100', 1]",6,200,100,40,0.049042701721191406
"['102', '200', '100', 2]","['110', '200', '100', 1]","['114', '200', '100', 1]",3,200,100,56,0.046079158782958984
"['98', '200', '100', 2]","['102', '200', '100', 2]","['110', '200', '100', 1]",3,200,100,49,0.05793356895446777
"['96', '200', '100', 2]","['98', '200', '100', 2]","['102', '200', '100', 2]",3,200,100,48,0.0626530647277832
"['89', '200', '100', 2]","['96', '200', '100', 2]","['98', '200', '100', 2]",3,200,100,45,0.04724574089050293
"['86', '200', '100', 2]","['89', '200', '100', 2]","['96', '200', '100', 2]",3,200,100,50,0.04680824279785156
"['81', '200', '100', 2]","['86', '200', '100', 2]","['89', '200', '100', 2]",3,200,100,49,0.0489954948425293
"['74', '200', '100', 1]","['81', '200', '100', 2]","['86', '200', '100', 2]",7,181,100,48,0.047158002853393555
"['72', '200', '100', 2]","['74', '200', '100', 1]","['81', '200', '100', 2]",3,200,100,48,0.04804563522338867
"['68', '200', '100', 1.25]","['72', '200', '100', 2]","['74', '200', '100', 1]",4,190,100,71,0.045040130615234375
"['65', '181', '100', 1.25]","['68', '200', '100', 1.25]","['72', '200', '100', 2]",4,185,100,49,0.054502248764038086
"['63', '200', '100', 1.25]","['65', '181', '100', 1.25]","['68', '200', '100', 1.25]",4,181,100,46,0.05586743354797363
"['60', '185', '100', 1.25]","['63', '200', '100', 1.25]","['65', '181', '100', 1.25]",4,178,100,38,0.04737687110900879
"['55', '185', '100', 1.25]","['60', '185', '100', 1.25]","['63', '200', '100', 1.25]",4,175,100,62,0.047278642654418945
"['52', '181', '100', 1.25]","['55', '185', '100', 1.25]","['60', '185', '100', 1.25]",4,168,100,48,0.04726409912109375
"['48', '178', '100', 1.25]","['52', '181', '100', 1.25]","['55', '185', '100', 1.25]",4,165,100,48,0.04699254035949707
"['47', '175', '100', 1.25]","['48', '178', '100', 1.25]","['52', '181', '100', 1.25]",4,160,100,42,0.04692697525024414
"['43', '175', '100', 1.25]","['47', '175', '100', 1.25]","['48', '178', '100', 1.25]",4,158,100,53,0.04660940170288086
"['38', '175', '100', 1.25]","['43', '175', '100', 1.25]","['47', '175', '100', 1.25]",4,153,100,48,0.06202363967895508
"['36', '175', '100', 1.25]","['38', '175', '100', 1.25]","['43', '175', '100', 1.25]",4,147,100,49,0.04712963104248047
"['35', '175', '100', 1.25]","['36', '175', '100', 1.25]","['38', '175', '100', 1.25]",4,145,100,48,0.06188058853149414
"['31', '175', '100', 1.25]","['35', '175', '100', 1.25]","['36', '175', '100', 1.25]",4,143,100,48,0.04788851737976074
"['28', '175', '100', 1.25]","['31', '175', '100', 1.25]","['35', '175', '100', 1.25]",4,138,100,72,0.04693245887756348
"['25', '145', '100', 1.25]","['28', '175', '100', 1.25]","['31', '175', '100', 1.25]",4,135,100,42,0.047234296798706055
"['15', '143', '100', 1.25]","['25', '145', '100', 1.25]","['28', '175', '100', 1.25]",4,131,100,63,0.09960556030273438
"['14', '43', '100', 1.25]","['15', '143', '100', 1.25]","['25', '145', '100', 1.25]",4,118,100,44,0.04876208305358887
"['14', '135', '100', 1.25]","['14', '43', '100', 1.25]","['15', '143', '100', 1.25]",4,117,100,50,0.0534665584564209
"['12', '118', '100', 1.25]","['14', '135', '100', 1.25]","['14', '43', '100', 1.25]",4,117,100,43,0.04784107208251953
"['6', '117', '100', 1.25]","['12', '118', '100', 1.25]","['14', '135', '100', 1.25]",4,115,100,57,0.046575307846069336
"['8', '117', '100', 1.25]","['6', '117', '100', 1.25]","['12', '118', '100', 1.25]",4,107,100,48,0.04540443420410156
"['5', '17', '100', 1.25]","['8', '117', '100', 1.25]","['6', '117', '100', 1.25]",4,110,100,48,0.06148719787597656
"['0', '107', '100', 1.75]","['5', '17', '100', 1.25]","['8', '117', '100', 1.25]",2,108,100,46,0.04729342460632324
"['0', '110', '100', 2]","['0', '107', '100', 1.75]","['5', '17', '100', 1.25]",3,100,100,50,0.04783177375793457
"['-3', '110', '100', 1.25]","['0', '110', '100', 2]","['0', '107', '100', 1.75]",4,100,100,49,0.05949735641479492
"['-5', '108', '100', 1.25]","['-3', '110', '100', 1.25]","['0', '110', '100', 2]",4,100,103,60,0.046225786209106445
"['-8', '100', '100', 1.25]","['-5', '108', '100', 1.25]","['-3', '110', '100', 1.25]",4,100,106,41,0.04742860794067383
