pitch
yaw
left
right
"['-24', '140', '140']","['-21', '0', '0']","['-21', '0', '0']",2,140,170,47,2.3623156547546387
"['-22', '140', '140']","['-24', '140', '140']","['-21', '0', '0']",5,200,140,39,0.04875636100769043
"['-23', '140', '140']","['-22', '140', '140']","['-24', '140', '140']",4,140,200,58,0.04832053184509277
"['-25', '140', '140']","['-23', '140', '140']","['-22', '140', '140']",1,140,140,49,0.05949664115905762
"['-25', '140', '140']","['-25', '140', '140']","['-23', '140', '140']",1,140,140,48,0.0461735725402832
"['-28', '140', '140']","['-25', '140', '140']","['-25', '140', '140']",1,140,140,45,0.04716992378234863
"['-27', '140', '140']","['-28', '140', '140']","['-25', '140', '140']",1,140,140,51,0.04818439483642578
"['-31', '140', '140']","['-27', '140', '140']","['-28', '140', '140']",1,140,140,69,0.04610276222229004
"['-31', '140', '140']","['-31', '140', '140']","['-27', '140', '140']",1,140,140,40,0.04607868194580078
"['-32', '140', '140']","['-31', '140', '140']","['-31', '140', '140']",1,140,140,40,0.04788374900817871
"['-35', '140', '140']","['-32', '140', '140']","['-31', '140', '140']",3,170,140,68,0.059880733489990234
"['-36', '140', '140']","['-35', '140', '140']","['-32', '140', '140']",1,140,140,48,0.050037384033203125
"['-36', '140', '140']","['-36', '140', '140']","['-35', '140', '140']",1,140,140,43,0.04615426063537598
"['-35', '140', '140']","['-36', '140', '140']","['-36', '140', '140']",1,140,140,40,0.06409335136413574
"['-33', '140', '140']","['-35', '140', '140']","['-36', '140', '140']",1,140,140,61,0.044898033142089844
"['-33', '140', '140']","['-33', '140', '140']","['-35', '140', '140']",1,140,140,49,0.046532392501831055
"['-35', '140', '140']","['-33', '140', '140']","['-33', '140', '140']",1,140,140,48,0.049025774002075195
"['-36', '140', '140']","['-35', '140', '140']","['-33', '140', '140']",1,140,140,48,0.05046343803405762
"['-33', '140', '140']","['-36', '140', '140']","['-35', '140', '140']",4,140,200,48,0.057021141052246094
"['-37', '140', '140']","['-33', '140', '140']","['-36', '140', '140']",1,140,140,49,0.04645037651062012
"['-37', '140', '140']","['-37', '140', '140']","['-33', '140', '140']",1,140,140,56,0.04699444770812988
"['-36', '140', '140']","['-37', '140', '140']","['-37', '140', '140']",1,140,140,64,0.04534792900085449
"['-38', '140', '140']","['-36', '140', '140']","['-37', '140', '140']",1,140,140,48,0.04749178886413574
"['-38', '140', '140']","['-38', '140', '140']","['-36', '140', '140']",1,140,140,47,0.04650235176086426
"['-38', '140', '140']","['-38', '140', '140']","['-38', '140', '140']",1,140,140,40,0.060991525650024414
"['-38', '140', '140']","['-38', '140', '140']","['-38', '140', '140']",1,140,140,57,0.04791760444641113
"['-39', '140', '140']","['-38', '140', '140']","['-38', '140', '140']",1,140,140,49,0.054779767990112305
"['-37', '140', '140']","['-39', '140', '140']","['-38', '140', '140']",1,140,140,48,0.04743623733520508
"['-40', '140', '140']","['-37', '140', '140']","['-39', '140', '140']",1,140,140,46,0.04736804962158203
"['-40', '140', '140']","['-40', '140', '140']","['-37', '140', '140']",1,140,140,50,0.046219825744628906
"['-39', '140', '140']","['-40', '140', '140']","['-40', '140', '140']",1,140,140,48,0.046996355056762695
"['-41', '140', '140']","['-39', '140', '140']","['-40', '140', '140']",1,140,140,48,0.060065507888793945
"['-40', '140', '140']","['-41', '140', '140']","['-39', '140', '140']",1,140,140,48,0.048508644104003906
"['-42', '140', '140']","['-40', '140', '140']","['-41', '140', '140']",1,140,140,74,0.048595428466796875
"['-42', '140', '140']","['-42', '140', '140']","['-40', '140', '140']",1,140,140,47,0.06317281723022461
"['-43', '140', '140']","['-42', '140', '140']","['-42', '140', '140']",1,140,140,44,0.04867959022521973
"['-40', '140', '140']","['-43', '140', '140']","['-42', '140', '140']",1,140,140,39,0.04652738571166992
"['-41', '140', '140']","['-40', '140', '140']","['-43', '140', '140']",1,140,140,61,0.0460050106048584
"['-42', '140', '140']","['-41', '140', '140']","['-40', '140', '140']",1,140,140,48,0.04670310020446777
"['-40', '140', '140']","['-42', '140', '140']","['-41', '140', '140']",1,140,140,49,0.05124497413635254
"['-43', '140', '140']","['-40', '140', '140']","['-42', '140', '140']",1,140,140,42,0.049265384674072266
"['-43', '140', '140']","['-43', '140', '140']","['-40', '140', '140']",1,140,140,54,0.05801892280578613
"['-45', '140', '140']","['-43', '140', '140']","['-43', '140', '140']",1,140,140,48,0.04717421531677246
"['-46', '140', '140']","['-45', '140', '140']","['-43', '140', '140']",1,140,140,49,0.04726886749267578
"['-46', '140', '140']","['-46', '140', '140']","['-45', '140', '140']",1,140,140,47,0.04624366760253906
"['-50', '140', '140']","['-46', '140', '140']","['-46', '140', '140']",1,140,140,74,0.04814720153808594
"['-49', '140', '140']","['-50', '140', '140']","['-46', '140', '140']",1,140,140,47,0.05586433410644531
"['-49', '140', '140']","['-49', '140', '140']","['-50', '140', '140']",1,140,140,40,0.04890179634094238
"['-47', '140', '140']","['-49', '140', '140']","['-49', '140', '140']",1,140,140,40,0.05019688606262207
"['-48', '140', '140']","['-47', '140', '140']","['-49', '140', '140']",1,140,140,64,0.04683542251586914
"['-48', '140', '140']","['-48', '140', '140']","['-47', '140', '140']",1,140,140,48,0.06175947189331055
"['-48', '140', '140']","['-48', '140', '140']","['-48', '140', '140']",1,140,140,47,0.046843767166137695
"['-48', '140', '140']","['-48', '140', '140']","['-48', '140', '140']",1,140,140,49,0.04821515083312988
"['-47', '140', '140']","['-48', '140', '140']","['-48', '140', '140']",1,140,140,49,0.048612356185913086
"['-49', '140', '140']","['-47', '140', '140']","['-48', '140', '140']",1,140,140,48,0.04799675941467285
"['-50', '140', '140']","['-49', '140', '140']","['-47', '140', '140']",1,140,140,48,0.05922579765319824
"['-48', '140', '140']","['-50', '140', '140']","['-49', '140', '140']",1,140,140,48,0.04513812065124512
"['-53', '140', '140']","['-48', '140', '140']","['-50', '140', '140']",1,140,140,73,0.04716181755065918
"['-53', '140', '140']","['-53', '140', '140']","['-48', '140', '140']",1,140,140,44,0.04649710655212402
"['-53', '140', '140']","['-53', '140', '140']","['-53', '140', '140']",1,140,140,40,0.046370506286621094
"['-56', '140', '140']","['-53', '140', '140']","['-53', '140', '140']",1,140,140,60,0.059117794036865234
