pitch
yaw
left
right
"['-34', '140', '140']","['-27', '0', '0']","['-27', '0', '0']",2,140,170,61,1.7673451900482178
"['-33', '140', '140']","['-34', '140', '140']","['-27', '0', '0']",2,140,170,49,0.048947811126708984
"['-32', '140', '140']","['-33', '140', '140']","['-34', '140', '140']",2,140,170,39,0.04659461975097656
"['-32', '140', '170']","['-32', '140', '140']","['-33', '140', '140']",2,140,170,64,0.046484947204589844
"['-29', '140', '170']","['-32', '140', '170']","['-32', '140', '140']",4,140,200,49,0.05366039276123047
"['-28', '140', '170']","['-29', '140', '170']","['-32', '140', '170']",5,200,140,53,0.05303549766540527
"['-26', '200', '140']","['-28', '140', '170']","['-29', '140', '170']",5,200,140,47,0.04755568504333496
"['-24', '200', '140']","['-26', '200', '140']","['-28', '140', '170']",5,200,140,49,0.048074960708618164
"['-23', '200', '140']","['-24', '200', '140']","['-26', '200', '140']",5,200,140,48,0.0461275577545166
"['-21', '200', '140']","['-23', '200', '140']","['-24', '200', '140']",5,200,140,48,0.06054544448852539
"['-22', '200', '140']","['-21', '200', '140']","['-23', '200', '140']",5,200,140,48,0.047783613204956055
"['-21', '200', '140']","['-22', '200', '140']","['-21', '200', '140']",5,200,140,59,0.048306941986083984
"['-22', '200', '140']","['-21', '200', '140']","['-22', '200', '140']",5,200,140,47,0.04819226264953613
"['-24', '200', '140']","['-22', '200', '140']","['-21', '200', '140']",5,200,140,55,0.05961966514587402
"['-26', '200', '140']","['-24', '200', '140']","['-22', '200', '140']",5,200,140,50,0.04887819290161133
"['-30', '200', '140']","['-26', '200', '140']","['-24', '200', '140']",5,200,140,50,0.046248435974121094
"['-30', '200', '140']","['-30', '200', '140']","['-26', '200', '140']",5,200,140,44,0.04715728759765625
"['-34', '200', '140']","['-30', '200', '140']","['-30', '200', '140']",5,200,140,56,0.04795360565185547
"['-37', '200', '140']","['-34', '200', '140']","['-30', '200', '140']",5,200,140,48,0.047899484634399414
"['-40', '200', '140']","['-37', '200', '140']","['-34', '200', '140']",5,200,140,48,0.055040836334228516
"['-40', '200', '140']","['-40', '200', '140']","['-37', '200', '140']",5,200,140,49,0.0477299690246582
"['-41', '200', '140']","['-40', '200', '140']","['-40', '200', '140']",5,200,140,48,0.04548048973083496
"['-44', '200', '140']","['-41', '200', '140']","['-40', '200', '140']",5,200,140,48,0.04773855209350586
"['-44', '200', '140']","['-44', '200', '140']","['-41', '200', '140']",5,200,140,54,0.045263051986694336
"['-50', '200', '140']","['-44', '200', '140']","['-44', '200', '140']",5,200,140,58,0.04785561561584473
"['-52', '200', '140']","['-50', '200', '140']","['-44', '200', '140']",5,200,140,49,0.06334948539733887
"['-52', '200', '140']","['-52', '200', '140']","['-50', '200', '140']",5,200,140,51,0.04790949821472168
"['-56', '200', '140']","['-52', '200', '140']","['-52', '200', '140']",5,200,140,41,0.0549013614654541
"['-58', '200', '140']","['-56', '200', '140']","['-52', '200', '140']",5,200,140,58,0.04396939277648926
"['-63', '200', '140']","['-58', '200', '140']","['-56', '200', '140']",5,200,140,50,0.04497337341308594
"['-63', '200', '140']","['-63', '200', '140']","['-58', '200', '140']",5,200,140,48,0.06327342987060547
"['-64', '200', '140']","['-63', '200', '140']","['-63', '200', '140']",5,200,140,44,0.047676801681518555
"['-64', '200', '140']","['-64', '200', '140']","['-63', '200', '140']",5,200,140,52,0.047693490982055664
"['-64', '200', '140']","['-64', '200', '140']","['-64', '200', '140']",5,200,140,49,0.049031734466552734
"['-66', '200', '140']","['-64', '200', '140']","['-64', '200', '140']",5,200,140,48,0.05853915214538574
"['-66', '200', '140']","['-66', '200', '140']","['-64', '200', '140']",5,200,140,48,0.047358036041259766
"['-71', '200', '140']","['-66', '200', '140']","['-66', '200', '140']",5,200,140,61,0.04491233825683594
"['-74', '200', '140']","['-71', '200', '140']","['-66', '200', '140']",5,200,140,50,0.045506954193115234
"['-75', '200', '140']","['-74', '200', '140']","['-71', '200', '140']",5,200,140,4,0.04649615287780762
"['-76', '200', '140']","['-75', '200', '140']","['-74', '200', '140']",5,200,140,42,0.04693031311035156
"['-76', '200', '140']","['-76', '200', '140']","['-75', '200', '140']",5,200,140,59,0.061725616455078125
