pitch
yaw
left
right
"['132', '140', '140', 1]","['141', '0', '0', 1.5]","['141', '0', '0', 1.5]",6,200,100,59,2.005697011947632
"['131', '140', '140', 1]","['132', '140', '140', 1]","['141', '0', '0', 1.5]",6,200,100,48,0.04802894592285156
"['130', '200', '100', 1]","['131', '140', '140', 1]","['132', '140', '140', 1]",6,200,100,49,0.048935890197753906
"['130', '200', '100', 1.75]","['130', '200', '100', 1]","['131', '140', '140', 1]",2,200,100,44,0.052239418029785156
"['128', '200', '100', 1.75]","['130', '200', '100', 1.75]","['130', '200', '100', 1]",2,200,100,52,0.04731631278991699
"['126', '200', '100', 1.75]","['128', '200', '100', 1.75]","['130', '200', '100', 1.75]",2,200,100,48,0.04650282859802246
"['121', '200', '100', 1]","['126', '200', '100', 1.75]","['128', '200', '100', 1.75]",6,200,100,48,0.04743170738220215
"['117', '200', '100', 1.75]","['121', '200', '100', 1]","['126', '200', '100', 1.75]",2,200,100,48,0.06127524375915527
"['113', '200', '100', 1.75]","['117', '200', '100', 1.75]","['121', '200', '100', 1]",2,200,100,47,0.04703044891357422
"['110', '200', '100', 1.75]","['113', '200', '100', 1.75]","['117', '200', '100', 1.75]",2,200,100,65,0.04879307746887207
"['108', '200', '100', 1.75]","['110', '200', '100', 1.75]","['113', '200', '100', 1.75]",2,200,100,49,0.048924922943115234
"['106', '200', '100', 1.75]","['108', '200', '100', 1.75]","['110', '200', '100', 1.75]",2,200,100,42,0.05795931816101074
"['102', '200', '100', 1.75]","['106', '200', '100', 1.75]","['108', '200', '100', 1.75]",2,200,100,59,0.046562910079956055
"['101', '200', '100', 1.75]","['102', '200', '100', 1.75]","['106', '200', '100', 1.75]",2,200,100,51,0.04818916320800781
"['98', '200', '100', 1.75]","['101', '200', '100', 1.75]","['102', '200', '100', 1.75]",2,200,100,48,0.047234535217285156
"['94', '200', '100', 1.75]","['98', '200', '100', 1.75]","['101', '200', '100', 1.75]",2,200,100,41,0.04474449157714844
"['95', '200', '100', 1.75]","['94', '200', '100', 1.75]","['98', '200', '100', 1.75]",2,200,100,55,0.05806398391723633
"['90', '200', '100', 1.75]","['95', '200', '100', 1.75]","['94', '200', '100', 1.75]",2,200,100,49,0.04880714416503906
"['88', '200', '100', 1.75]","['90', '200', '100', 1.75]","['95', '200', '100', 1.75]",2,200,100,47,0.04933500289916992
"['89', '200', '100', 1.75]","['88', '200', '100', 1.75]","['90', '200', '100', 1.75]",2,200,100,48,0.04834413528442383
"['86', '200', '100', 1.75]","['89', '200', '100', 1.75]","['88', '200', '100', 1.75]",2,200,100,48,0.0469822883605957
"['85', '200', '100', 1.75]","['86', '200', '100', 1.75]","['89', '200', '100', 1.75]",2,200,100,48,0.04804515838623047
"['80', '200', '100', 1.75]","['85', '200', '100', 1.75]","['86', '200', '100', 1.75]",2,200,100,64,0.06142783164978027
"['79', '200', '100', 1.75]","['80', '200', '100', 1.75]","['85', '200', '100', 1.75]",2,200,100,40,0.04647374153137207
"['75', '200', '100', 1.75]","['79', '200', '100', 1.75]","['80', '200', '100', 1.75]",2,200,100,62,0.050221920013427734
"['72', '200', '100', 1.75]","['75', '200', '100', 1.75]","['79', '200', '100', 1.75]",2,200,100,49,0.04786372184753418
"['72', '200', '100', 1.75]","['72', '200', '100', 1.75]","['75', '200', '100', 1.75]",2,200,100,49,0.0576021671295166
"['70', '200', '100', 1.75]","['72', '200', '100', 1.75]","['72', '200', '100', 1.75]",2,200,100,39,0.04668593406677246
"['66', '200', '100', 1.5]","['70', '200', '100', 1.75]","['72', '200', '100', 1.75]",1,200,100,59,0.0460813045501709
"['65', '200', '100', 1.75]","['66', '200', '100', 1.5]","['70', '200', '100', 1.75]",2,200,100,48,0.04807686805725098
"['62', '200', '100', 1]","['65', '200', '100', 1.75]","['66', '200', '100', 1.5]",5,165,100,48,0.058654069900512695
