pitch
yaw
left
right
"['131', '160', '120', 100]","['135', '0', '0', 0]","['135', '0', '0', 0]",4,200,120,48,1.252683401107788
"['130', '160', '120', 100]","['131', '160', '120', 100]","['135', '0', '0', 0]",4,200,120,49,0.0493159294128418
"['128', '160', '120', 100]","['130', '160', '120', 100]","['131', '160', '120', 100]",3,210,100,48,0.04899144172668457
"['123', '160', '120', 100]","['128', '160', '120', 100]","['130', '160', '120', 100]",3,210,100,73,0.049070119857788086
"['120', '200', '120', 100]","['123', '160', '120', 100]","['128', '160', '120', 100]",5,220,100,45,0.04767251014709473
"['119', '210', '100', 100]","['120', '200', '120', 100]","['123', '160', '120', 100]",6,200,130,38,0.06195497512817383
"['116', '210', '100', 100]","['119', '210', '100', 100]","['120', '200', '120', 100]",6,200,130,61,0.04874825477600098
"['113', '210', '100', 100]","['116', '210', '100', 100]","['119', '210', '100', 100]",6,200,130,48,0.04540419578552246
"['109', '200', '130', 100]","['113', '210', '100', 100]","['116', '210', '100', 100]",6,200,130,48,0.04959917068481445
"['107', '200', '130', 100]","['109', '200', '130', 100]","['113', '210', '100', 100]",6,200,130,43,0.04862093925476074
"['104', '200', '130', 100]","['107', '200', '130', 100]","['109', '200', '130', 100]",6,200,130,52,0.060170650482177734
"['102', '200', '130', 100]","['104', '200', '130', 100]","['107', '200', '130', 100]",6,200,130,49,0.04625368118286133
"['102', '200', '130', 100]","['102', '200', '130', 100]","['104', '200', '130', 100]",6,200,130,48,0.047367095947265625
"['98', '200', '130', 100]","['102', '200', '130', 100]","['102', '200', '130', 100]",1,200,100,48,0.04710578918457031
"['97', '200', '130', 100]","['98', '200', '130', 100]","['102', '200', '130', 100]",6,200,130,48,0.047452688217163086
"['95', '200', '130', 100]","['97', '200', '130', 100]","['98', '200', '130', 100]",6,200,130,48,0.046372413635253906
"['93', '200', '130', 100]","['95', '200', '130', 100]","['97', '200', '130', 100]",6,200,130,66,0.05619502067565918
"['95', '200', '130', 100]","['93', '200', '130', 100]","['95', '200', '130', 100]",6,200,130,40,0.04886126518249512
"['95', '200', '130', 100]","['95', '200', '130', 100]","['93', '200', '130', 100]",6,200,130,63,0.04798722267150879
