173.81482,191.45955,180.96672,177.1405,175.59814,178.47662,,158.1373205,160.5574192,160.0395386,159.429659,159.7413981,161.2334084
159.8106,174.08998,166.1569,162.73067,161.52162,163.93326,,,,,,,
117.105774,134.97455,125.19395,120.90157,118.855,122.773705,,,,,,,
98.01687,129.48161,111.580444,104.45465,100.19519,107.76444,,,,,,,
114.289825,146.36699,128.30052,121.00658,116.66185,124.540306,,,,,,,
124.7475,154.98264,138.23851,131.45709,127.11721,134.82916,,,,,,,
140.67378,164.81631,151.94801,146.6049,142.90288,149.37144,,,,,,,
145.75708,164.67255,154.74977,150.82501,147.73972,152.9656,,,,,,,
145.47075,162.68762,153.62044,150.37549,147.31065,152.27464,,,,,,,
151.90163,168.05072,159.54836,156.89252,153.60257,158.66925,,,,,,,
160.37276,172.15475,165.93872,164.1376,162.0583,165.57729,,,,,,,
159.28958,166.17482,162.4152,161.51505,160.71715,162.56728,,,,,,,
160.15805,164.75131,162.14363,161.26122,161.07193,162.19144,,,,,,,
166.3077,168.19814,167.47499,166.62695,166.64473,167.32492,,,,,,,
147.24036,157.74867,152.0977,148.7961,147.46774,150.35698,,,,,,,
109.59516,111.286026,110.858284,109.36794,109.58266,109.86163,,,,,,,
225.89091,200.84537,216.82288,219.69308,224.3216,217.40811,,,,,,,
134.756,134.0156,134.70584,133.79118,134.38261,133.8536,,,,,,,
166.09875,172.94028,168.50967,166.62596,166.38962,167.24768,,,,,,,
164.9472,169.54274,166.2588,165.59761,165.60815,165.97752,,,,,,,
153.43283,157.36417,154.89023,154.67986,154.5147,155.014,,,,,,,
145.02145,153.83403,148.95792,147.55417,146.5517,148.31195,,,,,,,
146.22002,157.76343,152.00209,149.5229,147.92346,150.64832,,,,,,,
147.49034,161.89879,155.34296,151.32771,148.97615,153.01727,,,,,,,
150.54337,166.53825,159.29881,154.17186,151.72466,156.21834,,,,,,,
151.02124,165.99129,158.82088,153.85963,152.03474,155.86115,,,,,,,
152.37366,165.55171,158.53633,154.40935,152.80713,156.32059,,,,,,,
154.00996,164.20032,158.00029,155.27185,154.33911,156.8371,,,,,,,
157.39563,164.99841,159.76581,158.22995,157.90492,159.21594,,,,,,,
162.56335,167.69554,163.7875,163.61168,163.79152,164.12958,,,,,,,
165.62611,170.83797,167.2929,167.62012,167.64333,168.12692,,,,,,,
167.36394,172.84908,170,169.89914,169.70439,170.40712,,,,,,,
164.39687,171.57251,168.34158,167.24437,166.83475,167.96184,,,,,,,
158.1893,166.82742,162.99252,160.6894,160.16628,161.67197,,,,,,,
151.39067,159.79852,155.99452,153.14182,152.82681,154.03653,,,,,,,
151.47325,161.10771,156.16022,152.87811,152.57742,153.90259,,,,,,,
151.29022,160.96155,155.40955,152.04723,151.95781,153.22878,,,,,,,
150.32658,161.96524,155.05415,151.54773,151.02141,153.10172,,,,,,,
161.97054,173.68892,166.86353,163.8162,162.77147,165.49283,,,,,,,
166.81999,175.12749,170.54463,168.80428,167.90607,170.03162,,,,,,,
166.3347,173.04384,169.56924,168.85614,167.5818,169.62744,,,,,,,
168.34732,172.72282,170.95638,170.78658,169.59494,170.9967,,,,,,,
166.92427,168.49164,168.5627,168.80655,168.13431,168.51122,,,,,,,
165.96252,165.67851,167.10347,167.00781,167.21542,166.66698,,,,,,,
157.05074,157.7296,159.11981,157.63737,158.40761,157.92401,,,,,,,
137.8195,145.78482,142.8051,139.16786,139.3961,140.67543,,,,,,,
144.50943,159.78342,152.7474,146.79068,146.46921,149.64935,,,,,,,
159.7813,173.0189,166.9062,161.5591,161.53207,164.34508,,,,,,,
157.94203,169.49222,163.89253,159.78404,159.36763,162.06859,,,,,,,
155.09119,165.89009,160.04054,157.23824,156.2039,158.99942,,,,,,,
155.40054,166.33928,159.8159,158.17279,156.27975,159.24141,,,,,,,
158.26625,166.8205,161.22523,161.18695,159.0821,161.33401,,,,,,,
160.66408,167.08025,162.34406,163.74042,161.37947,163.1565,,,,,,,
166.38501,169.04662,166.00323,169.34009,167.05885,168.04791,,,,,,,
170.81828,169.76398,168.7621,173.47046,171.64986,171.99393,,,,,,,
171.81311,170.61551,169.51765,174.58139,172.83876,173.17131,,,,,,,
166.33817,166.96997,164.59315,169.39684,167.53612,168.23213,,,,,,,
159.8758,163.33305,159.30519,162.75893,160.83998,162.33005,,,,,,,
155.04259,163.16125,156.40367,158.03809,155.70111,158.69867,,,,,,,
154.7815,166.54321,158.0228,158.004,155.30911,159.71667,,,,,,,
160.17242,171.96841,163.68463,162.82832,160.54825,165.0688,,,,,,,
160.99423,169.62585,163.51752,162.60085,161.20955,164.85306,,,,,,,
155.32712,158.67049,156.10225,155.67918,155.35579,157.74117,,,,,,,
175.89606,169.25203,172.97635,174.14397,175.21329,175.85178,,,,,,,
164.62488,160.69133,162.81656,164.03378,163.92111,165.37344,,,,,,,
165.59464,164.44989,164.44398,166.21004,164.7107,166.84148,,,,,,,
167.21361,167.93336,166.50687,168.77118,166.46341,168.58296,,,,,,,
166.72244,170.62704,167.0937,169.3386,166.65085,168.4136,,,,,,,
165.28868,169.28297,165.64064,168.29875,165.84218,166.46193,,,,,,,
162.00252,165.8839,162.70918,165.25359,163.1358,163.10199,,,,,,,
167.29474,168.52034,167.61478,169.93164,168.92648,167.91237,,,,,,,
167.45786,165.85886,167.2539,169.3919,169.45074,167.79692,,,,,,,
160.35,161.2033,161.71077,162.3451,162.0288,162.03773,,,,,,,
163.03558,165.84686,165.56935,165.15883,163.93965,165.98659,,,,,,,
158.35043,161.92955,161.01654,160.32095,158.3849,161.67043,,,,,,,
156.1349,155.33926,156.45474,157.04747,155.36424,157.8052,,,,,,,
172.07831,165.17978,169.07759,172.01553,170.59995,171.18895,,,,,,,
155.16295,151.07454,152.41403,155.44823,154.20613,154.13062,,,,,,,
174.5894,167.84366,170.25017,174.65958,174.10072,172.44238,,,,,,,
161.34929,162.39056,160.6203,163.01459,162.1558,161.83546,,,,,,,
162.07932,166.27173,163.36722,164.61502,163.89989,164.006,,,,,,,
164.53908,168.56607,166.45183,167.21136,167.05504,167.07169,,,,,,,
167.87445,171.75012,170.12671,170.2828,170.28528,170.97302,,,,,,,
164.28844,168.01457,166.77504,166.35915,166.44453,167.7923,,,,,,,
162.96794,165.79495,164.74324,164.93903,164.25388,165.83966,,,,,,,
160.05164,164.186,161.822,162.15598,160.68053,163.04672,,,,,,,
159.11487,162.16592,159.82816,160.66872,158.74614,161.00758,,,,,,,
169.2362,165.59991,166.74593,169.35794,167.76747,168.54105,,,,,,,
162.82567,159.90977,160.51163,163.09496,161.33946,161.91222,,,,,,,
162.57645,161.37889,160.91086,163.31941,161.09134,162.01114,,,,,,,
170.61751,170.22693,169.21072,171.87227,169.04558,170.30746,,,,,,,
162.5962,165.07152,162.35718,164.59753,161.17213,163.17296,,,,,,,
158.3036,158.93024,157.53854,160.18254,157.36066,158.46754,,,,,,,
159.5212,157.38351,158.0155,161.22562,159.16173,159.24063,,,,,,,
159.89168,156.18755,158.15685,161.51744,160.08517,159.56308,,,,,,,
169.38121,165.33398,168.18411,170.96045,170.12645,169.72527,,,,,,,
158.4207,158.45758,159.37366,160.50781,159.7335,160.50255,,,,,,,
153.03003,153.66081,154.5748,154.97334,154.57475,155.67245,,,,,,,
142.89766,146.27773,145.66116,144.94896,144.65077,146.59814,,,,,,,
139.05736,138.40927,140.43114,140.06458,140.81755,141.92369,,,,,,,
170.0863,154.0261,165.90154,168.10713,171.9287,169.1208,,,,,,,
174.72606,159.5698,170.94505,172.5137,176.91585,174.08739,,,,,,,
158.83957,157.9883,160.38593,158.71318,161.43037,161.90186,,,,,,,
167.16943,170.0564,170.33672,167.6302,170.10162,171.50243,,,,,,,
161.45125,167.1222,165.57625,162.57867,164.24869,166.53304,,,,,,,
154.58359,160.38054,158.82944,155.96733,157.11763,159.82681,,,,,,,
154.43423,156.55501,157.26671,155.49704,156.82552,158.81021,,,,,,,
151.79454,148.48026,152.47664,151.97612,154.11743,154.49403,,,,,,,
155.7635,150.50488,155.75208,155.60704,158.33623,157.85796,,,,,,,
125.3083,123.626175,126.52896,125.53662,127.47899,127.79753,,,,,,,
159.20128,142.44087,155.03455,156.64943,161.15448,157.93086,,,,,,,
146.25304,130.99768,142.65372,143.85524,148.14388,145.25148,,,,,,,
170.66959,152.96495,166.24268,167.90358,172.6439,169.5267,,,,,,,
156.16748,148.7251,155.08371,155.32524,158.18468,157.58952,,,,,,,
167.12479,164.65251,167.75546,167.22011,169.22505,170.04333,,,,,,,
157.86534,164.0817,161.79631,159.57875,160.2606,163.06047,,,,,,,
158.56172,162.72679,162.04836,159.98355,161.09988,163.31262,,,,,,,
175.57175,173.24153,177.30968,175.96266,178.5829,179.10472,,,,,,,
161.54774,163.66324,165.01129,162.41856,164.55957,166.03712,,,,,,,
169.62779,172.61176,173.3127,170.37607,172.42729,174.3879,,,,,,,
155.97487,162.69978,160.49138,157.2324,158.3893,161.27066,,,,,,,
151.12743,153.68881,153.58229,151.43988,152.6499,154.9,,,,,,,
168.57072,163.0831,167.89368,167.69194,169.92253,170.39525,,,,,,,
141.08087,138.59235,141.33969,140.78677,142.47668,143.17366,,,,,,,
168.94432,156.35419,165.64323,167.026,170.31561,168.78156,,,,,,,
172.33876,162.51834,170.4036,171.09105,174.19144,173.36823,,,,,,,
158.85645,159.79422,161.10585,159.5605,161.16362,162.91095,,,,,,,
160.20569,161.30046,162.73152,161.03676,162.8724,164.47618,,,,,,,
164.2035,164.06267,166.14386,164.93935,167.217,168.38507,,,,,,,
153.1737,157.41866,156.59894,154.75189,156.39467,158.53516,,,,,,,
161.83438,161.66116,163.63655,162.8874,165.16267,166.3346,,,,,,,
172.43398,163.25002,170.8762,172.18933,175.7083,174.84515,,,,,,,
172.67485,160.90877,170.108,172.19078,175.92903,174.55322,,,,,,,
160.90082,156.35986,161.26935,161.60515,164.22113,164.40025,,,,,,,
161.46954,161.56801,163.7119,162.99844,164.75601,166.10255,,,,,,,
165.5978,168.54332,169.05995,167.65999,168.87563,170.91562,,,,,,,
173.1378,178.39183,177.45087,175.52634,176.36176,179.01923,,,,,,,
155.27528,170.78108,163.13976,159.1265,158.27507,163.35567,,,,,,,
109.07345,116.611374,113.26352,111.04135,110.87745,113.71974,,,,,,,
219.37762,196.54655,212.80139,216.2809,220.81444,217.23602,,,,,,,
119.565674,120.59143,121.12059,119.92732,120.69154,122.03423,,,,,,,
160.31792,166.94197,164.16365,161.43202,161.58392,164.65523,,,,,,,
170.4233,177.58122,174.89232,171.60765,172.03275,175.27078,,,,,,,
173.26013,179.82251,177.84625,174.34053,175.09464,178.20789,,,,,,,
171.5419,174.41525,174.93178,171.93716,173.33185,175.58772,,,,,,,
165.04564,166.4665,167.96246,165.38544,167.23544,168.97368,,,,,,,
156.15015,158.13312,159.2527,156.74985,158.66,160.47876,,,,,,,
148.92137,155.08447,153.52882,150.37996,151.73088,154.60191,,,,,,,
150.38788,162.0362,156.96204,153.01692,153.66035,157.72743,,,,,,,
163.41199,175.7053,170.20218,166.38225,167.06317,171.28952,,,,,,,
170.54944,176.51302,174.75468,172.58401,174.13725,176.74883,,,,,,,
148.03946,161.64415,154.6412,151.17499,151.27394,155.72754,,,,,,,
101.005516,106.97758,104.10856,102.54517,103.04004,105.38235,,,,,,,
203.1524,182.32549,196.0981,200.59512,204.91862,202.20549,,,,,,,
66.84541,65.847244,67.45722,67.169785,67.66416,69.340225,,,,,,,
222.74825,199.11426,214.80482,219.72125,224.76926,221.43163,,,,,,,
126.812874,122.264946,126.15791,126.63671,128.78674,128.80917,,,,,,,
165.34996,164.72276,166.9635,166.09738,168.59799,169.5038,,,,,,,
155.2761,161.0303,159.67873,157.04391,158.95528,160.89253,,,,,,,
162.82346,169.4061,167.73265,164.75151,166.59514,168.71391,,,,,,,
164.52425,168.53148,168.20529,165.8323,167.71497,169.82045,,,,,,,
158.66698,163.03877,161.80583,159.82909,161.07004,164.00832,,,,,,,
153.78297,154.62907,154.9324,154.38402,155.5946,158.05411,,,,,,,
179.06464,172.03683,176.93349,178.6436,180.86456,182.03523,,,,,,,
156.95392,156.1906,157.33804,157.6666,159.10144,161.13017,,,,,,,
156.38275,158.95354,158.50932,157.73022,159.08328,161.2652,,,,,,,
162.099,168.58423,166.64941,164.31244,165.51848,168.06174,,,,,,,
166.21506,169.46098,170.2092,167.98749,169.94356,171.3277,,,,,,,
155.68344,161.60953,161.28487,158.14282,159.56358,161.55353,,,,,,,
149.49405,153.68896,154.23843,151.86331,153.24379,154.77605,,,,,,,
