137,-10,46
122,-10,49
117,-10,47
108,-10,48
96,-10,48
91,-10,50
81,-10,43
76,-10,50
71,-10,42
67,-10,48
66,-10,48
61,-10,48
59,-10,48
52,-10,50
46,-10,61
36,-1,48
28,0,48
18,0,48
8,1,49
3,1,59
-1,1,45
-11,0,49
-19,0,43
-30,-1,48
-32,-1,46
-35,-1,48
-33,-1,41
-28,0,51
-23,0,40
-17,0,49
-13,0,48
-5,1,48
4,1,55
3,1,49
10,0,44
13,0,51
14,0,45
15,0,48
16,0,48
11,0,50
9,1,49
7,1,61
3,1,51
1,1,39
-4,1,48
-11,0,47
-12,0,48
-17,0,47
-17,0,49
-20,0,52
-21,0,54
-19,0,48
-19,0,48
-16,0,48
-7,1,56
-1,1,52
7,1,40
10,0,49
13,0,44
17,0,48
15,0,58
15,0,63
11,0,46
7,1,64
7,1,48
6,1,50
1,1,48
6,1,64
2,1,50
4,1,58
3,1,48
4,1,53
4,1,48
3,1,64
3,1,47
1,1,63
2,1,51
2,1,46
2,1,38
5,1,47
3,1,48
5,1,65
4,1,56
4,1,51
3,1,40
2,1,48
2,1,47
-0,1,47
0,1,54
-4,1,49
-1,1,40
-4,1,47
0,1,49
1,1,41
3,1,48
10,0,54
17,0,51
20,0,58
20,0,49
20,0,50
17,0,47
9,1,64
12,0,50
2,1,62
5,1,49
1,1,57
2,1,49
-0,1,51
0,1,54
-2,1,50
-3,1,54
-4,1,48
-3,1,48
-6,1,50
-1,1,60
-4,1,50
3,1,60
-3,1,49
-4,1,47
-8,1,48
-6,1,46
-8,1,49
-8,1,48
-11,0,49
-9,1,54
-9,1,51
-6,1,59
-6,1,49
-4,1,55
-1,1,48
1,1,62
0,1,48
3,1,50
4,1,48
3,1,48
4,1,48
3,1,60
4,1,43
5,1,48
6,1,43
10,0,48
9,1,47
13,0,49
16,0,51
18,0,61
19,0,49
17,0,50
10,0,48
3,1,48
-1,1,44
-3,1,54
-8,1,50
-13,0,56
-14,0,49
-1,1,51
-13,0,48
-5,1,59
-1,1,50
3,1,41
11,0,52
10,0,47
13,0,47
11,0,48
8,1,45
6,1,49
5,1,44
5,1,8
-1,1,48
-6,1,52
-7,1,42
-7,1,59
-8,1,50
-11,0,41
-12,0,48
-12,0,48
-5,1,61
-2,1,51
2,1,45
6,1,49
8,1,48
11,0,47
10,0,43
10,0,52
9,1,50
8,1,49
8,1,48
4,1,59
4,1,46
4,1,53
5,1,49
5,1,54
5,1,49
5,1,50
5,1,48
4,1,53
3,1,50
3,1,51
4,1,59
2,1,42
3,1,49
0,1,55
-1,1,48
1,1,55
-1,1,48
2,1,50
2,1,48
5,1,57
4,1,50
6,1,60
6,1,48
8,1,48
10,0,62
12,0,47
10,0,49
11,0,46
14,0,48
14,0,48
18,0,48
15,0,48
15,0,58
13,0,48
11,0,40
11,0,57
6,1,48
5,1,59
0,1,51
-4,1,47
-5,1,49
-7,1,48
-6,1,57
-8,1,45
-8,1,52
-9,1,44
-11,0,48
-8,1,46
-5,1,60
-2,1,49
3,1,49
6,1,1
9,1,48
9,1,48
9,1,48
12,0,49
11,0,46
6,1,1
5,1,45
-3,1,47
-6,1,59
-6,1,41
-6,1,49
-8,1,39
-7,1,48
