"['-1', '-1', '-130', 1.5, 0]"
"['-1', '-1', '-130', 3.5, 0]"
"['-1', '-1', '-130', 3.5, 0]"
"['-1', '-1', '-130', 3.5, 0]"
"['-1', '-1', '-130', 3.5, 0]"
"['-1', '-1', '-130', 3.5, 0]"
"['-1', '-1', '-130', 3.5, 0]"
"['-1', '-1', '-130', 3.5, 0]"
"['-1', '-1', '-130', 3.5, 0]"
"['-1', '-1', '-130', 3.5, 0]"
"['-1', '-1', '-130', 3.5, 0]"
"['109', '209', '-127', 3.5, 0]"
"['109', '209', '-127', 3.5, 0]"
"['109', '209', '-127', 3.5, 0]"
"['109', '209', '-127', 3.5, 0]"
"['109', '209', '-127', 3.5, 0]"
"['109', '209', '-112', 3.5, 0]"
"['109', '209', '-112', 3.5, 0]"
"['109', '209', '-86', 3.5, 0]"
"['109', '209', '-78', 2, 0]"
"['109', '209', '-78', 2, 0]"
"['109', '209', '-76', 2, 0]"
"['109', '209', '-69', 2, 1]"
"['109', '209', '-68', 2, 1]"
"['109', '209', '-68', 2, 1]"
"['109', '209', '-63', 2, 1]"
"['109', '209', '-58', 4, 1]"
"['109', '209', '-53', 2, 1]"
"['109', '209', '-53', 2, 1]"
"['109', '209', '-49', 2, 1]"
"['109', '209', '-48', 2, 1]"
"['109', '209', '-49', 2, 1]"
"['109', '209', '-47', 6, 1]"
"['112', '209', '-42', 6, 1]"
"['109', '209', '-40', 6, 1]"
"['109', '209', '-35', 6, 1]"
"['109', '209', '-31', 6, 1]"
"['109', '209', '-25', 6, 1]"
"['109', '209', '-25', 6, 1]"
"['109', '209', '-22', 6, 1]"
"['109', '209', '-18', 6, 1]"
"['109', '209', '-11', 2, 1]"
"['109', '209', '-7', 2, 1]"
"['109', '209', '-2', 2, 1]"
"['186', '209', '0', 3.5, 1]"
"['186', '209', '4', 2, 1]"
"['194', '209', '8', 2, 1]"
"['208', '209', '11', 2, 1]"
"['208', '209', '13', 4.5, 1]"
"['209', '203', '15', 2, 1]"
"['209', '161', '16', 2, 1]"
"['209', '161', '18', 6, 1]"
"['209', '185', '18', 2, 1]"
"['209', '115', '18', 2, 1]"
"['209', '115', '18', 2, 1]"
"['209', '175', '18', 2, 1]"
"['209', '175', '16', 4.5, 1]"
"['209', '175', '16', 2, 1]"
"['209', '175', '17', 2, 1]"
"['209', '179', '16', 2, 1]"
"['209', '179', '17', 2, 1]"
"['209', '179', '18', 2, 1]"
"['209', '179', '18', 2, 1]"
"['209', '179', '20', 2, 1]"
"['209', '177', '20', 2, 1]"
"['209', '175', '21', 2, 1]"
"['209', '175', '21', 2, 1]"
"['209', '171', '21', 2, 1]"
"['209', '169', '20', 2, 1]"
"['209', '169', '20', 2, 1]"
"['209', '171', '18', 2, 1]"
"['209', '171', '18', 2, 1]"
"['209', '171', '16', 6, 1]"
"['209', '175', '16', 6, 1]"
"['209', '175', '16', 6, 1]"
"['209', '115', '15', 6, 1]"
"['209', '115', '14', 6, 1]"
"['209', '115', '13', 6, 1]"
"['209', '121', '13', 6, 1]"
"['209', '121', '13', 6, 1]"
"['209', '127', '11', 6, 1]"
"['209', '133', '12', 6, 1]"
"['209', '133', '10', 6, 1]"
"['209', '145', '9', 6, 1]"
"['209', '145', '8', 6, 1]"
"['209', '139', '7', 6, 1]"
"['209', '157', '6', 6, 1]"
"['209', '163', '4', 6, 1]"
"['209', '169', '4', 6, 1]"
"['209', '169', '2', 6, 1]"
"['209', '175', '2', 6, 1]"
"['209', '187', '3', 6, 1]"
"['209', '187', '3', 6, 1]"
"['209', '199', '6', 6, 1]"
"['209', '199', '7', 6, 1]"
"['209', '193', '8', 6, 1]"
"['209', '175', '10', 6, 1]"
"['209', '175', '11', 6, 1]"
"['209', '169', '13', 6, 1]"
"['209', '169', '13', 6, 1]"
"['209', '151', '15', 6, 1]"
"['209', '151', '15', 6, 1]"
"['209', '133', '15', 6, 1]"
"['209', '121', '14', 6, 1]"
"['209', '121', '13', 6, 1]"
"['209', '121', '13', 6, 1]"
"['209', '121', '11', 3.5, 1]"
"['209', '127', '9', 6, 1]"
"['209', '133', '9', 6, 1]"
"['209', '145', '6', 6, 1]"
"['209', '145', '6', 6, 1]"
"['209', '157', '7', 6, 1]"
"['209', '175', '6', 6, 1]"
"['209', '175', '5', 6, 1]"
"['209', '175', '6', 6, 0]"
"['209', '175', '6', 6, 0]"
"['209', '175', '7', 6, 0]"
"['209', '180', '7', 6, 0]"
"['209', '174', '6', 6, 0]"
"['209', '174', '7', 6, 0]"
"['209', '168', '7', 6, 0]"
"['209', '174', '6', 6, 0]"
"['209', '174', '7', 6, 0]"
"['209', '168', '7', 6, 0]"
"['209', '174', '6', 6, 0]"
"['209', '174', '7', 6, 0]"
"['209', '168', '6', 6, 0]"
"['209', '174', '5', 6, 0]"
"['209', '174', '5', 4, 0]"
"['209', '168', '5', 6, 0]"
"['209', '168', '4', 6, 0]"
"['209', '190', '4', 6, 0]"
"['209', '180', '3', 6, 0]"
"['209', '180', '4', 6, 0]"
"['209', '186', '4', 2, 0]"
"['209', '186', '4', 6, 0]"
"['209', '186', '5', 6, 0]"
"['209', '186', '7', 6, 0]"
"['209', '186', '9', 6, 0]"
