"[-1, -1, -92, 0.25, 1, 4, 0]","[-1, -1, -92, 0.25, 1, 4, 0]","[-1, -1, -92, 0.25, 1, 4, 0]"
"[-1, -1, -92, 0.25, 1, 2, 0]","[-1, -1, -92, 0.25, 1, 4, 0]","[-1, -1, -92, 0.25, 1, 4, 0]"
"[-1, -1, -92, 0.25, 1, 2, 1]","[-1, -1, -92, 0.25, 1, 2, 0]","[-1, -1, -92, 0.25, 1, 4, 0]"
"[-1, -1, -92, 0.25, 1, 2, 2]","[-1, -1, -92, 0.25, 1, 2, 1]","[-1, -1, -92, 0.25, 1, 2, 0]"
"[-1, -1, -93, 0.25, 1, 2, 2]","[-1, -1, -92, 0.25, 1, 2, 2]","[-1, -1, -92, 0.25, 1, 2, 1]"
"[-1, -1, -93, 0, 0.25, 2, 3]","[-1, -1, -93, 0.25, 1, 2, 2]","[-1, -1, -92, 0.25, 1, 2, 2]"
"[-1, -1, -94, 0, 0.25, 2, 4]","[-1, -1, -93, 0, 0.25, 2, 3]","[-1, -1, -93, 0.25, 1, 2, 2]"
"[-1, -1, -94, 0, 0.25, 2, 5]","[-1, -1, -94, 0, 0.25, 2, 4]","[-1, -1, -93, 0, 0.25, 2, 3]"
"[-1, -1, -95, 0, 0.25, 2, 5]","[-1, -1, -94, 0, 0.25, 2, 5]","[-1, -1, -94, 0, 0.25, 2, 4]"
"[21, 210, -79, 46.25, 32.5, 2, 6]","[-1, -1, -95, 0, 0.25, 2, 5]","[-1, -1, -94, 0, 0.25, 2, 5]"
"[23, 212, -55, 101.5, 29.5, 2, 7]","[21, 210, -79, 46.25, 32.5, 2, 6]","[-1, -1, -95, 0, 0.25, 2, 5]"
"[23, 212, -55, 101.5, 29.5, 3.5, 7]","[23, 212, -55, 101.5, 29.5, 2, 7]","[21, 210, -79, 46.25, 32.5, 2, 6]"
"[48, 213, -38, 152.25, 14.25, 3.5, 8]","[23, 212, -55, 101.5, 29.5, 3.5, 7]","[23, 212, -55, 101.5, 29.5, 2, 7]"
"[48, 213, -38, 152.25, 14.25, 2, 8]","[48, 213, -38, 152.25, 14.25, 3.5, 8]","[23, 212, -55, 101.5, 29.5, 3.5, 7]"
"[24, 213, -22, 204.75, 12.5, 4, 8]","[48, 213, -38, 152.25, 14.25, 2, 8]","[48, 213, -38, 152.25, 14.25, 3.5, 8]"
"[130, 214, -12, 158.75, 10.25, 4, 8]","[24, 213, -22, 204.75, 12.5, 4, 8]","[48, 213, -38, 152.25, 14.25, 2, 8]"
"[130, 214, -13, 158.75, 10.25, 6, 9]","[130, 214, -12, 158.75, 10.25, 4, 8]","[24, 213, -22, 204.75, 12.5, 4, 8]"
"[130, 214, -13, 158.75, 10.25, 6, 9]","[130, 214, -13, 158.75, 10.25, 6, 9]","[130, 214, -12, 158.75, 10.25, 4, 8]"
"[55, 215, 2, 161, 26.5, 6, 9]","[130, 214, -13, 158.75, 10.25, 6, 9]","[130, 214, -13, 158.75, 10.25, 6, 9]"
