"[-1, -1, -94, 4, 0]","[-1, -1, -94, 4, 0]","[-1, -1, -94, 4, 0]"
"[-1, -1, -94, 2, 0]","[-1, -1, -94, 4, 0]","[-1, -1, -94, 4, 0]"
"[-1, -1, -94, 2, 1]","[-1, -1, -94, 2, 0]","[-1, -1, -94, 4, 0]"
"[-1, -1, -94, 2, 2]","[-1, -1, -94, 2, 1]","[-1, -1, -94, 2, 0]"
"[-1, -1, -94, 2, 3]","[-1, -1, -94, 2, 2]","[-1, -1, -94, 2, 1]"
"[-1, -1, -94, 2, 3]","[-1, -1, -94, 2, 3]","[-1, -1, -94, 2, 2]"
"[20, 209, -95, 2, 3]","[-1, -1, -94, 2, 3]","[-1, -1, -94, 2, 3]"
"[20, 209, -95, 2, 4]","[20, 209, -95, 2, 3]","[-1, -1, -94, 2, 3]"
"[21, 210, -87, 2, 5]","[20, 209, -95, 2, 4]","[20, 209, -95, 2, 3]"
"[21, 210, -87, 2, 5]","[21, 210, -87, 2, 5]","[20, 209, -95, 2, 4]"
"[22, 211, -74, 2, 6]","[21, 210, -87, 2, 5]","[21, 210, -87, 2, 5]"
"[22, 211, -74, 2, 7]","[22, 211, -74, 2, 6]","[21, 210, -87, 2, 5]"
"[33, 212, -56, 2, 7]","[22, 211, -74, 2, 7]","[22, 211, -74, 2, 6]"
"[33, 213, -44, 3.5, 8]","[33, 212, -56, 2, 7]","[22, 211, -74, 2, 7]"
"[33, 213, -45, 4.5, 8]","[33, 213, -44, 3.5, 8]","[33, 212, -56, 2, 7]"
"[59, 214, -32, 4.5, 8]","[33, 213, -45, 4.5, 8]","[33, 213, -44, 3.5, 8]"
"[59, 214, -33, 6, 9]","[59, 214, -32, 4.5, 8]","[33, 213, -45, 4.5, 8]"
"[25, 214, -14, 6, 9]","[59, 214, -33, 6, 9]","[59, 214, -32, 4.5, 8]"
"[26, 215, -4, 9, 9]","[25, 214, -14, 6, 9]","[59, 214, -33, 6, 9]"
"[26, 215, -4, 9, 9]","[26, 215, -4, 9, 9]","[25, 214, -14, 6, 9]"
"[26, 215, -4, 9, 9]","[26, 215, -4, 9, 9]","[26, 215, -4, 9, 9]"
"[82, 217, 15, 9, 9]","[26, 215, -4, 9, 9]","[26, 215, -4, 9, 9]"
"[82, 217, 15, 9, 9]","[82, 217, 15, 9, 9]","[26, 215, -4, 9, 9]"
"[172, 217, 27, 9, 9]","[82, 217, 15, 9, 9]","[82, 217, 15, 9, 9]"
"[173, 218, 43, 3.5, 9]","[172, 217, 27, 9, 9]","[82, 217, 15, 9, 9]"
"[218, 93, 49, 4.5, 8]","[173, 218, 43, 3.5, 9]","[172, 217, 27, 9, 9]"
"[218, 93, 49, 4, 8]","[218, 93, 49, 4.5, 8]","[173, 218, 43, 3.5, 9]"
"[219, 134, 58, 4, 7]","[218, 93, 49, 4, 8]","[218, 93, 49, 4.5, 8]"
