3.7772155,-22.812752,-5.9917917,-1.2597599,-0.01625669,-1.1934423,4.527912,-33.667046,-22.230953,-8.054843,-26.366705,6.805169,-12.465949,-34.000957,1.1667807,-35.31841,-72.79387
3.3643398,-22.56182,-5.749437,-1.0869259,-0.24152052,-1.059936,4.281081,-33.047604,-21.70787,-7.8283076,-25.861485,6.8132935,-12.21044,-33.44879,1.2785755,-34.64901,-71.41273
2.919726,-22.318993,-5.5329833,-0.9404893,-0.44557095,-0.94318086,4.052072,-32.48312,-21.24028,-7.622833,-25.40023,6.699333,-11.982585,-32.937542,1.2939519,-34.041904,-70.15952
2.737834,-22.4054,-5.5048366,-1.036491,-0.41234648,-0.99534,4.076288,-32.52216,-21.274328,-7.664698,-25.38101,6.483076,-12.094555,-32.963013,1.2135315,-34.059196,-70.16349
16.161709,-137.5328,-47.406315,-1.3075073,6.350856,-9.371033,25.07667,-179.5025,-114.90282,-32.78476,-161.92897,29.111782,-64.14508,-190.87091,23.64565,-211.91435,-414.96204
21.881989,-155.47118,-50.912277,-2.8594937,8.465013,-9.278552,30.47372,-212.8102,-135.75502,-41.99087,-182.52403,36.0488,-74.58032,-222.6925,22.925592,-240.75664,-481.653
35.630856,-202.30658,-60.301125,-5.331492,10.926607,-8.860046,41.490276,-289.10547,-182.98253,-61.893143,-234.03656,52.9342,-99.56594,-298.23203,23.657827,-311.40604,-638.1464
26.967426,-190.06384,-69.483215,-0.36886513,7.2657523,-12.58456,34.503975,-242.95357,-155.27185,-42.71138,-226.16196,42.83809,-85.461685,-261.3893,37.650097,-294.23932,-570.8612
30.770782,-195.99486,-70.971924,-1.4714267,8.166202,-13.446555,34.988968,-252.77625,-162.83481,-45.159348,-233.5642,42.108566,-90.693146,-270.60565,37.12856,-304.05432,-591.15045
28.702848,-194.52878,-70.51224,1.2488209,9.193522,-13.505924,34.146397,-247.29712,-159.01085,-42.320244,-230.1364,41.568592,-88.43755,-265.67612,37.66182,-298.72055,-579.03424
23.81156,-191.39233,-68.706665,1.5504422,8.291808,-12.505573,34.541687,-239.29727,-152.34723,-39.90566,-224.28783,42.301865,-83.895615,-259.0031,38.19573,-290.76453,-560.8104
21.164158,-192.90938,-68.93647,-0.4820659,8.068244,-12.89292,35.57741,-238.84439,-151.70837,-40.33153,-224.53288,42.70802,-83.66374,-259.3385,38.05482,-290.98538,-559.0526
23.09439,-199.91145,-69.1397,-3.002183,8.97104,-13.346751,37.376945,-252.50546,-160.52408,-46.563427,-230.29019,43.893074,-89.21158,-271.62326,35.92411,-299.83652,-580.6728
21.692862,-204.24765,-73.69057,-1.988075,9.391197,-14.557216,35.267166,-258.05524,-165.36664,-45.912945,-239.34187,41.58537,-92.982605,-277.7643,38.423145,-310.8939,-597.7311
