[ 2.7122056   0.2623075  -0.0150666   0.17709918  0.09962574 -0.086776  ]
[ 2.6844783   0.26314437 -0.01127304  0.17976184  0.10315859 -0.08520437]
[ 2.6806774   0.26936877 -0.00967091  0.18446833  0.10562441 -0.0826549 ]
[ 2.7020936   0.28049293 -0.01020399  0.19110751  0.10700794 -0.07933657]
[ 2.7347877   0.29429477 -0.01225718  0.20209289  0.10693984 -0.07571653]
[ 2.7830997   0.31023288 -0.01606154  0.2125758   0.1119196  -0.07212053]
[ 2.8277998   0.32536516 -0.01993934  0.23328973  0.11422785 -0.0688666 ]
[ 2.8603218   0.33744317 -0.02473231  0.24749629  0.11346236 -0.06703003]
[ 2.8847928   0.34627077 -0.02963902  0.2597826   0.11005569 -0.0664157 ]
[ 2.8988194   0.35103816 -0.03464382  0.26430655  0.1044632  -0.06725953]
[ 2.9017563   0.3517996  -0.03851994  0.2710212   0.09748576 -0.06902608]
[ 2.8914227   0.34850496 -0.04150557  0.2740749   0.09639279 -0.07169418]
[ 2.8724809   0.3421616  -0.04346469  0.2740091   0.10075351 -0.07484566]
[ 2.853931    0.33423054 -0.04472562  0.2672088   0.10329558 -0.07817537]
[ 2.8346872   0.3254317  -0.04482463  0.25960281  0.10396506 -0.08120439]
[ 2.8074276   0.31544366 -0.03905487  0.24663144  0.10260687 -0.08383544]
[ 2.7893107   0.30708966 -0.03333645  0.23587349  0.10014938 -0.08550505]
[ 2.7768438   0.30051407 -0.02805972  0.22748338  0.09690986 -0.08622368]
[ 2.774651    0.2964428  -0.02398563  0.21777746  0.09342031 -0.08606897]
[ 2.7762244   0.2943449  -0.02123892  0.20692696  0.08991644 -0.08524939]
[ 2.7898693   0.29508895 -0.01990789  0.19666588  0.08697993 -0.08365497]
[ 2.8168638   0.29862136 -0.01992198  0.1878121   0.08490314 -0.08139206]
[ 2.8447394   0.30329582 -0.0210444   0.17963511  0.08351967 -0.07895304]
[ 2.8698835   0.3084142  -0.02309524  0.17231151  0.08918698 -0.07657296]
[ 2.8822246   0.3125172  -0.02528615  0.16968197  0.0940394  -0.07457623]
[ 2.8909671   0.31614664 -0.02778653  0.16787857  0.09781556 -0.07305288]
[ 2.8893976   0.31818432 -0.02493515  0.16663507  0.09995079 -0.07204907]
[ 2.8843567   0.3194101  -0.02288516  0.16617425  0.10061113 -0.07167605]
[ 2.8684168   0.31908417 -0.02134068  0.17005768  0.09969105 -0.07195012]
[ 2.8593023   0.31905025 -0.02083305  0.17478997  0.09787142 -0.0725221 ]
[ 2.8553047   0.31917745 -0.02132218  0.17986266  0.09540112 -0.07335551]
[ 2.853193    0.3191513  -0.02268372  0.18462536  0.09252295 -0.07443877]
[ 2.84831     0.31859887 -0.02435692  0.19278495  0.08948062 -0.07560845]
[ 2.846729    0.31812653 -0.026611    0.1995724   0.08672541 -0.07679488]
[ 2.8435996   0.31711105 -0.02385983  0.20456296  0.08431704 -0.07780133]
[ 2.849332    0.31692317 -0.0222752   0.20826502  0.08280725 -0.07854524]
[ 2.883057    0.31983688 -0.02065647  0.21905234  0.08217146 -0.07833986]
[ 2.9368932   0.32474256 -0.01917213  0.23505062  0.08223841 -0.07748041]
[ 2.9982734   0.32950518 -0.00728446  0.24962957  0.08247264 -0.07615675]
[ 3.0616653   0.33349845  0.00808104  0.26572412  0.08281501 -0.07478871]
[ 3.1352596   0.33737865  0.01904756  0.27736652  0.08347932 -0.0738076 ]
[ 3.1949065   0.3385689   0.02525783  0.2866658   0.08383586 -0.07375458]
[ 3.2383184   0.33680442  0.02597217  0.28735894  0.08377828 -0.07486157]
[ 3.2589908   0.33169398  0.0282114   0.28516245  0.08312133 -0.07668954]
[ 3.2594676   0.3239959   0.03123049  0.27518958  0.08200511 -0.07913918]
[ 3.232041    0.31393176  0.02841633  0.25775677  0.08048771 -0.08233063]
[ 3.1967607   0.3043134   0.02120033  0.2420967   0.07921912 -0.08522359]
[ 3.1449609   0.29979238  0.01028549  0.22334494  0.0852349  -0.08776449]
"[ 3.0923445e+00  2.9657355e-01 -2.1188334e-03  2.0960288e-01
  9.0223670e-02 -8.9320943e-02]"
[ 3.0461228   0.2953965  -0.01462637  0.20199889  0.09392203 -0.08962607]
[ 3.0168521   0.29711887 -0.02650311  0.19682385  0.09634578 -0.088633  ]
[ 2.9982312   0.30538636 -0.03691205  0.19391356  0.09733458 -0.08652328]
[ 3.0001907   0.31550103 -0.04504605  0.19429016  0.09713323 -0.08338653]
[ 3.0106835   0.32572165 -0.05005614  0.2012921   0.10256104 -0.07959504]
[ 3.021018    0.33446443 -0.05128854  0.21761037  0.10532263 -0.0756267 ]
[ 3.0394773   0.3419592  -0.04997171  0.23273507  0.11257022 -0.07198799]
[ 3.0641675   0.34769645 -0.04567624  0.2551319   0.11602134 -0.0687602 ]
[ 3.0927038   0.3559276  -0.04007039  0.2726469   0.11558852 -0.06658711]
[ 3.1124468   0.3596319  -0.03316665  0.2880648   0.11124962 -0.06589387]
[ 3.121103    0.35869622 -0.02538768  0.30527082  0.10379978 -0.06657464]
[ 3.1317854   0.35469723 -0.01859042  0.31346428  0.09465528 -0.06856627]
[ 3.1306803   0.3468678  -0.013281    0.31139755  0.08469868 -0.07192957]
[ 3.1257124   0.33695212 -0.00988899  0.3010315   0.07536    -0.07603022]
[ 3.1247957   0.32674134 -0.00855619  0.28486896  0.06784657 -0.08019006]
"[ 3.1211953e+00  3.1639147e-01 -2.7340651e-03  2.6962000e-01
  6.2652826e-02 -8.3693951e-02]"
"[ 3.1240158e+00  3.0771723e-01  2.5758892e-04  2.5173521e-01
  6.0417399e-02 -8.6447984e-02]"
"[ 3.1314394e+00  3.0113658e-01  5.2507222e-04  2.3268940e-01
  6.1096072e-02 -8.8247940e-02]"
"[ 3.1386509e+00  2.9656154e-01 -1.5627667e-03  2.1361005e-01
  6.4249337e-02 -8.9059070e-02]"
[ 3.1482544   0.2944142  -0.00548506  0.19621843  0.06934303 -0.0887779 ]
[ 3.1496775   0.29365605 -0.01053716  0.18075448  0.07537581 -0.08771497]
[ 3.1480393   0.29461133 -0.0160543   0.1686693   0.08165036 -0.08589422]
[ 3.137587    0.29650846 -0.02099479  0.16465633  0.08728393 -0.08350398]
[ 3.1192265   0.2988262  -0.01938777  0.16396594  0.09157373 -0.08074515]
[ 3.0834463   0.30991185 -0.01826     0.16512118  0.10125713 -0.07819531]
[ 3.043819    0.31947812 -0.01160283  0.1690361   0.11471093 -0.07577196]
[ 3.0177019   0.3288487  -0.00606743  0.18062249  0.12348314 -0.07342204]
"[ 3.0032692e+00  3.3729076e-01 -2.4117231e-03  1.9374450e-01
  1.2710270e-01 -7.1584851e-02]"
"[ 3.0009131e+00  3.4463423e-01 -9.3489885e-05  2.1641470e-01
  1.2581545e-01 -7.0054501e-02]"
[ 3.0057597   0.349813    0.00619164  0.24175768  0.12002444 -0.0690393 ]
[ 3.0191905   0.35302794  0.0094842   0.26763618  0.11091248 -0.06886621]
[ 3.0407095   0.35413256  0.00919221  0.28732145  0.09974065 -0.06973325]
[ 3.0652225   0.35273364  0.00555449  0.29945105  0.08779389 -0.07162658]
"[ 3.0896611e+00  3.4884292e-01 -8.6399913e-04  3.0352253e-01
  7.6407991e-02 -7.4355751e-02]"
[ 3.1138082   0.34302786 -0.00932632  0.30002373  0.07393613 -0.07751895]
[ 3.1320934   0.33526316 -0.01869939  0.28938913  0.07258628 -0.08089842]
[ 3.1478071   0.32672036 -0.02754107  0.27861887  0.07250176 -0.0838171 ]
[ 3.1867292   0.3215652  -0.03503272  0.28101087  0.07303108 -0.08554491]
[ 3.2440076   0.31940842 -0.04147967  0.28529376  0.08123972 -0.08638079]
[ 3.3124576   0.3195137  -0.04630471  0.29038388  0.0955039  -0.08645038]
[ 3.3937163   0.321762   -0.04910871  0.29601023  0.10623166 -0.08580564]
[ 3.472037    0.32419676 -0.04330572  0.3005266   0.11190487 -0.08469322]
[ 3.5230422   0.32473996 -0.03592795  0.3061661   0.11971476 -0.08389106]
[ 3.5568683   0.32413778 -0.02833221  0.30774668  0.12052254 -0.08352947]
[ 3.5644407   0.32166806 -0.02132276  0.30444238  0.11458133 -0.08388019]
[ 3.5496619   0.31791744 -0.01563895  0.29714477  0.10339223 -0.08480471]
[ 3.512992    0.313227   -0.01173855  0.2867226   0.08894794 -0.08617148]
[ 3.459301    0.30834284 -0.00982283  0.2746466   0.07356575 -0.08770193]
[ 3.40242     0.3048367  -0.00951629  0.26836595  0.05960363 -0.08874784]
[ 3.3504658   0.30348954 -0.01106565  0.26336235  0.04876306 -0.0892151 ]
