50.0,50.0,50.0,50.0
50.0,50.0,50.0,50.0
50.0,50.0,50.0,50.0
50.0,50.0,50.0,50.0
50.0,50.0,50.0,50.0
50.0,50.0,50.0,50.0
50.0,50.0,50.0,50.0
50.0,50.0,50.0,50.0
50.0,35.758823,37.886257,50.0
50.0,28.879503,50.0,50.0
50.0,50.0,3.1173527,50.0
1.1585397,50.0,17.68557,15.763002
13.353058,50.0,50.0,13.353058
50.0,50.0,50.0,50.0
5.829261,50.0,50.0,50.0
50.0,50.0,50.0,11.300537
50.0,50.0,2.4749496,50.0
2.4647264,50.0,50.0,50.0
50.0,50.0,14.079352,0.6229062
0.3261008,50.0,0.21659319,50.0
50.0,0.049350977,50.0,0.0029898046
50.0,35.136814,35.206966,35.136814
50.0,50.0,19.4337,50.0
50.0,50.0,9.001254,50.0
45.77206,50.0,0.20369308,0.20369308
0.026888222,27.575222,7.2846284e-05,0.030517748
7.538324,14.239797,5.5377707,2.8628554
1.5569279,12.588323,7.104008,17.235748
8.667125,8.667125,6.968992,24.15682
1.6359719,3.3143709,1.3993847,50.0
35.334595,2.8104985,3.3701007,5.0335855
7.7654705,0.6829382,0.8221549,0.3932788
0.056281652,26.599377,22.776142,0.060617723
0.19887985,0.25382924,50.0,50.0
7.417295,6.539361,5.9522233,4.8316045
10.017627,8.137492,3.4651077,11.177857
2.2448416,2.2448416,2.4119911,3.391131
1.009495,17.593822,2.6595323,15.375874
18.10317,23.22997,0.16616483,22.992783
23.67395,23.885733,0.04251892,1.6928433
1.913044,0.0032327527,11.648146,23.630005
22.468348,25.561174,1.3460691,23.352182
0.5603403,11.529307,13.479046,19.249807
11.008218,1.3085291,8.204846,9.983087
6.1171837,5.9880414,7.1721897,4.557192
0.43914282,1.2594972,8.551475,20.212484
0.007915015,0.06256334,0.23993045,17.35978
1.6430838,2.1134307,1.8472657,2.473905
4.4030814,2.3191698,0.9230138,1.9564341
5.1284666,1.1003437,2.24414,4.419811
2.4580092,0.5046584,0.9172265,17.565668
0.51946354,0.04924883,0.094402224,0.018300636
0.104951635,50.0,0.18390952,50.0
0.33107787,1.3809872,0.7954051,0.56197137
0.6227641,0.07441966,3.4522498,0.41333035
25.867008,0.015897786,0.10232169,0.05350056
0.8748226,0.22905752,0.000587657,0.6268625
8.032185,0.13399424,1.0912241,0.0025881971
0.36725974,0.34041247,7.6614523,0.6229447
0.69901603,5.253074,11.356769,0.82077473
4.3864923,0.0048853084,0.14789902,8.564197
0.5145768,0.32185397,50.0,2.6647213
1.308981,1.2779768,0.78285336,0.8980697
0.4360259,0.9410859,5.230363,0.1198189
10.876857,0.029468676,0.012804654,0.0072718714
0.07020688,9.202946,0.04540521,0.53223455
0.093196295,1.999823,2.0996335,0.82239014
0.0056124185,16.72301,0.1537093,0.37982666
0.0023267197,14.441617,0.052183133,7.2736325
0.11593497,8.536667,0.011586057,0.3824419
1.1323491,0.52148247,0.7065067,0.104060784
0.057266206,0.40014464,0.327453,50.0
0.024209928,0.038027856,0.018481907,0.002957769
0.019022241,6.1964765,0.35710728,6.705078e-06
0.11841597,0.16315381,0.41179356,0.3377203
0.018405648,3.4620092,50.0,0.018405648
0.68482083,1.6174448,0.6052814,0.45767745
1.6824231,0.55128175,6.910847,3.1481228
2.439342,1.6454709,2.2930138,1.443173
0.87977904,0.87977904,2.094953,2.6225653
0.4797849,0.5682458,0.17725825,0.47079077
0.67465633,0.24732165,0.041481987,0.12362301
2.0496385,2.3856664,0.6975216,0.9744026
0.59138715,1.2150171,1.0497587,1.4449114
0.445738,0.8544877,0.21621875,0.22208461
0.18533093,3.4195676,0.6991768,0.13286167
0.32895482,2.1818187,1.4800711,0.46951434
3.6045053,1.1793535,2.4003718,2.3263695
3.231321,2.5727696,1.6280967,2.5727696
0.51993656,2.4274216,50.0,0.51993656
1.5319954,0.994277,1.7020024,1.0574332
0.30985728,0.48001537,0.07697797,0.026818959
0.22814703,0.22987178,0.0018662991,0.08783694
50.0,50.0,0.15470158,0.42722028
0.73530835,0.4665726,2.522545,11.44054
2.8919923,6.81451e-07,0.2855403,0.341883
0.034131568,3.7723677,0.0011922597,0.005436182
0.10943864,0.3734218,0.10943864,0.18967448
0.3011587,0.47192428,0.005117436,0.0003437104
0.14685632,0.08033543,0.34213287,0.08645678
1.0522366,0.050030064,0.9353063,0.118275285
0.012168376,0.3449501,0.10476388,0.010025039
0.040608373,11.948253,0.0003752369,0.1525867
0.07862506,1.2495724,0.009910479,0.37746826
0.089095,0.15414873,0.12152888,1.0239778
0.733922,1.0851786,0.8103021,0.20068036
0.22556122,0.008133157,14.292439,0.32892334
0.104626626,0.012269916,11.3276415,0.0016023935
0.0015999512,0.16970588,1.09536595e-05,1.4813142
0.29354218,0.2566337,0.07822339,0.23459105
0.056530256,0.018174114,0.108213454,0.13370954
31.99323,0.13687944,0.7484985,0.01516683
0.0010170274,0.0039705997,0.0045073964,0.034001455
