PathFileType	4	(X/Y/Z)	D:\MAC3D_Data\Watanabe Lab\Sasazaki_20221124\2_en10.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
200.00	200.00	      1760	0	mm	200.00	1	      1760
Frame#	Time	
		

1	0.000	600.73749	-1628.13708	1655.27820	701.80701	-1806.08948	1552.58142	
2	0.005	600.85645	-1627.78442	1655.01917	702.01581	-1805.96851	1552.37939	
3	0.010	600.81970	-1627.96484	1654.71606	702.09845	-1805.80664	1551.70020	
4	0.015	703.60614	-1805.04944	1551.03601	528.50824	-1777.39246	1513.04944	
5	0.020	703.69183	-1804.86890	1550.73010	528.87927	-1775.74731	1512.74902	
6	0.025	702.79962	-1805.31287	1550.64697	529.03845	-1775.41431	1512.72852	
7	0.030	527.29944	-1781.31067	1512.40906	703.03369	-1805.30725	1550.23108	601.50732	-1627.04089	1651.86499	
8	0.035	527.51111	-1780.86938	1511.74182	704.23688	-1804.07910	1549.19006	
9	0.040	527.82318	-1780.64526	1511.57971	703.52130	-1804.36853	1549.08203	
10	0.045	528.22101	-1779.85132	1511.40344	703.73810	-1804.32751	1548.70264	601.79767	-1624.31970	1649.69128	
11	0.050	528.34180	-1780.07068	1511.16418	704.86914	-1803.56226	1547.67163	602.20416	-1624.50134	1649.19214	
12	0.055	528.64148	-1779.99634	1510.98291	705.12433	-1803.17151	1547.35913	602.46448	-1624.77075	1648.88049	
13	0.060	528.70264	-1779.93958	1510.79749	704.54510	-1803.47278	1547.24878	
14	0.065	528.66644	-1780.29285	1510.53638	704.06152	-1801.44641	1546.75098	
15	0.070	528.79590	-1780.12695	1510.19849	704.33209	-1801.27136	1546.30554	
16	0.075	528.83057	-1779.72156	1509.91907	705.44501	-1802.63464	1545.94202	604.67072	-1625.30408	1645.62122	
17	0.080	529.00916	-1779.11182	1509.59570	705.87756	-1802.78748	1545.62451	
18	0.085	529.13501	-1778.85535	1509.17847	706.23816	-1802.71021	1545.06494	
19	0.090	529.73340	-1779.26624	1508.85474	706.66302	-1802.59802	1544.68835	
20	0.095	530.03693	-1779.45496	1508.49817	708.18011	-1802.19275	1544.40125	
21	0.100	529.92584	-1779.49841	1508.11963	707.27698	-1802.44897	1544.11536	
22	0.105	530.04016	-1779.53796	1507.93823	707.61121	-1802.24402	1543.78772	
23	0.110	530.16388	-1779.43628	1507.74744	707.96381	-1801.64172	1543.25452	
24	0.115	530.33777	-1779.30188	1507.40857	708.40253	-1801.41125	1542.77954	
25	0.120	532.55267	-1773.49146	1507.02661	709.15271	-1801.49219	1542.38843	
26	0.125	709.37579	-1801.37500	1542.10999	530.81995	-1778.82312	1506.50562	
27	0.130	709.78607	-1801.32568	1541.84180	531.04254	-1778.42297	1506.41370	
28	0.135	709.98370	-1800.86353	1541.43542	531.28070	-1778.12378	1505.92261	
29	0.140	710.33612	-1800.54041	1541.05835	531.40631	-1777.61255	1505.38879	
30	0.145	710.49017	-1800.02197	1540.40393	531.80023	-1777.42383	1504.94666	
31	0.150	710.78064	-1799.65808	1540.13525	531.88953	-1777.49426	1504.59631	
32	0.155	708.05798	-1793.33484	1539.14734	532.05988	-1777.34802	1504.33838	
33	0.160	708.06287	-1792.16870	1538.90771	532.08899	-1778.02478	1503.54565	
34	0.165	708.44641	-1792.09692	1538.60950	532.67297	-1776.84351	1503.24438	
35	0.170	708.44232	-1790.94458	1538.09924	532.75726	-1776.61694	1502.92676	
36	0.175	609.49316	-1607.93311	1623.75769	709.27502	-1791.64697	1537.63464	533.24463	-1775.95142	1502.77173	
37	0.180	709.42694	-1790.45398	1537.26318	533.38300	-1774.69080	1502.30981	
38	0.185	709.88593	-1790.55884	1536.82019	533.64148	-1774.82764	1501.78198	
39	0.190	710.30017	-1790.00830	1536.53406	534.06232	-1774.27283	1501.21704	
40	0.195	711.19604	-1790.69617	1536.29944	537.56824	-1765.93054	1500.95190	
41	0.200	711.34186	-1789.81030	1535.66235	537.25494	-1765.81555	1500.22156	
42	0.205	534.70007	-1772.28711	1499.69348	711.55829	-1789.65674	1535.41418	
43	0.210	535.46271	-1774.11914	1499.23157	711.39355	-1788.66260	1535.02600	
44	0.215	711.78534	-1788.18896	1534.52722	
45	0.220	712.02777	-1787.61926	1534.22375	
46	0.225	712.38416	-1787.33582	1533.91443	
47	0.230	712.12177	-1786.00146	1533.50354	
48	0.235	712.30743	-1785.76733	1533.28784	
49	0.240	712.17749	-1784.58301	1532.68213	
50	0.245	537.12524	-1771.23340	1495.69141	712.28619	-1784.05396	1532.43909	
51	0.250	712.40222	-1783.64319	1532.16284	
52	0.255	712.85895	-1783.82568	1531.98669	
53	0.260	713.10608	-1783.68823	1531.76294	
54	0.265	713.55365	-1783.80542	1531.64197	
55	0.270	713.59308	-1783.26001	1531.65503	
56	0.275	713.61548	-1782.60425	1531.48547	
57	0.280	538.87866	-1768.63562	1492.81372	713.93597	-1782.70813	1531.35681	
58	0.285	714.22052	-1782.30066	1531.11560	
59	0.290	714.15314	-1781.56580	1531.01575	
60	0.295	714.27222	-1781.36865	1530.90039	
61	0.300	714.47894	-1781.33789	1530.80237	
62	0.305	714.64166	-1781.16614	1530.67651	
63	0.310	714.77826	-1780.46826	1530.47424	
64	0.315	540.98041	-1765.06177	1489.46545	714.48163	-1779.27551	1530.21301	
65	0.320	714.83209	-1779.35632	1530.08582	
66	0.325	715.21472	-1779.73633	1530.13586	
67	0.330	715.25153	-1778.93689	1529.84680	
68	0.335	717.17627	-1782.03564	1529.85352	
69	0.340	717.20679	-1781.91211	1529.82715	
70	0.345	717.45081	-1781.71643	1529.66077	
71	0.350	717.52277	-1781.44702	1529.61426	
72	0.355	717.32666	-1780.05896	1529.57361	
73	0.360	717.36206	-1779.67810	1529.32581	
74	0.365	717.53815	-1779.39575	1529.35010	
75	0.370	717.66290	-1779.19861	1529.24023	
76	0.375	717.82159	-1778.73218	1529.06775	
77	0.380	718.06757	-1778.53577	1529.01099	
78	0.385	718.19092	-1778.28442	1528.90149	
79	0.390	718.19373	-1778.06665	1528.89246	
80	0.395	718.42719	-1777.89050	1528.69849	
81	0.400	718.60846	-1777.70398	1528.83398	
82	0.405	718.72595	-1777.62756	1528.87769	
83	0.410	718.74274	-1777.29456	1528.72473	
84	0.415	718.94556	-1777.19263	1528.78223	
85	0.420	548.37354	-1749.04602	1484.70972	719.06787	-1776.70630	1528.66663	
86	0.425	548.16571	-1750.04004	1484.84888	719.81012	-1777.88843	1528.75842	
87	0.430	719.97339	-1777.73975	1528.72107	
88	0.435	548.66595	-1748.44897	1484.79089	720.14404	-1777.53479	1528.61035	
89	0.440	720.34521	-1777.24182	1528.55383	
90	0.445	548.49207	-1749.50000	1485.02185	720.49457	-1777.06946	1528.48462	
91	0.450	720.65771	-1776.90723	1528.41882	
92	0.455	720.72546	-1776.85742	1528.32947	
93	0.460	548.49591	-1749.88525	1485.32214	720.82568	-1776.55713	1528.35229	
94	0.465	720.96051	-1776.35168	1528.27429	
95	0.470	548.97717	-1748.49988	1485.50610	721.16577	-1776.13599	1528.30591	
96	0.475	549.11896	-1748.59631	1486.04126	721.35419	-1775.95081	1528.32935	
97	0.480	549.18500	-1748.15723	1485.66980	721.44995	-1775.84741	1528.30640	
98	0.485	549.27179	-1748.28833	1486.19897	721.66479	-1775.55469	1528.30615	
99	0.490	549.32074	-1748.16541	1486.27405	721.78516	-1775.48401	1528.27600	
100	0.495	549.53784	-1747.06885	1486.61328	721.79047	-1775.20178	1528.34705	
101	0.500	721.96594	-1775.21692	1528.32507	
102	0.505	722.09973	-1774.84583	1528.26550	
103	0.510	722.21246	-1774.78088	1528.29407	
104	0.515	722.25690	-1774.61523	1528.36951	
105	0.520	722.53882	-1774.70874	1528.36072	
106	0.525	722.70667	-1774.62097	1528.44836	
107	0.530	722.82440	-1774.38074	1528.41711	
108	0.535	723.02161	-1774.42664	1528.39343	
109	0.540	723.27252	-1774.06335	1528.36707	
110	0.545	723.37103	-1773.88928	1528.30872	
111	0.550	723.30554	-1773.18091	1528.23779	
112	0.555	723.50745	-1772.80042	1528.21838	
113	0.560	724.26807	-1773.71533	1528.12390	
114	0.565	723.95447	-1772.96057	1528.10791	
115	0.570	724.68866	-1773.72437	1527.95801	
116	0.575	723.97516	-1772.01160	1528.18994	
117	0.580	724.05994	-1771.32068	1528.18005	
