PathFileType	4	(X/Y/Z)	D:\MAC3D_Data\Watanabe Lab\Sasazaki_20221124\2_en8.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
200.00	200.00	      2104	0	mm	200.00	1	      2104
Frame#	Time	
		

1	0.000	493.99454	-1969.98132	1443.18237	
2	0.005	497.77621	-1971.80493	1442.73914	281.19058	-1981.64380	1524.44153	
3	0.010	499.49576	-1972.45581	1442.37842	
4	0.015	498.28934	-1967.77112	1441.52258	283.38461	-1973.23340	1524.59583	
5	0.020	501.97482	-1970.60596	1441.98499	354.65054	-2079.96558	1427.79578	
6	0.025	316.76187	-1897.19922	1511.32690	504.06946	-1970.57788	1441.93335	355.88919	-2079.20142	1427.30884	
7	0.030	313.59207	-1888.68286	1508.78320	502.24988	-1965.71594	1441.08093	357.13943	-2079.58545	1427.03186	
8	0.035	506.82007	-1968.53613	1441.68652	357.93475	-2077.75781	1426.11206	320.34882	-1893.00854	1509.91418	
9	0.040	504.25339	-1962.85571	1440.78772	358.22693	-2074.78955	1424.98486	322.46051	-1891.47803	1509.20752	
10	0.045	506.22723	-1962.34485	1440.99744	359.68979	-2074.59644	1424.08777	319.95844	-1883.22400	1506.79309	
11	0.050	512.18256	-1968.63977	1442.01416	326.65652	-1887.24524	1507.43372	360.30145	-2073.30566	1423.51233	
12	0.055	510.44037	-1963.97266	1441.19824	359.39139	-2065.65234	1421.31287	329.95621	-1883.22913	1506.65625	
13	0.060	360.36847	-2065.27954	1420.55884	331.12961	-1882.07117	1505.79932	515.05530	-1967.71875	1441.99109	
14	0.065	361.51721	-2064.19312	1419.76111	332.00305	-1880.60718	1504.78967	514.27856	-1964.18640	1441.51318	
15	0.070	361.93158	-2062.16113	1418.89160	334.72504	-1878.92371	1504.39832	515.94788	-1964.37512	1441.62671	
16	0.075	519.48108	-1966.94128	1441.59045	362.71097	-2059.80005	1417.95374	337.16095	-1876.18298	1503.73047	230.86574	-1993.40564	1521.84839	
17	0.080	517.93689	-1962.79431	1441.03748	363.24066	-2058.15771	1417.20117	339.33569	-1873.58667	1502.43970	260.20648	-2000.20020	1503.16199	220.09579	-1988.20032	1526.67188	
18	0.085	520.01392	-1963.23157	1441.18970	363.88474	-2056.81885	1416.58032	341.49484	-1872.22290	1501.75464	262.07639	-1997.71802	1501.70703	
19	0.090	364.46881	-2054.55200	1415.98462	342.92719	-1869.51160	1500.83594	263.03946	-1992.46094	1501.09961	523.93396	-1966.23047	1441.68970	
20	0.095	229.10635	-1975.52441	1519.91382	364.68948	-2051.50024	1414.78552	344.93723	-1868.28027	1500.48718	262.88553	-1995.17346	1498.96216	522.70947	-1962.34143	1440.83508	
21	0.100	365.46027	-2050.63770	1413.87451	347.06909	-1865.76306	1499.40894	264.38504	-1993.13916	1496.62878	523.73206	-1961.96985	1440.52197	
22	0.105	366.22763	-2049.01636	1413.20044	349.36951	-1864.11548	1498.58911	525.85217	-1962.23083	1440.45593	
23	0.110	529.30194	-1964.75806	1440.88513	366.77167	-2045.71619	1411.89465	351.03690	-1862.48828	1497.85059	
24	0.115	528.06879	-1960.26721	1440.08350	367.60696	-2043.88025	1410.91504	352.83456	-1860.81519	1497.43909	
25	0.120	530.13049	-1961.25806	1440.23364	368.54721	-2042.12524	1410.04944	355.39789	-1858.22668	1496.84839	
26	0.125	369.21112	-2040.44849	1409.16565	357.73090	-1856.41931	1496.23779	533.17963	-1963.38159	1440.57849	
27	0.130	369.87491	-2038.46558	1407.95410	359.64273	-1854.34180	1495.21802	532.07294	-1959.20251	1439.83496	
28	0.135	370.86517	-2036.40015	1406.74121	361.18939	-1852.56152	1494.71643	532.88361	-1957.93481	1439.60559	
29	0.140	371.55203	-2034.64917	1405.96936	363.35974	-1850.67712	1494.27417	535.41296	-1959.42322	1440.07275	
30	0.145	372.35498	-2032.79150	1405.20520	365.13684	-1848.61475	1493.58765	537.63074	-1960.56372	1440.29456	
31	0.150	373.27686	-2031.11182	1404.28711	367.31271	-1846.57605	1493.05273	537.42395	-1958.42798	1439.95996	
32	0.155	374.23129	-2028.90967	1403.18677	369.50735	-1845.20605	1492.49231	538.62677	-1957.35059	1439.88977	
33	0.160	374.96304	-2027.05762	1402.32422	371.26044	-1844.17407	1491.81860	540.47522	-1958.02002	1440.28503	
34	0.165	376.08057	-2024.87585	1401.89575	373.63638	-1842.45325	1491.69824	542.45917	-1958.37854	1440.73328	
35	0.170	376.86877	-2023.11938	1400.96436	375.08148	-1840.62109	1491.47827	543.52606	-1958.17786	1440.92151	
36	0.175	377.69516	-2021.34839	1400.12598	376.57715	-1839.32837	1491.04089	545.58179	-1959.20593	1441.14771	
37	0.180	378.55420	-2019.49255	1399.48462	379.23572	-1837.35767	1490.62378	546.11963	-1957.42468	1441.09961	
38	0.185	381.47894	-1835.20557	1490.43909	379.32016	-2017.93091	1398.85693	547.18262	-1957.10632	1441.20703	
39	0.190	383.75272	-1833.50476	1490.23535	380.73444	-2015.52466	1397.91028	547.99249	-1955.79224	1441.10901	
40	0.195	386.26276	-1831.22754	1489.77502	381.46683	-2013.66846	1397.44092	550.21820	-1957.35132	1441.34204	
41	0.200	387.90359	-1830.08765	1489.34644	382.36243	-2011.89917	1396.37158	550.86133	-1956.23462	1441.47339	
42	0.205	389.98486	-1828.46484	1488.85059	383.19913	-2010.43250	1395.29187	551.88324	-1955.60168	1441.49304	
43	0.210	392.00546	-1826.67468	1488.84827	384.22150	-2008.28650	1395.24463	553.31274	-1955.37634	1441.59302	
44	0.215	394.13501	-1825.68530	1488.61780	385.75351	-2006.89587	1394.37854	553.59882	-1953.94727	1441.63611	
45	0.220	396.03027	-1823.99121	1488.48853	386.49915	-2005.13110	1393.82214	555.38391	-1954.54675	1441.70642	
46	0.225	397.83972	-1822.67200	1488.29944	387.73859	-2002.98669	1393.45410	557.96155	-1956.54492	1442.36560	
47	0.230	400.33246	-1821.41931	1488.30688	388.49567	-2000.92261	1392.56604	558.29004	-1954.33936	1441.95740	
48	0.235	402.19608	-1820.18823	1488.19348	389.16718	-1999.07080	1392.07715	558.74396	-1953.30188	1442.11829	
49	0.240	404.20923	-1818.67188	1488.26086	389.89920	-1997.45789	1391.82874	560.28638	-1953.72034	1442.52173	
50	0.245	406.25479	-1817.13977	1488.21570	390.61963	-1995.74060	1391.57483	561.52631	-1953.48511	1442.63135	
51	0.250	408.25418	-1815.23608	1488.27661	391.61801	-1994.68274	1391.27136	563.38824	-1954.39966	1442.91138	
52	0.255	410.14093	-1813.33655	1488.37305	392.72876	-1993.01465	1391.10376	565.44958	-1955.39343	1443.57556	
53	0.260	412.16574	-1812.73645	1488.32458	392.62921	-1993.22290	1391.00012	567.00494	-1956.10657	1443.96082	
54	0.265	414.44012	-1810.94202	1488.22913	394.58691	-1989.76306	1390.54138	566.90454	-1954.25549	1443.83521	
55	0.270	415.78448	-1809.45300	1488.21692	395.53711	-1987.87830	1390.16150	567.56506	-1953.28015	1443.89771	
56	0.275	417.89206	-1808.50562	1488.46838	396.20947	-1986.28125	1389.95789	569.71893	-1954.81128	1444.47937	
57	0.280	419.57892	-1807.48206	1488.28894	397.39944	-1984.83154	1389.40625	570.25891	-1954.01599	1444.57764	
