PathFileType	4	(X/Y/Z)	D:\MAC3D_Data\Watanabe Lab\Sasazaki_20221124\4_suihei3.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
200.00	200.00	       948	0	mm	200.00	1	       948
Frame#	Time	
		

1	0.000	294.92157	749.20685	977.34509	91.99185	755.22577	985.94336	184.49745	524.25885	930.22040	
2	0.005	295.05222	749.15070	977.65491	92.15627	755.12054	985.94653	184.58211	523.00671	930.73676	
3	0.010	295.15414	749.29675	977.85504	92.14345	755.24646	985.99835	185.01515	524.93530	930.73517	
4	0.015	295.11761	749.11584	977.71283	92.13132	755.11047	985.99658	185.21983	524.89551	930.82294	
5	0.020	294.95010	749.79120	978.17804	92.22598	755.20612	986.02686	184.79865	522.72498	931.51874	
6	0.025	294.97021	749.78107	978.25946	92.34487	755.11530	986.00580	185.10399	523.03619	931.63959	
7	0.030	295.06702	749.72485	978.49841	92.35795	755.18152	986.03845	185.08939	522.99500	932.05139	
8	0.035	295.19150	749.87927	978.56519	92.35684	755.16687	985.91101	185.40273	523.02521	932.45203	
9	0.040	295.19830	750.15649	978.61926	92.42025	755.28027	985.98199	185.18327	523.00500	932.67188	
10	0.045	295.18564	749.92383	978.74939	92.39314	755.25623	986.00507	184.74234	522.26880	933.43671	
11	0.050	295.10684	749.96545	978.93152	92.38741	755.22107	986.00000	185.73253	523.70282	933.19910	
12	0.055	295.15363	749.98450	979.08075	92.55828	755.45715	985.92670	185.59869	524.55017	933.30383	
13	0.060	295.13651	750.09863	979.20813	185.97046	523.42017	933.81494	92.60388	755.35168	985.90869	
14	0.065	295.26385	749.95013	979.54901	186.04375	523.05988	934.19434	92.67331	755.53595	985.88165	
15	0.070	295.17886	749.83429	979.71356	186.03845	523.16559	934.30048	351.55890	531.08148	956.76801	92.58416	755.52887	985.86865	
16	0.075	295.24469	749.96118	979.91986	185.77443	522.52502	934.53229	92.66994	755.59998	985.88324	
17	0.080	295.43060	750.00513	980.05078	186.19325	522.89343	934.75757	351.48465	531.51917	957.43964	92.70329	755.56799	985.86212	
18	0.085	295.28983	749.87280	980.19629	186.08437	523.09888	934.90778	92.78619	755.64856	985.84863	
19	0.090	295.42615	750.05035	980.42084	186.20839	522.91406	935.36816	92.80405	755.63525	985.82043	
20	0.095	295.45212	749.95142	980.59619	186.49042	523.19092	935.37756	92.73170	755.68732	985.79413	
21	0.100	295.49417	749.96619	980.75348	186.36145	522.84338	935.80725	92.80617	755.68823	985.80963	
22	0.105	295.45663	749.97192	981.00946	186.39674	522.78424	935.83344	92.84785	755.60211	985.86749	
23	0.110	295.56158	750.10754	981.28210	186.43475	522.83990	936.10150	92.89847	755.66254	985.90784	
24	0.115	295.54041	750.07452	981.50702	185.71979	522.57458	936.46729	92.85809	755.65979	985.90985	
25	0.120	295.56900	750.11090	981.63708	185.66653	522.60773	936.66180	353.66025	530.85638	961.07220	92.91248	755.76294	985.93640	
26	0.125	295.61813	750.02588	981.89917	185.73228	522.40015	936.84271	352.93506	531.59229	961.30884	93.03770	755.71246	985.99969	
27	0.130	295.61270	749.85693	982.19836	185.57608	522.39734	936.97736	352.30771	531.26434	961.68506	93.04249	755.74445	986.06238	
28	0.135	295.79367	749.90674	982.57813	186.25760	522.84644	936.61188	92.93182	755.80756	986.12268	280.92136	472.38953	923.64307	
29	0.140	295.72876	749.89087	982.74927	186.60876	523.11823	936.85181	92.99197	755.84576	986.17218	
