2.488966882228851318e-01,-4.837587177753448486e-01,4.269054532051086426e-01,-4.519169330596923828e-01,-6.199749112129211426e-01,2.701578736305236816e-01,-1.540349572896957397e-01,4.327260702848434448e-02,3.295210897922515869e-01,1.170766204595565796e-01
4.578559100627899170e-02,-4.112878143787384033e-01,-9.489829838275909424e-02,-1.276381462812423706e-01,2.054515480995178223e-01,2.659261822700500488e-01,1.849948614835739136e-01,1.671008467674255371e-01,4.864878952503204346e-01,-8.317318558692932129e-01
4.940025210380554199e-01,-1.669979989528656006e-01,-1.470547765493392944e-01,2.882366068661212921e-02,4.741878807544708252e-01,-7.816115617752075195e-01,-1.075628176331520081e-01,4.546457529067993164e-01,-4.828271567821502686e-01,4.674613177776336670e-01
-9.128730893135070801e-01,-7.638848423957824707e-01,-4.883984029293060303e-01,-3.237836956977844238e-01,-6.301854252815246582e-01,-3.699103891849517822e-01,-3.903458267450332642e-02,1.266835927963256836e-01,2.596416175365447998e-01,-9.367044270038604736e-02
-1.167300581932067871e+00,5.516412854194641113e-01,-6.532032042741775513e-02,-2.422174066305160522e-01,5.288165807723999023e-01,-5.322142690420150757e-02,-4.379901587963104248e-01,-4.609091952443122864e-02,1.806154847145080566e-01,-2.623178362846374512e-01
-3.258184194564819336e-01,4.933035671710968018e-01,-2.412785887718200684e-01,1.060906499624252319e-01,5.647053122520446777e-01,-1.058675274252891541e-01,-7.373983263969421387e-01,1.927051879465579987e-02,1.862163394689559937e-01,2.504049539566040039e-01
-7.734985351562500000e-01,2.889129221439361572e-01,3.160810470581054688e-01,3.825680166482925415e-02,-8.990735411643981934e-01,-8.181496709585189819e-02,-8.064348697662353516e-01,-8.135052919387817383e-01,4.138424992561340332e-01,5.922884121537208557e-02
3.497470021247863770e-01,-5.103306770324707031e-01,-2.600183188915252686e-01,6.857544183731079102e-01,4.352638423442840576e-01,-6.107310056686401367e-01,-8.691999316215515137e-01,6.246725916862487793e-01,3.207625448703765869e-01,1.748027950525283813e-01
7.967576384544372559e-01,3.382730782032012939e-01,4.317508339881896973e-01,1.922670304775238037e-01,-1.073922038078308105e+00,-1.816627830266952515e-01,1.038440540432929993e-01,9.519590735435485840e-01,4.598165154457092285e-01,6.431418657302856445e-01
-6.239252686500549316e-01,4.049966335296630859e-01,4.480947554111480713e-01,-1.793688908219337463e-02,-1.856171637773513794e-01,-1.757778599858283997e-02,-3.196380734443664551e-01,-5.043289065361022949e-01,4.516533613204956055e-01,-4.044023454189300537e-01
