12_14,4.684333333333333,11.238273331998933,76.9,81.86666666666666
12_14_10ACTIONS,1.902,25.04697279676959,67.2,63.866666666666674
12_14_10ACTIONS_2nd,-0.5068,12.329669821677427,65.88000000000001,63.7
12_14_10ACTIONS_long,1.6921666666666666,10.016459465080025,74.18333333333334,72.55
12_14_10ACTIONS_long_10act,12.084,28.320474670238013,50.06666666666667,37.1
12_14_10ACTIONS_long_5act,1.8526,24.494212919245047,52.239999999999995,48.36
12_14_10ACTIONS_reward,6.096,14.855265725794258,62.22,59.36
12_14_10ACTION_i0,7.8594,8.456165383115247,66.75999999999999,85.06
12_14_10ACTION_i05,1.9656,10.039430993584018,77.46,76.06
12_14_10ACTION_re15,5.4226,10.764961036493544,68.32000000000001,74.38
12_14_4act,6.6273333333333335,14.18250685606959,64.1,60.86666666666667
12_14_5act,4.629,37.47078033338697,63.76666666666667,62.9
12_14_ACTION10_i0_reward-1,6.6854,10.727061144981068,62.92,73.0
12_14_pid,8.40875,20.76051355743134,55.525000000000006,47.199999999999996
12_14_pid_2,1.456,12.740099137181213,80.08,78.92
12_14_pid_3,0.3216,13.890009356079686,80.7,78.48
12_14_resetI,26.273,36.708795261488085,36.4,24.73333333333333
12_14_resetI_10act,13.43,20.88214040584226,40.13333333333333,45.300000000000004
12_16_beta,0.7451111111111111,11.878175444405342,79.93333333333334,78.28888888888889
12_16_beta2,0.6711111111111111,10.513333065066316,84.13333333333334,82.33333333333334
12_16_beta3,1.798888888888889,10.454901024026523,82.15555555555557,81.11111111111111
12_16_betaI0,7.094222222222222,9.576774734186088,65.5111111111111,81.4888888888889
12_16_betaI0 - コピー,1.0942222222222222,9.576774734186088,82.93333333333334,81.4888888888889
12_16_dqn_suihei,2.0643333333333334,16.58897000612687,51.56666666666667,50.366666666666674
12_16_dqn_suihei2,18.235666666666667,14.426578594578052,28.233333333333334,52.5
12_16_dqn_suihei3,0.312,15.47032965711786,52.83333333333333,50.4
12_16_dqn_suihei4,17.125,13.508794820875183,29.666666666666668,54.93333333333334
12_16_dqn_suihei5,4.342,11.404402196658777,62.3,64.56666666666668
12_16_mini,1.1906666666666668,10.978698624915493,88.8,85.96666666666667
12_16_mini2,0.9495555555555556,9.347595372909359,88.2,86.6888888888889
12_16_mini3,0.892,10.436095737543011,81.15555555555557,79.08888888888889
12_16_p4i3_2_同パラ＿2回目,0.2598,13.729909178185618,70.84,68.46
12_16_p4i3_suihei,0.5462,16.84273734047481,48.36,46.339999999999996
12_16_p4i3_同パラ＿１回目,0.51,11.106852498997446,82.66,80.58
12_16_pid_,7.229,10.9989455494971,71.925,86.225
12_16_pid_2,0.451,10.247577870553465,87.325,85.82499999999999
12_16_pid_mini,0.07075,10.598340702388777,83.25,81.65
12_16_pid_miniI1,-1.115,11.631878616545038,79.05,77.45
12_20_dqn,-0.37577777777777777,12.734953987884024,75.8,73.2
12_20_dqn2,1.7584,15.358853707060264,83.2,82.44
12_20_dqn_b,2.742,9.944606100131614,71.84444444444445,70.24444444444444
12_20_dqn_pitch,-0.848,7.875335190437612,83.84,81.6
12_20_pid_b,3.681,13.210256118511802,70.675,72.15
12_20_pid_b2,4.15175,16.647552588572847,64.05,70.175
12_7_1st,6.2628,112.74945459719439,9.44,8.52
12_7_2nd,16.056880733944954,17.175603424023688,27.431192660550458,66.23853211009174
12_7_3rd,20.784,25.089079870961957,22.720000000000002,36.0
12_7_3rd_b_4,15.65967741935484,17.724699115461206,39.03225806451613,55.80645161290323
12_7_4th_b_4,16.173004820567755,13.78815216440422,32.56561328334226,64.97054097482592
12_7_i_0001,-0.5344,18.217155720501978,51.080000000000005,49.0
12_7_i_0001_test,5.729,31.089356813982295,45.0,46.400000000000006
12_9_beta_4gain_2,6.794973070017953,13.588761118802777,71.63375224416517,69.69479353680431
12_9_beta_4gain_採用,6.23,12.922503489594249,72.96000000000001,76.96
12_9_beta_採用,14.7244,23.512294142221123,52.12,47.12
beta_3,14.367142857142857,17.18034080435889,46.114285714285714,46.0
beta_4,14.224096385542168,18.11157978847877,42.00803212851405,53.17269076305221
dqn_gain,-9.4036,11.07303715792373,50.32,65.64
dqn_gain_,1.8656,27.935634886621237,52.239999999999995,48.64
epsilon,7.017333333333333,21.107444365075647,50.8,44.86666666666667
eps_5,60.61866666666667,83.73769315488673,2.1333333333333333,4.0
esi_5,10.388333333333334,22.967833398310745,48.6,37.666666666666664
huber,13.323333333333334,20.570200937547874,39.53333333333333,42.63333333333333
PID,6.030420940926778,19.5154264547181,43.084541917226744,52.77679518924655
pid_i0002,4.4745,26.726165488719584,57.025000000000006,53.87499999999999
pid_i0003,-3.6067864271457086,23.308577478435364,61.97604790419161,64.87025948103793
pid_i0005,-6.812064965197216,35.17203773205199,58.39133797370456,52.74555297757154
test,24.938,22.139519288239175,19.1,40.5
