-2.999873540829867125e-04,-3.163780784234404564e-03,-1.678361929953098297e-02,2.223449759185314178e-03
-6.519733667373657227e-01,-6.778526306152343750e-01,-6.697710752487182617e-01,-6.604278683662414551e-01
-5.978104472160339355e-01,-6.236212253570556641e-01,-7.531763911247253418e-01,-6.351026296615600586e-01
7.846977561712265015e-03,1.175609789788722992e-02,1.057895831763744354e-02,-1.126634329557418823e-02
-6.318165063858032227e-01,-6.387615203857421875e-01,-6.446856260299682617e-01,-6.596713066101074219e-01
-5.273889899253845215e-01,-5.793456435203552246e-01,-7.911956310272216797e-01,-5.938170552253723145e-01
-6.497470736503601074e-01,-6.225166916847229004e-01,-6.450528502464294434e-01,-6.585036516189575195e-01
-6.316115260124206543e-01,-6.616415977478027344e-01,-6.478760838508605957e-01,-6.737393736839294434e-01
1.463578082621097565e-04,-3.306099213659763336e-03,1.348309125751256943e-02,8.051496930420398712e-03
-6.668052673339843750e-01,-6.693572402000427246e-01,-6.685769557952880859e-01,-6.639475822448730469e-01
-6.424298882484436035e-01,-6.450891494750976562e-01,-6.512019634246826172e-01,-6.621345281600952148e-01
-6.732938289642333984e-01,-6.334083676338195801e-01,-6.348955631256103516e-01,-6.463893651962280273e-01
-6.593312025070190430e-01,-6.546286344528198242e-01,-6.566719412803649902e-01,-6.639559268951416016e-01
-6.536821722984313965e-01,-6.720463037490844727e-01,-6.677785515785217285e-01,-6.516442298889160156e-01
-1.524565927684307098e-02,3.086878452450037003e-03,-8.341190405189990997e-03,1.281947363168001175e-02
9.842711500823497772e-03,5.586566403508186340e-03,3.334494540467858315e-04,2.681580372154712677e-03
6.085973698645830154e-03,7.821482606232166290e-03,-1.205581985414028168e-02,1.197825185954570770e-02
-6.623381972312927246e-01,-6.442094445228576660e-01,-6.436461806297302246e-01,-6.642342209815979004e-01
-6.411350965499877930e-01,-6.434282064437866211e-01,-6.446523070335388184e-01,-6.661792397499084473e-01
-6.463310122489929199e-01,-6.206032633781433105e-01,-6.428017616271972656e-01,-6.418505311012268066e-01
