179.23865,138.32791,-402.5583,-15.83581,-18.764244,-72.25872,,0,1,2,3,4,5
168.18784,130.2617,-376.70697,-15.359398,-18.271437,-67.73654,,148.6620419,119.9347577,-342.7464406,-13.49804809,-16.52247416,-61.47130821
163.80287,127.49025,-366.31204,-15.206397,-18.22932,-65.88837,,,,,,,
135.44806,106.1676,-303.62473,-12.282068,-14.675835,-54.100952,,,,,,,
117.02656,91.97255,-263.4895,-10.218893,-12.391525,-46.7244,,,,,,,
114.60485,90.53711,-258.82773,-9.966446,-12.321988,-46.11972,,,,,,,
121.25284,96.095795,-274.72757,-10.970628,-13.441691,-49.51572,,,,,,,
123.12901,97.883415,-280.3299,-11.200277,-13.677882,-50.43102,,,,,,,
122.86549,97.1646,-279.67484,-10.8809805,-13.256327,-49.726013,,,,,,,
136.38078,107.69764,-310.10184,-12.094342,-14.568419,-55.074898,,,,,,,
133.69377,105.89069,-303.42322,-12.182034,-14.446048,-54.2977,,,,,,,
139.37425,109.85362,-314.34976,-12.946488,-15.17426,-56.626507,,,,,,,
140.33658,109.59695,-314.29355,-12.840994,-15.246023,-56.570347,,,,,,,
140.03896,109.02302,-311.6768,-12.556944,-15.207938,-56.51546,,,,,,,
137.59074,107.3008,-304.58542,-12.197768,-14.902827,-55.82048,,,,,,,
143.1684,111.801895,-317.71368,-12.759968,-15.261526,-57.886192,,,,,,,
137.48648,107.74634,-306.92236,-12.061456,-14.487772,-54.94217,,,,,,,
138.26259,108.38748,-311.1251,-12.284016,-14.646907,-55.217876,,,,,,,
126.55139,99.11733,-285.9727,-11.22567,-14.038222,-50.734726,,,,,,,
131.39627,102.47831,-298.27762,-11.93185,-14.719065,-53.040016,,,,,,,
128.83388,100.42031,-292.69852,-11.809189,-14.2147455,-52.556664,,,,,,,
130.87643,102.39125,-297.18835,-12.059693,-14.136506,-54.204273,,,,,,,
133.91925,105.48599,-303.47946,-12.319507,-14.312741,-55.693417,,,,,,,
137.68382,108.43065,-310.58224,-12.288444,-14.37431,-56.625977,,,,,,,
130.3403,101.994026,-291.6983,-11.160832,-13.796083,-52.213608,,,,,,,
144.46864,112.2612,-320.3289,-12.374815,-15.909373,-56.702877,,,,,,,
163.85976,126.6535,-361.92612,-14.75182,-18.204947,-63.887478,,,,,,,
160.47574,123.56007,-354.57846,-14.934279,-17.14345,-63.085518,,,,,,,
160.23419,123.41618,-356.7408,-14.896347,-16.468117,-64.38967,,,,,,,
160.17824,124.224464,-359.76233,-14.605386,-16.450058,-65.64311,,,,,,,
159.94179,124.97776,-361.8474,-14.121204,-17.327787,-65.81149,,,,,,,
159.58148,125.46702,-362.32852,-14.031139,-18.21597,-65.00118,,,,,,,
156.17953,123.94091,-356.30414,-14.151737,-18.046928,-63.03435,,,,,,,
154.84561,123.02279,-352.6907,-14.403985,-16.999638,-62.080055,,,,,,,
158.07883,124.89137,-358.17874,-14.732358,-16.53674,-63.460228,,,,,,,
161.54178,126.124725,-363.70294,-14.81101,-16.770065,-65.47475,,,,,,,
160.66017,123.89723,-359.33688,-14.261007,-17.163694,-65.43921,,,,,,,
161.86575,124.05156,-361.18417,-14.085394,-17.875477,-65.64903,,,,,,,
160.3244,122.763084,-357.05902,-14.434857,-17.887554,-64.582016,,,,,,,
162.42888,125.13153,-361.63892,-15.0328665,-17.665838,-64.95324,,,,,,,
158.78362,123.04556,-354.74307,-14.459558,-16.533947,-62.96836,,,,,,,
156.67451,122.22845,-351.85934,-13.857514,-16.156858,-62.107643,,,,,,,
157.69446,123.619,-356.21103,-14.0184555,-16.976736,-62.816605,,,,,,,
152.90634,120.293335,-347.845,-13.857516,-17.142076,-61.838356,,,,,,,
154.99785,121.96829,-353.80618,-14.302331,-17.54784,-63.33648,,,,,,,
152.8483,121.21958,-350.94055,-14.343342,-17.248425,-63.624134,,,,,,,
156.00441,124.88719,-359.9529,-14.695536,-17.053967,-65.48927,,,,,,,
157.23215,126.19852,-363.26086,-14.300089,-16.707718,-65.47654,,,,,,,
152.69957,121.78837,-351.65082,-13.61897,-15.755856,-62.059307,,,,,,,
151.97418,120.44585,-348.76175,-14.121661,-15.576656,-61.133762,,,,,,,
154.23386,122.25436,-353.2588,-14.86275,-16.540129,-62.11222,,,,,,,
158.72176,125.29995,-361.5268,-14.933794,-18.074102,-64.813866,,,,,,,
160.22083,126.43018,-364.28085,-14.313711,-19.175625,-66.38583,,,,,,,
159.26411,126.00582,-362.5118,-14.202609,-18.735804,-66.1189,,,,,,,
157.71295,125.27201,-360.3362,-14.792782,-17.438002,-64.96935,,,,,,,
158.55379,127.13333,-364.04584,-15.858516,-16.899609,-64.93757,,,,,,,
159.07596,128.61703,-367.41467,-15.953901,-17.707464,-65.28387,,,,,,,
161.9582,130.73347,-374.34586,-15.130015,-18.971668,-66.28483,,,,,,,
153.28828,122.87564,-353.77368,-13.544188,-18.198212,-62.900345,,,,,,,
147.73471,118.17817,-340.15735,-13.352269,-17.355947,-61.404785,,,,,,,
157.71838,126.297455,-361.82748,-15.689785,-18.12766,-66.31458,,,,,,,
164.07571,130.98108,-375.49307,-16.68282,-18.050686,-68.590065,,,,,,,
162.82715,129.71072,-373.36862,-15.672597,-17.470257,-67.147545,,,,,,,
156.87253,125.11741,-361.83398,-13.746983,-17.130095,-63.33854,,,,,,,
155.45467,124.45799,-359.57355,-13.424259,-18.17037,-61.761425,,,,,,,
157.25165,127.369965,-366.07858,-14.352619,-19.580923,-62.38013,,,,,,,
158.72241,129.67491,-371.71616,-15.476985,-19.486681,-63.766678,,,,,,,
156.3477,128.0034,-367.3096,-15.67244,-17.617662,-64.255554,,,,,,,
149.89012,122.46694,-352.3798,-14.7055,-16.151262,-63.54165,,,,,,,
148.66283,121.60999,-349.17072,-14.302269,-16.245089,-64.818756,,,,,,,
152.48285,125.37699,-357.8134,-14.779772,-17.469309,-67.06931,,,,,,,
155.1961,127.36371,-362.80017,-15.054003,-18.714016,-67.79834,,,,,,,
153.30132,124.98868,-357.00656,-14.565665,-18.54215,-65.68021,,,,,,,
153.84634,124.85076,-356.2468,-14.581842,-18.05162,-63.839104,,,,,,,
156.63013,126.7535,-360.35043,-14.719257,-17.636518,-63.613144,,,,,,,
161.84993,129.8063,-368.6263,-15.243009,-17.964571,-65.04264,,,,,,,
160.15681,127.615265,-363.02188,-14.776056,-17.908836,-64.473015,,,,,,,
161.09003,127.42998,-365.49048,-14.584706,-18.567448,-65.70342,,,,,,,
159.2941,125.57408,-362.13766,-14.66483,-18.50545,-65.9917,,,,,,,
161.26125,127.20895,-368.22534,-15.313965,-18.41671,-67.046455,,,,,,,
157.48781,124.64403,-362.35947,-14.927652,-17.46599,-65.10945,,,,,,,
160.99226,128.2323,-372.34778,-15.285934,-17.804968,-65.997284,,,,,,,
161.1015,129.79988,-374.7025,-15.392026,-18.526909,-65.954285,,,,,,,
158.70738,128.38313,-370.01437,-15.02936,-18.493883,-64.80137,,,,,,,
156.94757,126.81606,-366.01895,-14.743844,-17.941711,-64.12725,,,,,,,
155.0741,125.0317,-360.69272,-14.55957,-17.698957,-63.785973,,,,,,,
158.58801,128.22984,-368.04626,-15.340813,-18.204535,-66.34221,,,,,,,
161.39357,130.27084,-373.39246,-15.802339,-18.56749,-68.03808,,,,,,,
157.09633,125.97711,-361.5806,-14.925224,-17.965033,-65.72719,,,,,,,
159.08424,126.40846,-364.022,-14.515397,-18.071894,-65.290276,,,,,,,
159.84085,126.282455,-363.54855,-14.505039,-18.126469,-64.61617,,,,,,,
160.7144,126.93898,-364.8245,-15.051121,-18.098406,-64.49817,,,,,,,
162.28789,128.58644,-369.53497,-15.511294,-18.257282,-65.73421,,,,,,,
158.53447,126.015114,-362.52078,-14.9883,-17.814587,-65.134346,,,,,,,
157.95583,125.91974,-363.1527,-14.741571,-17.8406,-65.646736,,,,,,,
157.47057,125.39935,-362.40735,-14.492714,-17.545025,-65.35276,,,,,,,
159.16304,126.55534,-365.63116,-14.802433,-17.977034,-65.1681,,,,,,,
160.42136,127.059395,-367.44238,-14.959323,-18.528496,-64.90918,,,,,,,
159.36023,126.82059,-365.97845,-15.282151,-18.63978,-64.73662,,,,,,,
159.53926,127.029274,-365.6727,-15.280266,-18.17045,-65.11777,,,,,,,
157.54326,125.938774,-362.39468,-14.887821,-17.759321,-65.174866,,,,,,,
159.26001,127.2767,-366.67316,-14.60897,-18.003325,-66.21891,,,,,,,
154.3334,123.84761,-356.8646,-13.72341,-17.398767,-64.64286,,,,,,,
153.72952,124.193085,-357.43063,-13.797045,-17.126371,-64.78692,,,,,,,
151.413,122.688194,-353.2827,-13.897246,-16.986338,-63.56122,,,,,,,
154.42662,125.3993,-360.41968,-14.680393,-17.574867,-64.46189,,,,,,,
157.17972,127.46275,-365.89618,-14.813763,-18.057882,-65.71486,,,,,,,
155.23734,125.108925,-359.52954,-14.086143,-17.787529,-64.69896,,,,,,,
155.75752,125.67442,-359.8376,-13.801761,-17.630104,-65.485886,,,,,,,
157.66316,127.112045,-363.5927,-13.862584,-17.705696,-66.532135,,,,,,,
154.87033,124.96206,-358.11563,-13.707214,-17.277819,-65.03896,,,,,,,
153.63406,123.74437,-355.9615,-14.261467,-17.151096,-63.95145,,,,,,,
155.3336,125.504456,-361.15878,-14.964309,-17.807993,-64.63594,,,,,,,
153.96414,124.35493,-358.13013,-14.40004,-17.697561,-64.09632,,,,,,,
151.47174,122.44592,-352.29205,-13.53488,-17.231659,-63.40443,,,,,,,
150.83939,121.673836,-349.8478,-13.238647,-16.708223,-63.30205,,,,,,,
149.14743,119.732155,-344.70578,-13.614993,-16.325441,-62.312294,,,,,,,
150.14696,120.63155,-346.05588,-14.242603,-16.645674,-62.863815,,,,,,,
154.34947,124.05771,-355.59055,-14.4401455,-17.815523,-64.399025,,,,,,,
149.85905,120.6976,-346.6301,-13.313379,-17.228218,-61.81765,,,,,,,
143.274,115.59809,-332.80292,-12.608197,-16.038803,-59.089615,,,,,,,
136.81017,110.85561,-318.45093,-12.279522,-15.226112,-56.596622,,,,,,,
