"[-1, -1, -88, 4, 0]","[-1, -1, -88, 4, 0]","[-1, -1, -88, 4, 0]"
"[-1, -1, -88, 2, 0]","[-1, -1, -88, 4, 0]","[-1, -1, -88, 4, 0]"
"[-1, -1, -88, 2, 1]","[-1, -1, -88, 2, 0]","[-1, -1, -88, 4, 0]"
"[-1, -1, -88, 2, 2]","[-1, -1, -88, 2, 1]","[-1, -1, -88, 2, 0]"
"[-1, -1, -89, 2, 2]","[-1, -1, -88, 2, 2]","[-1, -1, -88, 2, 1]"
"[-1, -1, -89, 2, 3]","[-1, -1, -89, 2, 2]","[-1, -1, -88, 2, 2]"
"[-1, -1, -90, 2, 4]","[-1, -1, -89, 2, 3]","[-1, -1, -89, 2, 2]"
"[-1, -1, -90, 2, 4]","[-1, -1, -90, 2, 4]","[-1, -1, -89, 2, 3]"
"[-1, -1, -91, 2, 5]","[-1, -1, -90, 2, 4]","[-1, -1, -90, 2, 4]"
"[31, 209, -84, 2, 6]","[-1, -1, -91, 2, 5]","[-1, -1, -90, 2, 4]"
"[29, 211, -67, 2, 7]","[31, 209, -84, 2, 6]","[-1, -1, -91, 2, 5]"
"[29, 211, -67, 2, 7]","[29, 211, -67, 2, 7]","[31, 209, -84, 2, 6]"
"[27, 212, -50, 2, 8]","[29, 211, -67, 2, 7]","[29, 211, -67, 2, 7]"
"[72, 213, -33, 4, 8]","[27, 212, -50, 2, 8]","[29, 211, -67, 2, 7]"
"[72, 213, -34, 4.5, 8]","[72, 213, -33, 4, 8]","[27, 212, -50, 2, 8]"
"[72, 214, -16, 6, 9]","[72, 213, -34, 4.5, 8]","[72, 213, -33, 4, 8]"
"[72, 214, -17, 4.5, 9]","[72, 214, -16, 6, 9]","[72, 213, -34, 4.5, 8]"
"[72, 214, -17, 4.5, 9]","[72, 214, -17, 4.5, 9]","[72, 214, -16, 6, 9]"
"[58, 215, -9, 4.5, 9]","[72, 214, -17, 4.5, 9]","[72, 214, -17, 4.5, 9]"
"[58, 215, -9, 9, 9]","[58, 215, -9, 4.5, 9]","[72, 214, -17, 4.5, 9]"
"[131, 216, 17, 6, 9]","[58, 215, -9, 9, 9]","[58, 215, -9, 4.5, 9]"
"[131, 216, 16, 6, 9]","[131, 216, 17, 6, 9]","[58, 215, -9, 9, 9]"
"[132, 217, 27, 6, 9]","[131, 216, 16, 6, 9]","[131, 216, 17, 6, 9]"
"[132, 217, 26, 6, 9]","[132, 217, 27, 6, 9]","[131, 216, 16, 6, 9]"
"[154, 217, 40, 6, 8]","[132, 217, 26, 6, 9]","[132, 217, 27, 6, 9]"
"[154, 217, 39, 4.5, 8]","[154, 217, 40, 6, 8]","[132, 217, 26, 6, 9]"
"[219, 67, 49, 4.5, 8]","[154, 217, 39, 4.5, 8]","[154, 217, 40, 6, 8]"
"[219, 67, 48, 4, 7]","[219, 67, 49, 4.5, 8]","[154, 217, 39, 4.5, 8]"
"[219, 72, 49, 4, 7]","[219, 67, 48, 4, 7]","[219, 67, 49, 4.5, 8]"
"[219, 72, 49, 4, 7]","[219, 72, 49, 4, 7]","[219, 67, 48, 4, 7]"
"[219, 72, 48, 4, 6]","[219, 72, 49, 4, 7]","[219, 72, 49, 4, 7]"
"[221, 33, 45, 4, 6]","[219, 72, 48, 4, 6]","[219, 72, 49, 4, 7]"
"[221, 33, 45, 4.5, 6]","[221, 33, 45, 4, 6]","[219, 72, 48, 4, 6]"
"[221, 33, 40, 4.5, 5]","[221, 33, 45, 4.5, 6]","[221, 33, 45, 4, 6]"
"[222, 33, 31, 4.5, 5]","[221, 33, 40, 4.5, 5]","[221, 33, 45, 4.5, 6]"
"[222, 33, 31, 3.5, 5]","[222, 33, 31, 4.5, 5]","[221, 33, 40, 4.5, 5]"
"[223, 34, 14, 3.5, 5]","[222, 33, 31, 3.5, 5]","[222, 33, 31, 4.5, 5]"
"[223, 34, 14, 3.5, 4]","[223, 34, 14, 3.5, 5]","[222, 33, 31, 3.5, 5]"
"[223, 120, 5, 3.5, 4]","[223, 34, 14, 3.5, 4]","[223, 34, 14, 3.5, 5]"
"[223, 120, 4, 3.5, 4]","[223, 120, 5, 3.5, 4]","[223, 34, 14, 3.5, 4]"
"[224, 121, -1, 9, 4]","[223, 120, 4, 3.5, 4]","[223, 120, 5, 3.5, 4]"
"[224, 180, -12, 9, 4]","[224, 121, -1, 9, 4]","[223, 120, 4, 3.5, 4]"
"[224, 180, -13, 9, 4]","[224, 180, -12, 9, 4]","[224, 121, -1, 9, 4]"
"[225, 213, -16, 9, 4]","[224, 180, -13, 9, 4]","[224, 180, -12, 9, 4]"
"[212, 225, -19, 9, 5]","[225, 213, -16, 9, 4]","[224, 180, -13, 9, 4]"
"[114, 226, -19, 9, 5]","[212, 225, -19, 9, 5]","[225, 213, -16, 9, 4]"
"[114, 226, -20, 3.5, 5]","[114, 226, -19, 9, 5]","[212, 225, -19, 9, 5]"
