"[[-1, -1, -94, 2, 0], [-1, -1, -94, 4, 0], [-1, -1, -94, 4, 0], [-1, -1, -94, 4, 0]]",0,21,209,40,0.05151009559631348,0
"[[-1, -1, -94, 2, 1], [-1, -1, -94, 2, 0], [-1, -1, -94, 4, 0], [-1, -1, -94, 4, 0]]",0,20,209,40,0.02639150619506836,0
"[[21, 209, -95, 2, 2], [-1, -1, -94, 2, 1], [-1, -1, -94, 2, 0], [-1, -1, -94, 4, 0]]",0,21,210,40,0.040200233459472656,1
"[[21, 209, -96, 2, 3], [21, 209, -95, 2, 2], [-1, -1, -94, 2, 1], [-1, -1, -94, 2, 0]]",0,21,210,40,0.044878482818603516,1
"[[20, 209, -98, 2, 3], [21, 209, -96, 2, 3], [21, 209, -95, 2, 2], [-1, -1, -94, 2, 1]]",0,22,211,40,0.03750133514404297,2
"[[21, 210, -88, 2, 4], [20, 209, -98, 2, 3], [21, 209, -96, 2, 3], [21, 209, -95, 2, 2]]",0,22,211,40,0.04291725158691406,2
"[[22, 211, -81, 2, 5], [21, 210, -88, 2, 4], [20, 209, -98, 2, 3], [21, 209, -96, 2, 3]]",0,31,212,40,0.049486637115478516,3
"[[22, 211, -72, 2, 5], [22, 211, -81, 2, 5], [21, 210, -88, 2, 4], [20, 209, -98, 2, 3]]",0,45,212,40,0.030960559844970703,3
"[[45, 212, -54, 2, 6], [22, 211, -72, 2, 5], [22, 211, -81, 2, 5], [21, 210, -88, 2, 4]]",0,63,213,40,0.03275108337402344,4
"[[63, 213, -38, 3.5, 6], [45, 212, -54, 2, 6], [22, 211, -72, 2, 5], [22, 211, -81, 2, 5]]",1,25,214,40,0.03988218307495117,5
"[[63, 213, -25, 3.5, 7], [63, 213, -38, 3.5, 6], [45, 212, -54, 2, 6], [22, 211, -72, 2, 5]]",1,75,215,40,0.046784162521362305,6
"[[25, 214, -10, 3.5, 7], [63, 213, -25, 3.5, 7], [63, 213, -38, 3.5, 6], [45, 212, -54, 2, 6]]",1,122,216,40,0.03889584541320801,7
"[[75, 215, 4, 3.5, 7], [25, 214, -10, 3.5, 7], [63, 213, -25, 3.5, 7], [63, 213, -38, 3.5, 6]]",1,175,217,40,0.04188895225524902,8
"[[122, 216, 17, 3.5, 7], [75, 215, 4, 3.5, 7], [25, 214, -10, 3.5, 7], [63, 213, -25, 3.5, 7]]",1,218,212,40,0.040891408920288086,9
"[[175, 217, 27, 3.5, 7], [122, 216, 17, 3.5, 7], [75, 215, 4, 3.5, 7], [25, 214, -10, 3.5, 7]]",1,219,167,40,0.040891170501708984,10
"[[218, 212, 32, 3.5, 7], [175, 217, 27, 3.5, 7], [122, 216, 17, 3.5, 7], [75, 215, 4, 3.5, 7]]",1,220,133,40,0.04188847541809082,11
"[[218, 212, 37, 3.5, 6], [218, 212, 32, 3.5, 7], [175, 217, 27, 3.5, 7], [122, 216, 17, 3.5, 7]]",1,220,115,40,0.039338111877441406,11
"[[220, 133, 38, 4.5, 6], [218, 212, 37, 3.5, 6], [218, 212, 32, 3.5, 7], [175, 217, 27, 3.5, 7]]",3,221,62,40,0.05344748497009277,12
"[[220, 115, 40, 3.5, 6], [220, 133, 38, 4.5, 6], [218, 212, 37, 3.5, 6], [218, 212, 32, 3.5, 7]]",1,221,95,40,0.028726577758789062,12
"[[221, 62, 37, 3.5, 5], [220, 115, 40, 3.5, 6], [220, 133, 38, 4.5, 6], [218, 212, 37, 3.5, 6]]",1,222,88,40,0.04931378364562988,13
"[[221, 62, 35, 3.5, 5], [221, 62, 37, 3.5, 5], [220, 115, 40, 3.5, 6], [220, 133, 38, 4.5, 6]]",1,222,99,40,0.031058311462402344,13
"[[222, 88, 32, 4.5, 5], [221, 62, 35, 3.5, 5], [221, 62, 37, 3.5, 5], [220, 115, 40, 3.5, 6]]",3,223,71,40,0.054793357849121094,14
"[[222, 99, 27, 6, 5], [222, 88, 32, 4.5, 5], [221, 62, 35, 3.5, 5], [221, 62, 37, 3.5, 5]]",4,223,37,40,0.03796124458312988,14
"[[223, 71, 21, 6, 4], [222, 99, 27, 6, 5], [222, 88, 32, 4.5, 5], [221, 62, 35, 3.5, 5]]",4,224,67,40,0.04184532165527344,15
"[[223, 37, 19, 6, 4], [223, 71, 21, 6, 4], [222, 99, 27, 6, 5], [222, 88, 32, 4.5, 5]]",4,224,103,40,0.03790760040283203,15
"[[224, 67, 13, 6, 4], [223, 37, 19, 6, 4], [223, 71, 21, 6, 4], [222, 99, 27, 6, 5]]",4,225,116,40,0.029919862747192383,16
