"[-1, -1, -82, 4, 0]"
"[-1, -1, -82, 2, 0]"
"[-1, -1, -82, 2, 1]"
"[45, 209, -81, 2, 1]"
"[45, 209, -81, 2, 2]"
"[44, 209, -81, 2, 3]"
"[44, 209, -77, 2, 3]"
"[44, 209, -71, 2, 4]"
"[44, 209, -68, 2, 5]"
"[51, 209, -62, 2, 5]"
"[51, 209, -57, 2, 6]"
"[62, 209, -53, 2, 6]"
"[79, 209, -45, 2, 7]"
"[79, 209, -39, 2, 7]"
"[89, 209, -31, 2, 7]"
"[112, 209, -28, 4.5, 7]"
"[112, 209, -27, 2, 8]"
"[124, 209, -22, 4.5, 8]"
"[124, 209, -22, 6, 8]"
"[124, 209, -22, 2, 8]"
"[80, 209, -15, 4.5, 8]"
"[157, 209, -7, 2, 8]"
"[157, 209, -7, 4.5, 8]"
"[102, 209, -3, 9, 8]"
"[171, 209, 0, 2, 8]"
"[171, 209, 2, 4.5, 8]"
"[171, 209, 2, 2, 8]"
"[138, 209, 3, 4.5, 8]"
"[201, 209, 9, 2, 8]"
"[201, 209, 9, 4.5, 8]"
"[205, 209, 9, 2, 8]"
"[205, 209, 9, 3.5, 8]"
"[209, 178, 15, 2, 8]"
"[209, 187, 14, 4.5, 8]"
"[209, 187, 19, 2, 8]"
"[209, 187, 19, 4.5, 8]"
"[209, 200, 18, 2, 8]"
"[209, 132, 18, 4.5, 8]"
"[209, 132, 18, 9, 7]"
"[209, 137, 18, 6, 7]"
"[209, 137, 19, 6, 7]"
"[209, 55, 18, 6, 7]"
"[209, 109, 18, 6, 7]"
"[209, 109, 15, 6, 7]"
"[209, 103, 11, 6, 7]"
"[209, 109, 13, 2, 7]"
"[209, 109, 11, 6, 7]"
"[209, 127, 7, 6, 6]"
"[209, 139, 9, 4, 6]"
"[209, 139, 8, 6, 6]"
"[209, 150, 7, 6, 6]"
"[209, 150, 7, 2, 6]"
"[209, 162, 6, 2, 6]"
"[209, 168, 7, 4.5, 6]"
"[209, 202, 7, 2, 6]"
"[209, 202, 7, 4.5, 6]"
"[209, 189, 8, 2, 6]"
"[209, 184, 6, 4.5, 6]"
"[209, 202, 12, 6, 6]"
"[209, 180, 10, 3.5, 6]"
"[209, 180, 10, 2, 6]"
"[209, 180, 10, 4.5, 6]"
"[209, 174, 15, 2, 5]"
"[209, 174, 15, 4.5, 5]"
"[209, 171, 12, 2, 5]"
"[209, 195, 17, 4.5, 5]"
"[209, 185, 16, 2, 5]"
"[209, 185, 14, 4.5, 5]"
"[209, 185, 14, 2, 5]"
"[209, 161, 18, 6, 5]"
"[209, 143, 15, 2, 5]"
"[209, 187, 17, 6, 5]"
"[209, 179, 17, 2, 4]"
"[209, 179, 17, 4.5, 4]"
"[209, 125, 17, 2, 4]"
"[209, 138, 21, 6, 4]"
"[209, 138, 17, 6, 4]"
"[209, 180, 22, 6, 4]"
"[209, 88, 19, 2, 4]"
"[209, 112, 19, 6, 4]"
"[209, 112, 20, 6, 3]"
"[209, 112, 18, 6, 3]"
"[209, 100, 16, 3.5, 3]"
"[209, 100, 16, 6, 3]"
"[209, 150, 11, 6, 3]"
"[209, 150, 11, 2, 3]"
"[209, 117, 10, 2, 3]"
"[209, 117, 5, 6, 3]"
"[209, 191, 7, 2, 3]"
"[209, 191, 5, 4.5, 3]"
"[209, 191, 5, 2, 3]"
"[209, 203, 5, 4.5, 3]"
"[209, 181, 6, 2, 3]"
"[209, 181, 4, 2, 3]"
"[209, 190, 8, 4.5, 3]"
"[209, 190, 8, 3.5, 2]"
"[209, 195, 7, 4.5, 2]"
"[209, 195, 7, 9, 2]"
"[209, 184, 6, 2, 2]"
"[209, 149, 5, 4.5, 2]"
"[209, 198, 8, 2, 2]"
"[209, 198, 8, 4.5, 2]"
"[209, 198, 4, 4.5, 2]"
"[209, 202, 8, 2, 2]"
"[209, 176, 6, 4.5, 2]"
"[209, 204, 7, 4.5, 2]"
"[209, 176, 7, 2, 2]"
"[209, 176, 6, 4.5, 2]"
"[209, 198, 4, 2, 2]"
"[209, 198, 6, 4.5, 2]"
"[209, 180, 4, 2, 2]"
"[209, 194, 7, 4.5, 2]"
"[209, 200, 5, 2, 2]"
"[209, 200, 5, 4.5, 2]"
"[209, 200, 4, 2, 2]"
"[209, 194, 6, 4.5, 2]"
"[209, 189, 4, 2, 1]"
"[209, 202, 4, 4.5, 1]"
"[209, 199, 2, 2, 1]"
"[209, 199, 1, 4.5, 1]"
"[209, 193, 0, 2, 1]"
"[209, 193, 0, 4, 1]"
"[209, 202, -2, 2, 1]"
"[209, 202, -2, 4.5, 1]"
"[209, 209, -5, 9, 1]"
"[208, 209, -7, 2, 1]"
"[199, 209, -8, 4.5, 2]"
"[198, 209, -11, 2, 2]"
"[198, 209, -13, 4.5, 2]"
"[176, 209, -14, 2, 2]"
"[176, 209, -15, 4.5, 2]"
"[158, 209, -15, 2, 2]"
"[181, 209, -17, 4.5, 2]"
"[177, 209, -17, 2, 2]"
"[177, 209, -18, 4.5, 2]"
"[177, 209, -19, 2, 2]"
"[177, 209, -19, 4.5, 3]"
"[130, 209, -17, 2, 3]"
"[171, 209, -21, 4.5, 3]"
"[171, 209, -21, 2, 3]"
"[168, 209, -20, 4.5, 3]"
"[164, 209, -23, 2, 3]"
"[111, 209, -24, 4.5, 3]"
"[111, 209, -24, 2, 4]"
"[111, 209, -24, 4.5, 4]"
"[102, 209, -26, 6, 4]"
"[157, 209, -24, 2, 4]"
"[61, 209, -25, 4.5, 4]"
"[61, 209, -25, 4, 5]"
"[153, 209, -24, 2, 5]"
"[104, 209, -23, 4.5, 5]"
"[104, 209, -23, 2, 5]"
"[154, 209, -24, 4.5, 5]"
"[96, 209, -24, 2, 5]"
"[96, 209, -22, 4.5, 6]"
"[100, 209, -22, 2, 6]"
"[100, 209, -22, 4.5, 6]"
"[156, 209, -21, 4.5, 6]"
"[159, 209, -22, 4.5, 6]"
"[104, 209, -21, 2, 6]"
"[104, 209, -20, 4.5, 7]"
"[108, 209, -20, 4.5, 7]"
"[108, 209, -19, 9, 7]"
"[108, 209, -19, 4.5, 7]"
"[112, 209, -18, 2, 7]"
"[116, 209, -15, 4.5, 7]"
"[116, 209, -13, 2, 7]"
"[164, 209, -13, 4.5, 8]"
"[164, 209, -13, 4.5, 8]"
"[143, 209, -10, 2, 8]"
"[143, 209, -9, 4.5, 8]"
"[175, 209, -10, 2, 8]"
"[156, 209, -8, 4.5, 8]"
"[156, 209, -9, 2, 8]"
"[156, 209, -9, 4.5, 8]"
"[156, 209, -9, 2, 8]"
"[185, 209, -9, 4.5, 8]"
"[183, 209, -10, 2, 8]"
"[183, 209, -10, 4.5, 8]"
"[183, 209, -12, 2, 9]"
"[156, 209, -12, 4.5, 9]"
"[156, 209, -13, 2, 9]"
"[180, 209, -11, 4.5, 9]"
"[176, 209, -11, 2, 9]"
"[176, 209, -14, 4.5, 9]"
"[142, 209, -13, 2, 9]"
"[151, 209, -13, 4.5, 9]"
"[151, 209, -16, 3.5, 9]"
"[172, 209, -16, 4.5, 9]"
"[172, 209, -13, 2, 10]"
"[154, 209, -16, 4.5, 10]"
"[128, 209, -15, 2, 10]"
"[141, 209, -12, 4.5, 10]"
"[141, 209, -15, 2, 10]"
"[167, 209, -14, 4.5, 10]"
"[175, 209, -13, 2, 10]"
"[175, 209, -14, 9, 10]"
"[131, 209, -14, 2, 10]"
"[131, 209, -14, 4.5, 11]"
"[82, 209, -13, 2, 11]"
"[171, 209, -11, 4.5, 11]"
"[170, 209, -12, 2, 11]"
"[170, 209, -13, 4.5, 11]"
"[140, 209, -8, 2, 11]"
"[144, 209, -10, 4.5, 11]"
"[144, 209, -12, 2, 11]"
"[172, 209, -10, 6, 11]"
"[172, 209, -10, 2, 11]"
"[8, 209, -13, 4.5, 11]"
"[126, 209, -12, 9, 12]"
"[126, 209, -10, 2, 12]"
"[126, 209, -10, 4.5, 12]"
"[80, 209, -11, 2, 12]"
"[80, 209, -9, 4.5, 12]"
"[80, 209, -9, 2, 12]"
"[177, 209, -10, 2, 12]"
"[179, 209, -10, 2, 12]"
"[179, 209, -10, 4.5, 12]"
"[179, 209, -10, 2, 12]"
"[179, 209, -10, 9, 12]"
"[177, 209, -10, 2, 12]"
"[177, 209, -10, 9, 13]"
"[107, 209, -13, 2, 13]"
"[107, 209, -13, 4.5, 13]"
"[106, 209, -11, 2, 13]"
"[176, 209, -11, 4.5, 13]"
"[170, 209, -11, 2, 13]"
"[170, 209, -9, 4.5, 13]"
"[147, 209, -11, 2, 13]"
"[146, 209, -12, 4.5, 13]"
"[146, 209, -12, 2, 13]"
"[178, 209, -13, 3.5, 13]"
"[172, 209, -12, 2, 14]"
"[172, 209, -11, 4.5, 14]"
"[154, 209, -13, 2, 14]"
"[154, 209, -13, 4.5, 14]"
"[141, 209, -12, 2, 14]"
"[173, 209, -13, 4.5, 14]"
"[173, 209, -13, 2, 14]"
"[169, 209, -12, 4.5, 14]"
"[141, 209, -12, 2, 14]"
"[141, 209, -12, 4.5, 14]"
"[136, 209, -12, 2, 15]"
"[171, 209, -12, 3.5, 15]"
"[171, 209, -12, 4.5, 15]"
"[170, 209, -10, 2, 15]"
"[152, 209, -13, 4.5, 15]"
"[152, 209, -13, 2, 15]"
"[170, 209, -12, 4.5, 15]"
"[170, 209, -12, 2, 15]"
"[149, 209, -15, 4.5, 15]"
"[135, 209, -13, 2, 15]"
"[135, 209, -16, 4.5, 16]"
"[170, 209, -16, 2, 16]"
"[135, 209, -15, 4.5, 16]"
"[135, 209, -16, 2, 16]"
"[135, 209, -16, 4.5, 16]"
"[163, 209, -14, 2, 16]"
"[163, 209, -13, 4.5, 16]"
"[161, 209, -12, 2, 16]"
"[130, 209, -13, 4.5, 16]"
"[130, 209, -13, 2, 17]"
"[139, 209, -12, 4.5, 17]"
"[139, 209, -12, 2, 17]"
"[166, 209, -13, 4.5, 17]"
"[166, 209, -13, 2, 17]"
"[168, 209, -10, 4.5, 17]"
"[138, 209, -10, 2, 17]"
"[133, 209, -10, 4.5, 17]"
"[133, 209, -12, 2, 17]"
"[133, 209, -12, 4.5, 17]"
"[172, 209, -10, 2, 18]"
"[172, 209, -10, 4.5, 18]"
"[138, 209, -11, 2, 18]"
"[138, 209, -9, 4.5, 18]"
"[138, 209, -9, 2, 18]"
"[171, 209, -10, 4.5, 18]"
"[173, 209, -9, 2, 18]"
"[173, 209, -10, 4.5, 18]"
"[173, 209, -10, 2, 18]"
"[151, 209, -11, 9, 18]"
"[151, 209, -11, 4, 18]"
"[171, 209, -10, 4.5, 18]"
"[147, 209, -9, 2, 18]"
"[147, 209, -8, 4.5, 19]"
"[141, 209, -6, 2, 19]"
"[141, 209, -6, 4.5, 19]"
"[150, 209, -5, 2, 19]"
"[174, 209, -3, 4.5, 19]"
"[174, 209, -3, 2, 19]"
"[174, 209, -3, 4.5, 19]"
"[178, 209, 1, 2, 19]"
"[168, 209, 3, 4.5, 19]"
"[177, 209, 4, 2, 19]"
"[184, 209, 7, 4.5, 19]"
"[196, 209, 10, 2, 19]"
"[196, 209, 8, 3.5, 19]"
"[208, 209, 9, 2, 18]"
"[208, 209, 11, 4.5, 18]"
"[209, 194, 11, 4.5, 18]"
"[207, 209, 11, 4.5, 18]"
"[209, 179, 14, 4.5, 18]"
"[209, 179, 13, 4.5, 18]"
"[209, 179, 13, 4, 18]"
"[209, 179, 12, 2, 18]"
"[209, 179, 12, 2, 18]"
"[209, 165, 10, 2, 18]"
"[209, 165, 10, 2, 18]"
"[209, 204, 12, 2, 18]"
"[209, 204, 12, 4.5, 18]"
"[209, 208, 14, 2, 17]"
"[209, 208, 12, 4.5, 17]"
"[209, 208, 12, 2, 17]"
"[209, 174, 14, 2, 17]"
"[209, 164, 13, 4.5, 17]"
"[209, 203, 12, 4.5, 17]"
"[209, 164, 12, 2, 17]"
"[209, 164, 12, 2, 17]"
"[209, 169, 10, 4.5, 17]"
"[209, 203, 10, 2, 17]"
"[209, 203, 8, 4.5, 17]"
"[209, 173, 8, 9, 17]"
"[209, 182, 9, 2, 16]"
"[209, 182, 9, 4.5, 16]"
"[209, 155, 7, 2, 16]"
"[209, 186, 8, 4.5, 16]"
"[209, 186, 8, 2, 16]"
"[209, 186, 6, 4.5, 16]"
"[209, 209, 10, 2, 16]"
"[209, 209, 5, 4.5, 16]"
"[209, 190, 8, 2, 16]"
"[209, 181, 10, 4.5, 16]"
"[209, 181, 7, 2, 16]"
"[209, 181, 7, 4.5, 16]"
"[203, 209, 10, 2, 16]"
"[209, 206, 7, 4.5, 16]"
"[209, 194, 11, 2, 16]"
"[209, 181, 11, 4.5, 16]"
"[209, 181, 7, 2, 15]"
"[207, 209, 10, 4.5, 15]"
"[209, 203, 10, 2, 15]"
"[209, 203, 8, 4.5, 15]"
"[209, 194, 9, 2, 15]"
"[209, 180, 8, 4.5, 15]"
"[209, 180, 7, 2, 15]"
"[209, 209, 8, 4.5, 15]"
"[209, 209, 10, 2, 15]"
"[209, 209, 7, 4.5, 15]"
"[209, 193, 7, 9, 15]"
"[209, 180, 9, 2, 15]"
"[209, 180, 8, 9, 15]"
"[209, 162, 9, 2, 15]"
"[209, 144, 10, 4.5, 15]"
"[209, 144, 8, 6, 14]"
"[209, 209, 9, 6, 14]"
"[209, 164, 9, 2, 14]"
"[209, 164, 10, 4.5, 14]"
"[209, 176, 7, 2, 14]"
"[209, 176, 9, 4.5, 14]"
"[209, 184, 8, 2, 14]"
"[209, 204, 9, 4.5, 14]"
"[209, 204, 9, 2, 14]"
"[209, 206, 11, 4.5, 14]"
"[209, 188, 7, 2, 14]"
"[209, 188, 10, 4.5, 14]"
"[209, 183, 10, 2, 14]"
"[209, 202, 7, 4.5, 14]"
"[209, 202, 9, 2, 13]"
"[209, 204, 13, 4.5, 13]"
"[209, 204, 13, 2, 13]"
"[209, 179, 14, 4.5, 13]"
"[209, 179, 14, 3.5, 13]"
"[209, 197, 11, 2, 13]"
"[209, 174, 14, 4.5, 13]"
"[209, 174, 9, 3.5, 13]"
"[209, 174, 9, 2, 13]"
"[209, 195, 9, 2, 13]"
"[209, 195, 9, 4.5, 13]"
"[209, 205, 9, 2, 13]"
"[209, 205, 11, 4.5, 12]"
"[209, 182, 12, 2, 12]"
"[209, 205, 11, 4.5, 12]"
"[209, 205, 11, 2, 12]"
"[209, 200, 14, 4.5, 12]"
"[209, 168, 11, 4.5, 12]"
"[209, 173, 11, 2, 12]"
"[209, 173, 11, 4.5, 12]"
"[209, 173, 13, 2, 12]"
"[209, 159, 11, 4.5, 12]"
"[209, 172, 9, 2, 12]"
"[209, 200, 7, 4.5, 12]"
"[209, 200, 8, 2, 12]"
"[209, 200, 5, 4.5, 11]"
"[209, 181, 5, 2, 11]"
"[209, 181, 9, 4.5, 11]"
"[209, 185, 6, 2, 11]"
"[208, 209, 8, 4.5, 11]"
"[209, 203, 11, 2, 11]"
"[209, 203, 8, 4.5, 11]"
"[209, 194, 10, 2, 11]"
"[209, 172, 11, 4.5, 11]"
"[209, 172, 9, 2, 11]"
"[209, 172, 9, 4.5, 11]"
"[209, 205, 12, 2, 11]"
"[209, 199, 13, 6, 11]"
"[209, 199, 13, 4.5, 11]"
"[209, 180, 11, 2, 10]"
"[209, 149, 14, 4.5, 10]"
"[209, 149, 14, 6, 10]"
"[209, 162, 10, 6, 10]"
"[209, 171, 10, 2, 10]"
"[209, 136, 7, 4.5, 10]"
"[209, 136, 10, 2, 10]"
"[209, 200, 9, 2, 10]"
"[209, 175, 6, 4.5, 10]"
"[209, 175, 12, 2, 10]"
"[209, 200, 11, 4.5, 10]"
"[209, 179, 5, 2, 10]"
"[209, 179, 12, 4.5, 10]"
"[209, 166, 13, 2, 10]"
"[209, 198, 7, 4.5, 9]"
"[209, 198, 13, 2, 9]"
"[209, 196, 12, 4.5, 9]"
"[209, 161, 7, 9, 9]"
"[209, 161, 11, 2, 9]"
"[209, 161, 13, 4.5, 9]"
"[209, 111, 9, 2, 9]"
"[209, 111, 11, 9, 9]"
"[209, 170, 10, 2, 9]"
"[209, 193, 6, 4.5, 9]"
"[209, 193, 7, 2, 9]"
"[209, 193, 7, 4.5, 9]"
"[209, 207, 7, 2, 9]"
"[209, 207, 9, 4.5, 8]"
"[209, 187, 9, 2, 8]"
"[209, 205, 9, 4.5, 8]"
"[209, 205, 9, 2, 8]"
"[209, 200, 8, 4.5, 8]"
"[209, 200, 8, 2, 8]"
"[209, 178, 11, 4.5, 8]"
"[209, 178, 11, 2, 8]"
"[209, 182, 10, 4.5, 8]"
"[209, 182, 10, 2, 8]"
"[209, 196, 11, 3.5, 8]"
"[209, 196, 11, 2, 8]"
"[209, 196, 11, 4.5, 8]"
"[209, 183, 14, 2, 7]"
"[209, 196, 14, 4.5, 7]"
"[209, 196, 14, 2, 7]"
"[209, 195, 15, 4.5, 7]"
"[209, 195, 15, 6, 7]"
"[209, 189, 16, 2, 7]"
"[209, 189, 16, 4.5, 7]"
"[209, 154, 14, 2, 7]"
"[209, 145, 15, 6, 7]"
"[209, 145, 12, 6, 6]"
"[209, 185, 15, 2, 6]"
"[209, 185, 15, 4.5, 6]"
"[209, 126, 14, 2, 6]"
"[209, 126, 14, 3.5, 6]"
"[209, 149, 11, 2, 6]"
"[209, 186, 13, 4.5, 6]"
"[209, 188, 12, 2, 6]"
"[209, 166, 15, 6, 6]"
"[209, 166, 14, 2, 5]"
"[209, 144, 13, 2, 5]"
"[209, 144, 13, 2, 5]"
"[209, 185, 15, 4.5, 5]"
"[209, 185, 15, 2, 5]"
"[209, 157, 16, 4.5, 5]"
"[209, 157, 15, 2, 5]"
"[209, 147, 14, 2, 5]"
"[209, 183, 15, 4.5, 5]"
"[209, 183, 15, 2, 4]"
"[209, 152, 13, 4.5, 4]"
"[209, 152, 13, 2, 4]"
"[209, 184, 14, 2, 4]"
"[209, 184, 14, 4.5, 4]"
"[209, 188, 13, 2, 4]"
"[209, 188, 13, 4.5, 4]"
"[209, 186, 13, 2, 4]"
"[209, 186, 16, 4.5, 4]"
"[209, 155, 13, 2, 3]"
"[209, 155, 14, 2, 3]"
"[209, 155, 15, 2, 3]"
"[209, 181, 14, 4.5, 3]"
"[209, 185, 14, 2, 3]"
"[209, 185, 16, 4.5, 3]"
"[209, 146, 14, 2, 3]"
"[209, 150, 13, 2, 3]"
"[209, 150, 14, 2, 3]"
"[209, 150, 14, 4.5, 2]"
"[209, 187, 12, 2, 2]"
"[209, 187, 16, 4.5, 2]"
"[209, 149, 19, 2, 2]"
"[209, 158, 16, 6, 2]"
"[209, 158, 18, 2, 2]"
"[209, 180, 20, 4.5, 2]"
"[209, 180, 16, 2, 1]"
"[209, 180, 16, 4.5, 1]"
"[209, 131, 18, 2, 1]"
"[209, 139, 14, 4, 1]"
"[209, 139, 12, 2, 1]"
"[209, 179, 15, 2, 1]"
"[209, 183, 12, 4.5, 1]"
"[209, 183, 12, 2, 1]"
"[209, 183, 12, 4.5, 1]"
"[209, 187, 12, 2, 0]"
"[209, 187, 12, 4.5, 0]"
"[209, 157, 13, 2, 0]"
"[209, 157, 13, 4.5, 0]"
"[209, 156, 13, 2, 0]"
"[209, 186, 14, 4.5, 0]"
"[209, 186, 14, 2, 0]"
"[209, 184, 13, 4.5, 0]"
"[209, 184, 13, 2, 0]"
"[209, 151, 12, 4.5, 0]"
"[209, 151, 12, 2, 0]"
"[209, 184, 13, 4.5, 0]"
"[209, 184, 13, 2, 0]"
"[209, 185, 15, 4.5, 0]"
"[209, 155, 15, 2, 0]"
"[209, 155, 15, 2, 0]"
"[209, 151, 15, 2, 0]"
"[209, 179, 17, 4.5, 0]"
"[209, 179, 17, 2, 0]"
"[209, 141, 19, 4.5, -1]"
"[209, 141, 19, 6, -1]"
"[209, 141, 16, 2, -1]"
"[209, 141, 16, 2, -1]"
"[209, 132, 18, 4, -1]"
"[209, 176, 14, 2, -1]"
"[209, 144, 14, 4.5, -1]"
"[209, 144, 14, 2, -2]"
