9.588156938552856445e-01,-7.593939900398254395e-01,-1.193445026874542236e-01,-1.494401395320892334e-01,-7.485957741737365723e-01,2.027344107627868652e-01,7.030993103981018066e-01,-1.458317637443542480e+00,-4.984853267669677734e-01
3.345081806182861328e-01,-1.679552644491195679e-01,9.078267216682434082e-01,-2.823830842971801758e-01,3.658312857151031494e-01,-1.383657306432723999e-01,5.623846780508756638e-03,7.646280527114868164e-01,-4.022113382816314697e-01
-3.029334545135498047e-01,-3.551656007766723633e-01,6.274428218603134155e-02,4.875740408897399902e-01,1.280436217784881592e-01,-5.664313584566116333e-02,-3.898884356021881104e-01,3.582055866718292236e-01,-5.197461694478988647e-02
9.536268562078475952e-02,-4.050156176090240479e-01,4.757147133350372314e-01,1.013491302728652954e-01,-2.622985839843750000e-01,-4.637282192707061768e-01,-1.451342403888702393e-01,1.876968592405319214e-01,-9.797641634941101074e-02
3.662047386169433594e-01,-8.309285640716552734e-01,1.819870248436927795e-02,3.711779415607452393e-01,-6.988410949707031250e-01,-1.026747226715087891e-01,6.207315921783447266e-01,5.856631323695182800e-02,5.662613362073898315e-02
3.172420263290405273e-01,-1.491292268037796021e-01,1.561627835035324097e-01,-6.591849774122238159e-02,1.156583905220031738e+00,6.809591501951217651e-02,-2.890624105930328369e-01,3.894290626049041748e-01,-2.034826576709747314e-01
7.777894735336303711e-01,-3.052875101566314697e-01,6.682497262954711914e-01,6.293002963066101074e-01,8.815483748912811279e-02,4.116273224353790283e-01,5.963407754898071289e-01,-6.049705743789672852e-01,-2.232821732759475708e-01
5.636750459671020508e-01,-2.080531716346740723e-01,1.317265331745147705e-01,-6.556858420372009277e-01,-6.744980812072753906e-01,1.704621016979217529e-01,9.136552810668945312e-01,-9.328326582908630371e-02,5.165667533874511719e-01
4.674222767353057861e-01,7.031290978193283081e-02,8.811627328395843506e-02,-5.934041142463684082e-01,3.489256799221038818e-01,2.896053791046142578e-01,-5.172897577285766602e-01,2.567742764949798584e-01,-6.146918535232543945e-01
5.069134831428527832e-01,1.666334085166454315e-02,-6.015082448720932007e-02,-6.721919775009155273e-01,1.417465060949325562e-01,6.336660981178283691e-01,-2.110918313264846802e-01,8.483061790466308594e-01,-3.359366953372955322e-01
