"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",3,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",2,-10,"deque([['31', '166', '100', 51], ['36', '155', '130', 50], ['35', '168', '100', 46], ['33', '155', '100', 55]])",
