CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
0.0875,0.14,0.38,1.21,-0.069,0.007,0.011,,
0.0883,-0.13,0.46,1.46,-0.07,-0.005,0.011,,
0.0892,-0.23,0.26,1.3,-0.05,-0.016,0.011,,
0.09,-0.11,0.02,1.39,-0.036,-0.02,0.009,,
0.0908,-0.01,-0.13,0.96,-0.029,-0.02,0.01,,
0.0917,0.14,-0.09,0.48,-0.026,-0.02,0.01,,
0.0925,0.33,-0.22,0,-0.02,-0.017,0.012,,
0.0933,0.46,-0.34,-0.1,-0.018,-0.013,0.012,,
0.0942,0.5,-0.43,-0.05,-0.021,-0.013,0.01,,
0.095,0.42,-0.36,0.22,-0.032,-0.012,0.009,,
0.0958,0.28,-0.22,0.86,-0.042,-0.012,0.007,,
0.0967,0.33,0.1,0.93,-0.06,-0.009,0.005,,
0.0975,-0.01,0.54,0.89,-0.068,-0.004,0.002,,
0.0983,0.17,0.52,1.43,-0.063,0.013,0.002,,
0.0992,0.4,0.41,1.24,-0.061,0.023,-0.004,,
0.1,0.31,0.36,1.1,-0.052,0.032,-0.005,,
0.1008,0.35,-0.03,0.97,-0.04,0.02,-0.001,,
0.1017,-0.32,-0.1,1.08,-0.032,0,-0.008,,
0.1025,-0.62,-0.18,1.31,-0.029,-0.012,-0.007,,
0.1033,-0.59,-0.14,1.72,-0.031,-0.013,-0.008,,
0.1042,-0.28,-0.04,1.72,-0.046,0,-0.012,,
0.105,-0.1,0.36,1.12,-0.065,0.01,-0.01,,
0.1058,-0.09,0.7,0.55,-0.072,0.01,-0.006,,
0.1067,-0.12,0.71,0.11,-0.068,0.003,-0.004,,
0.1075,-0.19,0.43,-0.43,-0.057,-0.003,-0.002,,
0.1083,-0.23,0.14,-0.62,-0.042,-0.009,-0.004,,
0.1092,-0.28,-0.17,-0.48,-0.032,-0.014,-0.008,,
0.11,-0.35,-0.07,-0.48,-0.029,-0.022,-0.007,,
0.1108,-0.35,0.07,-0.44,-0.03,-0.027,-0.007,,
0.1117,-0.43,0.04,-0.2,-0.025,-0.033,-0.006,,
0.1125,-0.51,0.04,-0.01,-0.022,-0.034,-0.006,,
0.1133,-0.32,-0.06,0.12,-0.016,-0.026,-0.005,,
0.1142,-0.15,-0.11,0.23,-0.015,-0.016,-0.004,,
0.115,-0.11,-0.15,0.25,-0.025,-0.007,-0.009,,
0.1158,-0.03,-0.1,0.32,-0.045,0.002,-0.01,,
0.1167,0.22,0.28,0.42,-0.07,0.013,-0.011,,
0.1175,0.32,0.79,0.38,-0.08,0.016,-0.005,,
0.1183,0.17,0.71,0.47,-0.074,0.007,-0.008,,
0.1192,-0.12,0.43,0.49,-0.059,-0.008,-0.009,,
0.12,-0.43,0.12,0.51,-0.043,-0.024,-0.007,,
0.1208,-0.46,0,0.49,-0.034,-0.038,-0.005,,
0.1217,-0.23,-0.04,0.14,-0.033,-0.039,-0.002,,
0.1225,0.12,0,-0.24,-0.033,-0.033,-0.001,,
0.1233,0.24,0.02,-0.41,-0.027,-0.034,0,,
0.1242,0.12,-0.2,-0.21,-0.016,-0.041,0.001,,
0.125,-0.19,-0.33,0.06,-0.008,-0.052,0.003,,
0.1258,-0.3,-0.21,0.23,-0.017,-0.057,0.004,,
0.1267,0,0.04,0.33,-0.032,-0.048,0.004,,
0.1275,0.22,0.21,0.58,-0.045,-0.042,0.004,,
0.1283,0.19,0.4,0.83,-0.061,-0.042,0,,
0.1292,0.1,0.54,0.92,-0.076,-0.044,0.001,,
0.13,0.03,0.53,0.98,-0.08,-0.042,-0.001,,
0.1308,0.23,0.32,1.46,-0.071,-0.034,-0.004,,
0.1317,0.28,0.21,1.97,-0.055,-0.026,-0.003,,
0.1325,0.11,0.28,1.88,-0.047,-0.028,-0.003,,
0.1333,-0.02,0.24,1.62,-0.042,-0.035,-0.007,,
0.1342,-0.18,0.04,1.46,-0.031,-0.045,-0.006,,
0.135,-0.29,-0.09,1.5,-0.028,-0.053,-0.006,,
0.1358,-0.21,0.16,1.27,-0.039,-0.054,-0.008,,
0.1367,-0.09,0.35,0.71,-0.051,-0.049,-0.001,,
0.1375,0.18,0.14,0.57,-0.048,-0.038,-0.002,,
0.1383,0.36,-0.09,0.53,-0.036,-0.029,-0.004,,
0.1392,0.16,-0.14,0.31,-0.031,-0.026,0,,
0.14,0.01,0.05,0.03,-0.033,-0.026,-0.002,,
0.1408,-0.05,0.12,-0.13,-0.03,-0.032,-0.001,,
0.1417,-0.2,-0.03,-0.06,-0.021,-0.041,0,,
0.1425,-0.35,-0.23,0.01,-0.011,-0.045,-0.002,,
0.1433,-0.38,-0.41,0.24,-0.006,-0.043,-0.001,,
0.1442,-0.28,-0.27,0.47,-0.011,-0.031,0.002,,
0.145,-0.17,-0.04,0.36,-0.022,-0.018,0.003,,
0.1458,0.08,0.01,0.37,-0.028,-0.001,0.002,,
0.1467,0.2,0.07,0.47,-0.029,0.013,0.002,,
0.1475,0.04,0.16,0.36,-0.032,0.016,0,,
0.1483,0.01,0.13,0.33,-0.037,0.018,-0.002,,
0.1492,-0.12,0.03,0.29,-0.033,0.015,-0.004,,
0.15,-0.22,-0.07,0.25,-0.034,0.012,-0.004,,
0.1508,-0.07,-0.08,0.55,-0.038,0.024,-0.004,,
0.1517,-0.14,0.27,0.44,-0.047,0.033,-0.007,,
0.1525,-0.03,0.34,0.5,-0.054,0.043,-0.006,,
0.1533,0.05,0.3,0.68,-0.05,0.053,-0.006,,
0.1542,0.1,0.15,0.75,-0.046,0.059,-0.006,,
0.155,0.07,0.19,0.81,-0.046,0.065,-0.006,,
0.1558,-0.08,0.33,0.42,-0.049,0.062,-0.006,,
0.1567,-0.09,0.15,0.3,-0.044,0.061,-0.005,,
0.1575,0,-0.07,0.37,-0.031,0.062,-0.004,,
0.1583,-0.01,-0.27,0.34,-0.021,0.067,-0.001,,
0.1592,0.04,-0.24,0.5,-0.021,0.069,0,,
0.16,0.17,0.03,0.2,-0.032,0.083,0.001,,
0.1608,0.17,0.24,0.13,-0.042,0.078,0.003,,
0.1617,0.22,0.14,0.32,-0.044,0.073,0,,
0.1625,0.14,0.09,0.62,-0.045,0.067,-0.002,,
0.1633,-0.15,0.21,0.55,-0.051,0.062,-0.001,,
0.1642,-0.28,0.38,0.38,-0.061,0.065,-0.001,,
0.165,-0.1,0.3,0.27,-0.058,0.08,-0.001,,
0.1658,0.16,0.15,0.06,-0.052,0.099,0.003,,
0.1667,0.5,-0.05,0.14,-0.047,0.115,0.002,,
0.1675,0.66,0.06,0.14,-0.048,0.119,0.001,,
0.1683,0.64,0.12,0.01,-0.056,0.108,0.003,,
0.1692,0.53,0.09,0.09,-0.057,0.093,0.002,,
0.17,0.28,0.03,0.03,-0.061,0.076,0.002,,
0.1708,0,0.22,0.17,-0.074,0.065,0,,
0.1717,-0.06,0.59,0.49,-0.084,0.065,0.001,,
0.1725,0.05,0.76,0.99,-0.085,0.069,0.004,,
0.1733,0.23,0.62,1.14,-0.077,0.072,0.004,,
0.1742,0.25,0.33,0.86,-0.069,0.079,0.004,,
0.175,0.3,0.18,0.64,-0.059,0.075,0.006,,
0.1758,0.24,-0.01,0.41,-0.049,0.072,0.005,,
0.1767,0.16,-0.13,0.08,-0.036,0.066,0.005,,
0.1775,0.17,-0.29,-0.26,-0.028,0.064,0.005,,
0.1783,0.17,-0.25,-0.39,-0.027,0.063,0,,
0.1792,0.11,-0.17,-0.34,-0.032,0.064,0.001,,
0.18,0.09,0.07,-0.04,-0.041,0.064,0,,
0.1808,0.17,0.19,-0.1,-0.049,0.073,-0.004,,
0.1817,0.33,0.37,0.13,-0.06,0.079,-0.003,,
0.1825,0.37,0.41,0.52,-0.062,0.08,0.001,,
0.1833,0.27,0.32,1.07,-0.057,0.074,0.001,,
0.1842,0.07,-0.01,0.9,-0.033,0.058,0.005,,
0.185,0.07,-0.22,0.94,-0.032,0.053,0.001,,
0.1858,0.04,-0.21,1.08,-0.033,0.052,0,,
0.1867,0.25,-0.06,1.1,-0.031,0.05,0.004,,
0.1875,0.26,0.08,0.96,-0.024,0.039,0.005,,
0.1883,0.08,-0.24,0.93,-0.019,0.026,0.01,,
0.1892,0.14,-0.31,0.84,-0.034,0.017,0.007,,
0.19,-0.07,-0.09,0.53,-0.046,0.011,0.003,,
0.1908,-0.08,0.29,0.42,-0.047,0.013,0.006,,
0.1917,0.14,0.31,0.35,-0.032,0.022,0.005,,
0.1925,0.21,-0.12,0.53,-0.026,0.031,0.002,,
0.1933,0.44,-0.35,0.83,-0.03,0.04,0,,
0.1942,0.45,-0.25,0.68,-0.047,0.038,-0.004,,
0.195,0.31,0.14,0.85,-0.062,0.037,-0.002,,
0.1958,0.4,0.3,1,-0.073,0.038,-0.002,,
0.1967,0.24,0.56,1.21,-0.073,0.047,-0.004,,
0.1975,0.48,0.52,1.99,-0.058,0.063,-0.002,,
0.1983,0.79,0.25,1.99,-0.046,0.061,-0.001,,
0.1992,0.55,0.12,1.41,-0.04,0.039,0.001,,
0.2,0.11,-0.03,0.95,-0.038,0.005,0.002,,
0.2008,-0.45,-0.11,0.88,-0.036,-0.016,-0.003,,
0.2017,-0.52,-0.23,1.11,-0.041,-0.013,-0.006,,
0.2025,-0.18,-0.09,1.15,-0.06,0.001,-0.008,,
0.2033,0.11,0.38,0.92,-0.08,0.008,-0.01,,
0.2042,-0.02,0.81,0.47,-0.086,0.005,-0.009,,
0.205,-0.22,0.96,0.46,-0.072,0,-0.004,,
0.2058,-0.24,0.28,0.43,-0.053,0,-0.011,,
0.2067,-0.21,-0.08,-0.04,-0.036,0.002,-0.012,,
0.2075,-0.07,-0.32,-0.46,-0.027,-0.001,-0.011,,
0.2083,-0.1,-0.18,-0.6,-0.022,-0.008,-0.01,,
0.2092,-0.19,-0.14,-0.47,-0.022,-0.014,-0.009,,
0.21,-0.19,-0.11,-0.27,-0.027,-0.017,-0.009,,
0.2108,-0.2,0.04,0.04,-0.037,-0.017,-0.008,,
0.2117,-0.23,0.3,0.25,-0.045,-0.017,-0.006,,
0.2125,-0.24,0.45,0.47,-0.047,-0.014,-0.008,,
0.2133,-0.12,0.4,0.37,-0.047,-0.015,-0.008,,
0.2142,-0.09,0.13,0.21,-0.046,-0.019,-0.008,,
0.215,-0.03,0.09,0.11,-0.051,-0.027,-0.006,,
0.2158,-0.1,0.26,-0.06,-0.054,-0.037,-0.005,,
0.2167,-0.26,0.28,0.03,-0.052,-0.047,-0.006,,
0.2175,-0.37,0.23,0.21,-0.044,-0.047,-0.007,,
0.2183,-0.32,0.16,0.15,-0.033,-0.041,-0.006,,
0.2192,-0.23,0.03,0.12,-0.023,-0.032,-0.007,,
0.22,0.08,-0.11,-0.05,-0.014,-0.032,-0.005,,
0.2208,0.14,-0.2,-0.59,-0.012,-0.047,-0.003,,
0.2217,0.02,-0.34,-0.65,-0.013,-0.064,-0.003,,
0.2225,-0.24,-0.33,-0.49,-0.018,-0.086,-0.001,,
0.2233,-0.61,-0.14,-0.21,-0.023,-0.093,-0.001,,
0.2242,-0.59,0.06,0.18,-0.029,-0.083,0,,
0.225,-0.37,0.28,0.33,-0.038,-0.066,0,,
0.2258,0.07,0.36,0.62,-0.046,-0.046,0,,
0.2267,0.4,0.4,0.67,-0.059,-0.045,0.003,,
0.2275,0.38,0.39,0.65,-0.065,-0.053,0,,
0.2283,0.27,0.21,0.84,-0.06,-0.07,0.001,,
0.2292,-0.17,0.02,1.17,-0.049,-0.085,-0.004,,
0.23,-0.21,-0.06,1.3,-0.04,-0.086,-0.003,,
0.2308,-0.25,0.01,1.36,-0.039,-0.087,-0.005,,
0.2317,-0.2,-0.03,1.69,-0.037,-0.09,-0.007,,
0.2325,-0.24,0.16,1.47,-0.043,-0.084,-0.002,,
0.2333,-0.17,0.43,0.96,-0.056,-0.075,0.003,,
0.2342,0.11,0.19,1.41,-0.053,-0.062,-0.005,,
0.235,0.13,0.25,1.73,-0.056,-0.057,-0.01,,
0.2358,0.02,0.72,0.91,-0.073,-0.057,0,,
0.2367,-0.03,0.76,0.64,-0.07,-0.064,0,,
0.2375,-0.07,0.32,0.77,-0.036,-0.074,-0.003,,
0.2383,-0.28,-0.29,1.04,-0.005,-0.072,0,,
0.2392,-0.2,-0.53,1.02,0.004,-0.064,-0.002,,
0.24,0.24,-0.6,0.26,-0.001,-0.056,0,,
0.2408,0.14,-0.34,-0.5,-0.003,-0.064,-0.001,,
0.2417,-0.23,-0.25,-0.23,0,-0.081,-0.004,,
0.2425,-0.42,-0.43,0.1,0.003,-0.082,-0.004,,
0.2433,-0.38,-0.43,0,-0.005,-0.071,0.002,,
0.2442,-0.33,-0.25,0.35,-0.016,-0.052,0,,
0.245,-0.1,0.34,0.77,-0.036,-0.04,-0.002,,
0.2458,-0.17,0.67,0.56,-0.05,-0.037,0.002,,
0.2467,-0.32,0.63,0.38,-0.057,-0.039,-0.003,,
0.2475,-0.24,0.3,0.63,-0.053,-0.035,-0.005,,
0.2483,-0.29,0.01,0.66,-0.041,-0.021,-0.004,,
0.2492,-0.02,-0.08,0.71,-0.033,-0.004,-0.004,,
0.25,0.07,0.05,0.61,-0.025,0.008,-0.004,,
0.2508,0.03,0.03,0.34,-0.021,0.006,-0.005,,
0.2517,-0.06,-0.24,0.51,-0.015,0.005,-0.007,,
0.2525,-0.29,-0.18,0.48,-0.017,0.003,-0.007,,
0.2533,-0.3,-0.06,0.3,-0.024,0.011,-0.001,,
0.2542,-0.09,0.21,0.47,-0.032,0.025,-0.002,,
0.255,0.09,0.43,0.36,-0.037,0.03,0,,
0.2558,0.04,0.13,0.27,-0.031,0.029,-0.001,,
0.2567,-0.04,-0.09,0.43,-0.031,0.025,-0.005,,
0.2575,-0.25,0.15,0.22,-0.042,0.02,-0.002,,
0.2583,-0.31,0.38,-0.02,-0.051,0.021,0,,
0.2592,-0.12,0.43,0.19,-0.045,0.026,0,,
0.26,-0.25,0.08,0.37,-0.024,0.032,0.005,,
0.2608,-0.08,-0.18,0.29,-0.007,0.044,0.002,,
0.2617,0.16,-0.28,0.07,-0.001,0.057,0.003,,
0.2625,0.27,-0.24,-0.18,-0.002,0.06,0.004,,
0.2633,0.28,-0.28,-0.41,-0.001,0.059,0.002,,
0.2642,0.09,-0.35,-0.37,-0.003,0.053,0.001,,
0.265,-0.07,-0.24,-0.12,-0.009,0.048,-0.002,,
0.2658,-0.16,0.03,0.17,-0.025,0.045,-0.004,,
0.2667,-0.04,0.42,0.5,-0.047,0.047,-0.004,,
0.2675,0.04,0.87,0.57,-0.071,0.05,-0.003,,
0.2683,0.21,0.96,0.45,-0.085,0.061,0,,
0.2692,0.41,0.78,0.58,-0.084,0.069,0.004,,
0.27,0.51,0.39,0.56,-0.065,0.075,0.005,,
0.2708,0.36,-0.03,0.45,-0.043,0.072,0.004,,
0.2717,0.07,-0.23,0.4,-0.026,0.057,0.003,,
0.2725,-0.17,-0.26,0.27,-0.016,0.048,0.001,,
0.2733,0.07,-0.16,0.57,-0.018,0.051,0,,
0.2742,0.34,0.08,0.73,-0.023,0.064,0.001,,
0.275,0.37,0.25,0.76,-0.03,0.068,0.002,,
0.2758,0.15,0.37,0.25,-0.022,0.053,0.004,,
0.2767,-0.14,0.05,0.24,-0.015,0.037,0.004,,
0.2775,-0.31,-0.12,0.33,-0.013,0.028,0.002,,
0.2783,-0.21,-0.24,0.38,-0.02,0.028,-0.001,,
0.2792,0.01,0,0.35,-0.027,0.035,-0.005,,
0.28,0,0.22,0.14,-0.029,0.037,-0.002,,
0.2808,0.1,0.4,0,-0.025,0.042,0,,
0.2817,0.13,0.04,-0.44,-0.016,0.037,0.002,,
0.2825,0.04,-0.31,0.41,0.021,0.045,0.001,,
0.2833,-0.06,-0.57,0.61,0.029,0.04,-0.002,,
0.2842,0.02,-0.7,0.73,0.021,0.035,-0.005,,
0.285,0.11,-0.49,0.42,0.006,0.035,-0.006,,
0.2858,0.16,-0.19,0.51,-0.001,0.036,-0.001,,
0.2867,0.01,-0.07,0.83,-0.013,0.024,-0.006,,
0.2875,-0.23,0.02,1.07,-0.025,0.014,-0.007,,
0.2883,-0.13,0.24,1.26,-0.036,0.01,-0.003,,
0.2892,-0.08,0.36,1.38,-0.036,0.003,-0.003,,
0.29,-0.1,0.33,1.31,-0.027,-0.001,-0.001,,
0.2908,-0.17,0.2,1.13,-0.013,0,-0.001,,
0.2917,0.03,-0.08,1.2,0,0.011,0.002,,
0.2925,0.43,-0.28,0.91,0.007,0.025,-0.002,,
0.2933,0.58,-0.42,0.56,0.022,0.031,0.002,,
0.2942,0.46,-0.67,0.63,0.018,0.022,0.006,,
0.295,0.28,-0.43,0.72,-0.015,0.01,0.002,,
0.2958,0.13,0.44,0.7,-0.058,0.004,0.002,,
0.2967,0.13,0.98,1.08,-0.074,0.001,-0.001,,
0.2975,0.2,0.79,1.33,-0.057,0,-0.004,,
0.2983,0.01,0.28,1.69,-0.03,-0.004,-0.007,,
0.2992,-0.17,0.02,1.96,-0.02,-0.005,-0.005,,
0.3,-0.2,0.12,1.6,-0.022,-0.006,-0.009,,
0.3008,-0.16,0.2,1.23,-0.023,-0.005,-0.011,,
0.3017,0.14,-0.11,0.56,-0.015,-0.009,-0.01,,
0.3025,0.21,-0.35,0.12,-0.009,-0.005,-0.012,,
0.3033,-0.02,-0.21,0.44,-0.004,-0.002,-0.012,,
0.3042,-0.06,-0.12,0.6,-0.003,0.002,-0.012,,
0.305,0.11,-0.17,0.37,-0.004,0.007,-0.014,,
0.3058,0.07,-0.01,-0.1,-0.013,0.003,-0.011,,
0.3067,-0.21,0.18,-0.19,-0.028,-0.006,-0.008,,
0.3075,-0.31,0.5,0,-0.043,-0.009,-0.013,,
0.3083,-0.16,0.46,0.01,-0.042,-0.008,-0.011,,
0.3092,-0.04,0.19,-0.14,-0.031,-0.011,-0.011,,
0.31,-0.1,0.09,-0.25,-0.018,-0.014,-0.012,,
0.3108,-0.24,0,-0.35,-0.009,-0.025,-0.008,,
0.3117,-0.47,-0.15,-0.36,-0.006,-0.039,-0.008,,
0.3125,-0.52,-0.18,-0.38,-0.007,-0.044,-0.01,,
0.3133,-0.34,-0.1,-0.36,-0.008,-0.041,-0.008,,
0.3142,-0.16,0,-0.24,-0.01,-0.037,-0.008,,
0.315,-0.09,0.05,-0.03,-0.011,-0.032,-0.01,,
0.3158,-0.16,0.07,0.02,-0.014,-0.031,-0.007,,
0.3167,-0.22,0.05,0.07,-0.018,-0.034,-0.009,,
0.3175,-0.15,0.17,-0.01,-0.023,-0.032,-0.01,,
0.3183,0.07,0.19,-0.19,-0.021,-0.027,-0.009,,
0.3192,0.1,0.15,-0.34,-0.019,-0.032,-0.011,,
0.32,-0.01,-0.09,-0.2,-0.011,-0.037,-0.012,,
0.3208,-0.21,-0.16,-0.17,-0.007,-0.047,-0.011,,
0.3217,-0.37,-0.18,0.17,-0.004,-0.052,-0.01,,
0.3225,-0.28,-0.05,0.33,-0.004,-0.048,-0.01,,
0.3233,-0.13,0.05,0.5,-0.007,-0.046,-0.007,,
0.3242,0.02,0.08,0.23,-0.011,-0.039,-0.007,,
0.325,0,0,0.24,-0.012,-0.041,-0.007,,
0.3258,0.02,-0.02,0.32,-0.014,-0.047,-0.006,,
0.3267,-0.05,0,0.45,-0.016,-0.062,-0.006,,
0.3275,-0.2,-0.1,0.79,-0.019,-0.07,-0.008,,
0.3283,-0.33,0.17,0.74,-0.032,-0.073,-0.005,,
0.3292,-0.41,0.41,0.65,-0.038,-0.068,-0.005,,
0.33,-0.18,0.33,1.18,-0.028,-0.06,-0.012,,
0.3308,0.06,0.11,1.47,-0.015,-0.064,-0.01,,
0.3317,-0.12,-0.16,1.23,-0.008,-0.07,-0.007,,
0.3325,-0.2,-0.3,1.13,-0.012,-0.063,-0.008,,
0.3333,-0.15,-0.08,0.98,-0.024,-0.047,-0.005,,
0.3342,0.14,0.28,1.26,-0.031,-0.025,-0.006,,
0.335,0.66,0.41,1.76,-0.025,-0.018,-0.006,,
0.3358,0.66,0.17,1.78,-0.011,-0.033,-0.004,,
0.3367,0.25,-0.14,1.55,0.003,-0.049,-0.006,,
0.3375,-0.15,-0.35,1.18,0.016,-0.062,-0.007,,
0.3383,-0.39,-0.56,0.87,0.027,-0.058,-0.008,,
0.3392,-0.1,-0.65,0.64,0.027,-0.047,-0.005,,
0.34,0.1,-0.37,0.06,0.011,-0.044,-0.001,,
