CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
0.0892,-0.27,-0.31,0.44,0.038,0.007,0,,
0.09,-0.5,-0.42,0.62,0.038,-0.006,-0.001,,
0.0908,-0.48,-0.31,0.65,0.033,-0.004,-0.005,,
0.0917,-0.45,0,0.76,0.02,0.001,-0.006,,
0.0925,-0.35,0.31,0.68,0.007,0.015,-0.004,,
0.0933,-0.23,0.45,0.58,-0.002,0.031,-0.008,,
0.0942,-0.04,0.14,0.58,0.009,0.051,-0.01,,
0.095,0.19,-0.22,0.5,0.022,0.068,-0.012,,
0.0958,0.34,-0.5,0.26,0.034,0.082,-0.012,,
0.0967,0.42,-0.42,0.03,0.031,0.086,-0.01,,
0.0975,0.52,-0.06,0.02,0.014,0.092,-0.014,,
0.0983,0.48,0.33,0.51,-0.002,0.09,-0.015,,
0.0992,0.31,0.56,0.85,-0.009,0.086,-0.012,,
0.1,0.17,0.33,1.1,-0.001,0.077,-0.012,,
0.1008,-0.14,-0.28,1.2,0.023,0.058,-0.011,,
0.1017,-0.27,-0.69,0.8,0.038,0.046,-0.009,,
0.1025,-0.05,-0.39,-0.03,0.021,0.045,-0.004,,
0.1033,0.2,0.25,-0.31,-0.009,0.041,-0.004,,
0.1042,0.36,0.67,-0.02,-0.03,0.045,0.001,,
0.105,0.36,0.68,0.6,-0.032,0.047,-0.001,,
0.1058,0.07,0.48,0.88,-0.02,0.039,0,,
0.1067,-0.18,0.08,0.41,0.007,0.03,0,,
0.1075,-0.22,-0.15,0.21,0.019,0.03,-0.004,,
0.1083,0.01,-0.42,0.15,0.023,0.038,-0.002,,
0.1092,0.32,-0.47,0.02,0.018,0.054,-0.004,,
0.11,0.67,-0.18,0.1,0.004,0.072,-0.005,,
0.1108,0.94,-0.08,0.73,0.004,0.076,-0.008,,
0.1117,0.72,0.11,1.25,0.005,0.067,-0.007,,
0.1125,0.37,0.24,1.28,0.007,0.048,-0.009,,
0.1133,0.12,0.04,1.37,0.015,0.032,-0.01,,
0.1142,0,-0.17,1.41,0.021,0.022,-0.011,,
0.115,0.08,-0.31,1.12,0.021,0.022,-0.009,,
0.1158,0.23,-0.29,0.79,0.014,0.023,-0.01,,
0.1167,0.38,-0.08,0.44,0.006,0.024,-0.008,,
0.1175,0.46,-0.04,0.49,0.01,0.019,-0.003,,
0.1183,0.32,-0.13,0.54,0.015,0.015,0.002,,
0.1192,0.25,-0.24,0.69,0.019,0.011,-0.002,,
0.12,0.12,-0.35,0.87,0.021,0.003,0.001,,
0.1208,-0.13,-0.15,0.84,0.015,-0.011,-0.003,,
0.1217,-0.27,0.11,0.33,0.007,-0.021,0.003,,
0.1225,-0.3,-0.14,0.34,0.013,-0.026,0.01,,
0.1233,-0.28,-0.45,0.68,0.012,-0.015,0.007,,
0.1242,-0.22,-0.32,0.87,-0.005,0.002,0.004,,
0.125,-0.14,0.1,0.92,-0.03,0.02,0.008,,
0.1258,0.15,0.51,1.05,-0.04,0.033,0.006,,
0.1267,0.22,0.62,0.79,-0.033,0.033,0.01,,
0.1275,0.02,0.29,0.83,-0.015,0.023,0.006,,
0.1283,-0.25,-0.2,1.14,0.007,0.01,0.002,,
0.1292,-0.59,-0.43,1.04,0.017,-0.004,0.004,,
0.13,-0.65,-0.43,1.08,0.008,-0.01,0.005,,
0.1308,-0.34,-0.31,1.02,-0.002,-0.006,0.005,,
0.1317,-0.21,0.05,0.75,-0.012,-0.006,0.01,,
0.1325,-0.14,0.16,0.66,-0.013,-0.007,0.009,,
0.1333,-0.26,0.04,0.82,-0.005,-0.01,0.01,,
0.1342,-0.31,-0.08,0.78,0,-0.004,0.012,,
0.135,-0.13,-0.15,0.45,0,0.005,0.011,,
0.1358,0.22,-0.13,0.29,-0.003,0.013,0.012,,
0.1367,0.48,-0.11,-0.03,-0.003,0.009,0.009,,
0.1375,0.36,-0.16,0.05,0.002,-0.008,0.006,,
0.1383,0.01,-0.33,0.21,0.007,-0.023,0.005,,
0.1392,-0.2,-0.51,0.69,0.011,-0.026,0.004,,
0.14,-0.29,-0.35,1.12,0.005,-0.021,0.003,,
0.1408,-0.1,-0.11,1.11,-0.005,-0.008,0.004,,
0.1417,0.15,0.2,0.97,-0.015,0,0.004,,
0.1425,0.43,0.16,0.78,-0.013,0.001,0.005,,
0.1433,0.41,-0.08,0.41,-0.005,-0.006,0.006,,
0.1442,0.22,-0.38,0.52,0,-0.015,0.005,,
0.145,0.04,-0.43,0.56,-0.003,-0.022,0.004,,
0.1458,-0.01,-0.28,0.5,-0.011,-0.028,0.005,,
0.1467,-0.1,0.06,0.56,-0.025,-0.037,0.009,,
0.1475,-0.13,0.25,0.58,-0.032,-0.045,0.008,,
0.1483,-0.22,0.34,0.44,-0.032,-0.049,0.008,,
0.1492,-0.2,0.19,0.67,-0.024,-0.05,0.01,,
0.15,-0.04,-0.19,0.67,-0.01,-0.048,0.01,,
0.1508,-0.06,-0.35,0.83,-0.006,-0.048,0.012,,
0.1517,-0.08,-0.27,0.71,-0.011,-0.05,0.012,,
0.1525,-0.09,-0.15,0.58,-0.015,-0.051,0.011,,
0.1533,-0.1,-0.05,0.78,-0.021,-0.044,0.013,,
0.1542,0.15,-0.11,0.95,-0.021,-0.032,0.012,,
0.155,0.18,-0.03,1.24,-0.023,-0.023,0.013,,
0.1558,0.25,0.06,1.18,-0.028,-0.015,0.011,,
0.1567,0.31,0.28,1.13,-0.037,-0.016,0.009,,
0.1575,0.21,0.28,0.65,-0.036,-0.02,0.012,,
0.1583,0.11,0.16,0.93,-0.019,-0.018,0.011,,
0.1592,0.08,-0.26,0.82,-0.004,-0.015,0.01,,
0.16,0.17,-0.41,0.61,-0.001,-0.01,0.006,,
0.1608,0.34,-0.37,0.29,-0.013,-0.006,0.004,,
0.1617,0.29,-0.09,0.2,-0.033,-0.009,0.004,,
0.1625,0.15,0.24,0.22,-0.045,-0.012,0.006,,
0.1633,0.02,0.48,0.59,-0.053,-0.015,0.006,,
0.1642,-0.13,0.42,0.64,-0.052,-0.016,0.005,,
0.165,-0.24,0.42,0.8,-0.043,-0.013,0.003,,
0.1658,-0.23,0.24,0.86,-0.034,-0.009,0.003,,
0.1667,-0.11,0.1,0.64,-0.029,-0.005,0.003,,
0.1675,-0.03,0.04,0.37,-0.029,-0.001,0.002,,
0.1683,0.02,0.12,0.24,-0.03,0.003,0.001,,
0.1692,-0.11,0.06,0.48,-0.027,0.002,-0.001,,
0.17,-0.2,0,0.44,-0.023,-0.001,-0.001,,
0.1708,-0.35,0.04,0.45,-0.026,-0.006,-0.002,,
0.1717,-0.42,0.15,0.43,-0.027,-0.003,-0.003,,
0.1725,-0.37,0.39,0.72,-0.032,0.007,-0.005,,
0.1733,-0.15,0.55,0.73,-0.032,0.029,-0.004,,
0.1742,0.08,0.36,0.94,-0.019,0.049,-0.006,,
0.175,0.25,-0.12,0.89,0.006,0.062,-0.003,,
0.1758,0.25,-0.51,0.67,0.024,0.056,-0.002,,
0.1767,0.11,-0.73,0.13,0.036,0.043,0,,
0.1775,0.03,-0.8,-0.12,0.038,0.021,0,,
0.1783,-0.23,-0.72,-0.23,0.034,-0.002,0.001,,
0.1792,-0.48,-0.54,-0.04,0.026,-0.021,0.001,,
0.18,-0.66,-0.18,0.39,0.011,-0.028,-0.001,,
0.1808,-0.71,0.28,0.9,-0.002,-0.014,-0.002,,
0.1817,-0.34,0.5,1.17,-0.018,0.011,-0.004,,
0.1825,-0.1,0.66,1.1,-0.028,0.037,-0.009,,
0.1833,0.38,0.55,0.89,-0.039,0.056,-0.008,,
0.1842,0.29,0.46,0.6,-0.04,0.061,-0.009,,
0.185,0.12,0.01,0.43,-0.02,0.059,-0.014,,
0.1858,-0.1,-0.53,0.37,0.003,0.047,-0.016,,
0.1867,-0.4,-0.59,0.06,0.011,0.038,-0.015,,
0.1875,-0.34,0,-0.01,-0.004,0.045,-0.017,,
0.1883,0.11,0.6,0.62,-0.029,0.065,-0.014,,
0.1892,0.48,0.94,1.01,-0.039,0.092,-0.009,,
0.19,0.85,0.57,1.25,-0.027,0.112,-0.011,,
0.1908,0.79,-0.21,1.19,-0.002,0.109,-0.01,,
0.1917,0.19,-0.74,0.51,0.019,0.081,-0.011,,
0.1925,-0.3,-0.62,-0.24,0.009,0.041,-0.011,,
0.1933,-0.41,-0.14,-0.64,-0.012,0.014,-0.001,,
0.1942,-0.29,0.35,-0.39,-0.027,0.012,-0.003,,
0.195,0.04,0.66,0.39,-0.039,0.021,-0.005,,
0.1958,0.14,0.67,0.93,-0.036,0.037,0.002,,
0.1967,0.14,0.51,1.14,-0.031,0.046,0,,
0.1975,0.32,0.23,0.87,-0.025,0.05,-0.001,,
0.1983,0.4,-0.19,0.37,-0.009,0.049,-0.001,,
0.1992,0.36,-0.6,0.13,0.006,0.041,-0.006,,
0.2,0.35,-0.56,0.29,0,0.04,-0.007,,
0.2008,0.3,-0.06,0.4,-0.014,0.039,-0.009,,
0.2017,0.21,0.42,0.66,-0.018,0.037,-0.009,,
0.2025,0.36,0.25,1.46,-0.002,0.038,-0.006,,
0.2033,0.4,-0.1,1.85,0.012,0.041,-0.006,,
0.2042,0.39,-0.18,1.33,0.01,0.035,-0.009,,
0.205,0.54,-0.31,0.74,0.012,0.035,-0.006,,
0.2058,0.55,-0.41,0.34,0.014,0.024,-0.009,,
0.2067,0.31,-0.49,0.31,0.011,0.01,-0.008,,
0.2075,0.01,-0.32,0.41,-0.003,-0.002,-0.006,,
0.2083,-0.15,0.05,0.78,-0.019,-0.003,-0.005,,
0.2092,-0.13,0.38,0.93,-0.024,-0.007,0,,
0.21,-0.18,0.45,0.76,-0.016,-0.008,0.007,,
0.2108,0.03,-0.03,0.79,-0.002,-0.003,0.008,,
0.2117,0.11,-0.45,0.71,0.007,0.006,0.008,,
0.2125,-0.02,-0.64,0.83,0.001,0.009,0.005,,
0.2133,-0.12,-0.26,0.66,-0.02,0.006,0.001,,
0.2142,-0.25,0.24,0.41,-0.035,-0.002,0.006,,
0.215,-0.55,0.48,0.75,-0.039,-0.013,0.006,,
0.2158,-0.58,0.48,1.16,-0.032,-0.015,0.007,,
0.2167,-0.54,0.21,1.31,-0.017,-0.007,0.006,,
0.2175,-0.32,-0.25,1.55,-0.008,0.001,0.006,,
0.2183,-0.16,-0.24,1.01,-0.012,0.006,0.006,,
0.2192,0.05,-0.14,0.63,-0.016,0.012,0.009,,
0.22,0.12,-0.15,0.76,-0.014,0.015,0.007,,
0.2208,0.06,-0.13,0.9,-0.011,0.018,0.005,,
0.2217,0.01,-0.15,0.99,-0.01,0.017,0.004,,
0.2225,-0.13,-0.02,1.08,-0.01,0.015,0.006,,
0.2233,-0.2,0.14,0.71,-0.008,0.004,0.006,,
0.2242,-0.15,-0.01,0.55,0,0.002,0.01,,
0.225,0.06,-0.38,0.58,0.009,0.004,0.006,,
0.2258,0.22,-0.51,0.27,0.01,0.007,0.006,,
0.2267,0.33,-0.47,0.03,0.009,0.013,0.01,,
0.2275,0.29,-0.42,0.01,0.006,0.006,0.009,,
0.2283,0.12,-0.24,0.05,-0.003,-0.001,0.008,,
0.2292,-0.08,-0.17,0.39,-0.015,-0.008,0.007,,
0.23,-0.14,-0.02,0.42,-0.026,-0.008,0.005,,
0.2308,-0.13,0.27,0.99,-0.034,-0.021,0.008,,
0.2317,-0.06,0.31,0.98,-0.035,-0.025,0.008,,
0.2325,-0.02,0.22,0.85,-0.03,-0.025,0.008,,
0.2333,-0.11,0.14,0.49,-0.021,-0.025,0.007,,
0.2342,0.02,-0.26,0.37,-0.007,-0.021,0.008,,
0.235,0.17,-0.62,0.23,0.003,-0.011,0.009,,
0.2358,0.12,-0.51,0.25,-0.007,-0.011,0.007,,
0.2367,0.12,-0.22,0.29,-0.023,-0.017,0.008,,
0.2375,0.05,0.11,0.61,-0.039,-0.017,0.009,,
0.2383,0.01,0.44,0.88,-0.049,-0.025,0.007,,
0.2392,0.04,0.45,0.88,-0.048,-0.031,0.009,,
0.24,-0.13,0.39,0.85,-0.042,-0.035,0.009,,
0.2408,-0.13,0.23,0.71,-0.035,-0.04,0.008,,
0.2417,-0.02,-0.09,0.42,-0.023,-0.034,0.01,,
0.2425,0.07,-0.3,0.42,-0.019,-0.023,0.012,,
0.2433,0.23,-0.43,0.41,-0.018,-0.012,0.01,,
0.2442,0.35,-0.22,0.72,-0.026,-0.003,0.011,,
0.245,0.43,0.03,1.14,-0.033,-0.003,0.012,,
0.2458,0.27,0.28,1.39,-0.04,-0.008,0.011,,
0.2467,0.07,0.35,1.34,-0.045,-0.012,0.01,,
0.2475,0.07,0.4,1.2,-0.046,-0.008,0.008,,
0.2483,0.1,0.28,0.88,-0.038,-0.006,0.008,,
0.2492,0.07,0.1,0.43,-0.025,-0.006,0.01,,
0.25,0.08,-0.17,0.13,-0.01,-0.006,0.01,,
0.2508,0.03,-0.37,0,-0.002,-0.006,0.008,,
0.2517,0.11,-0.48,0.09,-0.002,0.001,0.005,,
0.2525,0.23,-0.22,0.28,-0.02,0.01,0,,
0.2533,0.25,0.21,0.29,-0.044,0.012,0,,
0.2542,0.14,0.68,0.48,-0.062,0.009,0.002,,
0.255,-0.04,0.63,0.71,-0.062,0.004,0.003,,
0.2558,-0.26,0.38,0.77,-0.052,-0.002,0,,
0.2567,-0.37,0.13,0.48,-0.038,-0.003,-0.003,,
0.2575,-0.28,-0.08,0.33,-0.023,-0.002,-0.004,,
0.2583,-0.25,-0.29,0.07,-0.01,-0.002,-0.003,,
0.2592,-0.19,-0.31,0.13,-0.007,-0.002,-0.005,,
0.26,-0.22,0,0.17,-0.015,0.007,-0.002,,
0.2608,-0.19,0.37,0.13,-0.029,0.014,-0.001,,
0.2617,-0.05,0.37,0.33,-0.034,0.025,-0.004,,
0.2625,0.03,0.37,0.74,-0.03,0.036,-0.003,,
0.2633,0.15,0.32,0.71,-0.024,0.047,0,,
0.2642,0.24,0.12,0.78,-0.015,0.044,-0.002,,
0.265,0.16,-0.17,0.59,0.005,0.036,0,,
0.2658,0,-0.64,0.52,0.029,0.018,-0.002,,
0.2667,-0.21,-0.98,0.43,0.054,0.005,-0.004,,
0.2675,-0.37,-1.04,0.63,0.066,-0.001,-0.002,,
0.2683,-0.33,-0.8,0.58,0.066,0.003,-0.001,,
0.2692,-0.2,-0.4,0.51,0.045,0.012,-0.006,,
0.27,-0.01,-0.03,0.66,0.024,0.02,-0.003,,
0.2708,-0.02,0.28,0.71,-0.002,0.024,-0.004,,
0.2717,-0.16,0.5,1.14,-0.012,0.03,-0.008,,
0.2725,-0.36,0.54,0.67,-0.031,0.026,-0.007,,
0.2733,-0.31,0.28,0.64,-0.025,0.034,-0.008,,
0.2742,-0.19,0.16,0.36,-0.019,0.041,-0.012,,
0.275,-0.09,0.02,0.04,-0.016,0.049,-0.008,,
0.2758,0.07,0.04,0.07,-0.024,0.055,-0.01,,
0.2767,0.08,0.35,0.44,-0.028,0.066,-0.012,,
0.2775,0.15,0.54,0.95,-0.027,0.086,-0.009,,
0.2783,0.42,0.55,1.21,-0.016,0.101,-0.009,,
0.2792,0.5,0.18,1.24,0.005,0.099,-0.012,,
0.28,0.09,-0.63,1.11,0.034,0.074,-0.01,,
0.2808,-0.11,-1.12,0.19,0.037,0.046,-0.007,,
0.2817,-0.09,-0.64,-0.84,0.006,0.031,-0.007,,
0.2825,-0.11,0.17,-0.87,-0.028,0.025,-0.004,,
0.2833,0,0.86,-0.1,-0.047,0.033,-0.003,,
0.2842,0.12,1.1,0.7,-0.056,0.05,-0.008,,
0.285,0.1,1.01,1.17,-0.053,0.057,-0.004,,
0.2858,0.14,0.68,1.11,-0.037,0.065,-0.005,,
0.2867,0.24,0.18,0.89,-0.016,0.065,-0.01,,
0.2875,0.36,-0.44,0.14,0.009,0.057,-0.007,,
0.2883,0.51,-0.88,-0.21,0.027,0.042,-0.012,,
0.2892,0.34,-0.88,-0.08,0.036,0.027,-0.012,,
0.29,0.18,-0.58,0.31,0.029,0.015,-0.001,,
0.2908,0.18,0.02,0.83,0.013,0.013,-0.006,,
0.2917,0.06,0.54,1.39,0.004,0.021,-0.009,,
0.2925,0.18,0.31,1.71,0.015,0.029,-0.002,,
0.2933,0.53,-0.21,1.46,0.022,0.033,-0.01,,
0.2942,0.6,-0.44,0.6,0.014,0.029,-0.003,,
0.295,0.58,-0.5,0.28,0.004,0.021,-0.004,,
0.2958,0.61,-0.3,0.51,-0.002,0.012,-0.008,,
0.2967,0.38,-0.1,0.82,-0.006,-0.005,-0.002,,
0.2975,0.06,0.02,0.85,-0.015,-0.016,0.002,,
0.2983,-0.21,0.38,0.59,-0.018,-0.024,-0.005,,
0.2992,-0.53,0.36,0.78,-0.003,-0.026,-0.003,,
0.3,-0.48,0,0.68,0.011,-0.011,0.001,,
0.3008,0,-0.31,0.22,0.021,0.013,-0.001,,
0.3017,0.4,-0.61,-0.15,0.019,0.027,0.006,,
0.3025,0.48,-0.68,-0.03,0.01,0.025,0.01,,
0.3033,0.16,-0.39,0.48,-0.008,0.014,0.008,,
0.3042,-0.16,0.01,0.86,-0.031,0.004,0.012,,
0.305,-0.42,0.52,1,-0.043,0.001,0.008,,
0.3058,-0.52,0.66,1.36,-0.032,0.001,0.004,,
0.3067,-0.56,0.34,1.53,-0.019,-0.001,0.004,,
0.3075,-0.5,-0.02,1.24,-0.014,-0.003,0.005,,
0.3083,-0.32,-0.21,0.97,-0.018,0.004,0.007,,
0.3092,-0.12,-0.19,0.51,-0.019,0.012,0.006,,
0.31,0.13,-0.02,0.36,-0.014,0.021,0.008,,
0.3108,0.27,-0.12,0.34,0.001,0.02,0.006,,
0.3117,-0.1,-0.22,0.4,0.008,0.003,0.004,,
0.3125,-0.42,-0.21,0.44,0.003,-0.012,0.002,,
0.3133,-0.53,-0.13,0.49,-0.003,-0.024,0.005,,
0.3142,-0.36,0.03,0.44,-0.007,-0.023,0.008,,
0.315,0.01,-0.07,0.28,0,-0.016,0.008,,
0.3158,0.3,-0.24,0.47,0.011,-0.011,0.008,,
0.3167,0.21,-0.5,0.52,0.019,-0.006,0.006,,
0.3175,0.18,-0.62,0.74,0.015,-0.003,0.004,,
0.3183,0.16,-0.36,0.69,0.002,-0.002,0.002,,
0.3192,0.2,-0.02,0.42,-0.003,-0.003,0.003,,
0.32,0.28,0.01,0.76,0.005,-0.01,0.004,,
0.3208,0.09,-0.2,0.94,0.012,-0.018,0.002,,
0.3217,-0.04,-0.39,0.77,0.007,-0.025,0.001,,
0.3225,-0.03,-0.27,0.59,-0.001,-0.033,0.002,,
0.3233,-0.1,-0.07,0.3,-0.006,-0.039,0.004,,
0.3242,-0.04,-0.2,0.33,-0.002,-0.04,0.007,,
0.325,-0.01,-0.28,0.69,-0.003,-0.036,0.009,,
0.3258,-0.06,-0.29,0.73,-0.005,-0.033,0.006,,
0.3267,-0.14,-0.13,0.95,-0.018,-0.037,0.009,,
0.3275,-0.24,0.26,0.73,-0.032,-0.046,0.006,,
0.3283,-0.21,0.41,0.42,-0.037,-0.057,0.009,,
0.3292,-0.16,0.24,0.85,-0.029,-0.06,0.013,,
0.33,-0.14,-0.05,0.9,-0.022,-0.054,0.012,,
0.3308,-0.03,-0.21,0.87,-0.019,-0.043,0.013,,
0.3317,0.18,-0.07,0.78,-0.02,-0.035,0.008,,
0.3325,0.1,0.01,0.57,-0.017,-0.033,0.01,,
0.3333,0.13,0.03,0.71,-0.012,-0.029,0.012,,
0.3342,0.13,-0.18,0.79,-0.005,-0.023,0.011,,
0.335,0.23,-0.23,0.98,-0.007,-0.015,0.006,,
0.3358,0.44,-0.13,0.82,-0.019,-0.004,0.002,,
0.3367,0.49,0.24,0.64,-0.035,-0.001,0.002,,
0.3375,0.24,0.38,0.34,-0.039,-0.009,0.005,,
0.3383,-0.06,0.38,0.32,-0.032,-0.02,0.006,,
0.3392,-0.21,-0.01,0.47,-0.02,-0.023,0.005,,
0.34,-0.07,-0.11,0.48,-0.013,-0.014,0.001,,
0.3408,0.11,-0.1,0.45,-0.014,-0.006,0.001,,
0.3417,0.23,0.1,0.38,-0.019,0.002,0.004,,
0.3425,0.16,0.11,0.49,-0.026,0.001,0.004,,
0.3433,0.01,0.27,0.55,-0.034,-0.003,0.003,,
0.3442,-0.15,0.33,0.6,-0.039,-0.007,0.005,,
0.345,-0.26,0.3,0.66,-0.034,-0.011,0.003,,
0.3458,-0.33,0.2,0.73,-0.025,-0.013,0.001,,
